ID,projectname,classification,Abstract,label
32,jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */",yes
33,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
34,jruby-1.4.0,DEFECT,"// TODO: In MRI 1.9, an explicit check for negative length is // added here. IndexError is raised when length is negative. // See [ruby-core:12953] for more details. // // New note: This is actually under re-evaluation, // see [ruby-core:17483].",yes
35,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
36,jruby-1.4.0,DEFECT,// ENEBO: Very wrong,yes
37,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
38,jruby-1.4.0,DEFECT,"// FIXME: if we terminate immediately, this appears to break while in method arguments // we need to push a nil for the cases where we will never enter the body",yes
39,jruby-1.4.0,DEFECT,"// FIXME: if we terminate immediately, this appears to break while in method arguments // we need to push a nil for the cases where we will never enter the body",yes
40,jruby-1.4.0,DEFECT,// The following constants capture pre-known static call sites -- JRuby implementations of methods of ruby classes // SSS FIXME: Note that compiler/impl/BaseBodyCompiler is using op_match2 for match() and and op_match for match2 ... Is this a bug there?,yes
41,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
42,jruby-1.4.0,DEFECT,"// SSS FIXME: This doesn't preserve original order of when clauses.  We could consider // preserving the order (or maybe not, since we would have to sort the constants first // in any case) for outputing jump tables in certain situations. // // add body to map for emitting later",yes
43,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
44,jruby-1.4.0,DEFECT,"// SSS FIXME: Why is the for node being built using closures and not as a ""regular"" loop with branches? // // This has implications on inlining, implementations of closures, next, break, etc. // When ""each"" and the block it consumes are inlined together in the caller, the ""loop"" // from the each should become a normal loop without any closures.  But, in this implementation // of for, we replace one closure with another! //",yes
45,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
46,jruby-1.4.0,DEFECT,// synchronized method per JRUBY-1173 (unsafe Double-Checked Locking) // FIXME: synchronization is still wrong in CP code,yes
47,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
48,jruby-1.4.0,DEFECT,"// vulture thread will periodically expunge dead // entries.  entries are also expunged during 'put' // operations; this is designed to cover the case where // many objects are created initially, followed by limited // put activity. // // FIXME: DISABLED (below) pending resolution of finalization issue //",yes
49,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
50,jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */",yes
51,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
52,jruby-1.4.0,DEFECT,"// FIXME: We are assuming that original string will be raw bytes.  If -Ku is provided // this will not be true, but that is ok for now.  Deal with that when someone needs it.",yes
53,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
54,jruby-1.4.0,DEFECT,// TODO: Ruby locks the string here,yes
55,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
56,jruby-1.4.0,DEFECT,// TODO: Rubicon TestKernel dies without this line.  A cursory glance implies we // falsely set $! to nil and this sets it back to something valid.  This should  // get fixed at the same time we address bug #1296484.,yes
57,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
58,jruby-1.4.0,DEFECT,// MRI 1.8 behavior: this combination of flags is not allowed,yes
59,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
60,jruby-1.4.0,DEFECT,// zero args with block // FIXME: omit args index; subtract one from normal block index,yes
61,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
62,jruby-1.4.0,DEFECT,// FIXME: It may be possible to killpg on systems which support it.  POSIX library // needs to tell whether a particular method works or not,yes
63,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
64,jruby-1.4.0,DEFECT,// TODO: This code effectively disables all inspection-based optimizations; none of them are 100% safe yet,yes
65,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
66,jruby-1.4.0,DEFECT,// FIXME: No argument seems to work for -K in MRI plus this should not // siphon off additional args 'jruby -K ~/scripts/foo'.  Also better error // processing.,yes
67,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
68,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
69,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
70,jruby-1.4.0,DEFECT,// We are in eval with binding break out early // FIXME: This is broken with the new backtrace stuff,yes
71,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
72,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
73,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
74,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
75,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
76,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
77,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
78,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
79,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
80,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
81,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
82,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
83,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
84,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
85,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
86,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
87,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
88,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
89,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
90,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
91,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
92,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
93,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
94,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
95,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
96,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
97,jruby-1.4.0,DEFECT,// FIXME: This is a system error based on errno,yes
98,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
99,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
100,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
101,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
102,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
103,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
104,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
105,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
106,jruby-1.4.0,DEFECT,// TODO: make sure it's really safe to not to copy it,yes
107,jruby-1.4.0,DEFECT,// FIXME: not correct exception,yes
108,jruby-1.4.0,DEFECT,// FIXME: We can't guarantee this will always be a RubyIO...so the old code here is not safe,yes
109,jruby-1.4.0,DEFECT,"// dump the trace and continue // this is currently only here for Android, which seems to have // bugs in its enumeration logic // http://code.google.com/p/android/issues/detail?id=2812",yes
110,jruby-1.4.0,DEFECT,"// FIXME: Add at_exit and finalizers to exit, then make exit_bang not call those.",yes
111,jruby-1.4.0,DEFECT,"// TODO: need to isolate the ""current"" thread from class creation",yes
112,jruby-1.4.0,DEFECT,// XXX actually only on windows...,yes
113,jruby-1.4.0,DEFECT,// Enebo : Should ~frogger\\foo work (it doesnt in linux ruby)?,yes
114,jruby-1.4.0,DEFECT,// FIXME can't use static; would interfere with other runtimes in the same JVM,yes
115,jruby-1.4.0,DEFECT,// TODO: anything threads attached to original fd are notified of the close... // see rb_thread_fd_close,yes
116,jruby-1.4.0,DEFECT,"// TODO: This is an freopen in MRI, this is close, but not quite the same",yes
117,jruby-1.4.0,DEFECT,// TODO: Ruby locks the string here,yes
118,jruby-1.4.0,DEFECT,//      FIXME: check how ruby 1.9 handles this,yes
119,jruby-1.4.0,DEFECT,// TODO: full-precision divmod is 1000x slower than MRI!,yes
120,jruby-1.4.0,DEFECT,"// FIXME: I'm not sure this is right, but the old code returned // the undef, which definitely isn't right...",yes
121,jruby-1.4.0,DEFECT,// ENEBO: Very wrong,yes
122,jruby-1.4.0,DEFECT,// FIXME: MRI has special case for constants here ,yes
123,jruby-1.4.0,DEFECT,// FIXME: Throw the right ArgumentError's if the class is missing // or if it's a module.,yes
124,jruby-1.4.0,DEFECT,// FIXME: This isn't quite right; it shouldn't evaluate the value if it's going to throw the error,yes
125,jruby-1.4.0,DEFECT,"/* TODO: We should use implicit nil for body, but problem (punt til later)*/",yes
126,jruby-1.4.0,DEFECT,"/* TODO: We should use implicit nil for body, but problem (punt til later)*/",yes
127,jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */",yes
128,jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */",yes
129,jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */",yes
130,jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */",yes
131,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
132,jruby-1.4.0,DEFECT,// FIXME: -x flag not supported //                    case 'x' : //                        break;,yes
133,jruby-1.4.0,DEFECT,// FIXME: This is causing a verification error for some reason //nilClass.dispatcher = callbackFactory.createDispatcher(nilClass);,yes
134,jruby-1.4.0,DEFECT,"// Walk up the scope tree right now as much as possible, to avoid run-time walking // SSS FIXME: Any reason why this might break in the presence of ruby's dynamic resolution?  What might break?",yes
135,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
136,jruby-1.4.0,DEFECT,"// Walk up the scope tree right now as much as possible, to avoid run-time walking // SSS FIXME: Any reason why this might break in the presence of ruby's dynamic resolution?  What might break?",yes
137,jruby-1.4.0,DEFECT,// FIXME: Errno descriptions from Constantine // on Windows are not useful at the moment.,yes
138,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
139,jruby-1.4.0,DEFECT,// FIXME: this should reset to what it was before,yes
140,jruby-1.4.0,DEFECT,// SSS FIXME: Incorect!,yes
141,jruby-1.4.0,DEFECT,"// FIXME: vulture daemon thread prevents finalization, // find alternative approach. // vulture.start();",yes
142,jruby-1.4.0,DEFECT,"// FIXME: this seems like a good assertion, but it breaks compiled code and the code seems // to run without it... //assert currentModule != null : ""Can't push null RubyClass"";",yes
143,jruby-1.4.0,DEFECT,/** Are there are available data flow facts to run this problem? SSS FIXME: Silly optimization? */,yes
144,jruby-1.4.0,DEFECT,"// SSS FIXME: For constant arrays, we should never get here!",yes
145,jruby-1.4.0,DEFECT,// FIXME: This is wrong,yes
146,jruby-1.4.0,DEFECT,// FIXME: may need to broaden for IPV6 IP address strings,yes
147,jruby-1.4.0,DEFECT,// TODO: sys fail,yes
148,jruby-1.4.0,DEFECT,/** Are there are available data flow facts to run this problem? SSS FIXME: Silly optimization? */,yes
149,jruby-1.4.0,DEFECT,// SSS FIXME: Verify semantics of this instruction,yes
150,jruby-1.4.0,DEFECT,// FIXME: This isn't quite right; it shouldn't evaluate the value if it's going to throw the error,yes
151,jruby-1.4.0,DEFECT,// TODO: full-precision remainder is 1000x slower than MRI!,yes
152,jruby-1.4.0,DEFECT,// FIXME: Broken but behaving,yes
153,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
154,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
155,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
156,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
157,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
158,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
159,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
160,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes
161,jruby-1.4.0,DESIGN,// we basically ignore protocol. let someone report it...,yes
162,jruby-1.4.0,DESIGN,// SSS FIXME: Is this correct?,yes
163,jruby-1.4.0,DESIGN,// FIXME: I use a for block to implement END node because we need a proc which captures // its enclosing scope.   ForBlock now represents these node and should be renamed.,yes
164,jruby-1.4.0,DESIGN,// SSS FIXME: 1. Is the ordering correct? (poll before next),yes
165,jruby-1.4.0,DESIGN,// We use a highly uncommon string to represent the paragraph delimiter (100% soln not worth it) ,yes
166,jruby-1.4.0,DESIGN,"// add a ""self"" recv here // TODO: is this right?",yes
167,jruby-1.4.0,DESIGN,"// TODO: // MRI behavior: Call ""+"" or ""add"", depending on the call. // But this leads to exceptions when Floats are added. See: // http://blade.nagaokaut.ac.jp/cgi-bin/scat.rb/ruby/ruby-core/17374 // return callCoerced(context, op, b, true); -- this is MRI behavior. // We'll use ours for now, thus providing an ability to add Floats.",yes
168,jruby-1.4.0,DESIGN,// SSS FIXME: Is this correctly placed ... at the end of the loop iteration?,yes
169,jruby-1.4.0,DESIGN,"// TODO: Ruby reuses this logic for other ""write"" behavior by checking if it's an IO and calling write again",yes
170,jruby-1.4.0,DESIGN,// SSS FIXME: Where does this go? // m.setLinePosition(arrayNode.getPosition());,yes
171,jruby-1.4.0,DESIGN,"// it would be nice (and logical!) if exponent form  // behaved like E/e, and decimal form behaved like f, // but no such luck. hence: ",yes
172,jruby-1.4.0,DESIGN,// SSS FIXME: These should get normally compiled or initialized some other way ...  // SSS FIXME: Parent/super-type info is incorrect! // These are just placeholders for now .. this needs to be updated with *real* class objects later!,yes
173,jruby-1.4.0,DESIGN,// TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here. Confirm. JRUBY-415,yes
174,jruby-1.4.0,DESIGN,"// SSS FIXME: I could make IR_Loop a scope too ... semantically, it is a scope, but, functionally, not sure if this is required yet ...",yes
175,jruby-1.4.0,DESIGN,"// this covers the rare case of lower-case class names (and thus will // fail 99.999% of the time). fortunately, we'll only do this once per // package name. (and seriously, folks, look into best practices...)",yes
176,jruby-1.4.0,DESIGN,// SSS FIXME: Should this be a string literal or a string? // Dummy class for the script,yes
177,jruby-1.4.0,DESIGN,"// TODO should this be deprecated ? (to be efficient, internals should deal with RubyHash directly)",yes
178,jruby-1.4.0,DESIGN,"// SSS FIXME: Does int suffice, or do we need long?",yes
179,jruby-1.4.0,DESIGN,// modules are included with a shim class; we must find that shim to handle super() appropriately,yes
180,jruby-1.4.0,DESIGN,"// Reset value map if this instruction is the start/end of a basic block // // Right now, calls are considered hard boundaries for optimization and // information cannot be propagated across them! // // SSS FIXME: Rather than treat all calls with a broad brush, what we need // is to capture different attributes about a call : //   - uses closures //   - known call target //   - can modify scope, //   - etc. // // This information is probably already present in the AST Inspector",yes
181,jruby-1.4.0,DESIGN,// TODO: Determine whether we should perhaps store non-singleton class // in the implementationClass,yes
182,jruby-1.4.0,DESIGN,// SSS FIXME: Correct?  Where does closure arg come from?,yes
183,jruby-1.4.0,DESIGN,/* FIXME: Consider fixing node_assign itself rather than single case*/,yes
184,jruby-1.4.0,DESIGN,// SSS FIXME: Should I have a reference to the IR_loop that is being retried?,yes
185,jruby-1.4.0,DESIGN,// temporary hack to handle non-Ruby values // will come up with better solution shortly,yes
186,jruby-1.4.0,DESIGN,"// Simplify the variables too -- to keep these variables in sync with what is actually used in the when clauses // This is not required for correctness reasons, but only for performance reasons.",yes
187,jruby-1.4.0,DESIGN,"// Must be called from main thread (it is currently, but this bothers me)",yes
188,jruby-1.4.0,DESIGN,// CON FIXME: I don't know how to make case be an expression...does that // logic need to go here?,yes
189,jruby-1.4.0,DESIGN,// FIXME: legal here? may want UnsupportedOperationException,yes
190,jruby-1.4.0,DESIGN,// FIXME: This is an ugly hack to resolve JRUBY-1381; I'm not proud of it,yes
191,jruby-1.4.0,DESIGN,// Something wrong we don't know the cwd... // TODO: Is this behavior really desirable? /mov,yes
192,jruby-1.4.0,DESIGN,// TODO: no java stringity,yes
193,jruby-1.4.0,DESIGN,// FIXME:  Total hack to get flash in Rails marshalling/unmarshalling in session ok...We need // to totally change marshalling to work with overridden core classes.,yes
194,jruby-1.4.0,DESIGN,// TODO: this method is not present in MRI!,yes
195,jruby-1.4.0,DESIGN,"// FIXME: Ideally JavaObject instances should be marshallable, which means that // the JavaObject metaclass should have an appropriate allocator. JRUBY-414",yes
196,jruby-1.4.0,DESIGN,// TODO: public only?,yes
197,jruby-1.4.0,DESIGN,// FIXME: This should probably do some translation from Ruby priority levels to Java priority levels (until we have green threads),yes
198,jruby-1.4.0,DESIGN,// TODO: Consider a better way of synchronizing ,yes
199,jruby-1.4.0,DESIGN,"// using IOInputStream may not be the most performance way, but it's easy.",yes
200,jruby-1.4.0,DESIGN,// FIXME: We should not be regenerating this over and over,yes
201,jruby-1.4.0,DESIGN,"// XXX: This check previously used callMethod(""=="") to check for equality between classes // when scanning the hierarchy. However the == check may be safe; we should only ever have // one instance bound to a given type/constant. If it's found to be unsafe, examine ways // to avoid the == call.",yes
202,jruby-1.4.0,DESIGN,// TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here. Confirm. JRUBY-415,yes
203,jruby-1.4.0,DESIGN,"// TODO: why are we duplicating the constants here, and then in // File::Constants below? File::Constants is included in IO.",yes
204,jruby-1.4.0,DESIGN,// A cloned method now belongs to a new class.  Set it. // TODO: Make DynamicMethod immutable,yes
205,jruby-1.4.0,DESIGN,"// TODO: These were missing, so we're not handling them elsewhere?",yes
206,jruby-1.4.0,DESIGN,// TODO: cache?,yes
207,jruby-1.4.0,DESIGN,// FIXME: wtf is this? Why would these use the class?,yes
208,jruby-1.4.0,DESIGN,// TODO: Figure out how this can happen and possibly remove,yes
209,jruby-1.4.0,DESIGN,// FIXME: I don't like this,yes
210,jruby-1.4.0,DESIGN,"// FIXME: these descriptions should probably be moved out, // to Constantine project which deals with all platform-dependent constants.",yes
211,jruby-1.4.0,DESIGN,"// FIXME this below is temporary, but its much safer for COW (it prevents not shared Strings with begin != 0) // this allows now e.g.: ByteList#set not to be begin aware",yes
212,jruby-1.4.0,DESIGN,// TODO: what about n arg?,yes
213,jruby-1.4.0,DESIGN,// FIXME: I think this chunk is equivalent to MRI id2name (and not our public method  // id2name).  Make into method if used more than once.  ,yes
214,jruby-1.4.0,DESIGN,// TODO: cache?,yes
215,jruby-1.4.0,DESIGN,"// FIXME: This is probably not very efficient, since it loads all methods for each call",yes
216,jruby-1.4.0,DESIGN,/* Hack in to replace usual readline with this */,yes
217,jruby-1.4.0,DESIGN,"// if we get here, we found a matching method, use it // TODO: choose narrowest method by continuing to search",yes
218,jruby-1.4.0,DESIGN,// TODO: this is kinda gross,yes
219,jruby-1.4.0,DESIGN,"// FIXME: In order for Thread to play well with the standard 'new' behavior, // it must provide an allocator that can create empty object instances which // initialize then fills with appropriate data.",yes
220,jruby-1.4.0,DESIGN,// these extra arrays are really unfortunate; split some of these paths out to eliminate?,yes
221,jruby-1.4.0,DESIGN,"// We clone dynamic scope because this will be a new instance of a block.  Any previously // captured instances of this block may still be around and we do not want to start // overwriting those values when we create a new one. // ENEBO: Once we make self, lastClass, and lastMethod immutable we can remove duplicate",yes
222,jruby-1.4.0,DESIGN,// TODO: protected methods.  this is going to require a rework // of some of the mechanism.,yes
223,jruby-1.4.0,DESIGN,"// if not overloaded, we add a method that guesses at which signature to use // TODO: just adding first one right now...add in signature-guessing logic",yes
224,jruby-1.4.0,DESIGN,// SSS FIXME: This should never get called for constant svalues,yes
225,jruby-1.4.0,DESIGN,"/*         * TODO: This version is better than the hackish previous one. Windows         *       behavior needs to be defined though. I suppose this version         *       could be improved more too.         * TODO: /etc/passwd is also inadequate for MacOSX since it does not         *       use /etc/passwd for regular user accounts         */",yes
226,jruby-1.4.0,DESIGN,// FIXME: There's some code duplication here with RubyObject#inspect,yes
227,jruby-1.4.0,DESIGN,"// for visibility checking without requiring frame self // TODO: don't bother passing when fcall or vcall, and adjust callsite appropriately",yes
228,jruby-1.4.0,DESIGN,// FIXME: figure out why we get null sometimes,yes
229,jruby-1.4.0,DESIGN,// Hacky: Advance position to eat newline here....,yes
230,jruby-1.4.0,DESIGN,// need to reexamine this,yes
231,jruby-1.4.0,DESIGN,"// FIXME: This is currently only here because of some problems with IOOutputStream writing to a ""bare"" runtime without a proper scope",yes
232,jruby-1.4.0,DESIGN,// Workaround for JRUBY-4149,yes
233,jruby-1.4.0,DESIGN,"// using IOOutputStream may not be the most performance way, but it's easy.",yes
234,jruby-1.4.0,DESIGN,// ignore...bean doesn't get registered // TODO: Why does that bother me?,yes
235,jruby-1.4.0,DESIGN,// TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here. Confirm. JRUBY-415,yes
236,jruby-1.4.0,DESIGN,/* ENEBO: Lots of optz in 1.9 parser here*/,yes
237,jruby-1.4.0,DESIGN,// FIXME: move out of this class!,yes
238,jruby-1.4.0,DESIGN,"// IN FACT, we should probably raise an error, yes?",yes
239,jruby-1.4.0,DESIGN,//TODO: ary_sort_check should be done here,yes
240,jruby-1.4.0,DESIGN,"// TODO: get rid of this (lax returns 0.0, strict will throw)",yes
241,jruby-1.4.0,DESIGN,"// bit risky if someone changes completor, but useful for method calls",yes
242,jruby-1.4.0,DESIGN,// TODO: the rest of this...seeking to same position is unnecessary since we share a channel // but some of this may be needed?,yes
243,jruby-1.4.0,DESIGN,// TODO: is this the right thing to do?,yes
244,jruby-1.4.0,DESIGN,// FIXME: this probably belongs in a different package.,yes
245,jruby-1.4.0,DESIGN,// FIXME: not very efficient,yes
246,jruby-1.4.0,DESIGN,"// We clone dynamic scope because this will be a new instance of a block.  Any previously // captured instances of this block may still be around and we do not want to start // overwriting those values when we create a new one. // ENEBO: Once we make self, lastClass, and lastMethod immutable we can remove duplicate",yes
247,jruby-1.4.0,DESIGN,"// This is GROSS, but Java API's aren't ISO 8601 compliant at all",yes
248,jruby-1.4.0,DESIGN,// TODO: is this correct ?,yes
249,jruby-1.4.0,DESIGN,/* Workaround for JRUBY-2326 (MRI does not enter this production for some reason)*/,yes
250,jruby-1.4.0,DESIGN,// Create block for this iter node // FIXME: We shouldn't use the current scope if it's not actually from the same hierarchy of static scopes,yes
251,jruby-1.4.0,DESIGN,/* SSS FIXME: Do we need to check if l is same as whatever popped? */,yes
252,jruby-1.4.0,DESIGN,// SSS FIXME: Where is this set up?  How is this diff from ClassVarDeclNode??,yes
253,jruby-1.4.0,DESIGN,// Fixme: Do we need the check or does Main.java not call this...they should consolidate ,yes
254,jruby-1.4.0,DESIGN,// FIXME: This table will get moved into POSIX library so we can get all actual supported // signals.  This is a quick fix to support basic signals until that happens.,yes
255,jruby-1.4.0,DESIGN,"// FIXME: This worries me a bit, since it could allocate a lot with a large newLength",yes
256,jruby-1.4.0,DESIGN,// TODO: This filtering is kind of gross...it would be nice to get some parser help here,yes
257,jruby-1.4.0,DESIGN,// TODO: decompose getJavaPackageModule so we don't parse fullName,yes
258,jruby-1.4.0,DESIGN,"// This is GROSS, but Java API's aren't ISO 8601 compliant at all",yes
259,jruby-1.4.0,DESIGN,// FIXME: Get rid of laziness and handle restricted access elsewhere,yes
260,jruby-1.4.0,DESIGN,"// TODO: for now, we use a faithful // reimplementation of MRI's algorithm, // but should use UTF8Encoding facilities // from Joni, once it starts prefroming // UTF-8 content validation. ",yes
