ID,projectname,classification,Abstract,label
25,emf-2.4.1,DESIGN,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",yes
26,emf-2.4.1,DESIGN,// Assume that it's an attribute for now. // It will/could become a reference if the type resolves to an EClass. //,yes
27,emf-2.4.1,DESIGN,"// Do nothing for now, and avoid propagating the exception.   // How should builders handle cancel?",yes
28,emf-2.4.1,DESIGN,"// this is a fall-back, however, this should never be called",yes
29,emf-2.4.1,DESIGN,// TODO fix the space above,yes
30,emf-2.4.1,DESIGN,// TODO REMOVE THIS BOGUS EMPTY LINE,yes
31,emf-2.4.1,DESIGN,// TODO handle class cast exception better.,yes
32,emf-2.4.1,DESIGN,// I don't know if we should be run this deferred  // because we might have to give the editor a chance to process the viewer update events  // and hence to update the views first. //  //,yes
33,emf-2.4.1,DESIGN,// This is a big festering hack to make the images the right size from the start. //,yes
34,emf-2.4.1,DESIGN,// EATM Demand create metadata; needs to depend on processing mode...,yes
35,emf-2.4.1,DESIGN,// TODO This is really quite attrocious since there is code that will assume an iterator that returns strings!,yes
36,emf-2.4.1,DESIGN,//TBD return (user selected subset?) of referenced packages that contain super classes of classes in this package.,yes
37,emf-2.4.1,DESIGN,// call the workaround,yes
38,emf-2.4.1,DESIGN,// //TBD rethink where exactly some of the following methods belong (GenModel or GenPackage) //,yes
39,emf-2.4.1,DESIGN,"// if there are multiple variables in declaration,  // separate this variable fragment into a separate declaration",yes
40,emf-2.4.1,DESIGN,// EATM this would be wrong.,yes
41,emf-2.4.1,DESIGN,// call workaround,yes
42,emf-2.4.1,DESIGN,// REVISIT: Remove this code.,yes
43,emf-2.4.1,DESIGN,// The label is not used. //,yes
44,emf-2.4.1,DESIGN,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",yes
45,emf-2.4.1,DESIGN,// Motif kludge: we would get something random instead of null. //,yes
46,emf-2.4.1,DESIGN,// TODO So what should be the eType be now? //,yes
47,emf-2.4.1,DESIGN,"// This runs the operation, and shows progress. // (It appears to be a bad thing to fork this onto another thread.) //",yes
48,emf-2.4.1,DESIGN,// EATM Kind of hacky.,yes
49,emf-2.4.1,DESIGN,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",yes
50,emf-2.4.1,DESIGN,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",yes
51,emf-2.4.1,DESIGN,"// This runs the operation, and shows progress. // (It appears to be a bad thing to fork this onto another thread.) //",yes
52,emf-2.4.1,DESIGN,"// This is a kludge to deal with enumerators, which crash the doSwitch. //",yes
53,emf-2.4.1,DESIGN,"// This is a kludge to deal with enumerators, which crash the doSwitch. //",yes
54,emf-2.4.1,DESIGN,// This is copied from ItemProviderAdapterFactory. //,yes
55,emf-2.4.1,DESIGN,// EATM This might be better written as a single loop for the EObject case? //,yes
56,emf-2.4.1,DESIGN,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",yes
57,emf-2.4.1,DESIGN,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",yes
58,emf-2.4.1,DESIGN,// Second alternative should be getModelProject()?,yes
59,emf-2.4.1,DESIGN,// TODO This is really quite attrocious since there is code that will assume an iterator that returns strings!,yes
60,emf-2.4.1,DESIGN,// TODO Hack that should be removed.,yes
61,emf-2.4.1,DESIGN,// TODO // Specialize this to return a resource locator for messages specific to this validator. // Ensure that you remove @generated or mark it @generated NOT,yes
62,emf-2.4.1,DESIGN,// TODO // I'm concerned that folders will often return 401 or even 403. // So should we consider something to exist even though access if unauthorized or forbidden? //,yes
63,emf-2.4.1,DESIGN,"// Only file-scheme URIs will be re-encoded. If a URI was decoded in the workaround // above, and Platform.resolve() didn't return a file-scheme URI, then this will return // an decoded URI. //",yes
64,emf-2.4.1,DESIGN,"// This functionality should eventually go away, as it is replaced by model exporters. // We'll just delegate to the deprecated GenPackage method. The monitor isn't used, so we won't pass it. //",yes
65,emf-2.4.1,DESIGN,// The eAnnotations and eGenericType are possible containment references.  // We'll move them instead of copying //,yes
66,emf-2.4.1,DESIGN,"// Note: Registry based authority is being removed from a // new spec for URI which would obsolete RFC 2396. If the // spec is added to XML errata, processing of reg_name // needs to be removed. - mrglavas.",yes
67,emf-2.4.1,DESIGN,// temporary structure to hold node's attributes + namespaces in scope,yes
68,emf-2.4.1,DESIGN,// HACK: reading encoding,yes
69,emf-2.4.1,DESIGN,"// Because of the old factoring approach in the create method,  // it might be the case that the state of the old value has changed by the time we get here, // and in that case, we don't want to duplicate the removals in this code. //",yes
70,emf-2.4.1,DESIGN,"// if there are multiple variables in declaration,  // separate this variable fragment into a separate declaration",yes
71,emf-2.4.1,DESIGN,// REVISIT: Remove this code. // Store port value as string instead of integer.,yes
72,emf-2.4.1,DESIGN,// TODO // This is faster than many charAt() calls. //,yes
73,emf-2.4.1,DESIGN,// REVISIT: Remove this code.,yes
74,emf-2.4.1,DESIGN,//REVISIT: do we really need to support block names as in Unicode 3.1 //         or we can just create all the names in IsBLOCKNAME format (XML Schema REC)? //,yes
75,emf-2.4.1,DESIGN,"// Note: Registry based authority is being removed from a // new spec for URI which would obsolete RFC 2396. If the // spec is added to XML errata, processing of reg_name // needs to be removed. - mrglavas.",yes
76,emf-2.4.1,DESIGN,// REVISIT: Remove this code. // Store port value as string instead of integer.,yes
77,emf-2.4.1,DESIGN,"// Bubble sort // Why? -- In many cases, //         this.ranges has few elements.",yes
78,emf-2.4.1,DESIGN,// Per Schema 1.0 it is not clear if the result returned should be a valid URI.  // For the future if we plant to support IRIs then it is better not to massage // the initialValue.  // We should thought consider where would be the best way to validate anyURI values -- EL,yes
79,emf-2.4.1,DESIGN,"// Note that the way they are sorted, the values of index[i++] always increase, // so the objects are added from right to left in the list. // // EATM  TODO // // We could make this more efficient by grouping the adds when indices increment by one, // so that a single grouped notification would result. //",yes
80,emf-2.4.1,DESIGN,"// TODO deprecate (since no longer used by getEditPluginClass(), getEditorPluginClass(), getTestSuiteClass()) //",yes
81,emf-2.4.1,DESIGN,"// if there are multiple variables in declaration,  // separate this variable fragment into a separate declaration    ",yes
82,emf-2.4.1,DESIGN,//DMS should we let this exception out?,yes
83,emf-2.4.1,DESIGN,//DMS should we let this exception out?,yes
84,emf-2.4.1,DESIGN,//DMS factor this into a method? Use a non-static subclass? ,yes
85,emf-2.4.1,DESIGN,//DMS this doesn't really produce nice output. //,yes
86,emf-2.4.1,IMPLEMENTATION,//FB TBD filter out volatile and other inappropriate links?,yes
87,emf-2.4.1,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //,yes
88,emf-2.4.1,IMPLEMENTATION,// TODO processing instructions are not sent to recordValues,yes
89,emf-2.4.1,IMPLEMENTATION,// TODO comments are not sent to recordValues,yes
90,emf-2.4.1,IMPLEMENTATION,// TODO Ignore for now.,yes
91,emf-2.4.1,IMPLEMENTATION,// TODO handle situation when ASTJNode is removed (compilationUnit is null),yes
92,emf-2.4.1,IMPLEMENTATION,//TBD return super classes of classes in this package that come from a delegate package.,yes
93,emf-2.4.1,IMPLEMENTATION,"// if current char is comma, insert line break after it // // we should be able to find the comma because the range for enum constants includes all trailing comments up to the separator // if TargetSourceRangeComputer of ASTRewrite changes, this logic should change to skip comments // see org.eclipse.emf.codegen.merge.java.facade.ast.CommentAwareSourceRangeComputer#getEnumConstantSourceRange(ASTNode)",yes
94,emf-2.4.1,IMPLEMENTATION,// TODO translation,yes
95,emf-2.4.1,IMPLEMENTATION,// TODO Binary incompatibility; an old override must override putAll.,yes
96,emf-2.4.1,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //,yes
97,emf-2.4.1,IMPLEMENTATION,"// This runs the options, and shows progress. // (It appears to be a bad thing to fork this onto another thread.) //",yes
98,emf-2.4.1,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //,yes
99,emf-2.4.1,IMPLEMENTATION,"// we should be able to find the comma because the range for enum constants includes all preceding comments up to the previous constant // if TargetSourceRangeComputer of ASTRewrite changes, this logic should change to skip comments // see org.eclipse.emf.codegen.merge.java.facade.ast.CommentAwareSourceRangeComputer#getEnumConstantSourceRange(ASTNode)",yes
100,emf-2.4.1,IMPLEMENTATION,// TODO we should generate this.,yes
101,emf-2.4.1,IMPLEMENTATION,"// TODO What about the instance type name and the fact that we should be matching its type argument structure? // If they match so far, we must assume they are okay and then check all the arguments. //",yes
102,emf-2.4.1,TEST,//DMS this is totally untested.,yes
103,emf-2.4.1,TEST,// TODO Update this after old tests pass and then update the old tests to reflect this change. //,yes
104,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set of options that we want to control,no
105,emf-2.4.1,WITHOUT_CLASSIFICATION,// get the end position of the range for the previous node,no
106,emf-2.4.1,WITHOUT_CLASSIFICATION,// adding 'at' allows distinguish annotations from other members // (i.e. inner class verses annotation of a class) //,no
107,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the adapter from the factory. //,no
108,emf-2.4.1,WITHOUT_CLASSIFICATION,// No methods added.,no
109,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no
110,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */",no
111,emf-2.4.1,WITHOUT_CLASSIFICATION,// add trailing comments if necessary,no
112,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the target is read-only, we can ask the platform to release it. //",no
113,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing,no
114,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If entries don't have the same feature, the feature maps aren't equal. //",no
115,emf-2.4.1,WITHOUT_CLASSIFICATION,// Attribute,no
116,emf-2.4.1,WITHOUT_CLASSIFICATION,// Merge with an existing file. //,no
117,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the adapter from the factory. //,no
118,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Walk up the superpackages, collecting the package names. // Because empty packages are ommitted from the GenModel, we need to walk up the EPackages. //",no
119,emf-2.4.1,WITHOUT_CLASSIFICATION,// Empty block,no
120,emf-2.4.1,WITHOUT_CLASSIFICATION,// Any features that delegate to features in this package. //,no
121,emf-2.4.1,WITHOUT_CLASSIFICATION,// See java.lang.Class.getName() javadoc for explanation of array encoding.,no
122,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Additional useful character classes, including characters valid in certain // URI components and separators used in parsing them out of a string.  // // | ucschar | escaped",no
123,emf-2.4.1,WITHOUT_CLASSIFICATION,"/**   * Calls <code>caseXXX</code> for each class of the model until one returns a non null result; it yields that result.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @return the first non-null result returned by a <code>caseXXX</code> call.   * @generated   */",no
124,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the target is read-only, we can ask the platform to release it, and it may be updated in the process. //",no
125,emf-2.4.1,WITHOUT_CLASSIFICATION,//),no
126,emf-2.4.1,WITHOUT_CLASSIFICATION,// find start position of farthest preceding comment,no
127,emf-2.4.1,WITHOUT_CLASSIFICATION,// was the details button pressed?,no
128,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set up the tree viewer. //,no
129,emf-2.4.1,WITHOUT_CLASSIFICATION,// Process the children of the UnitTreeNode recursively. //,no
130,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Create a code formatter for this compilation unit, if needed. //",no
131,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the name isn't qualified, it might be a primitive or from java.lang. Otherwise, assume it's in the current // package and use the nsPrefix for the qualified package name. //",no
132,emf-2.4.1,WITHOUT_CLASSIFICATION,// Determine the base URL by looking for the plugin.properties file in the standard way. //,no
133,emf-2.4.1,WITHOUT_CLASSIFICATION,// The notification for this list is being thrown by the // delegating list //,no
134,emf-2.4.1,WITHOUT_CLASSIFICATION,// Make sure our popups work. //,no
135,emf-2.4.1,WITHOUT_CLASSIFICATION,"// remove type, insert enum",no
136,emf-2.4.1,WITHOUT_CLASSIFICATION,"// We need to screen out duplicates in the unlikely event that we have two //  features with the same class-qualified name. We'll only generate one property //  string in that case and let the user add the second one manually, if necessary. //",no
137,emf-2.4.1,WITHOUT_CLASSIFICATION,// build mapping from classes to list of features that use them,no
138,emf-2.4.1,WITHOUT_CLASSIFICATION,"// This runs the options, and shows progress. //",no
139,emf-2.4.1,WITHOUT_CLASSIFICATION,// no paths: keep query only,no
140,emf-2.4.1,WITHOUT_CLASSIFICATION,// Select the root object in the view. //,no
141,emf-2.4.1,WITHOUT_CLASSIFICATION,// else absolute path: keep it and query,no
142,emf-2.4.1,WITHOUT_CLASSIFICATION,// Listen to selection so that we can handle it is a special way. //,no
143,emf-2.4.1,WITHOUT_CLASSIFICATION,"// The algorithm for the order of the features in this list should never change. // Also, the fact that a new list is created whenever the contents change  // is something else that should never change. // There are clients who rely on both these behaviors,  // and they will need to agree to any change, // so that they can adjust their own code. //",no
144,emf-2.4.1,WITHOUT_CLASSIFICATION,// This ensures that we handle selections correctly. //,no
145,emf-2.4.1,WITHOUT_CLASSIFICATION,// Empty block,no
146,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create an adapter factory that yields item providers. //,no
147,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the current time in milliseconds since the epoch  // and adjust it to match the epoch required by the specification. //,no
148,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the first selected element. //,no
149,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Otherwise, the path needs only the remaining segments.",no
150,emf-2.4.1,WITHOUT_CLASSIFICATION,"// log the error, ignore the change and continue",no
151,emf-2.4.1,WITHOUT_CLASSIFICATION,// absolute path or no path -> absolute path,no
152,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do a base 64 conversion by turning every 3 bytes into 4 base 64 characters //,no
153,emf-2.4.1,WITHOUT_CLASSIFICATION,// create a composite with standard margins and spacing,no
154,emf-2.4.1,WITHOUT_CLASSIFICATION,"// source method return type is array (getExceptions), target is not array (i.e. addException)",no
155,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing,no
156,emf-2.4.1,WITHOUT_CLASSIFICATION,// And we need to set it on any cached GenModels holding the special Ecore and XML packages. //,no
157,emf-2.4.1,WITHOUT_CLASSIFICATION,"/**   * Calls <code>validateXXX</code> for the corresponding classifier of the model.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @generated   */",no
158,emf-2.4.1,WITHOUT_CLASSIFICATION,// This is the page for the tree viewer //,no
159,emf-2.4.1,WITHOUT_CLASSIFICATION,// empty last segment -> trailing separator,no
160,emf-2.4.1,WITHOUT_CLASSIFICATION,// Refresh the necessary state. //,no
161,emf-2.4.1,WITHOUT_CLASSIFICATION,"// A set command without a feature sets the value of this wrapper, hence replacing it with a new wrapper. So, // we need a special command wrapper that selects this new wrapper as the affected object. //",no
162,emf-2.4.1,WITHOUT_CLASSIFICATION,// Cc,no
163,emf-2.4.1,WITHOUT_CLASSIFICATION,// Maintain a (weak hash) set on the type parameter of all referencing generic types. //,no
164,emf-2.4.1,WITHOUT_CLASSIFICATION,// Force the project to be setup properly. //,no
165,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*    * Javadoc copied from interface.   */",no
166,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no
167,emf-2.4.1,WITHOUT_CLASSIFICATION,// WizardContainer variables,no
168,emf-2.4.1,WITHOUT_CLASSIFICATION,"// return getPrefixedName(""EditorPlugin"");",no
169,emf-2.4.1,WITHOUT_CLASSIFICATION,//EParameter,no
170,emf-2.4.1,WITHOUT_CLASSIFICATION,// retrieve source node corresponding to target //,no
171,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore.,no
172,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create a default .jetsettings file file,no
173,emf-2.4.1,WITHOUT_CLASSIFICATION,// Subclasses may overrride ,no
174,emf-2.4.1,WITHOUT_CLASSIFICATION,// Save the resources to the file system. //,no
175,emf-2.4.1,WITHOUT_CLASSIFICATION,"/**   * Calls <code>caseXXX</code> for each class of the model until one returns a non null result; it yields that result.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @return the first non-null result returned by a <code>caseXXX</code> call.   * @generated   */",no
176,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set the selection to the widget. //,no
177,emf-2.4.1,WITHOUT_CLASSIFICATION,// ETypeParameter,no
178,emf-2.4.1,WITHOUT_CLASSIFICATION,// Save only resources that have actually changed. //,no
179,emf-2.4.1,WITHOUT_CLASSIFICATION,"// This is only at avoid needing an @SuppressWarnings(""unchecked"") on the EMFObservableList",no
180,emf-2.4.1,WITHOUT_CLASSIFICATION,// This is the method that gets invoked when the operation runs. //,no
181,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore this since we will throw an exception when all else fails.,no
182,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) -19,no
183,emf-2.4.1,WITHOUT_CLASSIFICATION,"// This is only at avoid needing an @SuppressWarnings(""unchecked"") on the EMFObservableList",no
184,emf-2.4.1,WITHOUT_CLASSIFICATION,// for enum constants use special range,no
185,emf-2.4.1,WITHOUT_CLASSIFICATION,//ETypedElement,no
186,emf-2.4.1,WITHOUT_CLASSIFICATION,// So if the resolved object is also present... //,no
187,emf-2.4.1,WITHOUT_CLASSIFICATION,//EcorePackage,no
188,emf-2.4.1,WITHOUT_CLASSIFICATION,// Subclasses may override this method,no
189,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create resource,no
190,emf-2.4.1,WITHOUT_CLASSIFICATION,// Something went wrong that shouldn't. //,no
191,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create package meta-data objects,no
192,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 68 of value (byte) -19 // Fill 9 of value (byte) 33 // Fill 36 of value (byte) -19 // Fill 3 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 4 of value (byte) 33 // Fill 30 of value (byte) -19 // Fill 56 of value (byte) 33 // Fill 89 of value (byte) -19 // Fill 18 of value (byte) 33 // Fill 7 of value (byte) -19 // Fill 14 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 46 of value (byte) 33 // Fill 70 of value (byte) -87 // Fill 26 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 36 of value (byte) 33,no
193,emf-2.4.1,WITHOUT_CLASSIFICATION,// getObjectsToDetachGen() should be changed only if required,no
194,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If a newline from the previous character data remains, add a generator for it. //",no
195,emf-2.4.1,WITHOUT_CLASSIFICATION,// Obtain or create and register package,no
196,emf-2.4.1,WITHOUT_CLASSIFICATION,// remove the node,no
197,emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize simple dependencies,no
198,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 11 of value (byte) 33,no
199,emf-2.4.1,WITHOUT_CLASSIFICATION,// Obtain other dependent packages,no
200,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the intersection is empty, i.e., no ancestor is in the mapping... //",no
201,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create classes and their features,no
202,emf-2.4.1,WITHOUT_CLASSIFICATION,// Continue with a different approach.,no
203,emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize created meta-data,no
204,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If this mapping isn't a parent, it's children definitely won't be either. //",no
205,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set bounds for type parameters,no
206,emf-2.4.1,WITHOUT_CLASSIFICATION,// Make sure the collections aren't identical... //,no
207,emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize enums and add enum literals,no
208,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) -19,no
209,emf-2.4.1,WITHOUT_CLASSIFICATION,// Add supertypes to classes,no
210,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) -19,no
211,emf-2.4.1,WITHOUT_CLASSIFICATION,//EObjectToChangesMapEntryImpl,no
212,emf-2.4.1,WITHOUT_CLASSIFICATION,//FB used to check for parent != null. // Need to find the top most model object not including the resource. // parent instanceof Eobject only checks for trees in model object space.,no
213,emf-2.4.1,WITHOUT_CLASSIFICATION,// FeatureMapEntry,no
214,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do the work within an operation because this is a long running activity that modifies the workbench. //,no
215,emf-2.4.1,WITHOUT_CLASSIFICATION,// ResourceChange,no
216,emf-2.4.1,WITHOUT_CLASSIFICATION,// Refresh the necessary state. //,no
217,emf-2.4.1,WITHOUT_CLASSIFICATION,// Isolating the new objects,no
218,emf-2.4.1,WITHOUT_CLASSIFICATION,"// This runs the options, and shows progress. //",no
219,emf-2.4.1,WITHOUT_CLASSIFICATION,//FeatureChangeImpl,no
220,emf-2.4.1,WITHOUT_CLASSIFICATION,// set features and properties,no
221,emf-2.4.1,WITHOUT_CLASSIFICATION,// cache result,no
222,emf-2.4.1,WITHOUT_CLASSIFICATION,// This is the page for the list viewer //,no
223,emf-2.4.1,WITHOUT_CLASSIFICATION,// cache result,no
224,emf-2.4.1,WITHOUT_CLASSIFICATION,// insert line break and comment out the first line if needed // note that first line might move backward beyond node start (e.g. if a comma of the previous enum constant has been commented out),no
225,emf-2.4.1,WITHOUT_CLASSIFICATION,//ResourceChangeImpl,no
226,emf-2.4.1,WITHOUT_CLASSIFICATION,// Something went wrong that shouldn't. //,no
227,emf-2.4.1,WITHOUT_CLASSIFICATION,//FeatureChangeImpl,no
228,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If we change to pattern defaults, will have to specify plain suffix in no main package case. //",no
229,emf-2.4.1,WITHOUT_CLASSIFICATION,// feature is instance of EAttribute,no
230,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Different than the Edit and Editor projects, this method is invoked while  // generating the model plugin xml.",no
231,emf-2.4.1,WITHOUT_CLASSIFICATION,// Make sure that all the old values are cached.,no
232,emf-2.4.1,WITHOUT_CLASSIFICATION,// Include only non-duplicate namespace declarations. //,no
233,emf-2.4.1,WITHOUT_CLASSIFICATION,//EDataType,no
234,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create the command stack that will notify this editor as commands are executed. //,no
235,emf-2.4.1,WITHOUT_CLASSIFICATION,//ChangeDescriptionImpl,no
236,emf-2.4.1,WITHOUT_CLASSIFICATION,// Try to select the items in the current content viewer of the editor. //,no
237,emf-2.4.1,WITHOUT_CLASSIFICATION,// caches the list value.,no
238,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set the editors selection based on the current viewer's selection. //,no
239,emf-2.4.1,WITHOUT_CLASSIFICATION,//ChangeFactory,no
240,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set of options that we want to copy from the current definition        ,no
241,emf-2.4.1,WITHOUT_CLASSIFICATION,// Sorting only the genModels,no
242,emf-2.4.1,WITHOUT_CLASSIFICATION,// We need to be careful that we don't end up requiring the no namespace package  // just because the feature is unqualified. //,no
243,emf-2.4.1,WITHOUT_CLASSIFICATION,// Register package validator,no
244,emf-2.4.1,WITHOUT_CLASSIFICATION,// We must have a qualifier for an attribute that needs qualified. //,no
245,emf-2.4.1,WITHOUT_CLASSIFICATION,//ChangeAdapterFactory,no
246,emf-2.4.1,WITHOUT_CLASSIFICATION,"//System.err.println(""DEBUG: fixed-only: ""+this.fixedString);",no
247,emf-2.4.1,WITHOUT_CLASSIFICATION,// cached already?,no
248,emf-2.4.1,WITHOUT_CLASSIFICATION,// see if prefix already exists in current context,no
249,emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize classes and features; add operations and parameters,no
250,emf-2.4.1,WITHOUT_CLASSIFICATION,// default implementation does nothing,no
251,emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize package,no
252,emf-2.4.1,WITHOUT_CLASSIFICATION,// Walk up the super types until we reach a root. //,no
253,emf-2.4.1,WITHOUT_CLASSIFICATION,//ChangeSwitch,no
254,emf-2.4.1,WITHOUT_CLASSIFICATION,// Try to select the affected objects. //,no
255,emf-2.4.1,WITHOUT_CLASSIFICATION,// Continue with no instanceClass. ,no
256,emf-2.4.1,WITHOUT_CLASSIFICATION,// Unwrap collection. //,no
257,emf-2.4.1,WITHOUT_CLASSIFICATION,//case Notification.REMOVE_MANY:,no
258,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */",no
259,emf-2.4.1,WITHOUT_CLASSIFICATION,//case Notification.REMOVE:,no
260,emf-2.4.1,WITHOUT_CLASSIFICATION,// Look for a matching element in the classifier's package but don't bother with the XML type package's document root. //,no
261,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create data types,no
262,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */",no
263,emf-2.4.1,WITHOUT_CLASSIFICATION,//EGenericTypeImpl,no
264,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */",no
265,emf-2.4.1,WITHOUT_CLASSIFICATION,//return eContainer;,no
266,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * INTERNAL: this is a specialized method to add attributes for a top/root element   */",no
267,emf-2.4.1,WITHOUT_CLASSIFICATION,// create containment one.,no
268,emf-2.4.1,WITHOUT_CLASSIFICATION,// it's intentional to keep going,no
269,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */",no
270,emf-2.4.1,WITHOUT_CLASSIFICATION,// it's intentional to keep going,no
271,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */",no
