projectname,classification,commenttext
apache-jmeter-2.10,DESIGN,// Should we run a beanshell script on startup? // $NON-NLS-1$
apache-jmeter-2.10,DESIGN,"/*         * A little hack - add each listener to the start of the list - this         * ensures that the thread running the show is the first listener and         * can modify certain values before other listeners are called.         */"
apache-jmeter-2.10,DESIGN,// TODO: move this to components -- the only reason why it's in core is because // it's used as a guinea pig by a couple of tests.
apache-jmeter-2.10,DESIGN,"// TODO this bit of code needs to be tidied up // Unfortunately ModuleController is in components, not core // Bug 47165"
apache-jmeter-2.10,DESIGN,// TODO: This class looks a lot like ArgumentsPanel. What exactly is the // difference? Could they be combined? // Note: it seems that this class is not actually used ...
apache-jmeter-2.10,DESIGN,// TODO does not appear to be used
apache-jmeter-2.10,DESIGN,"/*         * Ensure that the sample variables are correctly initialised for each run.         * TODO is this the best way to do this? should it be done elsewhere ?         */"
apache-jmeter-2.10,DESIGN,"/*             * Add fix for Deadlocks, see:             *              * See https://issues.apache.org/bugzilla/show_bug.cgi?id=48350            */"
apache-jmeter-2.10,DESIGN,// Hack to allow external control
apache-jmeter-2.10,DESIGN,// TODO - why use space?
apache-jmeter-2.10,DESIGN,"// TODO should this also clear isDynamic, rawParameters, permanentResults?"
apache-jmeter-2.10,DESIGN,// TODO should level be more than debug ?
apache-jmeter-2.10,DESIGN,// TODO should level be more than debug ?
apache-jmeter-2.10,DESIGN,"// This is effectively the same as saver.toXML(Object, Writer) except we get to provide the DataHolder // Don't know why there is no method for this in the XStream class"
apache-jmeter-2.10,DESIGN,// TODO fix up for Nimbus LAF
apache-jmeter-2.10,DESIGN,"/** * FIXME Why is searchTF not getting focus correctly after having been setVisible(false) once */"
apache-jmeter-2.10,DESIGN,// TODO does not appear to be used
apache-jmeter-2.10,DESIGN,// MenuBar related methods // TODO: Do we really need to have all these menubar methods duplicated // here? Perhaps we can make the menu bar accessible through GuiPackage?
apache-jmeter-2.10,DESIGN,// Hack to get full modifier value
apache-jmeter-2.10,DESIGN,// TODO: This method doesn't appear to be used.
apache-jmeter-2.10,DESIGN,// TODO - why use space?
apache-jmeter-2.10,DESIGN,"/*     * TODO consider removing this method, and providing method wrappers instead.     * This would allow the Gui package to do any additional clearups if required,     * as has been done with clearTestPlan()    */"
apache-jmeter-2.10,DESIGN,//Maybe do nothing at all?
apache-jmeter-2.10,DESIGN,"/*     * NOTUSED private void initButtonMap() { }     */"
apache-jmeter-2.10,DESIGN,"// TODO: I believe the following code (to the end of the method) is // obsolete, // since NamePanel no longer seems to be the GUI for any component:"
apache-jmeter-2.10,DESIGN,//avoid error in ant task tests (good way?)
apache-jmeter-2.10,DESIGN,// Does not appear to be used; called by MainFrame#setEditAddMenu() but that is not called
apache-jmeter-2.10,DESIGN,"/** * Aggregates sample results for use by the Statistical remote batch mode. * Samples are aggregated by the key defined by getKey(). * TODO: merge error count into parent class? */"
apache-jmeter-2.10,DESIGN,// TODO should errors be thrown back through RMI?
apache-jmeter-2.10,DESIGN,"/*                 * JMeterTreeNode and TestBeanGUI are special GUI classes, and                 * aren't intended to be added to menus                 *                 * TODO: find a better way of checking this                 */"
apache-jmeter-2.10,DESIGN,// not used
apache-jmeter-2.10,DESIGN,// not used
apache-jmeter-2.10,DESIGN,// not used
apache-jmeter-2.10,DESIGN,// not used
apache-jmeter-2.10,DESIGN,// TODO - perhaps save other items such as headers?
apache-jmeter-2.10,DESIGN,// TODO should class implement SampleListener?
apache-jmeter-2.10,DESIGN,// Settings; readResolve sets these from the server/client values as appropriate // TODO would be nice to make these final; not 100% sure volatile is needed as not changed after creation
apache-jmeter-2.10,DESIGN,// should the samples be aggregated on thread name or thread group (default) ?
apache-jmeter-2.10,DESIGN,// Make it easier to enter a tab (can use \<tab> but that is awkward)
apache-jmeter-2.10,DESIGN,// not used
apache-jmeter-2.10,DESIGN,// TODO turn into method?
apache-jmeter-2.10,DESIGN,// Does not appear to be used (yet)
apache-jmeter-2.10,DESIGN,"//@GuardedBy(""sampleStore"") TODO perhaps use ConcurrentHashMap ?"
apache-jmeter-2.10,DESIGN,// should the samples be aggregated on thread name or thread group (default) ?
apache-jmeter-2.10,DESIGN,//TODO clazz is probably always the same as testclass
apache-jmeter-2.10,DESIGN,// TODO - should this be restored?
apache-jmeter-2.10,DESIGN,//TODO provide proper name?
apache-jmeter-2.10,DESIGN,"// TODO: does it matter that an empty line will terminate the loop? // CSV output files should never contain empty lines, so probably // not // If so, then need to check whether the reader is at EOF"
apache-jmeter-2.10,DESIGN,"/*     * TODO - convert to work more like upgrade.properties/NameUpdater.java     *     * Special processing is carried out for the Header Class The String     * property TestElement.name is converted to Header.name for example:     * <elementProp name=""User-Agent""     * elementType=""org.apache.jmeter.protocol.http.control.Header""> <stringProp     * name=""Header.value"">Mozilla%2F4.0+%28compatible%3B+MSIE+5.5%3B+Windows+98%29</stringProp>     * <stringProp name=""TestElement.name"">User-Agent</stringProp>     * </elementProp> becomes <elementProp name=""User-Agent""     * elementType=""org.apache.jmeter.protocol.http.control.Header""> <stringProp     * name=""Header.value"">Mozilla%2F4.0+%28compatible%3B+MSIE+5.5%3B+Windows+98%29</stringProp>     * <stringProp name=""Header.name"">User-Agent</stringProp> </elementProp>     */"
apache-jmeter-2.10,DESIGN,"/*     * These must be set before reading/writing the XML. Rather a hack, but     * saves changing all the method calls to include an extra variable.     *     * AFAIK the variables should only be accessed from one thread, so no need to synchronize.     */"
apache-jmeter-2.10,DESIGN,// TODO: should this be restored?
apache-jmeter-2.10,DESIGN,// TODO: not used - make private?
apache-jmeter-2.10,DESIGN,// TODO appears to duplicate the threadName field in SampleResult
apache-jmeter-2.10,DESIGN,// Yuck: TIFFImageEncoder uses Error to report runtime problems
apache-jmeter-2.10,DESIGN,"// a check, just in case:"
apache-jmeter-2.10,DESIGN,// TODO is this the right thing to do?
apache-jmeter-2.10,DESIGN,// not used
apache-jmeter-2.10,DESIGN,"// results.setResponseCode(""???""); TODO what code should be set here?"
apache-jmeter-2.10,DESIGN,// TODO should this implement supportsCustomEditor() ?
apache-jmeter-2.10,DESIGN,"// a check, just in case:"
apache-jmeter-2.10,DESIGN,"// Not used, as the <testResult> element is generated by the // ResultCollector class"
apache-jmeter-2.10,DESIGN,"/**     * Check if a string is a valid JMeter 'expression'.     * <p>     * The current implementation is very basic: it just accepts any string     * containing ""${"" as a valid expression. TODO: improve, but keep returning     * true for ""${}"".     */"
apache-jmeter-2.10,DESIGN,// TODO - use or remove
apache-jmeter-2.10,DESIGN,"// I guess this can happen as a result of a bad // file read? In this case, it would be better to replace the // incorrect value with anything valid, e.g. the default value // for the property. // But for the time being, I just prefer to be aware of any // problems occuring here, most likely programming errors, // so I'll bail out. // (MS Note) Can't bail out - newly create elements have blank // values and must get the defaults. // Also, when loading previous versions of jmeter test scripts, // some values // may not be right, and should get default values - MS // TODO: review this and possibly change to:"
apache-jmeter-2.10,DESIGN,// TODO does not work yet; need to determine the sample type
apache-jmeter-2.10,DESIGN,// Programming error: bail out.
apache-jmeter-2.10,DESIGN,// Temporary fix to allow default protocol to be changed
apache-jmeter-2.10,DESIGN,//TODO consider using private logs for each derived class
apache-jmeter-2.10,DESIGN,// Does not appear to be used yet
apache-jmeter-2.10,DESIGN,// Remember to change this when the class changes ...
apache-jmeter-2.10,DESIGN,// TODO temporary hack to avoid unnecessary bug reports for subclasses
apache-jmeter-2.10,DESIGN,"// TODO - yet another ambiguous name - does it need changing? // See also: Clearable, JMeterGUIComponent"
apache-jmeter-2.10,DESIGN,// TODO Is this silent exception intended
apache-jmeter-2.10,DESIGN,// Remember to change this when the class changes ...
apache-jmeter-2.10,DESIGN,"/*     * The following variables are set by StandardJMeterEngine.     * This is done before start() is called, so the values will be published to the thread safely     * TODO - consider passing them to the constructor, so that they can be made final     * (to avoid adding lots of parameters, perhaps have a parameter wrapper object.     */"
apache-jmeter-2.10,DESIGN,// TODO should this set the thread names for all the subsamples? // might be more efficient than fetching the name elsewehere
apache-jmeter-2.10,DESIGN,"/*         * Setting SamplingStarted before the contollers are initialised allows         * them to access the running values of functions and variables (however         * it does not seem to help with the listeners)         */"
apache-jmeter-2.10,DESIGN,// TODO: remove this useless Entry parameter
apache-jmeter-2.10,DESIGN,// TODO fix this when there is a real implementation
apache-jmeter-2.10,DESIGN,// TODO only clear the relevant entry - if possible...
apache-jmeter-2.10,DESIGN,// Surely this is always null in the constructor?
apache-jmeter-2.10,DESIGN,// TODO why not use the super class value?
apache-jmeter-2.10,DESIGN,// TODO - does not appear to be called directly
apache-jmeter-2.10,DESIGN,"/** * Custom TrustManager ignores all certificate errors * * TODO: implement conditional checking and logging * * (Derived from AuthSSLX509TrustManager in HttpClient contrib directory) */"
apache-jmeter-2.10,DESIGN,// Maps to contain page and form encodings // TODO - do these really need to be shared between all Proxy instances?
apache-jmeter-2.10,DESIGN,// NOTE: Source and line arguments are nonsense in a call(). //       Any way to make these arguments *sensible?
apache-jmeter-2.10,DESIGN,// Is it an exception wrapped in a JavaScriptException?
apache-jmeter-2.10,DESIGN,// TODO Why empty block ?
apache-jmeter-2.10,DESIGN,// TODO - perhaps this should be a fatal error?
apache-jmeter-2.10,DESIGN,// clone will produce correct type // TODO but why do we need to clone the list?
apache-jmeter-2.10,DESIGN,// TODO only called by UserParameterXMLParser.getXMLParameters which is a deprecated class
apache-jmeter-2.10,DESIGN,// TODO probably not needed
apache-jmeter-2.10,DESIGN,//TODO - move to JOrphanUtils?
apache-jmeter-2.10,DESIGN,// TODO needs to be synch? Probably not changed after threads have started // JMeter Home directory (excludes trailing separator) // JMeter bin directory (excludes trailing separator)
apache-jmeter-2.10,DESIGN,"// Hack: bsh-2.0b5.jar BshScriptEngine implements Compilable but throws ""java.lang.Error: unimplemented"""
apache-jmeter-2.10,DESIGN,// TODO only clear the relevant entry - if possible...
apache-jmeter-2.10,DESIGN,// TODO: what is this for?
apache-jmeter-2.10,DESIGN,// TODO should equals and hashCode depend on field other than count?
apache-jmeter-2.10,DESIGN,// TODO is sync really needed?
apache-jmeter-2.10,DESIGN,// TODO is this correct?
apache-jmeter-2.10,DESIGN,"// TODO cpercent is the same as cmedian here - why? and why pass it to ""distributionLine""?"
apache-jmeter-2.10,DESIGN,// TODO should equals and hashCode depend on field other than count?
apache-jmeter-2.10,DESIGN,// TODO: Does this method need to be public? It isn't currently // called outside of this class.
apache-jmeter-2.10,DESIGN,"// TODO: Should the method signature of this method be changed to // match the super-implementation (using a TestElement parameter // instead of AbstractListenerElement)? This would require an // instanceof check before adding the listener (below), but would // also make the behavior a bit more obvious for sub-classes -- the // Java rules dealing with this situation aren't always intuitive, // and a subclass may think it is calling this version of the method // when it is really calling the superclass version instead."
apache-jmeter-2.10,DESIGN,// TODO Should this method be synchronized ? all other function execute are
apache-jmeter-2.10,DESIGN,// TODO should the engine be static?
apache-jmeter-2.10,DESIGN,// N.B. Commons IO IOUtils has equivalent methods; these were added before IO was included // TODO - perhaps deprecate these in favour of Commons IO?
apache-jmeter-2.10,DESIGN,// TODO should this be getMin()?
apache-jmeter-2.10,DESIGN,"/*                 * Fix bug: -D arg1=arg2 was causing parse error; however                 * --define arg1=arg2 is OK This seems to be because the parser                 * skips the terminator for the long options, but was not doing                 * so for the short options.                 */"
apache-jmeter-2.10,DESIGN,// TODO improve the error handling
apache-jmeter-2.10,DESIGN,// TODO improve the error handling
apache-jmeter-2.10,DESIGN,"/**     * Add logTargets to root logger     * FIXME What's the clean way to add a LogTarget afterwards ?     * @param logTargets LogTarget array     */"
apache-jmeter-2.10,DESIGN,"// hack to reduce the need to load every class in non-GUI mode, which only needs functions // TODO perhaps use BCEL to scan class files instead? // class name should contain this string // class name should not contain this string"
apache-jmeter-2.10,DESIGN,"/*             * TODO: Exact ordering is only required for some tests; change the             * comparison to do a set compare where necessary.             */"
apache-jmeter-2.10,DESIGN,"// TODO field always true, what for ?"
apache-jmeter-2.10,DESIGN,// TODO - improve this check
apache-jmeter-2.10,DESIGN,// TODO - could this be return?
apache-jmeter-2.10,DESIGN,"// TODO field always true, what for ?"
apache-jmeter-2.10,DESIGN,//very wrong.
apache-jmeter-2.10,DESIGN,// Remember to change this when the class changes ...
apache-jmeter-2.10,DESIGN,// TODO - should this be a failure?
apache-jmeter-2.10,DESIGN,"/*     * Wrapper to convert a JUnit4 class into a TestCase     *     *  TODO - work out how to convert JUnit4 assertions so they are treated as failures rather than errors     */"
apache-jmeter-2.10,DESIGN,// Method is broken anyway
apache-jmeter-2.10,DESIGN,// TODO should really return most specific (i.e. longest) match.
apache-jmeter-2.10,DESIGN,"// TODO - should this be done for embedded usage? // Note: the element is a ConfigTestElement when used standalone, so we cannot use FTPSampler access methods"
apache-jmeter-2.10,DESIGN,"// TODO: replace all this url2 mess with a proper method // ""areEquivalent(url1, url2)"" that // would also ignore case in protocol and host names, etc. -- use that // method in the CookieManager too."
apache-jmeter-2.10,DESIGN,// TODO is this possible?
apache-jmeter-2.10,DESIGN,"/*     * Holder for storing cache details.     * Perhaps add original response later?     */"
apache-jmeter-2.10,DESIGN,// TODO not used by GUI
apache-jmeter-2.10,DESIGN,// not currently used
apache-jmeter-2.10,DESIGN,// TODO correct URL?
apache-jmeter-2.10,DESIGN,"// NOTE: the handling of simple- vs. double-quotes could be formally // more accurate, but I can't imagine a session id containing // either, so we should be OK. The whole set of expressions is a // quick hack anyway, so who cares."
apache-jmeter-2.10,DESIGN,// TODO fix this when there is a real implementation
apache-jmeter-2.10,DESIGN,"/*         * TODO improve string version to better match browser behaviour? e.g.         * do browsers regard http://host/ and http://Host:80/ as the same? If         * so, it would be better to reflect this in the string         */"
apache-jmeter-2.10,DESIGN,// Code also allows for LF only (not sure why - perhaps because the test code uses it?)
apache-jmeter-2.10,DESIGN,// hack to skip processing
apache-jmeter-2.10,DESIGN,// TODO: find a way to avoid the cost of creating a String here -- // probably a new PatternMatcherInput working on a byte[] would do // better.
apache-jmeter-2.10,DESIGN,// TODO should setBaseForScript be called here rather than above?
apache-jmeter-2.10,DESIGN,"// Java 1.6.0_22+ no longer allows Content-Length to be set, so don't check it. // See: http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6996110 // TODO any point in checking the other headers?"
apache-jmeter-2.10,DESIGN,"// SampleEvent is not passed JMeterVariables, because they don't make sense for Proxy Recording // TODO - is this the correct threadgroup name?"
apache-jmeter-2.10,DESIGN,// TODO needs cleaning up
apache-jmeter-2.10,DESIGN,// $NON-NLS-1$ TODO should this be a variable?
apache-jmeter-2.10,DESIGN,// hack to skip processing
apache-jmeter-2.10,DESIGN,// TODO replace repeated substr() above and below with more efficient method.
apache-jmeter-2.10,DESIGN,"// TODO perhaps make more specific than this? // no point parsing anything else, e.g. GIF ..."
apache-jmeter-2.10,DESIGN,// won't work: writeErrorToClient(HttpReplyHdr.formInternalError()); // Generate result (if nec.) and populate it // hack to skip processing
apache-jmeter-2.10,DESIGN,"// TODO - should this be done when the client is created? // If so, then the details need to be added as part of HttpClientKey"
apache-jmeter-2.10,DESIGN,// HACK
apache-jmeter-2.10,DESIGN,// May be replaced later
apache-jmeter-2.10,DESIGN,"// TODO hack, to be removed later"
apache-jmeter-2.10,DESIGN,// Could we drop the Sync here?
apache-jmeter-2.10,DESIGN,// TODO - should LF-only EOL be allowed? 
apache-jmeter-2.10,DESIGN,// DirContext dc = //TODO perhaps return this?
apache-jmeter-2.10,DESIGN,// $NON-NLS-1$ // TODO - change to use URL version? Will this affect test plans?
apache-jmeter-2.10,DESIGN,// TODO specify collection type without breaking callers
apache-jmeter-2.10,DESIGN,// TODO - can this eever happen?
apache-jmeter-2.10,DESIGN,// All form parameter always have text/plain as mime type //TODO make this a parameter?
apache-jmeter-2.10,DESIGN,// $NON-NLS-1$ // TODO can this be obtained from the file somehow?
apache-jmeter-2.10,DESIGN,// Does not appear to be used
apache-jmeter-2.10,DESIGN,// NOTUSED: GuiPackage guiPack =
apache-jmeter-2.10,DESIGN,// Allow serializable test to work // TODO: is the serializable test necessary now that JMeterTreeNode is // no longer a GUI component?
apache-jmeter-2.10,DESIGN,// TODO is null correct?
apache-jmeter-2.10,DESIGN,// TODO - how to handle thread stopped here
apache-jmeter-2.10,DESIGN,// Slight hack - we need to ensure the TestClass is not reset by the previous call
apache-jmeter-2.10,DESIGN,// TODO should this be called if basedir == null?
apache-jmeter-2.10,DESIGN,// May be replaced later
apache-jmeter-2.10,DESIGN,// TODO - could be converted to generic class?
apache-jmeter-2.10,DESIGN,// TODO does not appear to be used
apache-jmeter-2.10,DESIGN,// TODO not used?
apache-jmeter-2.10,DESIGN,// TODO: make static?
apache-jmeter-2.10,DESIGN,// Hack to allow entire URL to be provided in host field
apache-jmeter-2.10,DESIGN,"// TODO Should this be OK ? //assertEquals(contentEncoding, s.getContentEncoding()); // Check arguments // We should have one argument, with the value equal to the post body"
apache-jmeter-2.10,DESIGN,// TODO downcase UPPER case non-final variables
apache-jmeter-2.10,DESIGN,// TODO - belongs elsewhere 
apache-jmeter-2.10,DESIGN,// TODO can this happen?
apache-jmeter-2.10,DESIGN,"// TODO needed here because currently done on sample completion in JMeterThread, // but that only catches top-level samples."
apache-jmeter-2.10,DESIGN,// TODO : This is a bit fragile
apache-jmeter-2.10,DESIGN,"// TODO is this correct? // If this is not the first file we can't write its header now // for simplicity we always save it, even if there is only one file"
apache-jmeter-2.10,DESIGN,// Remember to change this when the class changes ...
apache-jmeter-2.10,DESIGN,// TODO - should this return something else?
apache-jmeter-2.10,DESIGN,// Don't allow override of Content-Length // This helps with SoapSampler hack too // TODO - what other headers are not allowed?
apache-jmeter-2.10,DESIGN,//$NON-NLS-1$ TODO should this be variable?
apache-jmeter-2.10,DESIGN,// TODO - is this the correct default?
apache-jmeter-2.10,DESIGN,// May be replaced later
apache-jmeter-2.10,DESIGN,// TODO do we need to add a charset for the file contents? // $NON-NLS-1$
apache-jmeter-2.10,DESIGN,"// TODO merge put and post methods as far as possible. // e.g. post checks for multipart form/files, and if not, invokes sendData(HttpEntityEnclosingRequestBase)"
apache-jmeter-2.10,DESIGN,"// Get the content length, it tells us how much data to read // TODO : Maybe support chunked encoding, then we cannot rely on content length"
apache-jmeter-2.10,DESIGN,// TODO: is this the correct default?
apache-jmeter-2.10,DESIGN,// TODO - is this the correct default?
apache-jmeter-2.10,DESIGN,// TODO should we allow mimetype only?
apache-jmeter-2.10,DESIGN,"/*     * TODO should these fields be public?     * They don't appear to be used externally.     *      * Also, are they any different from HTTPConstants.GET etc. ?     * In some cases they seem to be used as the method name from the Tomcat log.     * However the RMETHOD field is used as the value for HTTPSamplerBase.METHOD,     * for which HTTPConstants is most approriate.     */"
apache-jmeter-2.10,DESIGN,// NOTUSED org.apache.jmeter.monitor.model.Status st = // TODO - charset?
