projectname,classification,commenttext
argouml,WITHOUT_CLASSIFICATION,//      Model.getStateMachinesHelper() //              .isAddingStatemachineAllowed(base);
argouml,WITHOUT_CLASSIFICATION,/* Set up the property panels for statechart diagrams: */
argouml,WITHOUT_CLASSIFICATION,//MModelElement modelElement = elementImport.getModelElement();
argouml,WITHOUT_CLASSIFICATION,// top of the hierarchy is ME:
argouml,WITHOUT_CLASSIFICATION,// top of the hierarchy is ME:
argouml,WITHOUT_CLASSIFICATION,// then Generalizable Element
argouml,WITHOUT_CLASSIFICATION,// then Generalizable Element
argouml,WITHOUT_CLASSIFICATION,// then Classifier & Package
argouml,WITHOUT_CLASSIFICATION,// navigable.... only want incoming
argouml,WITHOUT_CLASSIFICATION,// then Classifier
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // MutableGraphModel implementation
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // VetoableChangeListener implementation
argouml,WITHOUT_CLASSIFICATION,// cast the params
argouml,WITHOUT_CLASSIFICATION,//set the new end type!
argouml,WITHOUT_CLASSIFICATION,// rerouting the destination:
argouml,WITHOUT_CLASSIFICATION,// rerouting the source:
argouml,WITHOUT_CLASSIFICATION,// empty at the moment
argouml,WITHOUT_CLASSIFICATION,// move down
argouml,WITHOUT_CLASSIFICATION,// empty at the moment
argouml,WITHOUT_CLASSIFICATION,// empty at the moment
argouml,WITHOUT_CLASSIFICATION,// move more right
argouml,WITHOUT_CLASSIFICATION,// move left
argouml,WITHOUT_CLASSIFICATION,"// use left and right, up and down"
argouml,WITHOUT_CLASSIFICATION,"// the amount of the ""sidestep"""
argouml,WITHOUT_CLASSIFICATION,// currentEdge.setBetweenNearestPoints(false);
argouml,WITHOUT_CLASSIFICATION,"//LOG.debug(result + "" node1: "" + this + "", node2 "" + node);"
argouml,WITHOUT_CLASSIFICATION,// split = //     (split == null || split.isStandalone()) ? node : split;
argouml,WITHOUT_CLASSIFICATION,// (xOffset - curW) / 2;
argouml,WITHOUT_CLASSIFICATION,"// Element is allowed, but only NamedElement can return nonempty list"
argouml,WITHOUT_CLASSIFICATION,/* Do nothing. */
argouml,WITHOUT_CLASSIFICATION,/* Set the drop location in the case of D&D: */
argouml,WITHOUT_CLASSIFICATION,/* end class ActionGotoDiagram */
argouml,WITHOUT_CLASSIFICATION,// Link does not exist in UML2
argouml,WITHOUT_CLASSIFICATION,"/*     * Text group to contain name & stereotype     */"
argouml,WITHOUT_CLASSIFICATION,/* end class FigLink */
argouml,WITHOUT_CLASSIFICATION,"/* The next line is needed so that we have the right dimension          * when drawing this Fig on the diagram by pressing down          * the mouse button, even before releasing the mouse button: */"
argouml,WITHOUT_CLASSIFICATION,/* Stereotype covers NameFig: */
argouml,WITHOUT_CLASSIFICATION,/* Compartments from top to bottom: */
argouml,WITHOUT_CLASSIFICATION,// Make all the parts match the main fig
argouml,WITHOUT_CLASSIFICATION,"// by default, do not show operations nor attributes:"
argouml,WITHOUT_CLASSIFICATION,"// We're going to change the name immediately, so just use """""
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.lang.Object#clone()     */"
argouml,WITHOUT_CLASSIFICATION,//////////////// // actions for toolbar
argouml,WITHOUT_CLASSIFICATION,// TODO: place comments near connected classes // TODO: place from middle towards outer edges? (or place largest // groups first)
argouml,WITHOUT_CLASSIFICATION,"//        boolean hasPackages = false; // TODO: move ""package in row"" to NodeRow"
argouml,WITHOUT_CLASSIFICATION,"//        initPreinitialize(); //        initializeSubsystems(new SimpleTimer(), null); //        ArgoFrame.getInstance().setVisible(true);"
argouml,WITHOUT_CLASSIFICATION,// Do nothing.
argouml,WITHOUT_CLASSIFICATION,"// since UML2, this must appear before the isAClass clause"
argouml,WITHOUT_CLASSIFICATION,// this rectangle marks the operation section; all operations // are inside it
argouml,WITHOUT_CLASSIFICATION,"// 2nd compartment, so adjust Y appropriately"
argouml,WITHOUT_CLASSIFICATION,// Visibility ...
argouml,WITHOUT_CLASSIFICATION,// Collect the set of model elements that we want to listen to
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#translate(int, int)     */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.lang.Object#clone()     */"
argouml,WITHOUT_CLASSIFICATION,// add Figs to the FigNode in back-to-front order
argouml,WITHOUT_CLASSIFICATION,// add the listeners to the newOwner
argouml,WITHOUT_CLASSIFICATION,//make port invisible unless mouse enters
argouml,WITHOUT_CLASSIFICATION,/* check if any stereotype is defined */
argouml,WITHOUT_CLASSIFICATION,// and the stereotypes of its features
argouml,WITHOUT_CLASSIFICATION,// and its features
argouml,WITHOUT_CLASSIFICATION,// Update the listeners to match the desired set using the minimal // update facility
argouml,WITHOUT_CLASSIFICATION,// Modifier ...
argouml,WITHOUT_CLASSIFICATION,// Add ...
argouml,WITHOUT_CLASSIFICATION,// There are 2 boxes showing lines: the tab and the body.
argouml,WITHOUT_CLASSIFICATION,/* This populates the stereotypes area: */
argouml,WITHOUT_CLASSIFICATION,// else nothing changed
argouml,WITHOUT_CLASSIFICATION,// else nothing changed
argouml,WITHOUT_CLASSIFICATION,// On uniprocessors wait until we're sure the splash screen // has been painted so that we aren't competing for resources
argouml,WITHOUT_CLASSIFICATION,/* we got at least one stereotype */
argouml,WITHOUT_CLASSIFICATION,// the user wants to hide them
argouml,WITHOUT_CLASSIFICATION,// Modifier ...
argouml,WITHOUT_CLASSIFICATION,// Visibility ...
argouml,WITHOUT_CLASSIFICATION,"// If we have any number of stereotypes displayed, then allow // some space for that (only width, height is included in nameFig):"
argouml,WITHOUT_CLASSIFICATION,// take into account the tab is not as wide as the body:
argouml,WITHOUT_CLASSIFICATION,// we want at least some of the package body to be displayed
argouml,WITHOUT_CLASSIFICATION,// And now aSize has the answer
argouml,WITHOUT_CLASSIFICATION,"// Save our old boundaries (needed later), and get minimum size // info. ""aSize"" will be used to maintain a running calculation of our // size at various points."
argouml,WITHOUT_CLASSIFICATION,// The new size can not be smaller than the minimum.
argouml,WITHOUT_CLASSIFICATION,"// Now sort out the stereotype display. If the stereotype is displayed, // move the upper boundary of the name compartment up and set new // bounds for the name and the stereotype compartments and the // stereoLineBlinder that blanks out the line between the two"
argouml,WITHOUT_CLASSIFICATION,// -1 for 1 pixel overlap
argouml,WITHOUT_CLASSIFICATION,// set bounds of big box
argouml,WITHOUT_CLASSIFICATION,"/* The figPoly is located at the right edge of the nameFig.             * The nameFig size is such that it at least fits its text,             * and the figPoly next to the text.             * Making the package bigger, causes the figPoly to stick to             * the right edge.*/"
argouml,WITHOUT_CLASSIFICATION,"// Now force calculation of the bounds of the figure, update the edges // and trigger anyone who's listening to see if the ""bounds"" property // has changed."
argouml,WITHOUT_CLASSIFICATION,/* Only show the menuitems if they make sense: */
argouml,WITHOUT_CLASSIFICATION,/* save first */
argouml,WITHOUT_CLASSIFICATION,/*while*/
argouml,WITHOUT_CLASSIFICATION,// and its stereotypes
argouml,WITHOUT_CLASSIFICATION,"/* Try to create a new class diagram.                     */"
argouml,WITHOUT_CLASSIFICATION,/*if package */
argouml,WITHOUT_CLASSIFICATION,/* if doubleclicks */
argouml,WITHOUT_CLASSIFICATION,/* change prefix */
argouml,WITHOUT_CLASSIFICATION,"/*         * @see java.awt.event.ActionListener#actionPerformed(         *         java.awt.event.ActionEvent)         */"
argouml,WITHOUT_CLASSIFICATION,// add the listeners to the newOwner
argouml,WITHOUT_CLASSIFICATION,// and its features
argouml,WITHOUT_CLASSIFICATION,/* end class FigPackage */
argouml,WITHOUT_CLASSIFICATION,/* end class StylePanelFigPackage */
argouml,WITHOUT_CLASSIFICATION,// In the DeploymentDiagram there are no Generalizations
argouml,WITHOUT_CLASSIFICATION,// Self-association isn't draggable
argouml,WITHOUT_CLASSIFICATION,/* end class StylePanelFigInterface */
argouml,WITHOUT_CLASSIFICATION,// No Generalizations on Deployment Diagram
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // event handling
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // event handling
argouml,WITHOUT_CLASSIFICATION,// add Figs to the FigNode in back-to-front order
argouml,WITHOUT_CLASSIFICATION,/* Set the drop location in the case of D&D: */
argouml,WITHOUT_CLASSIFICATION,/* Set the drop location in the case of D&D: */
argouml,WITHOUT_CLASSIFICATION,// add the listeners to the newOwner
argouml,WITHOUT_CLASSIFICATION,//make port invisible unless mouse enters
argouml,WITHOUT_CLASSIFICATION,/* Stereotype covers NameFig: */
argouml,WITHOUT_CLASSIFICATION,/* Compartments from top to bottom: */
argouml,WITHOUT_CLASSIFICATION,// Collect the set of model elements that we want to listen to
argouml,WITHOUT_CLASSIFICATION,// and its features
argouml,WITHOUT_CLASSIFICATION,// and the stereotypes of its features
argouml,WITHOUT_CLASSIFICATION,// and the parameter of its operations
argouml,WITHOUT_CLASSIFICATION,// Use super because not fully init'd
argouml,WITHOUT_CLASSIFICATION,// And now add listeners to them all:
argouml,WITHOUT_CLASSIFICATION,"/* The next line is needed so that we have the right dimension         * when drawing this Fig on the diagram by pressing down         * the mouse button, even before releasing the mouse button: */"
argouml,WITHOUT_CLASSIFICATION,// stereotype fig covers the name fig:
argouml,WITHOUT_CLASSIFICATION,// Set the bounds of the figure to the total of the above
argouml,WITHOUT_CLASSIFICATION,// If moved into an Package
argouml,WITHOUT_CLASSIFICATION,"/* Testing: Add a parameter to an operation on an Interface.                         * Does the Interface Fig adapt its width? */"
argouml,WITHOUT_CLASSIFICATION,/* Set up the property panels for class diagrams: */
argouml,WITHOUT_CLASSIFICATION,// The figure that holds the text of the note.
argouml,WITHOUT_CLASSIFICATION,/* Do nothing by default. */
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.beans.VetoableChangeListener#vetoableChange(java.beans.PropertyChangeEvent)     */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.beans.PropertyChangeListener#propertyChange(java.beans.PropertyChangeEvent)     */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.KeyListener#keyPressed(java.awt.event.KeyEvent)     */"
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // constants
argouml,WITHOUT_CLASSIFICATION,// Get the size of the text field.
argouml,WITHOUT_CLASSIFICATION,// update the relative sizes and positions of internel Figs
argouml,WITHOUT_CLASSIFICATION,"// update any text, colors, fonts, etc."
argouml,WITHOUT_CLASSIFICATION,//parse the text that was edited
argouml,WITHOUT_CLASSIFICATION,// Resize the text figure
argouml,WITHOUT_CLASSIFICATION,// resize the FigNode to accomodate the new text
argouml,WITHOUT_CLASSIFICATION,"// Not used, do nothing."
argouml,WITHOUT_CLASSIFICATION,"// Not used, do nothing."
argouml,WITHOUT_CLASSIFICATION,// Resize the big port around the figure
argouml,WITHOUT_CLASSIFICATION,"// The text element has no border, so the line color doesn't matter."
argouml,WITHOUT_CLASSIFICATION,// The text is always opaque.
argouml,WITHOUT_CLASSIFICATION,/*? 2*LINE_WIDTH? */
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#getClosestPoint(java.awt.Point)     */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.graph.GraphNodeRenderer#getFigNodeFor(     *         org.tigris.gef.graph.GraphModel,     *         org.tigris.gef.base.Layer, java.lang.Object, java.util.Map)     */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.ItemListener#itemStateChanged(java.awt.event.ItemEvent)     */"
argouml,WITHOUT_CLASSIFICATION,//_x = x; _y = y; _w = w; _h = h;
argouml,WITHOUT_CLASSIFICATION,// Make a seamless integration of the text // in the note figure.
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // user interaction methods
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // accessor methods
argouml,WITHOUT_CLASSIFICATION,"// If we have a stereotype displayed, then allow some space for that // (width and height)"
argouml,WITHOUT_CLASSIFICATION,// And add the gaps around the textfield to get the minimum // size of the note.
argouml,WITHOUT_CLASSIFICATION,// Just move the corner to it's new position.
argouml,WITHOUT_CLASSIFICATION,/////////////////////////////////////////////////////////////////// // Internal methods
argouml,WITHOUT_CLASSIFICATION,// all connected edges
argouml,WITHOUT_CLASSIFICATION,"// Only adjust the stereotype height if we are not newly // created. This gets round the problem of loading classes with // stereotypes defined, which have the height already including // the stereotype."
argouml,WITHOUT_CLASSIFICATION,"// Whatever happened we are no longer newly created, so clear the // flag. Then set the bounds for the rectangle we have defined."
argouml,WITHOUT_CLASSIFICATION,/* end class StylePanelFigClass */
argouml,WITHOUT_CLASSIFICATION,// TODO: get tip string from comment
argouml,WITHOUT_CLASSIFICATION,"/* This one is still usable, so let's retain it, */"
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // accessors
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.FigEdge#setSourceFigNode(org.tigris.gef.presentation.FigNode)     */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setFilled(boolean)     */"
argouml,WITHOUT_CLASSIFICATION,"// Although not generally true for GEF, for Argo we know that the layer // is a LayerPerspective which knows the associated diagram"
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // accessors
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // event handling
argouml,WITHOUT_CLASSIFICATION,/* Set the drop location in the case of D&D: */
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // contructors
argouml,WITHOUT_CLASSIFICATION,// Modifiers ...
argouml,WITHOUT_CLASSIFICATION,// Make all the parts match the main fig
argouml,WITHOUT_CLASSIFICATION,// Visibility ...
argouml,WITHOUT_CLASSIFICATION,// stereotype fig covers the name fig:
argouml,WITHOUT_CLASSIFICATION,// element will normally be null when called from PGML parser // It will get it's source & destination set later in attachEdges
argouml,WITHOUT_CLASSIFICATION,// unimplemented
argouml,WITHOUT_CLASSIFICATION,"/* Alternatively, we could just return null here,          * so that you can not create a comment just          * linked to a comment this way - which is a bit uncommon,         * but not illegal, so for consistency, we better allow it.          */"
argouml,WITHOUT_CLASSIFICATION,//        return null;
argouml,WITHOUT_CLASSIFICATION,"/** * Class to display a Stereotype declaration figure using * Classifier box notation.<p> * * TODO: This is just a place-holder right now! - tfm * This needs to show tags and constraints. */"
argouml,WITHOUT_CLASSIFICATION,// Add...
argouml,WITHOUT_CLASSIFICATION,// Show ...
argouml,WITHOUT_CLASSIFICATION,// register for tagDefinitions:
argouml,WITHOUT_CLASSIFICATION,"/* TODO: constraints, ... */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.AbstractAction#isEnabled()     */"
argouml,WITHOUT_CLASSIFICATION,/* Set the drop location in the case of D&D: */
argouml,WITHOUT_CLASSIFICATION,// Make all the parts match the main fig
argouml,WITHOUT_CLASSIFICATION,"/* The next line is needed so that we have the right dimension         * when drawing this Fig on the diagram by pressing down         * the mouse button, even before releasing the mouse button: */"
argouml,WITHOUT_CLASSIFICATION,// If moved into an Package
argouml,WITHOUT_CLASSIFICATION,// If default Namespace is not already set
argouml,WITHOUT_CLASSIFICATION,"// When this is called from PGMLStackParser.attachEdges, we finished // the initialization of owning pseudo element (CommentEdge)"
argouml,WITHOUT_CLASSIFICATION,// avoid GEF calcDrawingArea bug when nothing in a diagram.
argouml,WITHOUT_CLASSIFICATION,// avoid GEF calcDrawingArea bug when nothing in a diagram.
argouml,WITHOUT_CLASSIFICATION,// No generalizations in Deployment Diagrams
argouml,WITHOUT_CLASSIFICATION,// the diagram image data
argouml,WITHOUT_CLASSIFICATION,// copy the gif image to the clipboard
argouml,WITHOUT_CLASSIFICATION,// the diagram image data
argouml,WITHOUT_CLASSIFICATION,"// hide grid, otherwise can't see anything"
argouml,WITHOUT_CLASSIFICATION,//        bigPort.setFilled(f);
argouml,WITHOUT_CLASSIFICATION,// background color.
argouml,WITHOUT_CLASSIFICATION,// 2 Pixel padding after compartment
argouml,WITHOUT_CLASSIFICATION,// Set up hide all / show all
argouml,WITHOUT_CLASSIFICATION,// Perform the action
argouml,WITHOUT_CLASSIFICATION,// Only the bigPort may be filled
argouml,WITHOUT_CLASSIFICATION,/*?LINE_WIDTH?*/
argouml,WITHOUT_CLASSIFICATION,//see parent
argouml,WITHOUT_CLASSIFICATION,/*?LINE_WIDTH?*/
argouml,WITHOUT_CLASSIFICATION,// We remove all of them:
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.undo.UndoableAction#isEnabled()     */"
argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:
argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:
argouml,WITHOUT_CLASSIFICATION,/*?LINE_WIDTH?*/
argouml,WITHOUT_CLASSIFICATION,/* but its position may have been changed: */
argouml,WITHOUT_CLASSIFICATION,"// bounds not relevant here, but I am perfectionist..."
argouml,WITHOUT_CLASSIFICATION,"/* We need to set a new notationprovider, since                 * the Notation language may have been changed:  */"
argouml,WITHOUT_CLASSIFICATION,// add it again (but now in the right sequence)
argouml,WITHOUT_CLASSIFICATION,// Now put the text in // We must handle the case where the text is null
argouml,WITHOUT_CLASSIFICATION,/* Find the compartment fig for this umlObject: */
argouml,WITHOUT_CLASSIFICATION,// Override superclass to do nothing. // Fill property cannot be changed.
argouml,WITHOUT_CLASSIFICATION,// Override superclass to do nothing. // Line width cannot be changed.
argouml,WITHOUT_CLASSIFICATION,// Override superclass to do nothing. // Line width property cannot be changed.
argouml,WITHOUT_CLASSIFICATION,// aggregation
argouml,WITHOUT_CLASSIFICATION,/* end class ActionSrcMultOneToMany */
argouml,WITHOUT_CLASSIFICATION,// TODO: set font?
argouml,WITHOUT_CLASSIFICATION,// to circumvent too many registered listeners
argouml,WITHOUT_CLASSIFICATION,// this shortcut was already been assigned to another action; // let's pop-up a message for the user
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // static variables
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // constructors
argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.event.DocumentListener#removeUpdate(javax.swing.event.DocumentEvent)     */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.event.DocumentListener#changedUpdate(javax.swing.event.DocumentEvent)     */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#hit(java.awt.Rectangle)     */"
argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:
argouml,WITHOUT_CLASSIFICATION,// ending editing
argouml,WITHOUT_CLASSIFICATION,// USED BY PGML.tee
argouml,WITHOUT_CLASSIFICATION,// Actually return the FigEdge that the FigEdgePort is part of.
argouml,WITHOUT_CLASSIFICATION,//            throw new IllegalArgumentException();
argouml,WITHOUT_CLASSIFICATION,// Do nothing.
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)     */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.event.DocumentListener#insertUpdate(javax.swing.event.DocumentEvent)     */"
argouml,WITHOUT_CLASSIFICATION,// Do nothing
argouml,WITHOUT_CLASSIFICATION,// Do nothing
argouml,WITHOUT_CLASSIFICATION,// updating the actions
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // main methods
argouml,WITHOUT_CLASSIFICATION,/*Here the actions to divide a region*/
argouml,WITHOUT_CLASSIFICATION,"/* The 1st region has an invisible divider line                 * (the box is always invisible): */"
argouml,WITHOUT_CLASSIFICATION,"/* Throw out any previous elements that were                 * enclosed but are not a concurrent region;                 * let's move them onto the first region: */"
argouml,WITHOUT_CLASSIFICATION,//linewidth?
argouml,WITHOUT_CLASSIFICATION,"/* The divider line should be visible, so no need to change its color. */"
argouml,WITHOUT_CLASSIFICATION,/* Make the composite state 1 region higher: */
argouml,WITHOUT_CLASSIFICATION,// Look for the dashed edge
argouml,WITHOUT_CLASSIFICATION,// We have the dashed edge now find the opposite FigNode
argouml,WITHOUT_CLASSIFICATION,/* Prevent triggering too many events by setName(). */
argouml,WITHOUT_CLASSIFICATION,// not???
argouml,WITHOUT_CLASSIFICATION,// Do nothing    
argouml,WITHOUT_CLASSIFICATION,// Do nothing        
argouml,WITHOUT_CLASSIFICATION,// Consume to stop other modes from trying to take over
argouml,WITHOUT_CLASSIFICATION,// marker interface only
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#removeFromDiagram()     */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setBoundsImpl(int, int, int, int)     */"
argouml,WITHOUT_CLASSIFICATION,// Can't do anything if we don't have a fig.
argouml,WITHOUT_CLASSIFICATION,// 2 Pixel padding after compartment
argouml,WITHOUT_CLASSIFICATION,// or vice versa?
argouml,WITHOUT_CLASSIFICATION,// Provide feedback to the user that their name was // not accepted
argouml,WITHOUT_CLASSIFICATION,"/* Do not show border line, make transparent: */"
argouml,WITHOUT_CLASSIFICATION,//cleanup of unused FigText's
argouml,WITHOUT_CLASSIFICATION,// TODO: This doesn't do anything special with keywords. // They should probably go first.
argouml,WITHOUT_CLASSIFICATION,//There is one fig more in the group than (stereotypes + keyword):
argouml,WITHOUT_CLASSIFICATION,// The keyword fig already exists.
argouml,WITHOUT_CLASSIFICATION,// bounds not relevant here
argouml,WITHOUT_CLASSIFICATION,// bounds not relevant here
argouml,WITHOUT_CLASSIFICATION,// The stereotype fig already exists.
argouml,WITHOUT_CLASSIFICATION,// remove all stereotypes that have a graphical icon
argouml,WITHOUT_CLASSIFICATION,//TODO: check!
argouml,WITHOUT_CLASSIFICATION,//set new bounds for all included figs
argouml,WITHOUT_CLASSIFICATION,// StylePanelFigClass relies on getPanelTarget() to return a  // FigCompartmentBox
argouml,WITHOUT_CLASSIFICATION,"// Get class box, because we will set it's bounding box"
argouml,WITHOUT_CLASSIFICATION,"// Get class box, because we will set it's bounding box in text field"
argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:
argouml,WITHOUT_CLASSIFICATION,// The keyword fig does not exist yet. // Let's create one:
argouml,WITHOUT_CLASSIFICATION,// keywords which look like a stereotype (e.g. <<interface>>) have // no owner
argouml,WITHOUT_CLASSIFICATION,"// if there are no stereotypes, we return (0,0), preventing // double lines in the class (see issue 4939)"
argouml,WITHOUT_CLASSIFICATION,/* end class StylePanelFigAssociationClass */
argouml,WITHOUT_CLASSIFICATION,/////////////////////////////////////////////////////////////////////////// // // Constructors // ///////////////////////////////////////////////////////////////////////////
argouml,WITHOUT_CLASSIFICATION,/////////////////////////////////////////////////////////////////////////// // // Main methods // ///////////////////////////////////////////////////////////////////////////
argouml,WITHOUT_CLASSIFICATION,"// Create the singleton if it does not exist, and then return it"
argouml,WITHOUT_CLASSIFICATION,"// When a new target is selected, we have to check if it 's a use case. //Then, the icone ""add extension point"" have to become enabled."
argouml,WITHOUT_CLASSIFICATION,// Create a new extension point and make it the browser target. Then // invoke the superclass action method.
argouml,WITHOUT_CLASSIFICATION,/* end class ActionAddExtensionPoint */
argouml,WITHOUT_CLASSIFICATION,// If there are bits of an association class then // remember their location and path.
argouml,WITHOUT_CLASSIFICATION,// Create the new FigNodeAssociation and locate it.
argouml,WITHOUT_CLASSIFICATION,// Add the association ends to the graph model
argouml,WITHOUT_CLASSIFICATION,// Add the edges (such as comment edges) that were on the old // FigAssociation to our new FigNodeAssociation and make sure they are // positioned correctly.
argouml,WITHOUT_CLASSIFICATION,// ignored
argouml,WITHOUT_CLASSIFICATION,// ignored
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)     */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.dnd.DropTargetListener#dragEnter(     *         java.awt.dnd.DropTargetDragEvent)     */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.dnd.DropTargetListener#dragOver(     *         java.awt.dnd.DropTargetDragEvent)     */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.dnd.DropTargetListener#dropActionChanged(     *         java.awt.dnd.DropTargetDragEvent)     */"
argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:
argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:
argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:
argouml,WITHOUT_CLASSIFICATION,//get the model elements that are being transfered.
argouml,WITHOUT_CLASSIFICATION,// multiplicity
argouml,WITHOUT_CLASSIFICATION,/* end class ModeCreateAssociation */
argouml,WITHOUT_CLASSIFICATION,/*&& ((UMLDiagram) dia).doesAccept(dtde.getSource())*/
argouml,WITHOUT_CLASSIFICATION,/* The new height can not be less than the name height: */
argouml,WITHOUT_CLASSIFICATION,"//			System.err.println(""NullPointerException ignored."");"
argouml,WITHOUT_CLASSIFICATION,/* end class SPFigEdgeModelElement */
argouml,WITHOUT_CLASSIFICATION,"//    		System.err.println(""NullPointerException ignored."");"
argouml,WITHOUT_CLASSIFICATION,// Get all our sub Figs and hit them with the big stick too
argouml,WITHOUT_CLASSIFICATION,"/* Only show the path item when there is                          * an owning namespace. */"
argouml,WITHOUT_CLASSIFICATION,"/* Only show the path item when there is                          * an owning namespace. */"
argouml,WITHOUT_CLASSIFICATION,// enumerate all selected figures and update their path accordingly  
argouml,WITHOUT_CLASSIFICATION,// compartments
argouml,WITHOUT_CLASSIFICATION,// add
argouml,WITHOUT_CLASSIFICATION,/* 20 = height of name fig ?*/
argouml,WITHOUT_CLASSIFICATION,"// Now force calculation of the bounds of the figure, update the edges // and trigger anyone who's listening to see if the ""bounds"" property // has changed."
argouml,WITHOUT_CLASSIFICATION,/* 2*LINE_WIDTH?  or extra padding? */
argouml,WITHOUT_CLASSIFICATION,// Set properties of the stereotype box.
argouml,WITHOUT_CLASSIFICATION,"/*         * The nameFig is transparent, since this is a box and the fill color is         * drawn by the bigPort.         */"
argouml,WITHOUT_CLASSIFICATION,"// Use ""aSize"" to build up the minimum size. Start with the size of the // name compartment and build up."
argouml,WITHOUT_CLASSIFICATION,"/*         * Only take into account the stereotype width, not the height, since         * the height is included in the name fig:         */"
argouml,WITHOUT_CLASSIFICATION,"/* Add the height of all the compartments (if there are any),         * and check their minimum width: */"
argouml,WITHOUT_CLASSIFICATION,// Save our old boundaries so it can be used in property message later
argouml,WITHOUT_CLASSIFICATION,// Make sure we don't try to set things smaller than the minimum
argouml,WITHOUT_CLASSIFICATION,/* Now the new nameFig height will include the stereotype height: */
argouml,WITHOUT_CLASSIFICATION,// Check for uninitialised instance variables and // constructor.
argouml,WITHOUT_CLASSIFICATION,/* Calculate the minimum needed height for all the compartments:*/
argouml,WITHOUT_CLASSIFICATION,/* Increase the height of the fig: */
argouml,WITHOUT_CLASSIFICATION,/* Finally set the bounds of the big box and the border fig: */
argouml,WITHOUT_CLASSIFICATION,// hide compartment
argouml,WITHOUT_CLASSIFICATION,"/*                 * Hiding one compartment means that the Fig returns to minimal                 * dimensions:                 */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.Action#isEnabled()     */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.base.PathConv#stuffPoint(java.awt.Point)     */"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.base.PathConv#setClosestPoint(java.awt.Point)     */"
argouml,WITHOUT_CLASSIFICATION,// show compartment
argouml,WITHOUT_CLASSIFICATION,/* This sets the lineWidth of all in the group: */
argouml,WITHOUT_CLASSIFICATION,/* NameFig and StereotypeFig are handled by parent. */
argouml,WITHOUT_CLASSIFICATION,// forceRepaintShadow();
