projectname,classification,commenttext
columba-1.4-src,DESIGN,"// TODO (@author fdietz): All this code for creating a new // IMAPRootFolder should // be moved to a FolderFactory // -> this way ""path"" would be handled in the factory, too // parent directory for mail folders // for example: "".columba/mail/"" // String path = // MailConfig.getInstance().getConfigDirectory().getPath();"
columba-1.4-src,DESIGN,// turn of focus stealing (workaround should be removed in the // future!)
columba-1.4-src,DESIGN,"// wait, if there is an active transaction // TODO @author hubms retrycount!"
columba-1.4-src,DESIGN,"/**	 * this regular expression should cover anything from a@a.pt or a@a.com to	 * a@a.info. Permits usage of invalid top domains though.	 * <p>	 * [bug] fdietz: added ""."" and ""-"" as regular characters	 * (example:mail@toplevel.mail.de)	 * <p>	 * TODO: see if we can replace the matching code with Ristretto stuff	 *	 */"
columba-1.4-src,DESIGN,"// @author: fdietz // This is a workaround. Generally, the contact dialog editor // should ensure that all necessary fields are available // "
columba-1.4-src,DESIGN,// TODO: replace view with more detailed info view
columba-1.4-src,DESIGN,"// TODO we should check if we need an vector or better another list // implementation; checking also, if the list // must be syncronized or not (performance)"
columba-1.4-src,DESIGN,// FIXME is this correct for
columba-1.4-src,DESIGN,//TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,//TODO externalize string //$NON-NLS-1$
columba-1.4-src,DESIGN,// TODO: multiplicity checks
columba-1.4-src,DESIGN,"// TODO (@author fdietz): until we can get all the settings update // immediately // we just open a message box, telling the user to restart"
columba-1.4-src,DESIGN,// TODO: real IM status here
columba-1.4-src,DESIGN,"// FIXME: should we align the menu to the left instead? // menu.show(b, b.getWidth() - menu.getWidth(), b.getHeight());"
columba-1.4-src,DESIGN,// TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,// TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,"// @author: tstich // Its better to call the Shutdownmanager // since the above is called automatically from it. // ShutdownManager is modified to allow one shutdown // call only, so we never should have multi-shutdown // problems again."
columba-1.4-src,DESIGN,/* TODO should come up with a better name for the menu item */
columba-1.4-src,DESIGN,// TODO: throw IllegalArgumentException in case a variable == null
columba-1.4-src,DESIGN,// TODO @author fdietz: no paging used currently // show only first 5 results
columba-1.4-src,DESIGN,// TODO: use UndoableEditEvent to make this really work
columba-1.4-src,DESIGN,// TODO (@author fdietz): add export feature
columba-1.4-src,DESIGN,// TODO @author fdietz: no paging used currently // show only first 5 results
columba-1.4-src,DESIGN,"// Since Columba is doing its own logging handlers, we should not // use handlers in the parent logger."
columba-1.4-src,DESIGN,//TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,// The JavaHelp can't be added to a BorderLayout because it // isnt' a component. For this demo we'll use the embeded method // since we don't want a Frame to be created.
columba-1.4-src,DESIGN,"// @author: fdietz // // PROBLEM: Extensions don't run using Java Webstart (JWS) //  // Even though we assign ""all-permission"" in our columba.jnlp file, this // only applies // to the initial Java Webstart classloader. But, we create our own // classloaders for // loading extensions. These classloaders don't have the same permission // settings anymore."
columba-1.4-src,DESIGN,// what to do here? we could start a new server...
columba-1.4-src,DESIGN,"// WORKAROUND: //  // System.setSecurityManager(null); // // This call effectly disables the sandbox mode and seems to work fine. // // Below I use another way. The policy for all classloaders is set to // ""all-permissions"". // Don't really know the difference though."
columba-1.4-src,DESIGN,"// For the Mac ScreenBarMenus to work, this must be declared before // *ANY* AWT / Swing gets initialised. Do *NOT* move it to plugin init // location because that is too late..."
columba-1.4-src,DESIGN,// kids - don't do this at home
columba-1.4-src,DESIGN,// @author: fdietz // // The following line is not working - just don't know why // Main.mainClassLoader.addURLs((URL[]) urlList.toArray(new URL[0])); // // WORKAROUND: // // Modify the system class loader instead - horrible! But it works!
columba-1.4-src,DESIGN,"// // @author: fdietz // WORKAROUND: // we simply append URLs to the existing global class loader // and use the same as parent //  // Note, that we create a new URL classloader for every class // we instanciate. We might want to support hot-swapping // of changed classes later."
columba-1.4-src,DESIGN,//TODO (@author fdietz): i18n
columba-1.4-src,DESIGN,"// we can't use SystemClassLoader here, because that doesn't work // with java webstart // -> instead we use this.getClass().getClassLoader() // -> which seems to work perfectly"
columba-1.4-src,DESIGN,"// TODO (@author karlpeder): If existing meta tags are to be kept, code changes are // necessary"
columba-1.4-src,DESIGN,/* TODO create exception for this */
columba-1.4-src,DESIGN,//TODO: Should this be renamed to cLoc or something more appropriate than clock?
columba-1.4-src,DESIGN,// TODO (@author javaprog): better exception handling
columba-1.4-src,DESIGN,// TODO (@author fdietz): fix account info panel check
columba-1.4-src,DESIGN,// TODO (@author fdietz): move this to AbstractMessageFolder constructor // create filterlist datastructure
columba-1.4-src,DESIGN,//TODO (@author fdietz): i18n
columba-1.4-src,DOCUMENTATION,/* TODO add javadocs */
columba-1.4-src,DOCUMENTATION,"/**	 * **FIXME** This function needs documentation	 * 	 * @return boolean	 * @param XmlElement	 *            E	 *  	 */"
columba-1.4-src,DOCUMENTATION,"/**	 * **FIXME** This function needs documentation	 * 	 * @return String	 * @param String	 *            Name	 *  	 */"
columba-1.4-src,DOCUMENTATION,//TODO (@author fdietz): Add proper description here
columba-1.4-src,DOCUMENTATION,"/**	 * **FIXME** This function needs documentation	 * 	 * Constructor	 *  	 */"
columba-1.4-src,DOCUMENTATION,"/**	 * **FIXME** This function needs documentation	 * 	 * @param out	 *            OutputStream to print the data to	 *  	 */"
columba-1.4-src,DOCUMENTATION,"/**	 * **FIXME** This function needs documentation	 * 	 * Constructor	 * 	 * @param Name	 *            String	 * @param Data	 *            String	 *  	 */"
columba-1.4-src,DOCUMENTATION,/*TODO create javadocs for class */
columba-1.4-src,DOCUMENTATION,"/**	 * **FIXME** This function needs documentation	 * 	 * 	 * @param Attrs	 *            Hashtable to use as the attributes	 *  	 */"
columba-1.4-src,DOCUMENTATION,"/**	 * **FIXME** This function needs documentation	 * 	 * @return XmlElement	 * @param String	 *            Path	 *  	 */"
columba-1.4-src,DOCUMENTATION,/*TODO add javadocs */
columba-1.4-src,DOCUMENTATION,"/**	 * **FIXME** This function needs documentation	 * 	 * @return Vector	 *  	 */"
columba-1.4-src,DOCUMENTATION,"/**	 * **FIXME** This function needs documentation	 * 	 * @return Enumeration	 *  	 */"
columba-1.4-src,DOCUMENTATION,"/**	 * **FIXME** This function needs documentation	 * 	 * @return String	 * @param String	 *            Name	 *  	 */"
columba-1.4-src,DOCUMENTATION,"/**	 * **FIXME** This function needs documentation	 * 	 * Constructor	 * 	 * @param String	 *            Name	 * @param Hashtable	 *            Attributes	 *  	 */"
columba-1.4-src,DOCUMENTATION,"/**	 * **FIXME** This function needs documentation	 * 	 * Constructor	 * 	 * @param String	 *            Name	 *  	 */"
columba-1.4-src,IMPLEMENTATION,// not needed
columba-1.4-src,IMPLEMENTATION,// TODO: @author fdietz replace with regular expression
columba-1.4-src,IMPLEMENTATION,// TODO implement me!
columba-1.4-src,IMPLEMENTATION,//TODO (@author fdietz): implement
columba-1.4-src,IMPLEMENTATION,// TODO: @author fdietz replace with regular expression
columba-1.4-src,IMPLEMENTATION,// TODO implement validation
columba-1.4-src,IMPLEMENTATION,// TODO implement me!
columba-1.4-src,IMPLEMENTATION,"/**	 * 	 * create Subject headerfield in using the senders message subject and	 * prepending ""Fwd:"" if not already there	 * 	 * @param header	 *            A <code>ColumbaHeader</code> which contains the headerfields	 *            of the message we want reply/forward.	 * 	 * FIXME (@author fdietz): we need to i18n this!	 * 	 */"
columba-1.4-src,IMPLEMENTATION,// TODO finish marshalling of all available properties
columba-1.4-src,IMPLEMENTATION,// TODO finish unmarshalling of all available properties
columba-1.4-src,IMPLEMENTATION,// TODO implement
columba-1.4-src,IMPLEMENTATION,// TODO: @author fdietz replace with regular expression
columba-1.4-src,IMPLEMENTATION,//TODO (@author fdietz): implement
columba-1.4-src,IMPLEMENTATION,// TODO: implement this
columba-1.4-src,IMPLEMENTATION,// not implemented yet
columba-1.4-src,IMPLEMENTATION,"/**	 * 	 * create subject headerfield in using the senders message subject and	 * prepending ""Re:"" if not already there	 * 	 * @param header	 *            A <code>ColumbaHeader</code> which contains the headerfields	 *            of the message we want reply/forward.	 * 	 * FIXME (@author fdietz): we need to i18n this!	 */"
columba-1.4-src,IMPLEMENTATION,// TODO: implement this
columba-1.4-src,IMPLEMENTATION,// TODO (@author karlpeder): Implementation of undo/redo missing
columba-1.4-src,IMPLEMENTATION,"// html - quoting is done by inserting a div around the // message formattet with a blue line at left edge // TODO (@author fdietz): Implement quoting (font color, stylesheet, // blockquote???)"
columba-1.4-src,IMPLEMENTATION,// TODO: @author fdietz replace with regular expression
columba-1.4-src,IMPLEMENTATION,// TODO (@author fdietz): show error dialoghere
columba-1.4-src,IMPLEMENTATION,// TODO (@author karlpeder): Implementation of undo/redo missing
columba-1.4-src,IMPLEMENTATION,// TODO (@author fdietz): add error dialog
columba-1.4-src,IMPLEMENTATION,// TODO (@author fdietz): add error dialog
columba-1.4-src,IMPLEMENTATION,// not needed
columba-1.4-src,IMPLEMENTATION,// TODO: Show dialog
columba-1.4-src,IMPLEMENTATION,// TODO: @author fdietz replace with regular expression
columba-1.4-src,IMPLEMENTATION,// TODO (@author fdietz): make i18n!
columba-1.4-src,IMPLEMENTATION,// TODO (@author javaprog):sizeComboBox can be enabled as // paragraphComboBox when implemented
columba-1.4-src,IMPLEMENTATION,//TODO: Add dialog to inform user that the smtp server // does not support authentication
columba-1.4-src,IMPLEMENTATION,// TODO @author hubms show if there is already a virtual folder for // this tag
columba-1.4-src,IMPLEMENTATION,// update status message // TODO (@author fdietz): i18n
columba-1.4-src,IMPLEMENTATION,// TODO (@author karlpeder): Implementation of undo/redo missing
columba-1.4-src,IMPLEMENTATION,//TODO (@author fdietz): keep track of progress here
columba-1.4-src,IMPLEMENTATION,// TODO localize filter action names
columba-1.4-src,IMPLEMENTATION,//TODO (@author fdietz):  i18n
columba-1.4-src,IMPLEMENTATION,// TODO implement clear()
columba-1.4-src,IMPLEMENTATION,// TODO (@author fdietz):: implement action for font size combo box!
columba-1.4-src,IMPLEMENTATION,// TODO (@author fdietz):  i18n
columba-1.4-src,IMPLEMENTATION,// TODO localize filter action names
columba-1.4-src,IMPLEMENTATION,// TODO: @author fdietz replace with regular expression
columba-1.4-src,IMPLEMENTATION,// FIXME threaded-view auto collapse
columba-1.4-src,IMPLEMENTATION,// TODO (@author karlpeder): Implementation of undo/redo missing
columba-1.4-src,TEST,// TODO (@author fdietz):: implement test
columba-1.4-src,TEST,"/** * Test cases for generating subject lines, when replying and/or forwarding * messages * <p> * * TODO: Re:[columba-devel]test-subject * * @author fdietz */"
columba-1.4-src,TEST,//TODO: Test Mac keyboard accelerator changes done here by mlivingstone // shortcut key
columba-1.4-src,TEST,// FIXME missing full tests for leap year
columba-1.4-src,TEST,"// TODO: fix testcase //assertEquals(""filter result"", true, result);"
columba-1.4-src,TEST,"/**	 * Gets the location of an external commandline tool.	 * <p>	 * TODO: test this method	 * 	 * @param toolID	 *            id of tool	 * @return location of tool	 */"
columba-1.4-src,WITHOUT_CLASSIFICATION,// get selected folder
columba-1.4-src,WITHOUT_CLASSIFICATION,// Create a FormLayout instance.
columba-1.4-src,WITHOUT_CLASSIFICATION,"// g2.setColor(fillColor); // g2.fillRect(0,0,w,h);"
columba-1.4-src,WITHOUT_CLASSIFICATION,// no filterlist treenode found // -> create a new one
columba-1.4-src,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,// associate with JavaHelp
columba-1.4-src,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,"// if it is in a scroll pane, then we add to the end of the // list."
columba-1.4-src,WITHOUT_CLASSIFICATION,//$JUnit-BEGIN$
columba-1.4-src,WITHOUT_CLASSIFICATION,// try to get instance of FilterAction
columba-1.4-src,WITHOUT_CLASSIFICATION,//$JUnit-BEGIN$
columba-1.4-src,WITHOUT_CLASSIFICATION,// remove from header-list
columba-1.4-src,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,// notify folder tree model
columba-1.4-src,WITHOUT_CLASSIFICATION,// should never happen
columba-1.4-src,WITHOUT_CLASSIFICATION,// id = org.columba.example.HelloWorld$HelloWorldPlugin
columba-1.4-src,WITHOUT_CLASSIFICATION,// ---- telephoneTextField2 ----
columba-1.4-src,WITHOUT_CLASSIFICATION,// set component values
columba-1.4-src,WITHOUT_CLASSIFICATION,// write text to file
columba-1.4-src,WITHOUT_CLASSIFICATION,// cancel
columba-1.4-src,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,// user didn't select any folder // -> make Inbox the default folder
columba-1.4-src,WITHOUT_CLASSIFICATION,// ---- fullnameButton ----
columba-1.4-src,WITHOUT_CLASSIFICATION,// all / match any JComboBox
columba-1.4-src,WITHOUT_CLASSIFICATION,"// *20030926, karlpeder* Added html support // MimePart mp = tree.getFirstTextPart(""plain"");"
columba-1.4-src,WITHOUT_CLASSIFICATION,// remove XmlElement
columba-1.4-src,WITHOUT_CLASSIFICATION,"// check if firstname, middlename or lastname contain only valid // characters"
columba-1.4-src,WITHOUT_CLASSIFICATION,//String userVisibleName = pluginHandler.getUserVisibleName(id);
columba-1.4-src,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,// filter description JTextField
columba-1.4-src,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,"/*				 * c.gridx = GridBagConstraints.REMAINDER; c.anchor =				 * GridBagConstraints.NORTHEAST; gridbag.setConstraints(				 * removeButton, c ); panel.add( removeButton );				 */"
columba-1.4-src,WITHOUT_CLASSIFICATION,"/*			 * *20040210, karlpeder* Remove html comments - they are not			 * displayed properly in the composer			 */"
columba-1.4-src,WITHOUT_CLASSIFICATION,// get values from components
columba-1.4-src,WITHOUT_CLASSIFICATION,// ->set source reference in composermodel // when replying this is the original sender's message // you selected and replied to
columba-1.4-src,WITHOUT_CLASSIFICATION,// int type = action.getActionInt();
columba-1.4-src,WITHOUT_CLASSIFICATION,// ---- calendarLabel ----
columba-1.4-src,WITHOUT_CLASSIFICATION,// JCheckBox overwriteOptionsCheckBox;
columba-1.4-src,WITHOUT_CLASSIFICATION,// Date header // we got a date header (store this // fact for later use
columba-1.4-src,WITHOUT_CLASSIFICATION,// iterate through all foldertypes to find suitable ones
columba-1.4-src,WITHOUT_CLASSIFICATION,"/*			 * BufferedReader in = new BufferedReader( new InputStreamReader(			 * new FileInputStream(file), model.getCharsetName()));			 */"
columba-1.4-src,WITHOUT_CLASSIFICATION,// getting next node
columba-1.4-src,WITHOUT_CLASSIFICATION,// ignore
columba-1.4-src,WITHOUT_CLASSIFICATION,// Add child to parent
columba-1.4-src,WITHOUT_CLASSIFICATION,// Do decoding stuff
columba-1.4-src,WITHOUT_CLASSIFICATION,// table registers interest in tree selection events
columba-1.4-src,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,// enabled/disabled
columba-1.4-src,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)   * @see org.columba.core.filter.IFilterList#remove(int)   */"
columba-1.4-src,WITHOUT_CLASSIFICATION,// criteria.setPattern((String) textField.getText());
columba-1.4-src,WITHOUT_CLASSIFICATION,// ignore
columba-1.4-src,WITHOUT_CLASSIFICATION,// textField.setText(criteria.getPattern());
columba-1.4-src,WITHOUT_CLASSIFICATION,"// create config-folder //		File file = new File(""test_config""); //		file.mkdir(); // //		new Config(file); // //		Logging.DEBUG = true; //		Logging.createDefaultHandler(); // //		// init mail component //		new MailMain().init(); //		new AddressbookMain().init(); // //		// now load all available plugins //		PluginManager.getInstance().initExternalPlugins();"
columba-1.4-src,WITHOUT_CLASSIFICATION,// Fall back to today
columba-1.4-src,WITHOUT_CLASSIFICATION,// ensure tzid matches date-time timezone.. // Parameter tzId = dtEnd1.getParameters().getParameter( // Parameter.TZID);
columba-1.4-src,WITHOUT_CLASSIFICATION,// create a form builder
columba-1.4-src,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,// get root folder
columba-1.4-src,WITHOUT_CLASSIFICATION,// wrong xml-format
columba-1.4-src,WITHOUT_CLASSIFICATION,// create mandatory IMAP Inbox folder
columba-1.4-src,WITHOUT_CLASSIFICATION,"/*TitledBorder etched = javax.swing.BorderFactory.createTitledBorder(javax.swing.BorderFactory.createEtchedBorder(), "" Login "");centerPanel.setBorder( etched );*/"
columba-1.4-src,WITHOUT_CLASSIFICATION,//private JLabel enableTextIndexingLabel;
columba-1.4-src,WITHOUT_CLASSIFICATION,"//		TagList tagList = new ContactTagList(this); //		JScrollPane tagListScrollPane = new JScrollPane(tagList); //		tagListScrollPane.setHorizontalScrollBarPolicy(JScrollPane.HORIZONTAL_SCROLLBAR_NEVER); //		tagListScrollPane //				.setBorder(BorderFactory.createEmptyBorder(0, 0, 0, 0));"
columba-1.4-src,WITHOUT_CLASSIFICATION,// couldn't find folder associated with this uid // -> open the select folder dialog
columba-1.4-src,WITHOUT_CLASSIFICATION,"//mod: 20040629 SWITT for redirecting feature //If FROM value was set, take this as From, else take Identity"
columba-1.4-src,WITHOUT_CLASSIFICATION,// Add the custom color item.
columba-1.4-src,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,"// treePathButton.setMargin(new Insets(0,0,0,0));"
columba-1.4-src,WITHOUT_CLASSIFICATION,// create a form builder
columba-1.4-src,WITHOUT_CLASSIFICATION,"// use ""mark as read"" as default fallback mechanism"
columba-1.4-src,WITHOUT_CLASSIFICATION,//      ->set source reference in composermodel // when replying this is the original sender's message // you selected and replied to
columba-1.4-src,WITHOUT_CLASSIFICATION,// focus name textfield
columba-1.4-src,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,// Add child to parent
columba-1.4-src,WITHOUT_CLASSIFICATION,// 3 columns //$NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,// add message to folder
