projectname,classification,commenttext
jruby-1.4.0,DEFECT,// ENEBO: Very wrong
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,"// FIXME: if we terminate immediately, this appears to break while in method arguments // we need to push a nil for the cases where we will never enter the body"
jruby-1.4.0,DEFECT,"// FIXME: if we terminate immediately, this appears to break while in method arguments // we need to push a nil for the cases where we will never enter the body"
jruby-1.4.0,DEFECT,// The following constants capture pre-known static call sites -- JRuby implementations of methods of ruby classes // SSS FIXME: Note that compiler/impl/BaseBodyCompiler is using op_match2 for match() and and op_match for match2 ... Is this a bug there?
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,"// SSS FIXME: This doesn't preserve original order of when clauses.  We could consider // preserving the order (or maybe not, since we would have to sort the constants first // in any case) for outputing jump tables in certain situations. // // add body to map for emitting later"
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,"// SSS FIXME: Why is the for node being built using closures and not as a ""regular"" loop with branches? // // This has implications on inlining, implementations of closures, next, break, etc. // When ""each"" and the block it consumes are inlined together in the caller, the ""loop"" // from the each should become a normal loop without any closures.  But, in this implementation // of for, we replace one closure with another! //"
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// synchronized method per JRUBY-1173 (unsafe Double-Checked Locking) // FIXME: synchronization is still wrong in CP code
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,"// vulture thread will periodically expunge dead // entries.  entries are also expunged during 'put' // operations; this is designed to cover the case where // many objects are created initially, followed by limited // put activity. // // FIXME: DISABLED (below) pending resolution of finalization issue //"
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */"
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,"// FIXME: We are assuming that original string will be raw bytes.  If -Ku is provided // this will not be true, but that is ok for now.  Deal with that when someone needs it."
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: Ruby locks the string here
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: Rubicon TestKernel dies without this line.  A cursory glance implies we // falsely set $! to nil and this sets it back to something valid.  This should  // get fixed at the same time we address bug #1296484.
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// MRI 1.8 behavior: this combination of flags is not allowed
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// zero args with block // FIXME: omit args index; subtract one from normal block index
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// FIXME: It may be possible to killpg on systems which support it.  POSIX library // needs to tell whether a particular method works or not
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: This code effectively disables all inspection-based optimizations; none of them are 100% safe yet
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// FIXME: No argument seems to work for -K in MRI plus this should not // siphon off additional args 'jruby -K ~/scripts/foo'.  Also better error // processing.
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// We are in eval with binding break out early // FIXME: This is broken with the new backtrace stuff
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// FIXME: This is a system error based on errno
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: make sure it's really safe to not to copy it
jruby-1.4.0,DEFECT,// FIXME: not correct exception
jruby-1.4.0,DEFECT,// FIXME: We can't guarantee this will always be a RubyIO...so the old code here is not safe
jruby-1.4.0,DEFECT,"// dump the trace and continue // this is currently only here for Android, which seems to have // bugs in its enumeration logic // http://code.google.com/p/android/issues/detail?id=2812"
jruby-1.4.0,DEFECT,"// FIXME: Add at_exit and finalizers to exit, then make exit_bang not call those."
jruby-1.4.0,DEFECT,"// TODO: need to isolate the ""current"" thread from class creation"
jruby-1.4.0,DEFECT,// XXX actually only on windows...
jruby-1.4.0,DEFECT,// Enebo : Should ~frogger\\foo work (it doesnt in linux ruby)?
jruby-1.4.0,DEFECT,// FIXME can't use static; would interfere with other runtimes in the same JVM
jruby-1.4.0,DEFECT,// TODO: anything threads attached to original fd are notified of the close... // see rb_thread_fd_close
jruby-1.4.0,DEFECT,"// TODO: This is an freopen in MRI, this is close, but not quite the same"
jruby-1.4.0,DEFECT,// TODO: Ruby locks the string here
jruby-1.4.0,DEFECT,//      FIXME: check how ruby 1.9 handles this
jruby-1.4.0,DEFECT,// TODO: full-precision divmod is 1000x slower than MRI!
jruby-1.4.0,DEFECT,"// FIXME: I'm not sure this is right, but the old code returned // the undef, which definitely isn't right..."
jruby-1.4.0,DEFECT,// ENEBO: Very wrong
jruby-1.4.0,DEFECT,// FIXME: MRI has special case for constants here 
jruby-1.4.0,DEFECT,// FIXME: Throw the right ArgumentError's if the class is missing // or if it's a module.
jruby-1.4.0,DEFECT,// FIXME: This isn't quite right; it shouldn't evaluate the value if it's going to throw the error
jruby-1.4.0,DEFECT,"/* TODO: We should use implicit nil for body, but problem (punt til later)*/"
jruby-1.4.0,DEFECT,"/* TODO: We should use implicit nil for body, but problem (punt til later)*/"
jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */"
jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */"
jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */"
jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */"
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// FIXME: -x flag not supported //                    case 'x' : //                        break;
jruby-1.4.0,DEFECT,// FIXME: This is causing a verification error for some reason //nilClass.dispatcher = callbackFactory.createDispatcher(nilClass);
jruby-1.4.0,DEFECT,"// Walk up the scope tree right now as much as possible, to avoid run-time walking // SSS FIXME: Any reason why this might break in the presence of ruby's dynamic resolution?  What might break?"
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,"// Walk up the scope tree right now as much as possible, to avoid run-time walking // SSS FIXME: Any reason why this might break in the presence of ruby's dynamic resolution?  What might break?"
jruby-1.4.0,DEFECT,// FIXME: Errno descriptions from Constantine // on Windows are not useful at the moment.
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// FIXME: this should reset to what it was before
jruby-1.4.0,DEFECT,// SSS FIXME: Incorect!
jruby-1.4.0,DEFECT,"// FIXME: vulture daemon thread prevents finalization, // find alternative approach. // vulture.start();"
jruby-1.4.0,DEFECT,"// FIXME: this seems like a good assertion, but it breaks compiled code and the code seems // to run without it... //assert currentModule != null : ""Can't push null RubyClass"";"
jruby-1.4.0,DEFECT,/** Are there are available data flow facts to run this problem? SSS FIXME: Silly optimization? */
jruby-1.4.0,DEFECT,"// SSS FIXME: For constant arrays, we should never get here!"
jruby-1.4.0,DEFECT,// FIXME: This is wrong
jruby-1.4.0,DEFECT,// FIXME: may need to broaden for IPV6 IP address strings
jruby-1.4.0,DEFECT,// TODO: sys fail
jruby-1.4.0,DEFECT,/** Are there are available data flow facts to run this problem? SSS FIXME: Silly optimization? */
jruby-1.4.0,DEFECT,// SSS FIXME: Verify semantics of this instruction
jruby-1.4.0,DEFECT,// FIXME: This isn't quite right; it shouldn't evaluate the value if it's going to throw the error
jruby-1.4.0,DEFECT,// TODO: full-precision remainder is 1000x slower than MRI!
jruby-1.4.0,DEFECT,// FIXME: Broken but behaving
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DEFECT,// TODO: don't require pop
jruby-1.4.0,DESIGN,// we basically ignore protocol. let someone report it...
jruby-1.4.0,DESIGN,// SSS FIXME: Is this correct?
jruby-1.4.0,DESIGN,// FIXME: I use a for block to implement END node because we need a proc which captures // its enclosing scope.   ForBlock now represents these node and should be renamed.
jruby-1.4.0,DESIGN,// SSS FIXME: 1. Is the ordering correct? (poll before next)
jruby-1.4.0,DESIGN,// We use a highly uncommon string to represent the paragraph delimiter (100% soln not worth it) 
jruby-1.4.0,DESIGN,"// add a ""self"" recv here // TODO: is this right?"
jruby-1.4.0,DESIGN,"// TODO: // MRI behavior: Call ""+"" or ""add"", depending on the call. // But this leads to exceptions when Floats are added. See: // http://blade.nagaokaut.ac.jp/cgi-bin/scat.rb/ruby/ruby-core/17374 // return callCoerced(context, op, b, true); -- this is MRI behavior. // We'll use ours for now, thus providing an ability to add Floats."
jruby-1.4.0,DESIGN,// SSS FIXME: Is this correctly placed ... at the end of the loop iteration?
jruby-1.4.0,DESIGN,"// TODO: Ruby reuses this logic for other ""write"" behavior by checking if it's an IO and calling write again"
jruby-1.4.0,DESIGN,// SSS FIXME: Where does this go? // m.setLinePosition(arrayNode.getPosition());
jruby-1.4.0,DESIGN,"// it would be nice (and logical!) if exponent form  // behaved like E/e, and decimal form behaved like f, // but no such luck. hence: "
jruby-1.4.0,DESIGN,// SSS FIXME: These should get normally compiled or initialized some other way ...  // SSS FIXME: Parent/super-type info is incorrect! // These are just placeholders for now .. this needs to be updated with *real* class objects later!
jruby-1.4.0,DESIGN,// TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here. Confirm. JRUBY-415
jruby-1.4.0,DESIGN,"// SSS FIXME: I could make IR_Loop a scope too ... semantically, it is a scope, but, functionally, not sure if this is required yet ..."
jruby-1.4.0,DESIGN,"// this covers the rare case of lower-case class names (and thus will // fail 99.999% of the time). fortunately, we'll only do this once per // package name. (and seriously, folks, look into best practices...)"
jruby-1.4.0,DESIGN,// SSS FIXME: Should this be a string literal or a string? // Dummy class for the script
jruby-1.4.0,DESIGN,"// TODO should this be deprecated ? (to be efficient, internals should deal with RubyHash directly)"
jruby-1.4.0,DESIGN,"// SSS FIXME: Does int suffice, or do we need long?"
jruby-1.4.0,DESIGN,// modules are included with a shim class; we must find that shim to handle super() appropriately
jruby-1.4.0,DESIGN,"// Reset value map if this instruction is the start/end of a basic block // // Right now, calls are considered hard boundaries for optimization and // information cannot be propagated across them! // // SSS FIXME: Rather than treat all calls with a broad brush, what we need // is to capture different attributes about a call : //   - uses closures //   - known call target //   - can modify scope, //   - etc. // // This information is probably already present in the AST Inspector"
jruby-1.4.0,DESIGN,// TODO: Determine whether we should perhaps store non-singleton class // in the implementationClass
jruby-1.4.0,DESIGN,// SSS FIXME: Correct?  Where does closure arg come from?
jruby-1.4.0,DESIGN,/* FIXME: Consider fixing node_assign itself rather than single case*/
jruby-1.4.0,DESIGN,// SSS FIXME: Should I have a reference to the IR_loop that is being retried?
jruby-1.4.0,DESIGN,// temporary hack to handle non-Ruby values // will come up with better solution shortly
jruby-1.4.0,DESIGN,"// Simplify the variables too -- to keep these variables in sync with what is actually used in the when clauses // This is not required for correctness reasons, but only for performance reasons."
jruby-1.4.0,DESIGN,"// Must be called from main thread (it is currently, but this bothers me)"
jruby-1.4.0,DESIGN,// CON FIXME: I don't know how to make case be an expression...does that // logic need to go here?
jruby-1.4.0,DESIGN,// FIXME: legal here? may want UnsupportedOperationException
jruby-1.4.0,DESIGN,// FIXME: This is an ugly hack to resolve JRUBY-1381; I'm not proud of it
jruby-1.4.0,DESIGN,// Something wrong we don't know the cwd... // TODO: Is this behavior really desirable? /mov
jruby-1.4.0,DESIGN,// TODO: no java stringity
jruby-1.4.0,DESIGN,// FIXME:  Total hack to get flash in Rails marshalling/unmarshalling in session ok...We need // to totally change marshalling to work with overridden core classes.
jruby-1.4.0,DESIGN,// TODO: this method is not present in MRI!
jruby-1.4.0,DESIGN,"// FIXME: Ideally JavaObject instances should be marshallable, which means that // the JavaObject metaclass should have an appropriate allocator. JRUBY-414"
jruby-1.4.0,DESIGN,// TODO: public only?
jruby-1.4.0,DESIGN,// FIXME: This should probably do some translation from Ruby priority levels to Java priority levels (until we have green threads)
jruby-1.4.0,DESIGN,// TODO: Consider a better way of synchronizing 
jruby-1.4.0,DESIGN,"// using IOInputStream may not be the most performance way, but it's easy."
jruby-1.4.0,DESIGN,// FIXME: We should not be regenerating this over and over
jruby-1.4.0,DESIGN,"// XXX: This check previously used callMethod(""=="") to check for equality between classes // when scanning the hierarchy. However the == check may be safe; we should only ever have // one instance bound to a given type/constant. If it's found to be unsafe, examine ways // to avoid the == call."
jruby-1.4.0,DESIGN,// TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here. Confirm. JRUBY-415
jruby-1.4.0,DESIGN,"// TODO: why are we duplicating the constants here, and then in // File::Constants below? File::Constants is included in IO."
jruby-1.4.0,DESIGN,// A cloned method now belongs to a new class.  Set it. // TODO: Make DynamicMethod immutable
jruby-1.4.0,DESIGN,"// TODO: These were missing, so we're not handling them elsewhere?"
jruby-1.4.0,DESIGN,// TODO: cache?
jruby-1.4.0,DESIGN,// FIXME: wtf is this? Why would these use the class?
jruby-1.4.0,DESIGN,// TODO: Figure out how this can happen and possibly remove
jruby-1.4.0,DESIGN,// FIXME: I don't like this
jruby-1.4.0,DESIGN,"// FIXME: these descriptions should probably be moved out, // to Constantine project which deals with all platform-dependent constants."
jruby-1.4.0,DESIGN,"// FIXME this below is temporary, but its much safer for COW (it prevents not shared Strings with begin != 0) // this allows now e.g.: ByteList#set not to be begin aware"
jruby-1.4.0,DESIGN,// TODO: what about n arg?
jruby-1.4.0,DESIGN,// FIXME: I think this chunk is equivalent to MRI id2name (and not our public method  // id2name).  Make into method if used more than once.  
jruby-1.4.0,DESIGN,// TODO: cache?
jruby-1.4.0,DESIGN,"// FIXME: This is probably not very efficient, since it loads all methods for each call"
jruby-1.4.0,DESIGN,/* Hack in to replace usual readline with this */
jruby-1.4.0,DESIGN,"// if we get here, we found a matching method, use it // TODO: choose narrowest method by continuing to search"
jruby-1.4.0,DESIGN,// TODO: this is kinda gross
jruby-1.4.0,DESIGN,"// FIXME: In order for Thread to play well with the standard 'new' behavior, // it must provide an allocator that can create empty object instances which // initialize then fills with appropriate data."
jruby-1.4.0,DESIGN,// these extra arrays are really unfortunate; split some of these paths out to eliminate?
jruby-1.4.0,DESIGN,"// We clone dynamic scope because this will be a new instance of a block.  Any previously // captured instances of this block may still be around and we do not want to start // overwriting those values when we create a new one. // ENEBO: Once we make self, lastClass, and lastMethod immutable we can remove duplicate"
jruby-1.4.0,DESIGN,// TODO: protected methods.  this is going to require a rework // of some of the mechanism.
jruby-1.4.0,DESIGN,"// if not overloaded, we add a method that guesses at which signature to use // TODO: just adding first one right now...add in signature-guessing logic"
jruby-1.4.0,DESIGN,// SSS FIXME: This should never get called for constant svalues
jruby-1.4.0,DESIGN,"/*         * TODO: This version is better than the hackish previous one. Windows         *       behavior needs to be defined though. I suppose this version         *       could be improved more too.         * TODO: /etc/passwd is also inadequate for MacOSX since it does not         *       use /etc/passwd for regular user accounts         */"
jruby-1.4.0,DESIGN,// FIXME: There's some code duplication here with RubyObject#inspect
jruby-1.4.0,DESIGN,"// for visibility checking without requiring frame self // TODO: don't bother passing when fcall or vcall, and adjust callsite appropriately"
jruby-1.4.0,DESIGN,// FIXME: figure out why we get null sometimes
jruby-1.4.0,DESIGN,// Hacky: Advance position to eat newline here....
jruby-1.4.0,DESIGN,// need to reexamine this
jruby-1.4.0,DESIGN,"// FIXME: This is currently only here because of some problems with IOOutputStream writing to a ""bare"" runtime without a proper scope"
jruby-1.4.0,DESIGN,// Workaround for JRUBY-4149
jruby-1.4.0,DESIGN,"// using IOOutputStream may not be the most performance way, but it's easy."
jruby-1.4.0,DESIGN,// ignore...bean doesn't get registered // TODO: Why does that bother me?
jruby-1.4.0,DESIGN,// TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here. Confirm. JRUBY-415
jruby-1.4.0,DESIGN,/* ENEBO: Lots of optz in 1.9 parser here*/
jruby-1.4.0,DESIGN,// FIXME: move out of this class!
jruby-1.4.0,DESIGN,"// IN FACT, we should probably raise an error, yes?"
jruby-1.4.0,DESIGN,//TODO: ary_sort_check should be done here
jruby-1.4.0,DESIGN,"// TODO: get rid of this (lax returns 0.0, strict will throw)"
jruby-1.4.0,DESIGN,"// bit risky if someone changes completor, but useful for method calls"
jruby-1.4.0,DESIGN,// TODO: the rest of this...seeking to same position is unnecessary since we share a channel // but some of this may be needed?
jruby-1.4.0,DESIGN,// TODO: is this the right thing to do?
jruby-1.4.0,DESIGN,// FIXME: this probably belongs in a different package.
jruby-1.4.0,DESIGN,// FIXME: not very efficient
jruby-1.4.0,DESIGN,"// We clone dynamic scope because this will be a new instance of a block.  Any previously // captured instances of this block may still be around and we do not want to start // overwriting those values when we create a new one. // ENEBO: Once we make self, lastClass, and lastMethod immutable we can remove duplicate"
jruby-1.4.0,DESIGN,"// This is GROSS, but Java API's aren't ISO 8601 compliant at all"
jruby-1.4.0,DESIGN,// TODO: is this correct ?
jruby-1.4.0,DESIGN,/* Workaround for JRUBY-2326 (MRI does not enter this production for some reason)*/
jruby-1.4.0,DESIGN,// Create block for this iter node // FIXME: We shouldn't use the current scope if it's not actually from the same hierarchy of static scopes
jruby-1.4.0,DESIGN,/* SSS FIXME: Do we need to check if l is same as whatever popped? */
jruby-1.4.0,DESIGN,// SSS FIXME: Where is this set up?  How is this diff from ClassVarDeclNode??
jruby-1.4.0,DESIGN,// Fixme: Do we need the check or does Main.java not call this...they should consolidate 
jruby-1.4.0,DESIGN,// FIXME: This table will get moved into POSIX library so we can get all actual supported // signals.  This is a quick fix to support basic signals until that happens.
jruby-1.4.0,DESIGN,"// FIXME: This worries me a bit, since it could allocate a lot with a large newLength"
jruby-1.4.0,DESIGN,// TODO: This filtering is kind of gross...it would be nice to get some parser help here
jruby-1.4.0,DESIGN,// TODO: decompose getJavaPackageModule so we don't parse fullName
jruby-1.4.0,DESIGN,"// This is GROSS, but Java API's aren't ISO 8601 compliant at all"
jruby-1.4.0,DESIGN,// FIXME: Get rid of laziness and handle restricted access elsewhere
jruby-1.4.0,DESIGN,"// TODO: for now, we use a faithful // reimplementation of MRI's algorithm, // but should use UTF8Encoding facilities // from Joni, once it starts prefroming // UTF-8 content validation. "
jruby-1.4.0,DESIGN,"// if we don't have opt args, start after args (they will be assigned later) // this is for crap like def foo(a = (b = true; 1)) which numbers b before a // FIXME: only starting after required args, since opt args may access others // and rest args conflicts with compileRoot using ""0"" to indicate [] signature."
jruby-1.4.0,DESIGN,"// FIXME: Determine if a real allocator is needed here. Do people want to extend // JavaClass? Do we want them to do that? Can you Class.new(JavaClass)? Should // you be able to? // TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here, since we don't intend for people to monkey with // this type and it can't be marshalled. Confirm. JRUBY-415"
jruby-1.4.0,DESIGN,"// grrr, arghh, want to subclass sun.misc.FloatingDecimal, but can't, // so we must do all this (the next 70 lines of code), which has already // been done by FloatingDecimal."
jruby-1.4.0,DESIGN,"// FIXME: do we really want 'declared' methods?  includes private/protected, and does _not_ // include superclass methods.  also, the getDeclared calls may throw SecurityException if // we're running under a restrictive security policy."
jruby-1.4.0,DESIGN,// small hack to save a cast later on
jruby-1.4.0,DESIGN,// This is perhaps innefficient timewise?  Optimal spacewise
jruby-1.4.0,DESIGN,// TODO: confirm expected args are IRubyObject (or similar)
jruby-1.4.0,DESIGN,"// There's not a compelling reason to keep JavaClass instances in a weak map // (any proxies created are [were] kept in a non-weak map, so in most cases they will // stick around anyway), and some good reasons not to (JavaClass creation is // expensive, for one; many lookups are performed when passing parameters to/from // methods; etc.). // TODO: faster custom concurrent map"
jruby-1.4.0,DESIGN,// TODO: check for Java reserved names and raise exception if encountered
jruby-1.4.0,DESIGN,// FIXME: JRUBY-3188 ends up with condition returning null...quick fix until I can dig into it
jruby-1.4.0,DESIGN,"// Workaround for a bug in Sun's JDK 1.5.x, see // http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6303753"
jruby-1.4.0,DESIGN,// FIXME weakref.rb also does caller(2) here for the backtrace
jruby-1.4.0,DESIGN,// FIXME: Remove this from grammars.
jruby-1.4.0,DESIGN,"// TODO: It's perhaps just a coincidence that all the channels for // which we should raise are instanceof SelectableChannel, since // stdio is not...so this bothers me slightly. -CON"
jruby-1.4.0,DESIGN,"// FIXME: Not sure what the semantics of transfer are //cFiber.defineFastMethod(""transfer"", cb.getFastOptMethod(""transfer""));"
jruby-1.4.0,DESIGN,"// FIXME: This is pretty gross; we should have a cleaner initialization // that doesn't depend on package-visible fields and ideally is atomic, // probably using an immutable structure we replace all at once. // lazy, null when no groups defined"
jruby-1.4.0,DESIGN,// This is a dummy scope; we should find a way to make that more explicit
