projectname,classification,commenttext
emf-2.4.1,DESIGN,"// Note: Registry based authority is being removed from a // new spec for URI which would obsolete RFC 2396. If the // spec is added to XML errata, processing of reg_name // needs to be removed. - mrglavas."
emf-2.4.1,DESIGN,// REVISIT: Remove this code. // Store port value as string instead of integer.
emf-2.4.1,DESIGN,"// Bubble sort // Why? -- In many cases, //         this.ranges has few elements."
emf-2.4.1,DESIGN,// Per Schema 1.0 it is not clear if the result returned should be a valid URI.  // For the future if we plant to support IRIs then it is better not to massage // the initialValue.  // We should thought consider where would be the best way to validate anyURI values -- EL
emf-2.4.1,DESIGN,"// Note that the way they are sorted, the values of index[i++] always increase, // so the objects are added from right to left in the list. // // EATM  TODO // // We could make this more efficient by grouping the adds when indices increment by one, // so that a single grouped notification would result. //"
emf-2.4.1,DESIGN,"// TODO deprecate (since no longer used by getEditPluginClass(), getEditorPluginClass(), getTestSuiteClass()) //"
emf-2.4.1,DESIGN,"// if there are multiple variables in declaration,  // separate this variable fragment into a separate declaration    "
emf-2.4.1,DESIGN,//DMS should we let this exception out?
emf-2.4.1,DESIGN,//DMS should we let this exception out?
emf-2.4.1,DESIGN,//DMS factor this into a method? Use a non-static subclass? 
emf-2.4.1,DESIGN,//DMS this doesn't really produce nice output. //
emf-2.4.1,IMPLEMENTATION,//FB TBD filter out volatile and other inappropriate links?
emf-2.4.1,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //
emf-2.4.1,IMPLEMENTATION,// TODO processing instructions are not sent to recordValues
emf-2.4.1,IMPLEMENTATION,// TODO comments are not sent to recordValues
emf-2.4.1,IMPLEMENTATION,// TODO Ignore for now.
emf-2.4.1,IMPLEMENTATION,// TODO handle situation when ASTJNode is removed (compilationUnit is null)
emf-2.4.1,IMPLEMENTATION,//TBD return super classes of classes in this package that come from a delegate package.
emf-2.4.1,IMPLEMENTATION,"// if current char is comma, insert line break after it // // we should be able to find the comma because the range for enum constants includes all trailing comments up to the separator // if TargetSourceRangeComputer of ASTRewrite changes, this logic should change to skip comments // see org.eclipse.emf.codegen.merge.java.facade.ast.CommentAwareSourceRangeComputer#getEnumConstantSourceRange(ASTNode)"
emf-2.4.1,IMPLEMENTATION,// TODO translation
emf-2.4.1,IMPLEMENTATION,// TODO Binary incompatibility; an old override must override putAll.
emf-2.4.1,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //
emf-2.4.1,IMPLEMENTATION,"// This runs the options, and shows progress. // (It appears to be a bad thing to fork this onto another thread.) //"
emf-2.4.1,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //
emf-2.4.1,IMPLEMENTATION,"// we should be able to find the comma because the range for enum constants includes all preceding comments up to the previous constant // if TargetSourceRangeComputer of ASTRewrite changes, this logic should change to skip comments // see org.eclipse.emf.codegen.merge.java.facade.ast.CommentAwareSourceRangeComputer#getEnumConstantSourceRange(ASTNode)"
emf-2.4.1,IMPLEMENTATION,// TODO we should generate this.
emf-2.4.1,IMPLEMENTATION,"// TODO What about the instance type name and the fact that we should be matching its type argument structure? // If they match so far, we must assume they are okay and then check all the arguments. //"
emf-2.4.1,TEST,//DMS this is totally untested.
emf-2.4.1,TEST,// TODO Update this after old tests pass and then update the old tests to reflect this change. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Set of options that we want to control
emf-2.4.1,WITHOUT_CLASSIFICATION,// get the end position of the range for the previous node
emf-2.4.1,WITHOUT_CLASSIFICATION,// adding 'at' allows distinguish annotations from other members // (i.e. inner class verses annotation of a class) //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the adapter from the factory. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// No methods added.
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// add trailing comments if necessary
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the target is read-only, we can ask the platform to release it. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If entries don't have the same feature, the feature maps aren't equal. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Attribute
emf-2.4.1,WITHOUT_CLASSIFICATION,// Merge with an existing file. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the adapter from the factory. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Walk up the superpackages, collecting the package names. // Because empty packages are ommitted from the GenModel, we need to walk up the EPackages. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Empty block
emf-2.4.1,WITHOUT_CLASSIFICATION,// Any features that delegate to features in this package. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// See java.lang.Class.getName() javadoc for explanation of array encoding.
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Additional useful character classes, including characters valid in certain // URI components and separators used in parsing them out of a string.  // // | ucschar | escaped"
emf-2.4.1,WITHOUT_CLASSIFICATION,"/**   * Calls <code>caseXXX</code> for each class of the model until one returns a non null result; it yields that result.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @return the first non-null result returned by a <code>caseXXX</code> call.   * @generated   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the target is read-only, we can ask the platform to release it, and it may be updated in the process. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,//)
emf-2.4.1,WITHOUT_CLASSIFICATION,// find start position of farthest preceding comment
emf-2.4.1,WITHOUT_CLASSIFICATION,// was the details button pressed?
emf-2.4.1,WITHOUT_CLASSIFICATION,// Set up the tree viewer. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Process the children of the UnitTreeNode recursively. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Create a code formatter for this compilation unit, if needed. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the name isn't qualified, it might be a primitive or from java.lang. Otherwise, assume it's in the current // package and use the nsPrefix for the qualified package name. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Determine the base URL by looking for the plugin.properties file in the standard way. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// The notification for this list is being thrown by the // delegating list //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Make sure our popups work. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// remove type, insert enum"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// We need to screen out duplicates in the unlikely event that we have two //  features with the same class-qualified name. We'll only generate one property //  string in that case and let the user add the second one manually, if necessary. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// build mapping from classes to list of features that use them
emf-2.4.1,WITHOUT_CLASSIFICATION,"// This runs the options, and shows progress. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// no paths: keep query only
emf-2.4.1,WITHOUT_CLASSIFICATION,// Select the root object in the view. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// else absolute path: keep it and query
emf-2.4.1,WITHOUT_CLASSIFICATION,// Listen to selection so that we can handle it is a special way. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// The algorithm for the order of the features in this list should never change. // Also, the fact that a new list is created whenever the contents change  // is something else that should never change. // There are clients who rely on both these behaviors,  // and they will need to agree to any change, // so that they can adjust their own code. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// This ensures that we handle selections correctly. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Empty block
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create an adapter factory that yields item providers. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the current time in milliseconds since the epoch  // and adjust it to match the epoch required by the specification. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the first selected element. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Otherwise, the path needs only the remaining segments."
emf-2.4.1,WITHOUT_CLASSIFICATION,"// log the error, ignore the change and continue"
emf-2.4.1,WITHOUT_CLASSIFICATION,// absolute path or no path -> absolute path
emf-2.4.1,WITHOUT_CLASSIFICATION,// Do a base 64 conversion by turning every 3 bytes into 4 base 64 characters //
emf-2.4.1,WITHOUT_CLASSIFICATION,// create a composite with standard margins and spacing
emf-2.4.1,WITHOUT_CLASSIFICATION,"// source method return type is array (getExceptions), target is not array (i.e. addException)"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing
emf-2.4.1,WITHOUT_CLASSIFICATION,// And we need to set it on any cached GenModels holding the special Ecore and XML packages. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"/**   * Calls <code>validateXXX</code> for the corresponding classifier of the model.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @generated   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// This is the page for the tree viewer //
emf-2.4.1,WITHOUT_CLASSIFICATION,// empty last segment -> trailing separator
emf-2.4.1,WITHOUT_CLASSIFICATION,// Refresh the necessary state. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// A set command without a feature sets the value of this wrapper, hence replacing it with a new wrapper. So, // we need a special command wrapper that selects this new wrapper as the affected object. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Cc
emf-2.4.1,WITHOUT_CLASSIFICATION,// Maintain a (weak hash) set on the type parameter of all referencing generic types. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Force the project to be setup properly. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*    * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore
emf-2.4.1,WITHOUT_CLASSIFICATION,// WizardContainer variables
emf-2.4.1,WITHOUT_CLASSIFICATION,"// return getPrefixedName(""EditorPlugin"");"
emf-2.4.1,WITHOUT_CLASSIFICATION,//EParameter
emf-2.4.1,WITHOUT_CLASSIFICATION,// retrieve source node corresponding to target //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore.
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create a default .jetsettings file file
emf-2.4.1,WITHOUT_CLASSIFICATION,// Subclasses may overrride 
emf-2.4.1,WITHOUT_CLASSIFICATION,// Save the resources to the file system. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"/**   * Calls <code>caseXXX</code> for each class of the model until one returns a non null result; it yields that result.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @return the first non-null result returned by a <code>caseXXX</code> call.   * @generated   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Set the selection to the widget. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// ETypeParameter
emf-2.4.1,WITHOUT_CLASSIFICATION,// Save only resources that have actually changed. //
emf-2.4.1,WITHOUT_CLASSIFICATION,"// This is only at avoid needing an @SuppressWarnings(""unchecked"") on the EMFObservableList"
emf-2.4.1,WITHOUT_CLASSIFICATION,// This is the method that gets invoked when the operation runs. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore this since we will throw an exception when all else fails.
emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) -19
emf-2.4.1,WITHOUT_CLASSIFICATION,"// This is only at avoid needing an @SuppressWarnings(""unchecked"") on the EMFObservableList"
emf-2.4.1,WITHOUT_CLASSIFICATION,// for enum constants use special range
emf-2.4.1,WITHOUT_CLASSIFICATION,//ETypedElement
emf-2.4.1,WITHOUT_CLASSIFICATION,// So if the resolved object is also present... //
emf-2.4.1,WITHOUT_CLASSIFICATION,//EcorePackage
emf-2.4.1,WITHOUT_CLASSIFICATION,// Subclasses may override this method
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create resource
emf-2.4.1,WITHOUT_CLASSIFICATION,// Something went wrong that shouldn't. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create package meta-data objects
emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 68 of value (byte) -19 // Fill 9 of value (byte) 33 // Fill 36 of value (byte) -19 // Fill 3 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 4 of value (byte) 33 // Fill 30 of value (byte) -19 // Fill 56 of value (byte) 33 // Fill 89 of value (byte) -19 // Fill 18 of value (byte) 33 // Fill 7 of value (byte) -19 // Fill 14 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 46 of value (byte) 33 // Fill 70 of value (byte) -87 // Fill 26 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 36 of value (byte) 33
emf-2.4.1,WITHOUT_CLASSIFICATION,// getObjectsToDetachGen() should be changed only if required
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If a newline from the previous character data remains, add a generator for it. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Obtain or create and register package
emf-2.4.1,WITHOUT_CLASSIFICATION,// remove the node
emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize simple dependencies
emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 11 of value (byte) 33
emf-2.4.1,WITHOUT_CLASSIFICATION,// Obtain other dependent packages
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the intersection is empty, i.e., no ancestor is in the mapping... //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create classes and their features
emf-2.4.1,WITHOUT_CLASSIFICATION,// Continue with a different approach.
emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize created meta-data
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If this mapping isn't a parent, it's children definitely won't be either. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Set bounds for type parameters
emf-2.4.1,WITHOUT_CLASSIFICATION,// Make sure the collections aren't identical... //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize enums and add enum literals
emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) -19
emf-2.4.1,WITHOUT_CLASSIFICATION,// Add supertypes to classes
emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) -19
emf-2.4.1,WITHOUT_CLASSIFICATION,//EObjectToChangesMapEntryImpl
emf-2.4.1,WITHOUT_CLASSIFICATION,//FB used to check for parent != null. // Need to find the top most model object not including the resource. // parent instanceof Eobject only checks for trees in model object space.
emf-2.4.1,WITHOUT_CLASSIFICATION,// FeatureMapEntry
emf-2.4.1,WITHOUT_CLASSIFICATION,// Do the work within an operation because this is a long running activity that modifies the workbench. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// ResourceChange
emf-2.4.1,WITHOUT_CLASSIFICATION,// Refresh the necessary state. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Isolating the new objects
emf-2.4.1,WITHOUT_CLASSIFICATION,"// This runs the options, and shows progress. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,//FeatureChangeImpl
emf-2.4.1,WITHOUT_CLASSIFICATION,// set features and properties
emf-2.4.1,WITHOUT_CLASSIFICATION,// cache result
emf-2.4.1,WITHOUT_CLASSIFICATION,// This is the page for the list viewer //
emf-2.4.1,WITHOUT_CLASSIFICATION,// cache result
emf-2.4.1,WITHOUT_CLASSIFICATION,// insert line break and comment out the first line if needed // note that first line might move backward beyond node start (e.g. if a comma of the previous enum constant has been commented out)
emf-2.4.1,WITHOUT_CLASSIFICATION,//ResourceChangeImpl
emf-2.4.1,WITHOUT_CLASSIFICATION,// Something went wrong that shouldn't. //
emf-2.4.1,WITHOUT_CLASSIFICATION,//FeatureChangeImpl
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If we change to pattern defaults, will have to specify plain suffix in no main package case. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// feature is instance of EAttribute
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Different than the Edit and Editor projects, this method is invoked while  // generating the model plugin xml."
emf-2.4.1,WITHOUT_CLASSIFICATION,// Make sure that all the old values are cached.
emf-2.4.1,WITHOUT_CLASSIFICATION,// Include only non-duplicate namespace declarations. //
emf-2.4.1,WITHOUT_CLASSIFICATION,//EDataType
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create the command stack that will notify this editor as commands are executed. //
emf-2.4.1,WITHOUT_CLASSIFICATION,//ChangeDescriptionImpl
emf-2.4.1,WITHOUT_CLASSIFICATION,// Try to select the items in the current content viewer of the editor. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// caches the list value.
emf-2.4.1,WITHOUT_CLASSIFICATION,// Set the editors selection based on the current viewer's selection. //
emf-2.4.1,WITHOUT_CLASSIFICATION,//ChangeFactory
emf-2.4.1,WITHOUT_CLASSIFICATION,// Set of options that we want to copy from the current definition        
emf-2.4.1,WITHOUT_CLASSIFICATION,// Sorting only the genModels
emf-2.4.1,WITHOUT_CLASSIFICATION,// We need to be careful that we don't end up requiring the no namespace package  // just because the feature is unqualified. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Register package validator
emf-2.4.1,WITHOUT_CLASSIFICATION,// We must have a qualifier for an attribute that needs qualified. //
emf-2.4.1,WITHOUT_CLASSIFICATION,//ChangeAdapterFactory
emf-2.4.1,WITHOUT_CLASSIFICATION,"//System.err.println(""DEBUG: fixed-only: ""+this.fixedString);"
emf-2.4.1,WITHOUT_CLASSIFICATION,// cached already?
emf-2.4.1,WITHOUT_CLASSIFICATION,// see if prefix already exists in current context
emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize classes and features; add operations and parameters
emf-2.4.1,WITHOUT_CLASSIFICATION,// default implementation does nothing
emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize package
emf-2.4.1,WITHOUT_CLASSIFICATION,// Walk up the super types until we reach a root. //
emf-2.4.1,WITHOUT_CLASSIFICATION,//ChangeSwitch
emf-2.4.1,WITHOUT_CLASSIFICATION,// Try to select the affected objects. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Continue with no instanceClass. 
emf-2.4.1,WITHOUT_CLASSIFICATION,// Unwrap collection. //
emf-2.4.1,WITHOUT_CLASSIFICATION,//case Notification.REMOVE_MANY:
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,//case Notification.REMOVE:
emf-2.4.1,WITHOUT_CLASSIFICATION,// Look for a matching element in the classifier's package but don't bother with the XML type package's document root. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Create data types
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,//EGenericTypeImpl
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,//return eContainer;
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * INTERNAL: this is a specialized method to add attributes for a top/root element   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// create containment one.
emf-2.4.1,WITHOUT_CLASSIFICATION,// it's intentional to keep going
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// it's intentional to keep going
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// it's intentional to keep going
emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing
emf-2.4.1,WITHOUT_CLASSIFICATION,// it's intentional to keep going
emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize data types
emf-2.4.1,WITHOUT_CLASSIFICATION,// Nothing to do
emf-2.4.1,WITHOUT_CLASSIFICATION,// Don't really unset it.
emf-2.4.1,WITHOUT_CLASSIFICATION,// This is the method that gets invoked when the operation runs. //
emf-2.4.1,WITHOUT_CLASSIFICATION,//EStringToStringMapEntryImpl
emf-2.4.1,WITHOUT_CLASSIFICATION,// Something went wrong that shouldn't. //
emf-2.4.1,WITHOUT_CLASSIFICATION,//ETypeParameterImpl
emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the adapter from the factory. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Set bounds for type parameters
emf-2.4.1,WITHOUT_CLASSIFICATION,// Stop only on cancel. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// System bar.  
emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the adapter from the factory. //
emf-2.4.1,WITHOUT_CLASSIFICATION,// Continue to try a different approach.
emf-2.4.1,WITHOUT_CLASSIFICATION,// Produce the supplemental character as an entity
emf-2.4.1,WITHOUT_CLASSIFICATION,// Keep trying until all else has failed.
emf-2.4.1,WITHOUT_CLASSIFICATION,"// If we can't determine it by reading the file, // look at the preferences instead."
emf-2.4.1,WITHOUT_CLASSIFICATION,//ETypedElementImpl
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Since we're invoking plugged-in code, we must be defensive against cycles. //"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Subclasses may override
emf-2.4.1,WITHOUT_CLASSIFICATION,// Combine the two lists. //
emf-2.4.1,WITHOUT_CLASSIFICATION,//EcoreFactoryImpl
emf-2.4.1,WITHOUT_CLASSIFICATION,"// We not sure the encoding supports this code point, so we write it as a character entity reference."
emf-2.4.1,WITHOUT_CLASSIFICATION,// Keep trying until all else false.
emf-2.4.1,WITHOUT_CLASSIFICATION,// no property
