projectname,classification,commenttext
jfreechart-1.0.19,DESIGN,// the method we want isn't in the CategoryItemRenderer // interface...
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,// FIXME: what if value is null on next line?
jfreechart-1.0.19,DESIGN,// TODO:  this needs to move into the renderer state
jfreechart-1.0.19,DESIGN,//TODO: implement this method properly
jfreechart-1.0.19,DESIGN,// hack to ensure the newly created swt fonts will be rendered with the // same height as the awt one
jfreechart-1.0.19,DESIGN,// unused in parent
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,"// unused but must return something, so while we are at it..."
jfreechart-1.0.19,DESIGN,// a redraw should NOT trigger another change event
jfreechart-1.0.19,DESIGN,// FIXME: perhaps we should clone the data list
jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,"// if we are rendering the values as percentages, we need to calculate // the total for the current item.  Unfortunately here we end up // repeating the calculation more times than is strictly necessary - // hopefully I'll come back to this and find a way to add the // total(s) to the renderer state.  The other problem is we implicitly // assume the dataset has no negative values...perhaps that can be // fixed too."
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,// Note: It would be nice to pre-calculate this per series
jfreechart-1.0.19,DESIGN,"// we assume that all other Paint instances implement equals() and // hashCode()...of course that might not be true, but what can we // do about it?"
jfreechart-1.0.19,DESIGN,// FIXME: use other fields too
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,"// all attributes are immutable, so we can just return the super.clone() // FIXME: in fact, the generator itself is immutable, so cloning is // not necessary"
jfreechart-1.0.19,DESIGN,//FIXME we should really assert a value here
jfreechart-1.0.19,DESIGN,"// here's a quirk - the API has been defined in terms of a plain // TimePeriod, which cannot make use of the timezone and locale // specified in the constructor...so we only do the time zone // pegging if the period is an instanceof RegularTimePeriod"
jfreechart-1.0.19,DESIGN,"// now handle specific plot types (and yes, I know this is some // really ugly code that has to be manually updated any time a new // plot type is added - I should have written something much cooler, // but I didn't and neither did anyone else)."
jfreechart-1.0.19,DESIGN,// TODO: URLEncode?
jfreechart-1.0.19,DESIGN,// CREATE ENTITIES // FIXME:  these methods should be defined
jfreechart-1.0.19,DESIGN,// TODO Revert to SVN revision 2469 in JFreeChart 1.0.16 //      (MultipleGradientPaint's / JDK issues) // TODO THEN: change visibility of ALL darker(...) Methods EXCEPT //      darker(Paint) to private!
jfreechart-1.0.19,DESIGN,//TODO replace getSize by getBounds ?
jfreechart-1.0.19,DESIGN,// TODO: check threshold
jfreechart-1.0.19,DESIGN,"// FIXME: add setBaseItemURLGenerator(CategoryURLGenerator, boolean) ?"
jfreechart-1.0.19,DESIGN,// unused in parent
jfreechart-1.0.19,DESIGN,"// FIXME: add setSeriesItemURLGenerator(int, CategoryURLGenerator, boolean)?"
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,"// now we handle some special cases - yes, UGLY code alert!"
jfreechart-1.0.19,DESIGN,// FIXME:  it probably makes sense to allocate an array of 256 Colors // and lazily populate this array...
jfreechart-1.0.19,DESIGN,// TODO: need to fetch this from localised resources
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,// FIXME: No getValueFormat() method?
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,"// here we could probably be a little faster by searching for both // indices simultaneously, but I'll look at that later if it seems // like it matters..."
jfreechart-1.0.19,DESIGN,// TODO: complete this
jfreechart-1.0.19,DESIGN,// FIXME: this attribute is never used - deprecate?
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,//FIXME we should really assert a value here
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,// FIXME: Clone the attributed string if it is not null
jfreechart-1.0.19,DESIGN,//TODO: implement this method properly
jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,// report this?
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...
jfreechart-1.0.19,DESIGN,// this may be obsolete (not used anywhere)
jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...
jfreechart-1.0.19,DESIGN,// TODO: is this a good idea?
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,/// a kludge to make everything work when no rows returned
jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...
jfreechart-1.0.19,DESIGN,// report this?
jfreechart-1.0.19,DESIGN,//TODO: shift block down by half
jfreechart-1.0.19,DESIGN,// TODO: is this a good idea?
jfreechart-1.0.19,DESIGN,// FIXME better ask the renderer instead of DatasetUtilities
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,// TODO: implement the entity for the annotation
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,// TODO:  this needs to move into the renderer state
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,// needs to be improved !!!
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,// not used by plot
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,// FIXME: this attribute is never used - deprecate?
jfreechart-1.0.19,DESIGN,// FIXME:  need a locale as well as a timezone
jfreechart-1.0.19,DESIGN,// TODO: implement this properly
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,"// TODO: For JFreeChart 1.2.0, this method should go in the //       ShapeUtilities class"
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,"// we'll have to use the method in the interface, but // this doesn't have the paint and stroke settings..."
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,"// TODO: it might be a good idea to keep a reference to the color // specified in setPaint() or setColor(), rather than creating a // new object every time getPaint() is called."
jfreechart-1.0.19,DESIGN,// defer argument checking
jfreechart-1.0.19,DESIGN,// FIXME: Check that there isn't already a series with the same key
jfreechart-1.0.19,DESIGN,// I know it's bad to create object. better idea?
jfreechart-1.0.19,DESIGN,// I know it's bad to create object. better idea?
jfreechart-1.0.19,DESIGN,// FIXME: clone generator
jfreechart-1.0.19,DESIGN,// TODO: use a generator here
jfreechart-1.0.19,DESIGN,// FIXME: this attribute is not used - deprecate?
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,DESIGN,// defer argument checking...
jfreechart-1.0.19,IMPLEMENTATION,"// TODO: I think we need to make sure the keys are actually cloned, // whereas the paint instances are always immutable so they're OK"
jfreechart-1.0.19,IMPLEMENTATION,// FIXME: draw outliers
jfreechart-1.0.19,IMPLEMENTATION,"// TODO: I think we need to make sure the keys are actually cloned, // whereas the stroke instances are always immutable so they're OK"
jfreechart-1.0.19,IMPLEMENTATION,// not implemented
jfreechart-1.0.19,IMPLEMENTATION,"/**     * Returns a string representing the week (e.g. ""Week 9, 2002"").     *     * TODO: look at internationalisation.     *     * @return A string representing the week.     */"
jfreechart-1.0.19,IMPLEMENTATION,// FIXME: show a dialog with the error
jfreechart-1.0.19,IMPLEMENTATION,// FIXME: show a dialog with the error
jfreechart-1.0.19,IMPLEMENTATION,// TODO: draw the interval marker with a 3D effect
jfreechart-1.0.19,IMPLEMENTATION,// TODO: add serialization support for images
jfreechart-1.0.19,IMPLEMENTATION,// could make this configurable
jfreechart-1.0.19,IMPLEMENTATION,// TODO see if we need to apply some line color and style to the // axis traces
jfreechart-1.0.19,IMPLEMENTATION,// TODO: draw the interval marker with a 3D effect
jfreechart-1.0.19,IMPLEMENTATION,// not implemented
jfreechart-1.0.19,IMPLEMENTATION,// FIXME:  implement this...
jfreechart-1.0.19,IMPLEMENTATION,"/** * An annotation that allows an image to be placed at some location on * an {@link XYPlot}. * * TODO:  implement serialization properly (image is not serializable). */"
jfreechart-1.0.19,TEST,// the plot field is NOT tested
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// if not, check if there is a paint defined for the specified key"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// RANGE / RANGE
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// height is OK, but width must be constrained"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// do we need to fill the buffer?
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check that the clone doesn't share the same underlying arrays.
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// now replacing the dataset should update the axis range...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// minorTickCount
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create a dataset...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check that the renderer has a corresponding dataset (it doesn't // matter if the dataset is null)
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// build first tab
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/*Comparable k =*/
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//row 2: background paint for the chart
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// mercuryPaint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// period
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// should get IllegalArgumentException for negative index
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// create a legend, if requested..."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// itemLabelsVisibleList
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//frame.setDisplayToolTips(false);
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Segment fromSegment = getSegment(from); // fromSegment.inc(); // Segment toSegment = getSegment(to); // toSegment.dec();
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Dispose of any fonts we have created
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// CASE 1 : Comparing to another TimeSeriesDataPair object // -------------------------------------------------------
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//empty cell // row 2
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// The following angle calc will ensure there isn't a top // vertical axis - this may be useful if you don't want any // given criteria to 'appear' move important than the // others.. //  + (getDirection().getFactor() //        * (cat + 0.5) * 360 / catCount);
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Create the color-change dialog
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// draw the item labels if there are any...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// build second tab
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// you can add a null list - it would have been better if this // required EMPTY_LIST
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 4
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check if previously colinear
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// set the plot properties...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// draw the standard deviation lines *before* the shapes (if they're // visible) - it looks better if the shape fill colour is different to // the line colour
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//label.setFont(font);
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// we create an event with a special flag set...the purpose of // this is to communicate to the plot (the default receiver of // the event) that series visibility has changed so the axis // ranges might need updating...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// don't need to do anything
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// no need to instantiate this    
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 1
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// roseHighlightPaint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// return the appropriate axis editor
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* TimeSeriesDataItem item = */
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Create the new font and set it into the title // label
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// maxCategoryLabelWidthRatio
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Dispose of any fonts we have created
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* shape visible = */
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check a regular value
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// test collection 3, which doesn't define all tasks in all series"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 1
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* XYSeries s = */
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//tickLabelFontField.setFont(font);
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check that the clone doesn't share the same underlying arrays.
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 3
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// when the dataset contains one or more series, but those series  // contain no items, we expect the value range to be null"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Use a colored text field to show the color
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//not first tick to be displayed //no tick label
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Create the font-change dialog
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// in the following code, barL0 is (in Java2D coordinates) the LEFT // end of the bar for a horizontal bar chart, and the TOP end of the // bar for a vertical bar chart.  Whether this is the BASE of the bar // or not depends also on (a) whether the data value is 'negative' // relative to the base value and (b) whether or not the range axis is // inverted.  This only matters if/when we apply the minimumBarLength // attribute, because we should extend the non-base end of the bar"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Create the font-change dialog
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// Get the item count for the series, so that we can know which is the // end of the series."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//deal with range axis
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* shape filled = */
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// set the range axis to display integers only...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// convert the font size (in pt for awt) to height in pixels for swt
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// pass the click on to the plot... // rely on the plot to post a plot change event and redraw the chart...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// use item paint for outlines by // default, not outline paint"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//this.maximumRangeValue.addModifyListener(this); //this.maximumRangeValue.addVerifyListener(this);
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// handle the special case where the dataset has y-intervals that // we want to measure
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//titleField.setFont(font);
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/*CategoryPlot plot =*/
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//deal with domain axis
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// we're doing this for testing only, and make sure that we // only add data in ascending order by x-value"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// verify max value
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// change a series outline stroke
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// verify min value
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check an inherited attribute
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//gridBandPaint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// starts at the back, wraps around front, and // finishes at back again"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//deal with plot appearance
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// test a customised instance
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 4: orientation
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// rangeAxisLocation...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 2
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// here we change the AffineTransform so we can draw the annotation // to a larger area and scale it down into the display area // afterwards, the original transform is restored"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 3: background paint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// time zone
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 1: stroke
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// clip top and bottom bounds to data area
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check dataset with one time period
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// BAR X
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// we can't do anything
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// sectionOutlinePaint
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create a dataset...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// we use ValueMarker for the tests, because we need a concrete // subclass..."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// borderVisible
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Create the new font and set it into the title // label
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// to be consistent with other Graphics2D implementations
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// validate base timeline exclusions added as timeline's esceptions
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* XYSeries s = */
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// domainAxisLocation - no longer a separate field but test anyway...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row keys...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//private TickUnits standardTickUnits;
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// backgroundImage
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// try unknown column key
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// minorTickLength
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// when the dataset contains one or more series, but those series // contain no items, we still expect the range to be null"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// labelFont
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 01010 - bottom and right only
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// build the third tab
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// do we need to resize the buffer?
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// column keys...
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// even though the axis is not visible, we need ticks for the // gridlines..."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// ok and cancel buttons
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// does nothing - override if necessary
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// don't zoom unless the mouse pointer is in the plot's data area
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// if there is a tool tip, we expect it to generate the title and // alt values, so we only add an empty alt if there is no tooltip"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// borderStroke
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// ensure we have a maximum value to use on the axes
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// we dispose resources we own but user must dispose gc
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// remove plot2, but plot1 is removed instead"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// set the line style to solid by default
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// we are starting a new series path
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// apply dash style if any
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// it is too slow to look at every data item, so let's just look at // the first, middle and last items..."
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// padding
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"//showing ""1e#""-style ticks or negative exponent // generating tick value between 0 & 1; show fewer"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//axisLabelPaint;
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// properties // save // print // zoom // tooltips
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// retrieve the swt font description in an os indept way
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// collect entity and tool tip information...
