ID,projectname,classification,Abstract,label
4312,argouml,WITHOUT_CLASSIFICATION,/* The default (16) puts the icons too close together: */,no
4313,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
4314,argouml,WITHOUT_CLASSIFICATION,"/*                 * If the name is too long or multi-line (e.g. for comments)                 * then we reduce to the first line or 80 chars.                 */",no
4315,argouml,WITHOUT_CLASSIFICATION,"// If we've got a streaming input, copy it to make sure we'll // be able to rewind it if necessary",no
4316,argouml,WITHOUT_CLASSIFICATION,// to rupdate the diagram set the stimulus name again // TODO: Explain that this really works also in the // MDR case. Linus is a sceptic.,no
4317,argouml,WITHOUT_CLASSIFICATION,"// If a UML 1.3 file, attempt to upgrade it to UML 1.4",no
4318,argouml,WITHOUT_CLASSIFICATION,// Save project at slightly lower priority to keep UI responsive,no
4319,argouml,WITHOUT_CLASSIFICATION,// Roll back transaction from first attempt & start new one,no
4320,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.critics.Critic#initWizard(     *         org.argouml.cognitive.ui.Wizard)     */",no
4321,argouml,WITHOUT_CLASSIFICATION,// Clear the associated ID maps & reset starting collection,no
4322,argouml,WITHOUT_CLASSIFICATION,"/*         * @see javax.swing.table.TableModel#getColumnCount()         */",no
4323,argouml,WITHOUT_CLASSIFICATION,"// DataTypes is next so it's available for Kinds, ModelManagement, // & Extensions",no
4324,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.swidgets.Dialog#nameButtons()     */",no
4325,argouml,WITHOUT_CLASSIFICATION,// Initialize remaining factories and helpers // (but defer heavyweight ones until needed),no
4326,argouml,WITHOUT_CLASSIFICATION,/* end class CrDisambigStateName */,no
4327,argouml,WITHOUT_CLASSIFICATION,// Create a default extent for the user UML model. This will get // replaced if a new model is read in from an XMI file.,no
4328,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setLineColor(java.awt.Color)     */",no
4329,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getCollaborationsFactory()     */",no
4330,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setFilled(boolean)     */",no
4331,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getOrderingKind()     */",no
4332,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.event.TreeSelectionListener#valueChanged(javax.swing.event.TreeSelectionEvent)     */",no
4333,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getCommonBehaviorHelper()     */",no
4334,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#getFillColor()     */",no
4335,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getCoreFactory()     */",no
4336,argouml,WITHOUT_CLASSIFICATION,"/*     * @see     * java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)     */",no
4337,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getCoreHelper()     */",no
4338,argouml,WITHOUT_CLASSIFICATION,// //  as long as they aren't both null //   (or a really rare identical string pointer),no
4339,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getDataTypesFactory()     */",no
4340,argouml,WITHOUT_CLASSIFICATION,"//        savePosition(prpTodo, TabToDo.class); //        savePosition(prpProperties, TabProps.class); //        savePosition(prpDocumentation, TabDocumentation.class); //        savePosition(prpStyle, TabStyle.class); //        savePosition(prpSource, TabSrc.class); //        savePosition(prpConstraints, TabConstraints.class); //        savePosition(prpTaggedValues, TabTaggedValues.class);",no
4341,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getExtensionMechanismsFactory()     */",no
4342,argouml,WITHOUT_CLASSIFICATION,// Alphabetic order!,no
4343,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getModelManagementFactory()     */",no
4344,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.AbstractListModel#fireIntervalRemoved(     *          Object, int, int)     */",no
4345,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getModelManagementHelper()     */",no
4346,argouml,WITHOUT_CLASSIFICATION,"/*         * @see javax.swing.table.TableModel#getValueAt(int, int)         */",no
4347,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getStateMachinesHelper()     */",no
4348,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.critics.Critic#getWizardClass(org.argouml.cognitive.ToDoItem)     */",no
4349,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getUmlFactory()     */",no
4350,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
4351,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getUmlHelper()     */",no
4352,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setFillColor(java.awt.Color)     */",no
4353,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getUseCasesHelper()     */",no
4354,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.MouseListener#mouseClicked(java.awt.event.MouseEvent)     */",no
4355,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getChangeableKind()     */",no
4356,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#getLineWidth()     */",no
4357,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getAggregationKind()     */",no
4358,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
4359,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getScopeKind()     */",no
4360,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.FigNode#hitPort(int, int)     */",no
4361,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ModelImplementation#getConcurrencyKind()     */",no
4362,argouml,WITHOUT_CLASSIFICATION,"/*         * @see javax.swing.table.TableModel#getRowCount()         */",no
4363,argouml,WITHOUT_CLASSIFICATION,// Elements created after file load won't have index entries,no
4364,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.lang.Object#clone()     */",no
4365,argouml,WITHOUT_CLASSIFICATION,"/*     * Private constructor for common work needed by both public     * constructors.     */",no
4366,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.plaf.metal.MetalTheme#getPrimary3()     */",no
4367,argouml,WITHOUT_CLASSIFICATION,// end our transaction,no
4368,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.plaf.metal.MetalTheme#getWindowTitleFont()     */",no
4369,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ExtensionMechanismsHelper#getAllPossibleStereotypes(java.util.Collection, java.lang.Object)     */",no
4370,argouml,WITHOUT_CLASSIFICATION,/* end class CrInvalidSynch */,no
4371,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.ExtensionMechanismsHelper#getCommonTaggedValueTypes()     */",no
4372,argouml,WITHOUT_CLASSIFICATION,"// Only reset the text if the two are not the same (i.e the fig // has // moved, rather than we've just edited the text, when // setTargetBBox() // will have made them the same). Note that styleBounds could // be null, // so we do the test this way round.",no
4373,argouml,WITHOUT_CLASSIFICATION,// there is nothing to do in UML1.4,no
4374,argouml,WITHOUT_CLASSIFICATION,"//        loadPosition(prpTodo, TabToDo.class); //        loadPosition(prpProperties, TabProps.class); //        loadPosition(prpDocumentation, TabDocumentation.class); //        loadPosition(prpStyle, TabStyle.class); //        loadPosition(prpSource, TabSrc.class); //        loadPosition(prpConstraints, TabConstraints.class); //        loadPosition(prpTaggedValues, TabTaggedValues.class);",no
4375,argouml,WITHOUT_CLASSIFICATION,// forbid instantiation,no
4376,argouml,WITHOUT_CLASSIFICATION,"// Loop through all the ends, comparing the name against those already // seen (ignoring any with no name). // No problem if there are no connections defined, we will fall // through immediately.",no
4377,argouml,WITHOUT_CLASSIFICATION,// do nothing,no
4378,argouml,WITHOUT_CLASSIFICATION,"// If this is not overridden it will revert to the old behavior // All internal subclasses have been updated, but this if for // compatibility of non-ArgoUML extensions.",no
4379,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.MetaTypes#getAbstraction()     */",no
4380,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)     */",no
4381,argouml,WITHOUT_CLASSIFICATION,// Delete Stimulii which have this as their dispatchAction,no
4382,argouml,WITHOUT_CLASSIFICATION,// expected,no
4383,argouml,WITHOUT_CLASSIFICATION,// Delete Messages which have this as their action,no
4384,argouml,WITHOUT_CLASSIFICATION,"/*     * Override paint so we can set a flag the first time we're called     * and notify any waiting threads that the splash screen has been     * painted.     * @see java.awt.Component#paint(java.awt.Graphics)     */",no
4385,argouml,WITHOUT_CLASSIFICATION,// Delete LinkEnds,no
4386,argouml,WITHOUT_CLASSIFICATION,// Create an event for the other end of the association,no
4387,argouml,WITHOUT_CLASSIFICATION,// Delete AttributeLinks where this is the value,no
4388,argouml,WITHOUT_CLASSIFICATION,"// Ask to be notified of any changes to TagDefinitions so that we // can track new ones, name changes, etc",no
4389,argouml,WITHOUT_CLASSIFICATION,// binary link,no
4390,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.datatransfer.Transferable#getTransferDataFlavors()     */",no
4391,argouml,WITHOUT_CLASSIFICATION,// Delete all SendActions which have this as signal,no
4392,argouml,WITHOUT_CLASSIFICATION,// and a change event for that end,no
4393,argouml,WITHOUT_CLASSIFICATION,// Delete all SignalEvents which have this as the signal,no
4394,argouml,WITHOUT_CLASSIFICATION,"/* These 3 steps are only needed for          * the 2 cases indicated with a X below. */",no
4395,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.UmlHelper#getSource(java.lang.Object)     */",no
4396,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.plaf.metal.MetalTheme#getSecondary1()     */",no
4397,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.UmlHelper#getDestination(java.lang.Object)     */",no
4398,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.plaf.metal.MetalTheme#getWindowTitleFont()     */",no
4399,argouml,WITHOUT_CLASSIFICATION,// Text was stored in name in UML 1.3,no
4400,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.plaf.metal.MetalTheme#getSecondary3()     */",no
4401,argouml,WITHOUT_CLASSIFICATION,// will always be null,no
4402,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.tree.TreeModel#getChildCount(java.lang.Object)     */",no
4403,argouml,WITHOUT_CLASSIFICATION,// Delete InteractionInstanceSets where // this is the last participatingStimulus,no
4404,argouml,WITHOUT_CLASSIFICATION,//to be able to remove dep's later,no
4405,argouml,WITHOUT_CLASSIFICATION,// handles all children of relationship including extend and // include which are not members of core,no
4406,argouml,WITHOUT_CLASSIFICATION,"/*     * Updates the button if the current row changes     *     * @see javax.swing.event.TableModelListener#tableChanged(javax.swing.event.TableModelEvent)     */",no
4407,argouml,WITHOUT_CLASSIFICATION,"// this doesn't support I18N or multiple states,  // but it's just a default",no
4408,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setFillColor(java.awt.Color)     */",no
4409,argouml,WITHOUT_CLASSIFICATION,// Partitions are composite elements and will get deleted implicitly // Partition contents don't need to be deleted or checked,no
4410,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for a Enumeration to contain,no
4411,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.netbeans.api.xmi.XMIReferenceProvider#getReference(javax.jmi.reflect.RefObject)     */",no
4412,argouml,WITHOUT_CLASSIFICATION,// Well formedness rule 4.12.3.1 CompositeState // [4] There have to be at least two composite substates in a // concurrent composite state. // If this is broken by deletion of substate then we delete the other // remaining substates.,no
4413,argouml,WITHOUT_CLASSIFICATION,// Look for an existing reference matching our MofID,no
4414,argouml,WITHOUT_CLASSIFICATION,// only add all if there are some to add.,no
4415,argouml,WITHOUT_CLASSIFICATION,// probably redundant - just in case,no
4416,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.beans.VetoableChangeListener#vetoableChange(java.beans.PropertyChangeEvent)     */",no
4417,argouml,WITHOUT_CLASSIFICATION,// Helper interfaces and methods.,no
4418,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.tree.TreeNode#isLeaf()     */",no
4419,argouml,WITHOUT_CLASSIFICATION,// CHECKSTYLE:ON,no
4420,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an AssociationRole to contain,no
4421,argouml,WITHOUT_CLASSIFICATION,// Shorthand notation for convenience,no
4422,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)     */",no
4423,argouml,WITHOUT_CLASSIFICATION,// Quick exit if it's a transaction event // (we get a lot of them and they are all ignored),no
4424,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)     */",no
4425,argouml,WITHOUT_CLASSIFICATION,// InteractionInstanceSets will get deleted automatically // because they are associated by composition,no
4426,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.plaf.metal.MetalTheme#getSecondary2()     */",no
4427,argouml,WITHOUT_CLASSIFICATION,// If this is the only message contained in the Interaction // we delete the Interaction,no
4428,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an Actor to contain,no
4429,argouml,WITHOUT_CLASSIFICATION,"// Object from a different file, register with superclass so it // can resolve all references",no
4430,argouml,WITHOUT_CLASSIFICATION,"/*     * @see GUISettingsTabInterface#handleSettingsTabCancel()     */",no
4431,argouml,WITHOUT_CLASSIFICATION,"// if the model URL has a suffix of '.zip' or '.jar', get // the suffix without it and store it in the urlMap",no
4432,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an AssociationRole to contain,no
4433,argouml,WITHOUT_CLASSIFICATION,// Several tries to construct a URL that really exists.,no
4434,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an AssociationRole to contain,no
4435,argouml,WITHOUT_CLASSIFICATION,"// If systemId is publicId previously mapped from a systemId, // try to use the systemId.",no
4436,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.AbstractListModel#fireIntervalAdded(     *          Object, int, int)     */",no
4437,argouml,WITHOUT_CLASSIFICATION,// Try to find suffix in module list.,no
4438,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.ComboBoxModel#getSelectedItem()     */",no
4439,argouml,WITHOUT_CLASSIFICATION,// search the classpath,no
4440,argouml,WITHOUT_CLASSIFICATION,// ignored - we only care about open/closing,no
4441,argouml,WITHOUT_CLASSIFICATION,// Give up and let superclass deal with it.,no
4442,argouml,WITHOUT_CLASSIFICATION,// TODO: Probably really want to cancel editing //((FigTextEditor) focusOwner).cancelEditing();,no
4443,argouml,WITHOUT_CLASSIFICATION,// We've got a profile read pending - handle it ourselves now,no
4444,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.ComboBoxModel#setSelectedItem(java.lang.Object)     */",no
4445,argouml,WITHOUT_CLASSIFICATION,// shouldn't happen,no
4446,argouml,WITHOUT_CLASSIFICATION,"/*         * @see javax.swing.table.TableModel#getColumnClass(int)         */",no
4447,argouml,WITHOUT_CLASSIFICATION,"// Otherwise if it's not something we've already read, just // punt to the super class.",no
4448,argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:,no
4449,argouml,WITHOUT_CLASSIFICATION,"// Unfortunately the MDR super implementation throws // DebugException with just the message from the causing // exception rather than nesting the exception itself, so // we don't have all the information we'd like",no
4450,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an CallState to contain,no
4451,argouml,WITHOUT_CLASSIFICATION,"// Only add MOF elements, not primitive datatypes",no
4452,argouml,WITHOUT_CLASSIFICATION,// specifies valid elements for an ActionState to contain,no
4453,argouml,WITHOUT_CLASSIFICATION,// For Transition use indirection through target StateVertex,no
4454,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.ComponentListener#componentHidden(java.awt.event.ComponentEvent)     */",no
4455,argouml,WITHOUT_CLASSIFICATION,// Look for an existing reference matching our MofID,no
4456,argouml,WITHOUT_CLASSIFICATION,// TODO: We don't have any settings that can change per-fig currently // so we can just use the default settings; //        settings = new DiagramSettings(renderSettings);,no
4457,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
4458,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()     */",no
4459,argouml,WITHOUT_CLASSIFICATION,// Get all (UML) metaclasses,no
4460,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.ui.IStatusBar#showStatus(java.lang.String)     */",no
4461,argouml,WITHOUT_CLASSIFICATION,"//                    Object[] args = { typeName, elemName }; //                  misc.name.element-import = Imported {0}: {1} //                    return Translator //                            .localize(""misc.name.element-import"", args);",no
4462,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.MouseListener#mouseExited(java.awt.event.MouseEvent)     */",no
4463,argouml,WITHOUT_CLASSIFICATION,"// Although this only handles one level of package, it is // OK for UML 1.4 because of clustering // Get the right UML package in the extent",no
4464,argouml,WITHOUT_CLASSIFICATION,"/*     * @see TargetListener#targetSet(TargetEvent)     */",no
4465,argouml,WITHOUT_CLASSIFICATION,// Return the metatype proxy,no
4466,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.event.DocumentListener#insertUpdate(javax.swing.event.DocumentEvent)     */",no
4467,argouml,WITHOUT_CLASSIFICATION,// we must find out if the activator itself does not have // message as it's activator,no
4468,argouml,WITHOUT_CLASSIFICATION,"/*     * Called when the user has pressed Cancel. Performs ""Cancel"" in all Tabs.     */",no
4469,argouml,WITHOUT_CLASSIFICATION,// An activator can't also be a predecessor of a message,no
4470,argouml,WITHOUT_CLASSIFICATION,"/*             * UML 1.4.2 Spec section 4.5.3.20 [5]             * A GeneralizableElement may only be a child of             * GeneralizableElement of the same kind.             */",no
4471,argouml,WITHOUT_CLASSIFICATION,"// An Association can only have a single unnamed ClassifierRole, so",no
4472,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.MouseListener#mouseEntered(java.awt.event.MouseEvent)     */",no
4473,argouml,WITHOUT_CLASSIFICATION,// if we are unnamed eliminate all classifiers which are already // the base of some role,no
4474,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)     */",no
4475,argouml,WITHOUT_CLASSIFICATION,// eliminate Classifiers which already have an unnamed role,no
4476,argouml,WITHOUT_CLASSIFICATION,// initialize basic parameters that are // different from Decision.UNSPEC,no
4477,argouml,WITHOUT_CLASSIFICATION,// WFR 2.10.3.3 #4,no
4478,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.event.DocumentListener#removeUpdate(javax.swing.event.DocumentEvent)     */",no
4479,argouml,WITHOUT_CLASSIFICATION,// No initialization currently,no
4480,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.MouseListener#mousePressed(java.awt.event.MouseEvent)     */",no
4481,argouml,WITHOUT_CLASSIFICATION,// do nothing,no
4482,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.kernel.DelayedVChangeListener#delayedVetoableChange(java.beans.PropertyChangeEvent)     */",no
4483,argouml,WITHOUT_CLASSIFICATION,// if we are unnamed eliminate all classifiers which are already // the base of some role,no
4484,argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // event handling,no
4485,argouml,WITHOUT_CLASSIFICATION,//|| context instanceof Collaboration //|| context instanceof Model,no
4486,argouml,WITHOUT_CLASSIFICATION,// The figs for the two end nodes,no
4487,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.netbeans.lib.jmi.xmi.XMIHeaderProvider#writeHeader(java.io.Writer)     */",no
4488,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.beans.PropertyChangeListener#propertyChange(PropertyChangeEvent)     */",no
4489,argouml,WITHOUT_CLASSIFICATION,// NOTE: The <XMI.header></XMI.header> is provided for us,no
4490,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.event.DocumentListener#insertUpdate(javax.swing.event.DocumentEvent)     */",no
4491,argouml,WITHOUT_CLASSIFICATION,// Not implemented in MDR ,no
4492,argouml,WITHOUT_CLASSIFICATION,// If the user selects an Action that is already selected in sticky // mode (double clicked) then we turn off sticky mode and make sure // no action is selected.,no
4493,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.AbstractModelEventPump#addModelEventListener(java.beans.PropertyChangeListener,     *      java.lang.Object)     */",no
4494,argouml,WITHOUT_CLASSIFICATION,// Calling connect() will add the edge to the GraphModel and // any LayerPersectives on that GraphModel will get a // edgeAdded event and will add an appropriate FigEdge // (determined by the GraphEdgeRenderer).,no
4495,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.AbstractModelEventPump#removeModelEventListener(java.beans.PropertyChangeListener,     *      java.lang.Object)     */",no
4496,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.cognitive.Poster#stillValid(     *      org.argouml.cognitive.ToDoItem, org.argouml.cognitive.Designer)     */",no
4497,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.model.AbstractModelEventPump#addClassModelEventListener(java.beans.PropertyChangeListener,     *      java.lang.Object, java.lang.String[])     */",no
4498,argouml,WITHOUT_CLASSIFICATION,"// TODO: Use per-project undo manager, not global",no
4499,argouml,WITHOUT_CLASSIFICATION,// Clean up index entries,no
4500,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.text.Document#getText(int, int)     */",no
4501,argouml,WITHOUT_CLASSIFICATION,// will always be null,no
4502,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.beans.PropertyChangeListener#propertyChange(java.beans.     * PropertyChangeEvent)     */",no
4503,argouml,WITHOUT_CLASSIFICATION,// Create a change event for the corresponding property,no
4504,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.plaf.metal.MetalTheme#getUserTextFont()     */",no
4505,argouml,WITHOUT_CLASSIFICATION,// will always be null,no
4506,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.swidgets.Orientable#setOrientation(org.tigris.swidgets.Orientation)     */",no
4507,argouml,WITHOUT_CLASSIFICATION,// Create an event for the other end of the association,no
4508,argouml,WITHOUT_CLASSIFICATION,// Empty implementation - we only care about keyTyped,no
4509,argouml,WITHOUT_CLASSIFICATION,// will always be null,no
4510,argouml,WITHOUT_CLASSIFICATION,"// No longer abstract to allow subclasses to remove, so we provide a // null default implementation",no
4511,argouml,WITHOUT_CLASSIFICATION,// will always be null,no
4512,argouml,WITHOUT_CLASSIFICATION,"/*     * Return all edges going from given port.     *     * @see org.tigris.gef.graph.GraphModel#getOutEdges(java.lang.Object)     */",no
4513,argouml,WITHOUT_CLASSIFICATION,// Create a change event for the associated property,no
4514,argouml,WITHOUT_CLASSIFICATION,// do nothing,no
4515,argouml,WITHOUT_CLASSIFICATION,// will always be null,no
4516,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#makeSelection()     */",no
4517,argouml,WITHOUT_CLASSIFICATION,// will always be null,no
4518,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.text.Document#getDefaultRootElement()     */",no
4519,argouml,WITHOUT_CLASSIFICATION,// Create a change event for the associated property,no
4520,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.event.CaretListener#caretUpdate(javax.swing.event.CaretEvent)     */",no
4521,argouml,WITHOUT_CLASSIFICATION,// will always be null,no
4522,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.filechooser.FileFilter#accept(java.io.File)     */",no
4523,argouml,WITHOUT_CLASSIFICATION,// Cut down on debugging noise,no
4524,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.ListCellRenderer#getListCellRendererComponent(     * javax.swing.JList, java.lang.Object, int, boolean, boolean)     */",no
4525,argouml,WITHOUT_CLASSIFICATION,// Unregister deleted instances after all events have been delivered,no
4526,argouml,WITHOUT_CLASSIFICATION,"// If we don't have a fig for this UML object, we'll need to add // one. We set the bounds, but they will be reset later.",no
4527,argouml,WITHOUT_CLASSIFICATION,// Any given listener is only called once even if it is // registered for multiple relevant matches,no
4528,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setFilled(boolean)     */",no
4529,argouml,WITHOUT_CLASSIFICATION,// This will include all subtypes registered,no
4530,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLExpressionModel2#setExpression(java.lang.Object)     */",no
4531,argouml,WITHOUT_CLASSIFICATION,/*(LOG.isDebugEnabled()*/,no
4532,argouml,WITHOUT_CLASSIFICATION,"// Put all the bits together, suppressing bounds calculations until // we're all done for efficiency.",no
4533,argouml,WITHOUT_CLASSIFICATION,// For debugging you probably want either this // OR the logging for every event which is fired - not both,no
4534,argouml,WITHOUT_CLASSIFICATION,// This enforces the following well-formedness rule. // <p>Well formedness rule 4.12.3.1 CompositeState // [4] There have to be at least two composite // substates in a concurrent composite state.<p> // If this is broken by deletion of substate then we // change the parent composite substate to be not // concurrent.,no
4535,argouml,WITHOUT_CLASSIFICATION,/*LOG.isDebugEnabled()*/,no
4536,argouml,WITHOUT_CLASSIFICATION,// TODO: Need named Tags and Constraints compartments here //        addFig(tagsFig); //        addFig(constraintsFig);,no
4537,argouml,WITHOUT_CLASSIFICATION,// Fetch the key before going in synchronized mode,no
4538,argouml,WITHOUT_CLASSIFICATION,"/*         * @see java.beans.PropertyChangeListener#propertyChange(java.beans.PropertyChangeEvent)         */",no
4539,argouml,WITHOUT_CLASSIFICATION,"// LOG.log(Level.FINE, "" Class "" + name + "" has subtypes : "" // + names.get(name));",no
4540,argouml,WITHOUT_CLASSIFICATION,"// Temporary start //    private static final Color[] COLOR_ARRAY = { //        Color.RED, Color.BLUE, Color.CYAN, Color.YELLOW, Color.GREEN}; //    private int nextColor = 0; // Temporary end",no
4541,argouml,WITHOUT_CLASSIFICATION,// convert classname to RefObject,no
4542,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.event.CaretListener#caretUpdate(javax.swing.event.CaretEvent)     */",no
4543,argouml,WITHOUT_CLASSIFICATION,"// If we don't have a MofClass, see if we can get one from the // instance",no
4544,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.MouseListener#mouseExited(java.awt.event.MouseEvent)     */",no
4545,argouml,WITHOUT_CLASSIFICATION,"// If we still don't have a MofClass, something's wrong",no
4546,argouml,WITHOUT_CLASSIFICATION,"/*         * @see javax.swing.event.ListSelectionListener#valueChanged(javax.swing.event.ListSelectionEvent)         */",no
4547,argouml,WITHOUT_CLASSIFICATION,"//                    throw new IllegalArgumentException(""Property '"" //                            + attribute + ""' doesn't exist in metamodel"");",no
4548,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLExpressionModel2#getExpression()     */",no
4549,argouml,WITHOUT_CLASSIFICATION,// If there isn't a 3rd column then this represents a connection // of elements of the same type.,no
