Unnamed: 0,projectname,classification,Abstract,code,new_code,time,pre_label
75,emf-2.4.1,DESIGN,"// Note: Registry based authority is being removed from a // new spec for URI which would obsolete RFC 2396. If the // spec is added to XML errata, processing of reg_name // needs to be removed. - mrglavas.",yes,yes,1572973122,no
76,emf-2.4.1,DESIGN,// REVISIT: Remove this code. // Store port value as string instead of integer.,yes,yes,0,no
77,emf-2.4.1,DESIGN,"// Bubble sort // Why? -- In many cases, //         this.ranges has few elements.",yes,yes,0,no
78,emf-2.4.1,DESIGN,// Per Schema 1.0 it is not clear if the result returned should be a valid URI.  // For the future if we plant to support IRIs then it is better not to massage // the initialValue.  // We should thought consider where would be the best way to validate anyURI values -- EL,yes,yes,0,no
79,emf-2.4.1,DESIGN,"// Note that the way they are sorted, the values of index[i++] always increase, // so the objects are added from right to left in the list. // // EATM  TODO // // We could make this more efficient by grouping the adds when indices increment by one, // so that a single grouped notification would result. //",yes,yes,0,yes
80,emf-2.4.1,DESIGN,"// TODO deprecate (since no longer used by getEditPluginClass(), getEditorPluginClass(), getTestSuiteClass()) //",yes,yes,0,yes
81,emf-2.4.1,DESIGN,"// if there are multiple variables in declaration,  // separate this variable fragment into a separate declaration    ",yes,yes,0,no
82,emf-2.4.1,DESIGN,//DMS should we let this exception out?,yes,yes,0,no
83,emf-2.4.1,DESIGN,//DMS should we let this exception out?,yes,yes,0,no
84,emf-2.4.1,DESIGN,//DMS factor this into a method? Use a non-static subclass? ,yes,yes,0,no
85,emf-2.4.1,DESIGN,//DMS this doesn't really produce nice output. //,yes,yes,0,no
86,emf-2.4.1,IMPLEMENTATION,//FB TBD filter out volatile and other inappropriate links?,yes,yes,0,no
87,emf-2.4.1,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //,yes,yes,0,no
88,emf-2.4.1,IMPLEMENTATION,// TODO processing instructions are not sent to recordValues,yes,yes,0,yes
89,emf-2.4.1,IMPLEMENTATION,// TODO comments are not sent to recordValues,yes,yes,0,yes
90,emf-2.4.1,IMPLEMENTATION,// TODO Ignore for now.,yes,yes,0,yes
91,emf-2.4.1,IMPLEMENTATION,// TODO handle situation when ASTJNode is removed (compilationUnit is null),yes,yes,1572973126,yes
92,emf-2.4.1,IMPLEMENTATION,//TBD return super classes of classes in this package that come from a delegate package.,yes,yes,1573053136,no
93,emf-2.4.1,IMPLEMENTATION,"// if current char is comma, insert line break after it // // we should be able to find the comma because the range for enum constants includes all trailing comments up to the separator // if TargetSourceRangeComputer of ASTRewrite changes, this logic should change to skip comments // see org.eclipse.emf.codegen.merge.java.facade.ast.CommentAwareSourceRangeComputer#getEnumConstantSourceRange(ASTNode)",yes,yes,0,no
94,emf-2.4.1,IMPLEMENTATION,// TODO translation,yes,yes,0,yes
95,emf-2.4.1,IMPLEMENTATION,// TODO Binary incompatibility; an old override must override putAll.,yes,yes,0,yes
96,emf-2.4.1,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //,yes,yes,0,no
97,emf-2.4.1,IMPLEMENTATION,"// This runs the options, and shows progress. // (It appears to be a bad thing to fork this onto another thread.) //",yes,yes,0,no
98,emf-2.4.1,IMPLEMENTATION,// I don't know if this should be run this deferred // because we might have to give the editor a chance to process the viewer update events // and hence to update the views first. // //,yes,yes,0,no
99,emf-2.4.1,IMPLEMENTATION,"// we should be able to find the comma because the range for enum constants includes all preceding comments up to the previous constant // if TargetSourceRangeComputer of ASTRewrite changes, this logic should change to skip comments // see org.eclipse.emf.codegen.merge.java.facade.ast.CommentAwareSourceRangeComputer#getEnumConstantSourceRange(ASTNode)",yes,yes,0,no
100,emf-2.4.1,IMPLEMENTATION,// TODO we should generate this.,yes,yes,0,yes
101,emf-2.4.1,IMPLEMENTATION,"// TODO What about the instance type name and the fact that we should be matching its type argument structure? // If they match so far, we must assume they are okay and then check all the arguments. //",yes,yes,0,yes
102,emf-2.4.1,TEST,//DMS this is totally untested.,yes,yes,0,no
103,emf-2.4.1,TEST,// TODO Update this after old tests pass and then update the old tests to reflect this change. //,yes,yes,0,yes
104,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set of options that we want to control,no,no,0,no
105,emf-2.4.1,WITHOUT_CLASSIFICATION,// get the end position of the range for the previous node,no,no,0,no
106,emf-2.4.1,WITHOUT_CLASSIFICATION,// adding 'at' allows distinguish annotations from other members // (i.e. inner class verses annotation of a class) //,no,no,0,no
107,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the adapter from the factory. //,no,no,0,no
108,emf-2.4.1,WITHOUT_CLASSIFICATION,// No methods added.,no,no,0,no
109,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no,no,0,no
110,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*   * Javadoc copied from interface.   */",no,no,0,no
111,emf-2.4.1,WITHOUT_CLASSIFICATION,// add trailing comments if necessary,no,no,0,no
112,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the target is read-only, we can ask the platform to release it. //",no,no,0,no
113,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing,no,no,0,no
114,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If entries don't have the same feature, the feature maps aren't equal. //",no,no,0,no
115,emf-2.4.1,WITHOUT_CLASSIFICATION,// Attribute,no,no,0,no
116,emf-2.4.1,WITHOUT_CLASSIFICATION,// Merge with an existing file. //,no,no,0,no
117,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the adapter from the factory. //,no,no,0,no
118,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Walk up the superpackages, collecting the package names. // Because empty packages are ommitted from the GenModel, we need to walk up the EPackages. //",no,no,0,no
119,emf-2.4.1,WITHOUT_CLASSIFICATION,// Empty block,no,no,0,no
120,emf-2.4.1,WITHOUT_CLASSIFICATION,// Any features that delegate to features in this package. //,no,no,0,no
121,emf-2.4.1,WITHOUT_CLASSIFICATION,// See java.lang.Class.getName() javadoc for explanation of array encoding.,no,no,0,no
122,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Additional useful character classes, including characters valid in certain // URI components and separators used in parsing them out of a string.  // // | ucschar | escaped",no,no,0,no
123,emf-2.4.1,WITHOUT_CLASSIFICATION,"/**   * Calls <code>caseXXX</code> for each class of the model until one returns a non null result; it yields that result.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @return the first non-null result returned by a <code>caseXXX</code> call.   * @generated   */",no,no,0,no
124,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the target is read-only, we can ask the platform to release it, and it may be updated in the process. //",no,no,0,no
125,emf-2.4.1,WITHOUT_CLASSIFICATION,//),no,no,0,no
126,emf-2.4.1,WITHOUT_CLASSIFICATION,// find start position of farthest preceding comment,no,no,0,no
127,emf-2.4.1,WITHOUT_CLASSIFICATION,// was the details button pressed?,no,no,0,no
128,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set up the tree viewer. //,no,no,0,no
129,emf-2.4.1,WITHOUT_CLASSIFICATION,// Process the children of the UnitTreeNode recursively. //,no,no,0,no
130,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Create a code formatter for this compilation unit, if needed. //",no,no,0,no
131,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the name isn't qualified, it might be a primitive or from java.lang. Otherwise, assume it's in the current // package and use the nsPrefix for the qualified package name. //",no,no,0,no
132,emf-2.4.1,WITHOUT_CLASSIFICATION,// Determine the base URL by looking for the plugin.properties file in the standard way. //,no,no,0,no
133,emf-2.4.1,WITHOUT_CLASSIFICATION,// The notification for this list is being thrown by the // delegating list //,no,no,0,no
134,emf-2.4.1,WITHOUT_CLASSIFICATION,// Make sure our popups work. //,no,no,0,no
135,emf-2.4.1,WITHOUT_CLASSIFICATION,"// remove type, insert enum",no,no,0,no
136,emf-2.4.1,WITHOUT_CLASSIFICATION,"// We need to screen out duplicates in the unlikely event that we have two //  features with the same class-qualified name. We'll only generate one property //  string in that case and let the user add the second one manually, if necessary. //",no,no,0,no
137,emf-2.4.1,WITHOUT_CLASSIFICATION,// build mapping from classes to list of features that use them,no,no,0,no
138,emf-2.4.1,WITHOUT_CLASSIFICATION,"// This runs the options, and shows progress. //",no,no,0,no
139,emf-2.4.1,WITHOUT_CLASSIFICATION,// no paths: keep query only,no,no,0,no
140,emf-2.4.1,WITHOUT_CLASSIFICATION,// Select the root object in the view. //,no,no,0,no
141,emf-2.4.1,WITHOUT_CLASSIFICATION,// else absolute path: keep it and query,no,no,0,no
142,emf-2.4.1,WITHOUT_CLASSIFICATION,// Listen to selection so that we can handle it is a special way. //,no,no,0,no
143,emf-2.4.1,WITHOUT_CLASSIFICATION,"// The algorithm for the order of the features in this list should never change. // Also, the fact that a new list is created whenever the contents change  // is something else that should never change. // There are clients who rely on both these behaviors,  // and they will need to agree to any change, // so that they can adjust their own code. //",no,no,0,no
144,emf-2.4.1,WITHOUT_CLASSIFICATION,// This ensures that we handle selections correctly. //,no,no,0,no
145,emf-2.4.1,WITHOUT_CLASSIFICATION,// Empty block,no,no,0,no
146,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create an adapter factory that yields item providers. //,no,no,0,no
147,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the current time in milliseconds since the epoch  // and adjust it to match the epoch required by the specification. //,no,no,0,no
148,emf-2.4.1,WITHOUT_CLASSIFICATION,// Get the first selected element. //,no,no,0,no
149,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Otherwise, the path needs only the remaining segments.",no,no,0,no
150,emf-2.4.1,WITHOUT_CLASSIFICATION,"// log the error, ignore the change and continue",no,no,0,no
151,emf-2.4.1,WITHOUT_CLASSIFICATION,// absolute path or no path -> absolute path,no,no,0,no
152,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do a base 64 conversion by turning every 3 bytes into 4 base 64 characters //,no,no,0,no
153,emf-2.4.1,WITHOUT_CLASSIFICATION,// create a composite with standard margins and spacing,no,no,0,no
154,emf-2.4.1,WITHOUT_CLASSIFICATION,"// source method return type is array (getExceptions), target is not array (i.e. addException)",no,no,0,no
155,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do nothing,no,no,0,no
156,emf-2.4.1,WITHOUT_CLASSIFICATION,// And we need to set it on any cached GenModels holding the special Ecore and XML packages. //,no,no,0,no
157,emf-2.4.1,WITHOUT_CLASSIFICATION,"/**   * Calls <code>validateXXX</code> for the corresponding classifier of the model.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @generated   */",no,no,0,no
158,emf-2.4.1,WITHOUT_CLASSIFICATION,// This is the page for the tree viewer //,no,no,0,no
159,emf-2.4.1,WITHOUT_CLASSIFICATION,// empty last segment -> trailing separator,no,no,0,no
160,emf-2.4.1,WITHOUT_CLASSIFICATION,// Refresh the necessary state. //,no,no,0,no
161,emf-2.4.1,WITHOUT_CLASSIFICATION,"// A set command without a feature sets the value of this wrapper, hence replacing it with a new wrapper. So, // we need a special command wrapper that selects this new wrapper as the affected object. //",no,no,0,no
162,emf-2.4.1,WITHOUT_CLASSIFICATION,// Cc,no,no,0,no
163,emf-2.4.1,WITHOUT_CLASSIFICATION,// Maintain a (weak hash) set on the type parameter of all referencing generic types. //,no,no,0,no
164,emf-2.4.1,WITHOUT_CLASSIFICATION,// Force the project to be setup properly. //,no,no,0,no
165,emf-2.4.1,WITHOUT_CLASSIFICATION,"/*    * Javadoc copied from interface.   */",no,no,0,no
166,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore,no,no,0,no
167,emf-2.4.1,WITHOUT_CLASSIFICATION,// WizardContainer variables,no,no,0,no
168,emf-2.4.1,WITHOUT_CLASSIFICATION,"// return getPrefixedName(""EditorPlugin"");",no,no,0,no
169,emf-2.4.1,WITHOUT_CLASSIFICATION,//EParameter,no,no,0,no
170,emf-2.4.1,WITHOUT_CLASSIFICATION,// retrieve source node corresponding to target //,no,no,0,no
171,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore.,no,no,0,no
172,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create a default .jetsettings file file,no,no,0,no
173,emf-2.4.1,WITHOUT_CLASSIFICATION,// Subclasses may overrride ,no,no,0,no
174,emf-2.4.1,WITHOUT_CLASSIFICATION,// Save the resources to the file system. //,no,no,0,no
175,emf-2.4.1,WITHOUT_CLASSIFICATION,"/**   * Calls <code>caseXXX</code> for each class of the model until one returns a non null result; it yields that result.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @return the first non-null result returned by a <code>caseXXX</code> call.   * @generated   */",no,no,0,no
176,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set the selection to the widget. //,no,no,0,no
177,emf-2.4.1,WITHOUT_CLASSIFICATION,// ETypeParameter,no,no,0,no
178,emf-2.4.1,WITHOUT_CLASSIFICATION,// Save only resources that have actually changed. //,no,no,0,no
179,emf-2.4.1,WITHOUT_CLASSIFICATION,"// This is only at avoid needing an @SuppressWarnings(""unchecked"") on the EMFObservableList",no,no,0,no
180,emf-2.4.1,WITHOUT_CLASSIFICATION,// This is the method that gets invoked when the operation runs. //,no,no,0,no
181,emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore this since we will throw an exception when all else fails.,no,no,0,no
182,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) -19,no,no,0,no
183,emf-2.4.1,WITHOUT_CLASSIFICATION,"// This is only at avoid needing an @SuppressWarnings(""unchecked"") on the EMFObservableList",no,no,0,no
184,emf-2.4.1,WITHOUT_CLASSIFICATION,// for enum constants use special range,no,no,0,no
185,emf-2.4.1,WITHOUT_CLASSIFICATION,//ETypedElement,no,no,0,no
186,emf-2.4.1,WITHOUT_CLASSIFICATION,// So if the resolved object is also present... //,no,no,0,no
187,emf-2.4.1,WITHOUT_CLASSIFICATION,//EcorePackage,no,no,0,no
188,emf-2.4.1,WITHOUT_CLASSIFICATION,// Subclasses may override this method,no,no,0,no
189,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create resource,no,no,0,no
190,emf-2.4.1,WITHOUT_CLASSIFICATION,// Something went wrong that shouldn't. //,no,no,0,no
191,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create package meta-data objects,no,no,0,no
192,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 68 of value (byte) -19 // Fill 9 of value (byte) 33 // Fill 36 of value (byte) -19 // Fill 3 of value (byte) 33 // Fill 2 of value (byte) -19 // Fill 4 of value (byte) 33 // Fill 30 of value (byte) -19 // Fill 56 of value (byte) 33 // Fill 89 of value (byte) -19 // Fill 18 of value (byte) 33 // Fill 7 of value (byte) -19 // Fill 14 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 46 of value (byte) 33 // Fill 70 of value (byte) -87 // Fill 26 of value (byte) 33 // Fill 2 of value (byte) -87 // Fill 36 of value (byte) 33,no,no,0,no
193,emf-2.4.1,WITHOUT_CLASSIFICATION,// getObjectsToDetachGen() should be changed only if required,no,no,0,no
194,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If a newline from the previous character data remains, add a generator for it. //",no,no,0,no
195,emf-2.4.1,WITHOUT_CLASSIFICATION,// Obtain or create and register package,no,no,0,no
196,emf-2.4.1,WITHOUT_CLASSIFICATION,// remove the node,no,no,0,no
197,emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize simple dependencies,no,no,0,no
198,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 11 of value (byte) 33,no,no,0,no
199,emf-2.4.1,WITHOUT_CLASSIFICATION,// Obtain other dependent packages,no,no,0,no
200,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If the intersection is empty, i.e., no ancestor is in the mapping... //",no,no,0,no
201,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create classes and their features,no,no,0,no
202,emf-2.4.1,WITHOUT_CLASSIFICATION,// Continue with a different approach.,no,no,0,no
203,emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize created meta-data,no,no,0,no
204,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If this mapping isn't a parent, it's children definitely won't be either. //",no,no,0,no
205,emf-2.4.1,WITHOUT_CLASSIFICATION,// Set bounds for type parameters,no,no,0,no
206,emf-2.4.1,WITHOUT_CLASSIFICATION,// Make sure the collections aren't identical... //,no,no,0,no
207,emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize enums and add enum literals,no,no,0,no
208,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) -19,no,no,0,no
209,emf-2.4.1,WITHOUT_CLASSIFICATION,// Add supertypes to classes,no,no,0,no
210,emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 3 of value (byte) -19,no,no,0,no
211,emf-2.4.1,WITHOUT_CLASSIFICATION,//EObjectToChangesMapEntryImpl,no,no,0,no
212,emf-2.4.1,WITHOUT_CLASSIFICATION,//FB used to check for parent != null. // Need to find the top most model object not including the resource. // parent instanceof Eobject only checks for trees in model object space.,no,no,0,no
213,emf-2.4.1,WITHOUT_CLASSIFICATION,// FeatureMapEntry,no,no,0,no
214,emf-2.4.1,WITHOUT_CLASSIFICATION,// Do the work within an operation because this is a long running activity that modifies the workbench. //,no,no,0,no
215,emf-2.4.1,WITHOUT_CLASSIFICATION,// ResourceChange,no,no,0,no
216,emf-2.4.1,WITHOUT_CLASSIFICATION,// Refresh the necessary state. //,no,no,0,no
217,emf-2.4.1,WITHOUT_CLASSIFICATION,// Isolating the new objects,no,no,0,no
218,emf-2.4.1,WITHOUT_CLASSIFICATION,"// This runs the options, and shows progress. //",no,no,0,no
219,emf-2.4.1,WITHOUT_CLASSIFICATION,//FeatureChangeImpl,no,no,0,no
220,emf-2.4.1,WITHOUT_CLASSIFICATION,// set features and properties,no,no,0,no
221,emf-2.4.1,WITHOUT_CLASSIFICATION,// cache result,no,no,0,no
222,emf-2.4.1,WITHOUT_CLASSIFICATION,// This is the page for the list viewer //,no,no,0,no
223,emf-2.4.1,WITHOUT_CLASSIFICATION,// cache result,no,no,0,no
224,emf-2.4.1,WITHOUT_CLASSIFICATION,// insert line break and comment out the first line if needed // note that first line might move backward beyond node start (e.g. if a comma of the previous enum constant has been commented out),no,no,0,no
225,emf-2.4.1,WITHOUT_CLASSIFICATION,//ResourceChangeImpl,no,no,0,no
226,emf-2.4.1,WITHOUT_CLASSIFICATION,// Something went wrong that shouldn't. //,no,no,0,no
227,emf-2.4.1,WITHOUT_CLASSIFICATION,//FeatureChangeImpl,no,no,0,no
228,emf-2.4.1,WITHOUT_CLASSIFICATION,"// If we change to pattern defaults, will have to specify plain suffix in no main package case. //",no,no,0,no
229,emf-2.4.1,WITHOUT_CLASSIFICATION,// feature is instance of EAttribute,no,no,0,no
230,emf-2.4.1,WITHOUT_CLASSIFICATION,"// Different than the Edit and Editor projects, this method is invoked while  // generating the model plugin xml.",no,no,0,no
231,emf-2.4.1,WITHOUT_CLASSIFICATION,// Make sure that all the old values are cached.,no,no,0,no
232,emf-2.4.1,WITHOUT_CLASSIFICATION,// Include only non-duplicate namespace declarations. //,no,no,0,no
233,emf-2.4.1,WITHOUT_CLASSIFICATION,//EDataType,no,no,0,no
234,emf-2.4.1,WITHOUT_CLASSIFICATION,// Create the command stack that will notify this editor as commands are executed. //,no,no,0,no
235,emf-2.4.1,WITHOUT_CLASSIFICATION,//ChangeDescriptionImpl,no,no,0,no
