Document Title,Abstract,Year,PDF Link,label,code,time
,"// Let's only generate methods for those the user may actually  // intend to override.  That includes any defined in the current // class, and any ancestors that are also JavaProxyClasses (but none // from any other ancestor classes). Methods defined in mixins will // be considered intentionally overridden, except those from Kernel, // Java, and JavaProxyMethods, as well as Enumerable.  // TODO: may want to exclude other common mixins?",,,unknown,yes,0
,"// invoke callMethodMissing method directly // TODO: this could be further optimized, since some DSLs hit method_missing pretty hard...",,,unknown,yes,0
,// TODO: confirm expected args are IRubyObject (or similar),,,unknown,yes,0
,"// TODO this is really ineffient, and potentially a problem everytime anyone require's something. // we should try to make LoadPath a special array object.",,,unknown,yes,0
,"// if we get here, we found a matching method, use it // TODO: choose narrowest method by continuing to search",,,unknown,yes,0
,"/** rb_obj_id     *     * Return the internal id of an object.     *     * FIXME: Should this be renamed to match its ruby name?     */",,,unknown,yes,0
,// FIXME: Why was this using a FullFunctionCallbackMethod before that did callSuper?,,,unknown,yes,0
,"// if body is a rescue node, inspect its pieces separately to avoid it disabling all optz // TODO: this is gross.",,,unknown,yes,0
,"/*     * Fixme:  This does not have exact same semantics as RubyArray.join, but they     * probably could be consolidated (perhaps as join(args[], sep, doChomp)).     */",,,unknown,yes,0
,// FIXME: not very efficient,,,unknown,yes,0
,// FIXME:  This determine module is in a strange location and should somehow be in block,,,unknown,yes,0
,// TODO? I think this ends up propagating from normal Java exceptions // sys_fail(openFile.getPath()),,,unknown,yes,0
,// this seems unlikely to happen unless it's a totally bogus fileno // ...so do we even need to bother trying to create one?,,,unknown,yes,0
,// TODO: turn off the negative? will return -0.0 in lax mode,,,unknown,yes,0
,"// TODO: list.subList(from, to).clear() is supposed to clear the sublist from the list. // How can we support this operation?",,,unknown,yes,0
,// SSS FIXME: What is the difference between ClassVarAsgnNode & ClassVarDeclNode,,,unknown,yes,0
,// FIXME: I don't like the null checks here,,,unknown,yes,0
,// ruby constants for strings (should this be moved somewhere else?),,,unknown,yes,0
,"// this is a rather ugly hack, but similar to MRI. See hash.c:ruby_setenv and similar in MRI // we search all keys for a case-insensitive match, and use that",,,unknown,yes,0
,// FIXME: needs to be rethought,,,unknown,yes,0
,// FIXME: Somehow I'd feel better if this could get the appropriate var index from the ArgumentNode,,,unknown,yes,0
,// FIXME: This is almost entirely duplicated from Main.java,,,unknown,yes,0
,// we might need to perform a DST correction,,,unknown,yes,0
,"// FIXME: This is currently only here because of some problems with IOOutputStream writing to a ""bare"" runtime without a proper scope",,,unknown,yes,0
,// Create block for this iter node // FIXME: We shouldn't use the current scope if it's not actually from the same hierarchy of static scopes,,,unknown,yes,0
,// FIXME: How much more obtuse can this be? // Heredoc already parsed this and saved string...Do not parse..just return,,,unknown,yes,0
,"// this needs to be split, since conditional calling #inherited doesn't fit standard ruby semantics",,,unknown,yes,0
,"// XXX: Again, screwy evaling under previous frame's scope",,,unknown,yes,0
,"// SSS FIXME: Maybe this is not really a concern after all ... // Nesting level of this scope in the lexical nesting of scopes in the current file -- this is not to be confused // with semantic nesting of scopes across files. // // Consider this code in a file f // class M1::M2::M3::C  //   ... // end // // So, C is at lexical nesting level of 1 (the file script is at 0) in the file 'f' // Semantically it is at level 3 (M1, M2, M3 are at 0,1,2). // // This is primarily used to ensure that variable names don't clash! // i.e. definition of %v_1 in a closure shouldn't override the use of %v_1 from the parent scope! //    private int _lexicalNestingLevel;",,,unknown,yes,0
,// ignore...bean doesn't get registered // TODO: Why does that bother me?,,,unknown,yes,0
,"// actual type does not exactly match method return type, re-get converter // FIXME: when the only autoconversions are primitives, this won't be needed",,,unknown,yes,0
,// FIXME we should probably still be dyncalling 'write' here,,,unknown,yes,0
,/* FIXME: finalizer should be dupped here */,,,unknown,yes,0
,"// don't bother to check if final method, it won't // be there (not generated, can't be!)",,,unknown,yes,0
,// TODO: Generalize this type-checking code into IRubyObject helper.,,,unknown,yes,0
,"// We're not setting the provider or anything, but it seems that BouncyCastle does some internal things in its // provider's constructor which require it to be executed in a secure context. // Ideally this hack should be removed. See JRUBY-3919 and this BC bug: //   http://www.bouncycastle.org/jira/browse/BJA-227",,,unknown,yes,0
,// TODO: WRONG - get interfaces from class,,,unknown,yes,0
,// FIXME: set up a CallConfiguration for this,,,unknown,yes,0
,// ignore...bean doesn't get registered // TODO: Why does that bother me?,,,unknown,yes,0
,// TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here. Confirm. JRUBY-415,,,unknown,yes,0
,// TODO: catch exception if constant is already set by other // thread,,,unknown,yes,0
,// TODO: This version differs from ioctl by checking whether fcntl exists // and raising notimplemented if it doesn't; perhaps no difference for us?,,,unknown,yes,0
,"// TODO: Implement tty? and isatty.  We have no real capability to // determine this from java, but if we could set tty status, then // we could invoke jruby differently to allow stdin to return true // on this.  This would allow things like cgi.rb to work properly.",,,unknown,yes,0
,// FIXME: We should be getting this from the runtime rather than assume none? //return runtime.getEncodingService().getEncoding(runtime.getDefaultExternalEncoding());,,,unknown,yes,0
,// Object#to_a is obsolete.  We match Ruby's hack until to_a goes away.  Then we can  // remove this hack too.,,,unknown,yes,0
,// end hack,,,unknown,yes,0
,"// TODO: This isn't an exact port of MRI's pipe behavior, so revisit",,,unknown,yes,0
,// TODO: protected methods.  this is going to require a rework of some of the mechanism.,,,unknown,yes,0
,"// FIXME: This is currently only here because of some problems with IOOutputStream writing to a ""bare"" runtime without a proper scope",,,unknown,yes,0
,// TODO: factor this chunk as in MRI/YARV GETASTER,,,unknown,yes,0
,// FIXME: what should this really be?       assert x instanceof RubyComplex;,,,unknown,yes,0
,// FIXME: This isn't right for within ensured/rescued code,,,unknown,yes,0
,"// SSS FIXME: Token can be final for a method -- implying that the token is only for this particular implementation of the method // But, if the mehod is modified, we create a new method object which in turn gets a new token.  What makes sense??  Intuitively, // it seems the first one ... but let us see ... // Current code version token for this method -- can change during execution as methods get redefined!",,,unknown,yes,0
,// TODO: It would be nice to throw a better error for this,,,unknown,yes,0
,"// SSS FIXME: Are we guaranteed that we splats dont head to multiple-assignment nodes!  i.e. |*(a,b)|?",,,unknown,yes,0
,"// FIXME: Big fat hack here, because scope names are expected to be interned strings by the parser",,,unknown,yes,0
,"// TODO: Make callCoerced work in block context...then fix downto, step, and upto.",,,unknown,yes,0
,// SSS FIXME: Is this correct?,,,unknown,yes,0
,"// FIXME: the code below is a copy of RubyIO.puts, // and we should avoid copy-paste.",,,unknown,yes,0
,// install invokedynamic bootstrapper // TODO need to abstract this setup behind another compiler interface,,,unknown,yes,0
,// FIXME: inefficient; constructing a bignum just for dumping?,,,unknown,yes,0
,// TODO: Ruby does not seem to care about invalid numeric mode values // I am not sure if ruby overflows here also...,,,unknown,yes,0
,// FIXME: Obvious issue that not all platforms can display all attributes.  Ugly hacks. // Using generic posix library makes pushing inspect behavior into specific system impls // rather painful.,,,unknown,yes,0
,// rb_copy_generic_ivar from DUP_SETUP here ...unlikely..,,,unknown,yes,0
,"// FIXME: this really ought to be in clinit, but it doesn't matter much",,,unknown,yes,0
,"// TODO: callback for value would be more efficient, but unlikely to be a big cost (constants are rarely assigned)",,,unknown,yes,0
,"// using IOChannel may not be the most performant way, but it's easy.",,,unknown,yes,0
,// TODO this should entry into error handling somewhere,,,unknown,yes,0
,// TODO: make this do specific-arity calling,,,unknown,yes,0
,// FIXME: legal here? may want UnsupportedOperationException,,,unknown,yes,0
,// FIXME: This is an ugly hack to resolve JRUBY-1381; I'm not proud of it,,,unknown,yes,0
,"// for visibility checking without requiring frame self // TODO: don't bother passing when fcall or vcall, and adjust callsite appropriately",,,unknown,yes,0
,// SSS FIXME: What happens to the add class in this case??,,,unknown,yes,0
,// TODO: reads/writes from frame // TODO: information on scoping // TODO: visibility?,,,unknown,yes,0
,// SSS FIXME: What is the difference between ClassVarAsgnNode & ClassVarDeclNode,,,unknown,yes,0
,// TODO add test methods here. The name must begin with 'test'. For example:,,,unknown,yes,0
,// FIXME: null check is removable once we figure out how to assign to unset named block args,,,unknown,yes,0
,// FIXME: This is gross. Don't do this.,,,unknown,yes,0
,// FIXME: I think we need these pushed somewhere?,,,unknown,yes,0
,"// SSS FIXME: Deprecated!  Going forward, all instructions should come from the CFG",,,unknown,yes,0
,"// TODO: should probably apply the null object pattern for a // non-allowed class, rather than null",,,unknown,yes,0
,//TODO: Should next and return also catch here?,,,unknown,yes,0
,"// add method with full signature, so it's guaranteed to be directly accessible // TODO: no need for this to be a full, formal JVM signature",,,unknown,yes,0
,"/** * FIXME: This version is faster than the previous, but both suffer from a * crucial flaw: It is impossible to create an ObjectSpace with an iterator * that doesn't either: a. hold on to objects that might otherwise be collected * or b. have no way to guarantee that a call to hasNext() will be correct or * that a subsequent call to next() will produce an object. For our purposes, * for now, this may be acceptable. */",,,unknown,yes,0
,// FIXME: Clearing read buffer here...is this appropriate?,,,unknown,yes,0
,"// TODO: specifying soft refs, may want to compare memory consumption, // behavior with weak refs (specify WEAK in place of SOFT below)",,,unknown,yes,0
,/* FIXME: lose syntactical elements here (and others like this)*/,,,unknown,yes,0
,// ENEBO: Totally weird naming (in MRI is not allocated and is a local var name),,,unknown,yes,0
,// FIXME: This doesn't actually support anything but String,,,unknown,yes,0
,"// up to ten, stuff into tmp locals, load in reverse order, and assign // FIXME: There's probably a slightly smarter way, but is it important?",,,unknown,yes,0
,// XXX: do something?,,,unknown,yes,0
,"// TODO: Only setAccessible to account for pattern found by // accessing constants included from a non-public interface. // (aka java.util.zip.ZipConstants being implemented by many // classes) // TODO: not sure we need this at all, since we only expose // public fields. //field.setAccessible(true);",,,unknown,yes,0
,"// For JRUBY-2759, when MET choose CET timezone to work around Joda",,,unknown,yes,0
,// TODO: Only used by interface implementation; eliminate it,,,unknown,yes,0
,// TODO: decompose getJavaPackageModule so we don't parse fullName,,,unknown,yes,0
,// TODO: Should frozen error have its own distinct class?  If not should more share?,,,unknown,yes,0
,"// TODO: callback for value would be more efficient, but unlikely to be a big cost (constants are rarely assigned)",,,unknown,yes,0
,// FIXME: this should go somewhere more generic -- maybe IdUtil,,,unknown,yes,0
,// SSS FIXME: Move this code to some utils area .. or probably there is already a method for this in some jruby utils class // Holy cow!  Just to append two darned arrays!,,,unknown,yes,0
,// TODO: set our metaclass to target's class (i.e. scary!),,,unknown,yes,0
,"// add 'new' with full signature, so it's guaranteed to be directly accessible // TODO: no need for this to be a full, formal JVM signature",,,unknown,yes,0
,// TODO: remove,,,unknown,yes,0
,// FIXME: not very efficient,,,unknown,yes,0
,"// FIXME: Big fat hack here, because scope names are expected to be interned strings by the parser",,,unknown,yes,0
,"// TODO: This is actually now returning the scope of whoever called Method#to_proc // which is obviously wrong; but there's no scope to provide for many methods. // It fixes JRUBY-2237, but needs a better solution.",,,unknown,yes,0
,"/** * * @author headius * FIXME convert to enum ? */",,,unknown,yes,0
,"// The following three methods must be defined fast, since they expect to modify the current frame // (i.e. they expect no frame will be allocated for them). JRUBY-1185.",,,unknown,yes,0
,"// TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here, since we don't intend for people to monkey with // this type and it can't be marshalled. Confirm. JRUBY-415",,,unknown,yes,0
,// SSS FIXME: Can this return anything other than nil?,,,unknown,yes,0
,// XXX: const lookup can trigger const_missing; is that enough to warrant it always being executed?,,,unknown,yes,0
,"// for visibility checking without requiring frame self // TODO: don't bother passing when fcall or vcall, and adjust callsite appropriately",,,unknown,yes,0
,// FIXME we want to eliminate these type casts when possible,,,unknown,yes,0
,// HACK: force clinit to be created,,,unknown,yes,0
,"// arguments compilers always create IRubyObject[], but we want to use RubyArray.concat here; // FIXME: as a result, this is NOT efficient, since it creates and then later unwraps an array",,,unknown,yes,0
,// TODO: eliminate?,,,unknown,yes,0
,// TODO: handle writing into original buffer better,,,unknown,yes,0
,"// This is a fairly specific hack for empty string, but it does the job",,,unknown,yes,0
,// XXX This constructor is a hack to implement the __END__ syntax. //     Converting a reader back into an InputStream doesn't generally work.,,,unknown,yes,0
,// method has more than 500 lines; we'll need to split it // and therefore need to use a heap-based scope,,,unknown,yes,0
,"// The implementations of these are all bonus (see TODO above)  I was going // to throw an error from these, but it appears to be the wrong place to // do it.",,,unknown,yes,0
,// TODO: confirm expected args are IRubyObject (or similar),,,unknown,yes,0
,"// entry exists, proxy doesn't match. replace. // this could happen if old proxy was gc'ed // TODO: raise exception if stored proxy is non-null? (not gc'ed)",,,unknown,yes,0
,// TODO: better algorithm to set precision needed,,,unknown,yes,0
,"/** * SSS FIXME: Used anywhere?  I don't see calls to this anywhere    public Operand buildDAsgnAssignment(Node node, IR_Scope s) {        DAsgnNode dasgnNode = (DAsgnNode) node;        s.getVariableCompiler().assignLocalVariable(dasgnNode.getIndex(), dasgnNode.getDepth());    }**/",,,unknown,yes,0
,// TODO: Make this more intelligible value,,,unknown,yes,0
,// TODO: Split this into two sub-classes so that name and constNode can be specified seperately.,,,unknown,yes,0
,"// FIXME: This is copied code from RubyArray.  Both RE, Struct, and Array should share one impl // This is also hacky since I construct ruby objects to access ruby arrays through aref instead // of something lower.",,,unknown,yes,0
,"// FIXME: No, I don't like it.",,,unknown,yes,0
,// ignore...bean doesn't get registered // TODO: Why does that bother me?,,,unknown,yes,0
,"// FIXME: This is currently only here because of some problems with IOOutputStream writing to a ""bare"" runtime without a proper scope",,,unknown,yes,0
,// TODO: confirm expected args are IRubyObject (or similar),,,unknown,yes,0
,// FIXME: This is temporary since the variable compilers assume we want // args already on stack for assignment. We just pop and continue with // 1.9 args logic.,,,unknown,yes,0
,// FIXME: If true array is common enough we should pre-allocate and stick somewhere,,,unknown,yes,0
,// TODO: This version differs from ioctl by checking whether fcntl exists // and raising notimplemented if it doesn't; perhaps no difference for us?,,,unknown,yes,0
,"// optional args, so we have IRubyObject[] // TODO: confirm",,,unknown,yes,0
,// TODO: This is almost RubyModule#instance_methods on the metaClass.  Perhaps refactor.,,,unknown,yes,0
,// FIXME: Added this because marshal_spec seemed to reconstitute objects without calling dataWrapStruct // this resulted in object being null after unmarshalling...,,,unknown,yes,0
,// TODO: factor this chunk as in MRI/YARV GETASTER,,,unknown,yes,0
,//TODO: ary_sort_check should be done here,,,unknown,yes,0
,// exit monitor before making call // FIXME: this not being in a finally is a little worrisome,,,unknown,yes,0
,// self = args[0] // SSS FIXME: Verify that this is correct,,,unknown,yes,0
,"// This is for JRUBY-2988, since after a suspend the terminal seems // to need to be reinitialized. Since we can't easily detect suspension, // initialize after every readline. Probably not fast, but this is for // interactive terminals anyway...so who cares?",,,unknown,yes,0
,// TODO: do above but not below for additional newline nodes,,,unknown,yes,0
,"// FIXME This whole thing could probably be implemented as a module and // mixed into appropriate classes, especially if it uses either // IOInput/OutputStream or is smart about the kind of IO-like object // it's being used against.",,,unknown,yes,0
,"// FIXME: bit of a kludge here (non-interface classes assigned to both // class and module fields). simplifies proxy extender code, will go away // when JI is overhauled (and proxy extenders are deprecated).",,,unknown,yes,0
,// FIXME: what should these really be? Numeric?       assert x instanceof RubyComplex && y instanceof RubyComplex;,,,unknown,yes,0
,"// we're depending on the side effect of the load, which loads the class but does not turn it into a script // I don't like it, but until we restructure the code a bit more, we'll need to quietly let it by here.",,,unknown,yes,0
,"// FIXME: we should also support orgs that use capitalized package // names (including, embarrassingly, the one I work for), but this // should be enabled by a system property, as the expected default // behavior for an upper-case value should be (and is) to treat it // as a class name, and raise an exception if it's not found ",,,unknown,yes,0
,"// index for the item // this could probably be more efficient, bailing out on assigning args past the end?",,,unknown,yes,0
,// set up a field for the CacheEntry // TODO: make this an array so it's not as much class metadata; similar to AbstractScript stuff,,,unknown,yes,0
,// TODO: It would be nice to throw a better error for this,,,unknown,yes,0
,// TODO: newTypeError does not offer enough for ruby error string...,,,unknown,yes,0
,// FIX replace type() == ... with isInstanceOf(...),,,unknown,yes,0
,// TODO: no need to calculate every time.,,,unknown,yes,0
,"// SSS FIXME: Pick one of bytelist or string, or add internal conversion methods to convert to the default representation",,,unknown,yes,0
,"// TODO: check if too many open files, GC and try again",,,unknown,yes,0
,"// SSS FIXME: Cannot optimize this without assuming that Range.to_ary method has not redefined. // So for now, return null!",,,unknown,yes,0
,"// TODO: This and recacheRespondsTo needed to be synchronized for JRUBY-3466, // but this degraded performance nearly 2x. It's still faster than MRI, but // a reanalysis of this code may show a faster way to ensure we're caching // safely.",,,unknown,yes,0
,// SSS FIXME: To be done,,,unknown,yes,0
,/* FIXME: arg_concat logic missing for opt_call_args*/,,,unknown,yes,0
,"//TODO: implement, won't do this now",,,unknown,yes,0
,// FIXME: Need to detect magic_comment in 1.9 here for encoding,,,unknown,yes,0
,"//TODO: implement, won't do this now",,,unknown,yes,0
,/* FIXME: We may be intern'ing more than once.*/,,,unknown,yes,0
,// TODO: validate port as numeric,,,unknown,yes,0
,// TODO same zero-length checks as file above,,,unknown,yes,0
,// TODO: this code should really check if a Ruby equals method is implemented or not.,,,unknown,yes,0
,// TODO: Ruby unlocks the string here,,,unknown,yes,0
,// SSS FIXME: Incomplete!,,,unknown,yes,0
,"// SSS FIXME: We need to build debug information tracking into the IR in some fashion // So, these methods below would have to have equivalents in IR_Scope implementations.",,,unknown,yes,0
,// FIXME: Make thread pool threads daemons if necessary,,,unknown,yes,0
,//subList.clear(); // Sublist is supposed to share same backing store as list...TODO in RubyArray. //assertTrue(list.size() == 1);,,,unknown,yes,0
,// TODO: add trace call?,,,unknown,yes,0
,// TODO: call ruby method,,,unknown,yes,0
,"// TODO: build arg list based on number of args, optionals, etc",,,unknown,yes,0
,// TODO: check for ascii string,,,unknown,yes,0
,// SSS FIXME: Traverse up the scope hierarchy to find the constant as long as the parent is a static scope,,,unknown,yes,0
,/* xxx shouldn't check if valid option variable */,,,unknown,yes,0
,// SSS FIXME: Should I be returning the operand constructed here?,,,unknown,yes,0
,/* FIXME: arg_concat missing for opt_call_args*/,,,unknown,yes,0
,"// TODO: Add IR instructions for checking method arity! // s.getVariableCompiler().checkMethodArity(required, opt, rest);",,,unknown,yes,0
,// TODO: Add safety check for taintedness,,,unknown,yes,0
,// FIXME: Ruby 1.9 post args code needs to come here,,,unknown,yes,0
,// TODO: Make sure all appropriate open flags are added to this check.,,,unknown,yes,0
,"// SSS: FIXME: Somewhere here, we need to record information the type of this operand as String",,,unknown,yes,0
,// XXX: Check if it's appropriate type?,,,unknown,yes,0
,// FIXME: Translate this call below! // s.unwrapPassedBlock();,,,unknown,yes,0
,"// if not already defined, we add a 'new' that guesses at which signature to use // TODO: just adding first one right now...add in signature-guessing logic",,,unknown,yes,0
,// TODO: deal with varargs,,,unknown,yes,0
,// SSS FIXME: I added this in.  Is this correct?,,,unknown,yes,0
,// TODO: call ruby method,,,unknown,yes,0
,// TODO: Something about pipe buffer length here,,,unknown,yes,0
,// TODO: MRI also can hadle Bignum here,,,unknown,yes,0
,"// TODO: Ruby truncates string to specific size here, but our bytelist should handle this already?",,,unknown,yes,0
,// TODO: must override in RubyModule to pick up constants,,,unknown,yes,0
,// TODO: handle errors in buffered write by retrying until finished or file is closed,,,unknown,yes,0
,// FIXME: missing arity check,,,unknown,yes,0
,// TODO: must override in RubyModule to pick up constants,,,unknown,yes,0
,// TODO: check the return value here,,,unknown,yes,0
,// TODO: this isn't handling multibyte yet,,,unknown,yes,0
,// TODO: SafeStringValue here,,,unknown,yes,0
,// TODO: no need to calculate every time.,,,unknown,yes,0
,// TODO: This should be something else like a tCHAR,,,unknown,yes,0
,"// FIXME: This needs to happen for lambdas //            args.checkArgCount(runtime, parameters.length);",,,unknown,yes,0
,// TODO: Ruby re-checks that the buffer string hasn't been modified,,,unknown,yes,0
,// ?R  | boolean | True if file is readable by the real uid/gid of the caller // FIXME: Need to implement an readable_real_p in FileTest,,,unknown,yes,0
,// FIXME: don't use RubyIO for this,,,unknown,yes,0
,// TODO: Ruby unlocks the string here,,,unknown,yes,0
,/* FIXME: We may be intern'ing more than once.*/,,,unknown,yes,0
,// FIXME: add text mode to mode flags,,,unknown,yes,0
,"// filter out any Java primitive names // TODO: should check against all Java reserved names here, not just primitives",,,unknown,yes,0
,// FIXME: don't use RubyIO for this,,,unknown,yes,0
,// TODO: we can probably release our references to the constantFields // array and static/instance callback hashes at this point. ,,,unknown,yes,0
,// Do not clone cached methods // FIXME: MRI copies all methods here,,,unknown,yes,0
,"// TODO: check safe, taint on incoming string",,,unknown,yes,0
,/* TODO: MRI is just a when node.  We need this extra logic for IDE consumers (null in casenode statement should be implicit nil)*/,,,unknown,yes,0
,// TODO: Formalize conversion mechanisms between Java and Ruby,,,unknown,yes,0
,//FIXME: When we get JNA3 we need to properly write this to errno.,,,unknown,yes,0
,"// TODO: turn off readable? am I reading this right? // This only seems to be used while duping below, since modes gets // reset to actual modes afterward //fptr->mode &= (m & FMODE_READABLE) ? ~FMODE_READABLE : ~FMODE_WRITABLE;",,,unknown,yes,0
,"// TODO: Someday, enable.",,,unknown,yes,0
,// TODO: make it cross runtime safe by COW or eager copy,,,unknown,yes,0
,// TODO: don't calculate the same value 3 times,,,unknown,yes,0
,// TODO: notify threads waiting on descriptors/IO? probably not...,,,unknown,yes,0
,// FIXME: When we get JNA3 we need to properly write this to errno.,,,unknown,yes,0
,"// FIXME: This needs to happen for lambdas //            args.checkArgCount(runtime, parameters.length);",,,unknown,yes,0
,// FIXME: Pass block down?,,,unknown,yes,0
,// FIXME: Make bodyNode non-null in parser,,,unknown,yes,0
,"// FIXME: Should we make this work with platform's locale, // or continue hardcoding US?",,,unknown,yes,0
,// hack to get right style for input,,,unknown,yes,0
,"// SSS FIXME: This method (at least in the context of multiple assignment) is a little weird. // It calls regular to_ary on the object.  But, if it encounters a method_missing, the value // is inserted into an 1-element array! // try ""a,b,c = 1"" first; then define Fixnum.to_ary method and try it again. // Ex: http://gist.github.com/163551",,,unknown,yes,0
,// FIXME: potentially could just use ByteList here?,,,unknown,yes,0
,"// FIXME: This is currently only here because of some problems with IOOutputStream writing to a ""bare"" runtime without a proper scope",,,unknown,yes,0
,/* FIXME: Consider fixing node_assign itself rather than single case*/,,,unknown,yes,0
,// This is perhaps innefficient timewise?  Optimal spacewise,,,unknown,yes,0
,// end hack,,,unknown,yes,0
,// ignore; job was cancelled // FIXME: Is this ok?,,,unknown,yes,0
,// regular division with some default precision // TODO: proper algorithm to set the precision,,,unknown,yes,0
,// TODO: exec should replace the current process. // This could be possible with JNA. ,,,unknown,yes,0
