Document Title,Abstract,Year,PDF Link,label,code,time
,// TODO Charset ? // $NON-NLS-1$,,,unknown,yes,1572622963
,// Allow variable to be omitted,,,unknown,yes,1572622939
,// TODO Charset ?,,,unknown,yes,1572622937
,// TODO - charset?,,,unknown,yes,1572622935
,// TODO - charset?,,,unknown,yes,1572622934
,// TODO - charset?,,,unknown,yes,1572622932
,// TODO - charset?,,,unknown,yes,1572622930
,// TODO Charset ?,,,unknown,yes,1572622928
,// TODO Charset ?,,,unknown,yes,1572622927
,// TODO Charset ?,,,unknown,yes,1572622924
,// TODO - charset?,,,unknown,yes,1572622923
,// TODO - charset?,,,unknown,yes,1572622921
,// TODO - charset?,,,unknown,yes,1572622920
,// TODO - charset?,,,unknown,yes,1572622918
,// TODO - charset?,,,unknown,yes,1572622916
,// TODO - charset?,,,unknown,yes,1572622914
,// TODO - charset?,,,unknown,yes,1572622912
,// TODO - charset?,,,unknown,yes,1572622911
,// TODO - charset?,,,unknown,yes,1572622909
,// TODO - charset?,,,unknown,yes,1572622907
,// TODO Charset ?,,,unknown,yes,1572622905
,// TODO Charset ?,,,unknown,yes,1572622904
,// TODO - charset?,,,unknown,yes,1572622902
,// TODO - charset?,,,unknown,yes,1572622900
,// TODO - charset?,,,unknown,yes,1572622897
,"/*         * If we are creating a JSR223 element, add the cache key property.         *          * Note that this cannot be done in the JSR223BeanInfoSupport class         * because that causes problems with the group; its properties are         * not always set up before they are needed. This cause various         * issues with the GUI:         * - wrong field attributes (should not allow null)         * - sometimes GUI is completely mangled         * - field appears at start rather than at end.         * - the following warning is logged:         * jmeter.testbeans.gui.GenericTestBeanCustomizer:          * org.apache.jmeter.util.JSR223TestElement#cacheKey does not appear to have been configured         *          * Adding the group here solves these issues, and it's also         * possible to add the key just before the script panel         * to which it relates.         *          * It's not yet clear why this should be, but it looks as though         * createPropertyGroup does not work properly if it is called from         * any subclasses of this class.         *          */",,,unknown,yes,1572622891
,// make sure we log the error,,,unknown,yes,1572622848
,"/* * This is not currently used by JMeter code. * As it uses Sun-specific code (the only such in JMeter), it has been commented out for now. */",,,unknown,yes,1572622835
,"//log.warn(""DEBUG"",ex); // e.g. javax.naming.SizeLimitExceededException: [LDAP: error code 4 - Sizelimit Exceeded]; remaining name '' //                                                123456789012345678901 // TODO: tidy this up",,,unknown,yes,1572622823
,//NOT YET USED private JMeter _parent;,,,unknown,yes,1572622819
,// but we do trap this error to make tests work better,,,unknown,yes,1572622784
,// but we do trap this error to make tests work better,,,unknown,yes,1572622781
,// TODO ?? //OK //OK,,,unknown,yes,1572622766
,"// This cannot be a JMeter class variable, because properties // are not initialised until later.",,,unknown,yes,1572622647
,// TODO ?? (JMeterTreeNode) selectedNode.clone();,,,unknown,yes,1572622629
,// NOTUSED private Class PARSERCLASS = null;,,,unknown,yes,1572622627
,//OK // TODO ??,,,unknown,yes,1572622622
,//OK // TODO ??,,,unknown,yes,1572622620
,// TODO,,,unknown,yes,1572622618
,// TODO,,,unknown,yes,1572622616
,// Maps to contain page and form encodings // TODO - do these really need to be shared between all Proxy instances?,,,unknown,yes,0
,"// TODO - yet another ambiguous name - does it need changing? // See also: Clearable, JMeterGUIComponent",,,unknown,yes,0
,// TODO Is this silent exception intended,,,unknown,yes,0
,// Remember to change this when the class changes ...,,,unknown,yes,0
,"/*     * The following variables are set by StandardJMeterEngine.     * This is done before start() is called, so the values will be published to the thread safely     * TODO - consider passing them to the constructor, so that they can be made final     * (to avoid adding lots of parameters, perhaps have a parameter wrapper object.     */",,,unknown,yes,0
,// TODO should this set the thread names for all the subsamples? // might be more efficient than fetching the name elsewehere,,,unknown,yes,0
,"/*         * Setting SamplingStarted before the contollers are initialised allows         * them to access the running values of functions and variables (however         * it does not seem to help with the listeners)         */",,,unknown,yes,0
,// TODO: remove this useless Entry parameter,,,unknown,yes,0
,// TODO fix this when there is a real implementation,,,unknown,yes,0
,// TODO only clear the relevant entry - if possible...,,,unknown,yes,0
,// Surely this is always null in the constructor?,,,unknown,yes,0
,// TODO why not use the super class value?,,,unknown,yes,0
,// TODO - does not appear to be called directly,,,unknown,yes,0
,"/** * Custom TrustManager ignores all certificate errors * * TODO: implement conditional checking and logging * * (Derived from AuthSSLX509TrustManager in HttpClient contrib directory) */",,,unknown,yes,0
,// NOTE: Source and line arguments are nonsense in a call(). //       Any way to make these arguments *sensible?,,,unknown,yes,0
,// Make it easier to enter a tab (can use \<tab> but that is awkward),,,unknown,yes,0
,// Is it an exception wrapped in a JavaScriptException?,,,unknown,yes,0
,// TODO Why empty block ?,,,unknown,yes,0
,// TODO - perhaps this should be a fatal error?,,,unknown,yes,0
,// clone will produce correct type // TODO but why do we need to clone the list?,,,unknown,yes,0
,// TODO only called by UserParameterXMLParser.getXMLParameters which is a deprecated class,,,unknown,yes,0
,// TODO probably not needed,,,unknown,yes,0
,//TODO - move to JOrphanUtils?,,,unknown,yes,0
,// TODO needs to be synch? Probably not changed after threads have started // JMeter Home directory (excludes trailing separator) // JMeter bin directory (excludes trailing separator),,,unknown,yes,0
,"// Hack: bsh-2.0b5.jar BshScriptEngine implements Compilable but throws ""java.lang.Error: unimplemented""",,,unknown,yes,0
,// TODO only clear the relevant entry - if possible...,,,unknown,yes,0
,// TODO: what is this for?,,,unknown,yes,0
,// TODO should equals and hashCode depend on field other than count?,,,unknown,yes,0
,// TODO is sync really needed?,,,unknown,yes,0
,// TODO temporary hack to avoid unnecessary bug reports for subclasses,,,unknown,yes,0
,// Remember to change this when the class changes ...,,,unknown,yes,0
,// Does not appear to be used yet,,,unknown,yes,0
,//TODO consider using private logs for each derived class,,,unknown,yes,0
,// TODO turn into method?,,,unknown,yes,0
,// Does not appear to be used (yet),,,unknown,yes,0
,"//@GuardedBy(""sampleStore"") TODO perhaps use ConcurrentHashMap ?",,,unknown,yes,0
,// should the samples be aggregated on thread name or thread group (default) ?,,,unknown,yes,0
,//TODO clazz is probably always the same as testclass,,,unknown,yes,0
,// TODO - should this be restored?,,,unknown,yes,0
,//TODO provide proper name?,,,unknown,yes,0
,"// TODO: does it matter that an empty line will terminate the loop? // CSV output files should never contain empty lines, so probably // not // If so, then need to check whether the reader is at EOF",,,unknown,yes,0
,"/*     * TODO - convert to work more like upgrade.properties/NameUpdater.java     *     * Special processing is carried out for the Header Class The String     * property TestElement.name is converted to Header.name for example:     * <elementProp name=""User-Agent""     * elementType=""org.apache.jmeter.protocol.http.control.Header""> <stringProp     * name=""Header.value"">Mozilla%2F4.0+%28compatible%3B+MSIE+5.5%3B+Windows+98%29</stringProp>     * <stringProp name=""TestElement.name"">User-Agent</stringProp>     * </elementProp> becomes <elementProp name=""User-Agent""     * elementType=""org.apache.jmeter.protocol.http.control.Header""> <stringProp     * name=""Header.value"">Mozilla%2F4.0+%28compatible%3B+MSIE+5.5%3B+Windows+98%29</stringProp>     * <stringProp name=""Header.name"">User-Agent</stringProp> </elementProp>     */",,,unknown,yes,0
,"/*     * These must be set before reading/writing the XML. Rather a hack, but     * saves changing all the method calls to include an extra variable.     *     * AFAIK the variables should only be accessed from one thread, so no need to synchronize.     */",,,unknown,yes,0
,// TODO: should this be restored?,,,unknown,yes,0
,// TODO: not used - make private?,,,unknown,yes,0
,// TODO appears to duplicate the threadName field in SampleResult,,,unknown,yes,0
,// Yuck: TIFFImageEncoder uses Error to report runtime problems,,,unknown,yes,0
,"// a check, just in case:",,,unknown,yes,0
,// TODO is this the right thing to do?,,,unknown,yes,0
,// not used,,,unknown,yes,0
,"// results.setResponseCode(""???""); TODO what code should be set here?",,,unknown,yes,0
,// TODO should this implement supportsCustomEditor() ?,,,unknown,yes,0
,"// a check, just in case:",,,unknown,yes,0
,"// Not used, as the <testResult> element is generated by the // ResultCollector class",,,unknown,yes,0
,"/**     * Check if a string is a valid JMeter 'expression'.     * <p>     * The current implementation is very basic: it just accepts any string     * containing ""${"" as a valid expression. TODO: improve, but keep returning     * true for ""${}"".     */",,,unknown,yes,0
,// TODO - use or remove,,,unknown,yes,0
,"// I guess this can happen as a result of a bad // file read? In this case, it would be better to replace the // incorrect value with anything valid, e.g. the default value // for the property. // But for the time being, I just prefer to be aware of any // problems occuring here, most likely programming errors, // so I'll bail out. // (MS Note) Can't bail out - newly create elements have blank // values and must get the defaults. // Also, when loading previous versions of jmeter test scripts, // some values // may not be right, and should get default values - MS // TODO: review this and possibly change to:",,,unknown,yes,0
,// TODO does not work yet; need to determine the sample type,,,unknown,yes,0
,// Programming error: bail out.,,,unknown,yes,0
,// Temporary fix to allow default protocol to be changed,,,unknown,yes,0
,// TODO is this correct?,,,unknown,yes,0
,"// TODO cpercent is the same as cmedian here - why? and why pass it to ""distributionLine""?",,,unknown,yes,0
,// TODO should equals and hashCode depend on field other than count?,,,unknown,yes,0
,// TODO fix this when there is a real implementation,,,unknown,yes,0
,// Code also allows for LF only (not sure why - perhaps because the test code uses it?),,,unknown,yes,0
,// hack to skip processing,,,unknown,yes,0
,// TODO: find a way to avoid the cost of creating a String here -- // probably a new PatternMatcherInput working on a byte[] would do // better.,,,unknown,yes,0
,// TODO should setBaseForScript be called here rather than above?,,,unknown,yes,0
,"// Java 1.6.0_22+ no longer allows Content-Length to be set, so don't check it. // See: http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6996110 // TODO any point in checking the other headers?",,,unknown,yes,0
,"// SampleEvent is not passed JMeterVariables, because they don't make sense for Proxy Recording // TODO - is this the correct threadgroup name?",,,unknown,yes,0
,// TODO needs cleaning up,,,unknown,yes,0
,// $NON-NLS-1$ TODO should this be a variable?,,,unknown,yes,0
,// hack to skip processing,,,unknown,yes,0
,// TODO replace repeated substr() above and below with more efficient method.,,,unknown,yes,0
,"// TODO perhaps make more specific than this? // no point parsing anything else, e.g. GIF ...",,,unknown,yes,0
,// won't work: writeErrorToClient(HttpReplyHdr.formInternalError()); // Generate result (if nec.) and populate it // hack to skip processing,,,unknown,yes,0
,"// TODO - should this be done when the client is created? // If so, then the details need to be added as part of HttpClientKey",,,unknown,yes,0
,// HACK,,,unknown,yes,0
,// May be replaced later,,,unknown,yes,0
,"// TODO hack, to be removed later",,,unknown,yes,0
,// Could we drop the Sync here?,,,unknown,yes,0
,// TODO - should LF-only EOL be allowed? ,,,unknown,yes,0
,// DirContext dc = //TODO perhaps return this?,,,unknown,yes,0
,// $NON-NLS-1$ // TODO - change to use URL version? Will this affect test plans?,,,unknown,yes,0
,// TODO specify collection type without breaking callers,,,unknown,yes,0
,// TODO - can this eever happen?,,,unknown,yes,0
,// All form parameter always have text/plain as mime type //TODO make this a parameter?,,,unknown,yes,0
,// $NON-NLS-1$ // TODO can this be obtained from the file somehow?,,,unknown,yes,0
,// Does not appear to be used,,,unknown,yes,0
,// NOTUSED: GuiPackage guiPack =,,,unknown,yes,0
,// Allow serializable test to work // TODO: is the serializable test necessary now that JMeterTreeNode is // no longer a GUI component?,,,unknown,yes,0
,"/*         * TODO improve string version to better match browser behaviour? e.g.         * do browsers regard http://host/ and http://Host:80/ as the same? If         * so, it would be better to reflect this in the string         */",,,unknown,yes,0
,"// NOTE: the handling of simple- vs. double-quotes could be formally // more accurate, but I can't imagine a session id containing // either, so we should be OK. The whole set of expressions is a // quick hack anyway, so who cares.",,,unknown,yes,0
,// TODO: Does this method need to be public? It isn't currently // called outside of this class.,,,unknown,yes,0
,// TODO correct URL?,,,unknown,yes,0
,"// TODO: Should the method signature of this method be changed to // match the super-implementation (using a TestElement parameter // instead of AbstractListenerElement)? This would require an // instanceof check before adding the listener (below), but would // also make the behavior a bit more obvious for sub-classes -- the // Java rules dealing with this situation aren't always intuitive, // and a subclass may think it is calling this version of the method // when it is really calling the superclass version instead.",,,unknown,yes,0
,// TODO Should this method be synchronized ? all other function execute are,,,unknown,yes,0
,// TODO should the engine be static?,,,unknown,yes,0
,// N.B. Commons IO IOUtils has equivalent methods; these were added before IO was included // TODO - perhaps deprecate these in favour of Commons IO?,,,unknown,yes,0
,// TODO should this be getMin()?,,,unknown,yes,0
,"/*                 * Fix bug: -D arg1=arg2 was causing parse error; however                 * --define arg1=arg2 is OK This seems to be because the parser                 * skips the terminator for the long options, but was not doing                 * so for the short options.                 */",,,unknown,yes,0
,// TODO improve the error handling,,,unknown,yes,0
,// TODO improve the error handling,,,unknown,yes,0
,"/**     * Add logTargets to root logger     * FIXME What's the clean way to add a LogTarget afterwards ?     * @param logTargets LogTarget array     */",,,unknown,yes,0
,"// hack to reduce the need to load every class in non-GUI mode, which only needs functions // TODO perhaps use BCEL to scan class files instead? // class name should contain this string // class name should not contain this string",,,unknown,yes,0
,"/*             * TODO: Exact ordering is only required for some tests; change the             * comparison to do a set compare where necessary.             */",,,unknown,yes,0
,"// TODO field always true, what for ?",,,unknown,yes,0
,// TODO - improve this check,,,unknown,yes,0
,// TODO - could this be return?,,,unknown,yes,0
,"// TODO field always true, what for ?",,,unknown,yes,0
,//very wrong.,,,unknown,yes,0
,// Remember to change this when the class changes ...,,,unknown,yes,0
,// TODO - should this be a failure?,,,unknown,yes,0
,"/*     * Wrapper to convert a JUnit4 class into a TestCase     *     *  TODO - work out how to convert JUnit4 assertions so they are treated as failures rather than errors     */",,,unknown,yes,0
,// Method is broken anyway,,,unknown,yes,0
,// TODO should really return most specific (i.e. longest) match.,,,unknown,yes,0
,"// TODO - should this be done for embedded usage? // Note: the element is a ConfigTestElement when used standalone, so we cannot use FTPSampler access methods",,,unknown,yes,0
,"// TODO: replace all this url2 mess with a proper method // ""areEquivalent(url1, url2)"" that // would also ignore case in protocol and host names, etc. -- use that // method in the CookieManager too.",,,unknown,yes,0
,// TODO is this possible?,,,unknown,yes,0
,"/*     * Holder for storing cache details.     * Perhaps add original response later?     */",,,unknown,yes,0
,// TODO not used by GUI,,,unknown,yes,0
,// not currently used,,,unknown,yes,0
,// not used,,,unknown,yes,0
,// should the samples be aggregated on thread name or thread group (default) ?,,,unknown,yes,0
,// TODO is this the best way to do this?,,,unknown,yes,0
,//TODO replace with proper Exception,,,unknown,yes,0
,"// TODO - charset? // TODO this should really be request data, but there is none",,,unknown,yes,0
,// in milli-seconds // TODO: properties?,,,unknown,yes,0
,//TODO - move to JOrphanUtils?,,,unknown,yes,0
,// N.B. Needs to implement Visualizer so that TestBeanGUI can find the correct GUI class,,,unknown,yes,0
,// Can be null (not sure why),,,unknown,yes,0
,//TODO implement other non-text types,,,unknown,yes,0
,// TODO this is not populated currently,,,unknown,yes,0
,// N.B. Needs to implement Visualizer so that TestBeanGUI can find the correct GUI class // TODO - remove UnsharedComponent ? Probably does not make sense for a TestBean.,,,unknown,yes,0
,// $NON-NLS-1$ // TODO - use a different format here?,,,unknown,yes,0
,// NOTUSED: long[] longSample = getSamples(); // load each node,,,unknown,yes,0
,"//This can lead to code smell, meh! Do we care",,,unknown,yes,0
,// TODO is this ever used?,,,unknown,yes,0
,// Programming error: bail out.,,,unknown,yes,0
,// Settings; readResolve sets these from the server/client values as appropriate // TODO would be nice to make these final; not 100% sure volatile is needed as not changed after creation,,,unknown,yes,0
,// Maybe move to vector if MT problems occur,,,unknown,yes,0
,// All keys in messages.properties are lowercase (historical reasons?),,,unknown,yes,0
,//NOT USED protected double[][] data = null;,,,unknown,yes,0
,// Programming error: bail out.,,,unknown,yes,0
,// Programming error: bail out.,,,unknown,yes,0
,//TODO do this more efficiently,,,unknown,yes,0
,// TODO - should this use setFirst() ?,,,unknown,yes,0
,// Programming error: bail out.,,,unknown,yes,0
,"/*     *     * A Dom tree panel for to display response as tree view author <a     * href=""mailto:d.maung@mdl.com"">Dave Maung</a>      * TODO implement to find any nodes in the tree using TreePath.     *     */",,,unknown,yes,0
,// TODO: Does this method need to be public? It isn't currently // called outside of this class.,,,unknown,yes,0
,"/*         * Does the system support UNC paths? If so, may need to fix them up         * later         */",,,unknown,yes,0
,// Not used,,,unknown,yes,0
,// TODO should this be indeterminate? // TODO should this be indeterminate? //$NON-NLS-1$ //$NON-NLS-1$,,,unknown,yes,0
,// houston we have a problem !!,,,unknown,yes,0
,// Programming error: bail out.,,,unknown,yes,0
,// TODO should this throw an error?,,,unknown,yes,0
,// Programming error: bail out.,,,unknown,yes,0
,// TODO: Why do we clone the return value? This is the only reference // to it (right?) so we shouldn't need a separate copy.,,,unknown,yes,0
,"/*     * Fix bug in JVMs that return true/false rather than True/False     * from the type editor getAsText() method     */",,,unknown,yes,0
,// Should this also fail the sample? // Can happen for incorrect XPath expression,,,unknown,yes,0
,// TODO - why does null property have a value?,,,unknown,yes,0
,//int contentLength = httpMethod.getResponseContentLength();Not visible ... //TODO size ouststream according to actual content length,,,unknown,yes,0
,"// This would be sensible, but does not work: // public int hashCode() // { // return propMap.hashCode(); // }",,,unknown,yes,0
,// FIXME Due to startEngine being commented engine will always be null //private StandardJMeterEngine engine;,,,unknown,yes,0
,// NOTE: these lines center the about dialog in the // current window. Some older Swing versions have // a bug in getLocationOnScreen() and they may not // make this behave properly.,,,unknown,yes,0
,// TODO - how can this be null?,,,unknown,yes,0
,// TODO display warning dialog as this can take some time,,,unknown,yes,0
,// TODO: may not work on all OSes?,,,unknown,yes,0
,"/*     * TODO: error counting needs to be sorted out.     *     * At present the Statistical Sampler tracks errors separately     * It would make sense to move the error count here, but this would     * mean lots of changes.     * It's also tricky maintaining the count - it can't just be incremented/decremented     * when the success flag is set as this may be done multiple times.     * The work-round for now is to do the work in the StatisticalSampleResult,     * which overrides this method.     * Note that some JMS samplers also create samples with > 1 sample count     * Also the Transaction Controller probably needs to be changed to do     * proper sample and error accounting.     * The purpose of this work-round is to allow at least minimal support for     * errors in remote statistical batch mode.     *     */",,,unknown,yes,0
,// TODO: doesn't putting this here mark the tree as // saved even though a failure may occur later?,,,unknown,yes,0
,"// TODO - fix so that this is only called once per test, instead of at every clone // Perhaps save previous filename, and only load if it has changed?",,,unknown,yes,0
,// Bug in above method,,,unknown,yes,0
,// TODO should we call test listeners? That might hang too ... //$NON-NLS-1$ // default is true,,,unknown,yes,0
,"/** * The SSLManager handles the KeyStore information for JMeter. Basically, it * handles all the logic for loading and initializing all the JSSE parameters * and selecting the alias to authenticate against if it is available. * SSLManager will try to automatically select the client certificate for you, * but if it can't make a decision, it will pop open a dialog asking you for * more information. * * TODO: does not actually prompt * */",,,unknown,yes,0
,"/*     * URGENT: TODO - sort out equals and hashCode() - at present equal     * instances can/will have different hashcodes - problem is, when a proper     * hashcode is used, tests stop working, e.g. listener data disappears when     * switching views... This presumably means that instances currently     * regarded as equal, aren't really equal.     *     * @see java.lang.Object#hashCode()     */",,,unknown,yes,0
,"// TODO - removes the nodes from the CheckDirty map - should it be done later, in case some can't be removed?",,,unknown,yes,0
,// TODO turn into parameter?,,,unknown,yes,0
,// TODO: should this just call super()?,,,unknown,yes,0
,// TODO improve this,,,unknown,yes,0
,// TODO do contentType and/or dataEncoding belong in HTTPSampleResult instead?,,,unknown,yes,0
,// TODO - needs more work ...,,,unknown,yes,0
,// Maybe move to vector if MT problems occur,,,unknown,yes,0
,// TODO: This method doesn't appear to be used.,,,unknown,yes,0
,// TODO is this really necessary?,,,unknown,yes,0
,// hack to skip processing,,,unknown,yes,0
,// TODO should we allow null for non-primitive types?,,,unknown,yes,0
,// TODO - not sure this is the best method,,,unknown,yes,0
,"/*         * Ensure that the sample variables are correctly initialised for each run.         * TODO is this the best way to do this? should it be done elsewhere ?         */",,,unknown,yes,0
,// Hack to allow external control,,,unknown,yes,0
,// TODO - why use space?,,,unknown,yes,0
,"// TODO should this also clear isDynamic, rawParameters, permanentResults?",,,unknown,yes,0
,// TODO should level be more than debug ?,,,unknown,yes,0
,// TODO should level be more than debug ?,,,unknown,yes,0
,"// This is effectively the same as saver.toXML(Object, Writer) except we get to provide the DataHolder // Don't know why there is no method for this in the XStream class",,,unknown,yes,0
,// TODO fix up for Nimbus LAF,,,unknown,yes,0
,"/** * FIXME Why is searchTF not getting focus correctly after having been setVisible(false) once */",,,unknown,yes,0
,// TODO does not appear to be used,,,unknown,yes,0
,// MenuBar related methods // TODO: Do we really need to have all these menubar methods duplicated // here? Perhaps we can make the menu bar accessible through GuiPackage?,,,unknown,yes,0
,// TODO: This method doesn't appear to be used.,,,unknown,yes,0
,// TODO - why use space?,,,unknown,yes,0
,"/*     * TODO consider removing this method, and providing method wrappers instead.     * This would allow the Gui package to do any additional clearups if required,     * as has been done with clearTestPlan()    */",,,unknown,yes,0
,//Maybe do nothing at all?,,,unknown,yes,0
,"/*     * NOTUSED private void initButtonMap() { }     */",,,unknown,yes,0
,"// TODO: I believe the following code (to the end of the method) is // obsolete, // since NamePanel no longer seems to be the GUI for any component:",,,unknown,yes,0
,//avoid error in ant task tests (good way?),,,unknown,yes,0
,// Does not appear to be used; called by MainFrame#setEditAddMenu() but that is not called,,,unknown,yes,0
,"/** * Aggregates sample results for use by the Statistical remote batch mode. * Samples are aggregated by the key defined by getKey(). * TODO: merge error count into parent class? */",,,unknown,yes,0
,// TODO should errors be thrown back through RMI?,,,unknown,yes,0
,"/*                 * JMeterTreeNode and TestBeanGUI are special GUI classes, and                 * aren't intended to be added to menus                 *                 * TODO: find a better way of checking this                 */",,,unknown,yes,0
,// not used,,,unknown,yes,0
,// not used,,,unknown,yes,0
,// not used,,,unknown,yes,0
,// not used,,,unknown,yes,0
,// TODO - perhaps save other items such as headers?,,,unknown,yes,0
,// TODO should class implement SampleListener?,,,unknown,yes,0
,"/*             * Add fix for Deadlocks, see:             *              * See https://issues.apache.org/bugzilla/show_bug.cgi?id=48350            */",,,unknown,yes,0
,// TODO does not appear to be used,,,unknown,yes,0
,// TODO - is this needed?,,,unknown,yes,0
,// TODO: This class looks a lot like ArgumentsPanel. What exactly is the // difference? Could they be combined? // Note: it seems that this class is not actually used ...,,,unknown,yes,0
,// TODO - should we call start() and stop()?,,,unknown,yes,0
,// Not used,,,unknown,yes,0
,"// TODO: I believe the following code (to the end of the method) is // obsolete, // since NamePanel no longer seems to be the GUI for any component:",,,unknown,yes,0
,// Method is broken anyway,,,unknown,yes,0
,// TODO is this a sensible number? //$NON-NLS-1$,,,unknown,yes,0
,// TODO work out how to search the XML pane,,,unknown,yes,0
,// TODO is this sensible?,,,unknown,yes,0
,"/*         * Not clear what can cause this ? conflicting versions perhaps         */",,,unknown,yes,0
,//TODO replace with proper Exception // return with an error,,,unknown,yes,0
,//TODO: validate contentType for reasonable types?,,,unknown,yes,0
,"/*     * Mask values for TEST_TYPE TODO: remove either MATCH or CONTAINS - they     * are mutually exckusive     */",,,unknown,yes,0
,// TODO ought to be a FileChooser ...,,,unknown,yes,0
,// Allow JMeter to render frames (and relative images) // Must be done after setContentType [Why?],,,unknown,yes,0
,// TODO - is this used? (apart from test code),,,unknown,yes,0
,// TODO: should this be clearData()?,,,unknown,yes,0
,"/**     * Provide a description of this timer class.     *     * TODO: Is this ever used? I can't remember where. Remove if it isn't --     * TODO: or obtain text from bean's displayName or shortDescription.     *     * @return the description of this timer class.     */",,,unknown,yes,0
,"/*             * Provide dummy implementations to suppress download and display of             * related resources: - FRAMEs - IMAGEs TODO create better dummy             * displays TODO suppress LINK somehow             */",,,unknown,yes,0
,// TODO should this be JTLSAVER? Only seems to be called by MonitorHealthVisualzer,,,unknown,yes,0
,// TODO: Make the running indicator its own class instead of a JButton,,,unknown,yes,0
,"// If child of TransactionController is a ThroughputController and TPC does // not sample its children, then we will have this // TODO Should this be at warn level ?",,,unknown,yes,0
,// Hack to allow automated tests to find when test has ended //transient boolean testEnded = false;,,,unknown,yes,0
,// TODO could these be done earlier (or just once?),,,unknown,yes,0
,// Hack to resolve ModuleControllers in non GUI mode,,,unknown,yes,0
,// add a system property so samplers can check to see if JMeter // is running in NonGui mode // $NON-NLS-1$ // TODO - why does it create a new instance?,,,unknown,yes,0
,"/*         * A little hack - add each listener to the start of the list - this         * ensures that the thread running the show is the first listener and         * can modify certain values before other listeners are called.         */",,,unknown,yes,0
,// TODO: move this to components -- the only reason why it's in core is because // it's used as a guinea pig by a couple of tests.,,,unknown,yes,0
,"// TODO this bit of code needs to be tidied up // Unfortunately ModuleController is in components, not core // Bug 47165",,,unknown,yes,0
,// TODO is null correct?,,,unknown,yes,0
,// TODO - how to handle thread stopped here,,,unknown,yes,0
,// Slight hack - we need to ensure the TestClass is not reset by the previous call,,,unknown,yes,0
,// TODO should this be called if basedir == null?,,,unknown,yes,0
,// TODO - should the encoding be configurable? // $NON-NLS-1$,,,unknown,yes,0
,"// TODO Method with 0 reference, really useful ?",,,unknown,yes,0
,"// TODO Method with 0 reference, really useful ?",,,unknown,yes,0
,// Maybe we should consider creating a global cache for the // random files to make JMeter more efficient.,,,unknown,yes,0
,// Maybe we should consider creating a global cache for the // random files to make JMeter more efficient.,,,unknown,yes,0
,"/*                 * JMeterTreeNode and TestBeanGUI are special GUI classes, and                 * aren't intended to be added to menus                 *                 * TODO: find a better way of checking this                 */",,,unknown,yes,0
,// MenuBar related methods // TODO: Do we really need to have all these menubar methods duplicated // here? Perhaps we can make the menu bar accessible through GuiPackage?,,,unknown,yes,0
,// TODO set different status if not enough messages found?,,,unknown,yes,0
,// TODO fix this when there is a real implementation,,,unknown,yes,0
,// Allow serializable test to work // TODO: is the serializable test necessary now that JMeterTreeNode is // no longer a GUI component?,,,unknown,yes,0
,"/** * FIXME BROKEN CODE */",,,unknown,yes,0
,// NOTUSED private String chosenFile;,,,unknown,yes,0
