Document Title,Abstract,Year,PDF Link,label,code,time
,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,,,unknown,yes,0
,//TODO: implement this method properly,,,unknown,yes,0
,// FIXME: Clone the attributed string if it is not null,,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,//FIXME we should really assert a value here,,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// FIXME: this attribute is never used - deprecate?,,,unknown,yes,0
,// TODO: complete this,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// FIXME: No getValueFormat() method?,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// TODO: need to fetch this from localised resources,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// FIXME:  it probably makes sense to allocate an array of 256 Colors // and lazily populate this array...,,,unknown,yes,0
,"// now we handle some special cases - yes, UGLY code alert!",,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// unused in parent,,,unknown,yes,0
,// TODO: check threshold,,,unknown,yes,0
,//TODO replace getSize by getBounds ?,,,unknown,yes,0
,// TODO Revert to SVN revision 2469 in JFreeChart 1.0.16 //      (MultipleGradientPaint's / JDK issues) // TODO THEN: change visibility of ALL darker(...) Methods EXCEPT //      darker(Paint) to private!,,,unknown,yes,0
,// CREATE ENTITIES // FIXME:  these methods should be defined,,,unknown,yes,0
,// TODO: URLEncode?,,,unknown,yes,0
,"// now handle specific plot types (and yes, I know this is some // really ugly code that has to be manually updated any time a new // plot type is added - I should have written something much cooler, // but I didn't and neither did anyone else).",,,unknown,yes,0
,"// here's a quirk - the API has been defined in terms of a plain // TimePeriod, which cannot make use of the timezone and locale // specified in the constructor...so we only do the time zone // pegging if the period is an instanceof RegularTimePeriod",,,unknown,yes,0
,//FIXME we should really assert a value here,,,unknown,yes,0
,"// all attributes are immutable, so we can just return the super.clone() // FIXME: in fact, the generator itself is immutable, so cloning is // not necessary",,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// FIXME: this should generate a series change event,,,unknown,yes,0
,// TODO: implement this properly,,,unknown,yes,0
,// TODO: this must be wrong...,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// TODO:  add constructors for combinations of number and date formatters.,,,unknown,yes,0
,"// calculate the adjusted data area taking into account the 3D effect... // this assumes that there is a 3D renderer, all this 3D effect is a // bit of an ugly hack...",,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// FIXME: the XYItemRenderer interface doesn't specify the // getAnnotations() method but it should,,,unknown,yes,0
,"// FIXME: implement this, low priority",,,unknown,yes,0
,// TODO:  this attribute should be transferred to the renderer state.,,,unknown,yes,0
,// TODO find a better localization key,,,unknown,yes,0
,// do we need to update the crosshair values?,,,unknown,yes,0
,//TODO: shift block over to right,,,unknown,yes,0
,// FIXME: need a locale as well as a timezone,,,unknown,yes,0
,//TODO: shift block right by half,,,unknown,yes,0
,// hack to ensure the newly created awt fonts will be rendered with the // same height as the swt one,,,unknown,yes,0
,// TODO: we didn't check the width yet,,,unknown,yes,0
,// TODO: implement properly,,,unknown,yes,0
,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,,,unknown,yes,0
,// first determine the size of the chart rendering area... // TODO workout insets for SWT,,,unknown,yes,0
,// TODO: for now we are ignoring the height constraint,,,unknown,yes,0
,"// TODO: it might be a good idea to keep a reference to the color // specified in setPaint() or setColor(), rather than creating a // new object every time getPaint() is called.",,,unknown,yes,0
,//TODO: shift block down to bottom,,,unknown,yes,0
,// TODO:  the subplot areas needs to be moved out of the plot into the plot //        state,,,unknown,yes,0
,// TODO: to be implemented,,,unknown,yes,0
,// TODO: we didn't check the height yet,,,unknown,yes,0
,// FIRST_MONDAY_AFTER_1900 = cal.getTime().getTime(); // preceding code won't work with JDK 1.3,,,unknown,yes,0
,// todo: not serialized yet,,,unknown,yes,0
,"// FIXME: we've cloned the chart, but the dataset(s) aren't cloned // and we should do that",,,unknown,yes,0
,// TODO: we didn't check the height yet,,,unknown,yes,0
,//return cal.getTimeInMillis(); // preceding code won't work with JDK 1.3,,,unknown,yes,0
,// TODO: Check this result...,,,unknown,yes,0
,// TODO: Check this result...,,,unknown,yes,0
,// TODO: move to plot state,,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// FIXME:  this code means that it is not possible to use more than // one domain axis for the combined plots...,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// TODO: rotate the image when drawn with horizontal orientation?,,,unknown,yes,0
,"// TODO: In JFreeChart 1.2.0, put this method in the // CategoryItemRenderer interface",,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// TODO:  this attribute should be transferred to the renderer state.,,,unknown,yes,0
,// unused in parent,,,unknown,yes,0
,// a redraw should NOT trigger another change event,,,unknown,yes,0
,"// TODO: could change this to itemFillPaint().  For backwards // compatibility, it might require a useFillPaint flag.",,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// end of workaround,,,unknown,yes,0
,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,,,unknown,yes,0
,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,//FIXME we should really assert a value here,,,unknown,yes,0
,// TODO:  move the above to the plot state,,,unknown,yes,0
,// TODO: for now we are ignoring the height constraint,,,unknown,yes,0
,// TODO: fix output when this flag is set to true,,,unknown,yes,0
,// do we need to update the crosshair values?,,,unknown,yes,0
,// TODO: to be implemented,,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// TODO: to be implemented,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// TODO: to be implemented,,,unknown,yes,0
,// TODO : complete this,,,unknown,yes,0
,// do we need to update the crosshair values?,,,unknown,yes,0
,// do we need to update the crosshair values?,,,unknown,yes,0
,//FIXME we should really assert a value,,,unknown,yes,0
,"// TO DO:  these annotations only work with XYPlot, see if it is possible to // make ContourPlot a subclass of XYPlot (DG);",,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,"// we'll have to use the method in the interface, but // this doesn't have the paint and stroke settings...",,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,"// TODO: For JFreeChart 1.2.0, this method should go in the //       ShapeUtilities class",,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// TODO: implement this properly,,,unknown,yes,0
,// FIXME:  need a locale as well as a timezone,,,unknown,yes,0
,// FIXME: this attribute is never used - deprecate?,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// not used by plot,,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// needs to be improved !!!,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// TODO:  this needs to move into the renderer state,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// TODO: implement the entity for the annotation,,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// FIXME better ask the renderer instead of DatasetUtilities,,,unknown,yes,0
,// TODO: is this a good idea?,,,unknown,yes,0
,//TODO: shift block down by half,,,unknown,yes,0
,// report this?,,,unknown,yes,0
,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,,,unknown,yes,0
,/// a kludge to make everything work when no rows returned,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// TODO: is this a good idea?,,,unknown,yes,0
,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,,,unknown,yes,0
,// this may be obsolete (not used anywhere),,,unknown,yes,0
,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,"// TODO: I think we need to make sure the keys are actually cloned, // whereas the stroke instances are always immutable so they're OK",,,unknown,yes,0
,// the plot field is NOT tested,,,unknown,yes,0
,"/** * An annotation that allows an image to be placed at some location on * an {@link XYPlot}. * * TODO:  implement serialization properly (image is not serializable). */",,,unknown,yes,0
,// FIXME:  implement this...,,,unknown,yes,0
,// not implemented,,,unknown,yes,0
,// TODO: draw the interval marker with a 3D effect,,,unknown,yes,0
,// TODO see if we need to apply some line color and style to the // axis traces,,,unknown,yes,0
,// could make this configurable,,,unknown,yes,0
,// TODO: draw the interval marker with a 3D effect,,,unknown,yes,0
,// FIXME: show a dialog with the error,,,unknown,yes,0
,// FIXME: show a dialog with the error,,,unknown,yes,0
,"/**     * Returns a string representing the week (e.g. ""Week 9, 2002"").     *     * TODO: look at internationalisation.     *     * @return A string representing the week.     */",,,unknown,yes,0
,"// TODO: I think we need to make sure the keys are actually cloned, // whereas the paint instances are always immutable so they're OK",,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// FIXME: this attribute is not used - deprecate?,,,unknown,yes,0
,// TODO: use a generator here,,,unknown,yes,0
,// FIXME: clone generator,,,unknown,yes,0
,// I know it's bad to create object. better idea?,,,unknown,yes,0
,// I know it's bad to create object. better idea?,,,unknown,yes,0
,// FIXME: Check that there isn't already a series with the same key,,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,"// TODO: it might be a good idea to keep a reference to the color // specified in setPaint() or setColor(), rather than creating a // new object every time getPaint() is called.",,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// defer argument checking,,,unknown,yes,0
,// defer argument checking...,,,unknown,yes,0
,// result = this.workingCalendar.getTimeInMillis(); // preceding code won't work with JDK 1.3,,,unknown,yes,0
,// make array of exceptions,,,unknown,no,1572622477
,//deal with plot appearance,,,unknown,no,1572622475
,// this generates the change event too,,,unknown,no,1572622473
,// this generates the change event too,,,unknown,no,1572622472
,"// If the line is not wrapping, then parent is OK",,,unknown,no,1572622470
,// make a time zone with no DST for our Calendar calculations,,,unknown,no,1572622468
,// get a reference to the plot for further customisation...,,,unknown,no,1572622465
,// grab the plot's annotations,,,unknown,no,1572622463
,// handle rendering separately for the two plot orientations...,,,unknown,no,1572622462
,/*CategoryPlot plot =*/,,,unknown,no,1572622459
,/*CategoryPlot plot =*/,,,unknown,no,1572622446
,// now process the plot if there is one,,,unknown,no,1572622444
,/*CategoryPlot plot =*/,,,unknown,no,1572622442
,// change the generator and make sure it only affects p1,,,unknown,no,1572622441
,// change the generator and make sure it only affects p1,,,unknown,no,1572622440
,// if negative then set flag and make positive,,,unknown,no,1572622437
,// if negative then set flag and make positive,,,unknown,no,1572622436
,// work out the average for the earlier values...,,,unknown,no,1572622434
,// work out the average for the earlier values...,,,unknown,no,1572622433
,// call parent method // setup flag based on bounds values,,,unknown,no,1572622430
,// line,,,unknown,no,1572622417
,// now do the work...,,,unknown,no,1572622408
,// send a dataset change event to self to trigger plot change event,,,unknown,no,1572622398
,// send a dataset change event to self to trigger plot change event,,,unknown,no,1572622398
,// send a dataset change event to self to trigger plot change event,,,unknown,no,1572622397
,// the following code handles the line for the y-values...it's // all done by code in the super class,,,unknown,no,1572622394
,// verify that the plot is listening to the cloned renderer,,,unknown,no,1572622390
,/* Number end = */,,,unknown,no,1572622373
,// calculate sub-plot area,,,unknown,no,1572622371
,// calculate sub-plot area,,,unknown,no,1572622365
,// calculate sub-plot area,,,unknown,no,1572622364
,// calculate sub-plot area,,,unknown,no,1572622363
,// calculate the result as if no exceptions,,,unknown,no,1572622362
,// calculate constant values,,,unknown,no,1572622359
,// cached values used for interface DomainInfo:,,,unknown,no,1572622357
,//negative values not allowed,,,unknown,no,1572622354
,//negative values are allowed,,,unknown,no,1572622352
,// make the change (if it's not a duplicate time period)...,,,unknown,no,1572622336
,// plot,,,unknown,no,1572622326
,// '+' because v is negative,,,unknown,no,1572622325
,// parent plot...,,,unknown,no,1572622318
,// parent plot...,,,unknown,no,1572622317
,// pass the click on to the plot... // rely on the plot to post a plot change event and redraw the chart...,,,unknown,no,1572622314
,//get the coordinates of the original GradientPaint,,,unknown,no,0
,// frame,,,unknown,no,0
,// outlinePaint,,,unknown,no,0
,// not first or last tick on graph and value // is 1.0 //change value to 0.0 //indicate zero tick //create label for tick,,,unknown,no,0
,// negative paint,,,unknown,no,0
,// paint,,,unknown,no,0
,// dial cap,,,unknown,no,0
,"// not a HighLowDataset, so just draw a line connecting this point // with the previous point...",,,unknown,no,0
,// valueAnchor,,,unknown,no,0
,// set up popup menu...,,,unknown,no,0
,// outlineStroke,,,unknown,no,0
,// view,,,unknown,no,0
,// five dates to check...,,,unknown,no,0
,// test a default instance,,,unknown,no,0
,//cursor = midX - COLUMN_RADIUS - AXIS_GAP;,,,unknown,no,0
,// check that the listener lists are independent,,,unknown,no,0
,// majorTickLength,,,unknown,no,0
,// radius,,,unknown,no,0
,// check that the generator has been cloned,,,unknown,no,0
,// outlineStrokeList,,,unknown,no,0
,// check a series with four items,,,unknown,no,0
,// check that the listener lists are independent,,,unknown,no,0
,// TBLRC // 00000 - no items,,,unknown,no,0
,// check that the generator has been cloned,,,unknown,no,0
,// layer,,,unknown,no,0
,// angle,,,unknown,no,0
,//    /** Insets text field. */ //    private InsetsTextField tickLabelInsetsTextField; // //    /** Label insets text field. */ //    private InsetsTextField labelInsetsTextField;,,,unknown,no,0
,// fill paint,,,unknown,no,0
,// apply the margins - these should apply to the exponent range,,,unknown,no,0
,// try a default instance,,,unknown,no,0
,// standard ResourceBundle behaviour,,,unknown,no,0
,// check a series with one item,,,unknown,no,0
,// check that a null dataset returns null bounds,,,unknown,no,0
,// font,,,unknown,no,0
,// populate deprecated fields,,,unknown,no,0
,// check retrieve value by index,,,unknown,no,0
,// background,,,unknown,no,0
,// suppresses compiler warning,,,unknown,no,0
,//// SECTION OUTLINE PAINT ////////////////////////////////////////////////,,,unknown,no,0
,// add a value to the second series,,,unknown,no,0
,// actually removes a1,,,unknown,no,0
,// check that the generator has been cloned,,,unknown,no,0
,// radius,,,unknown,no,0
,// check for unknown column,,,unknown,no,0
,// check that the listener lists are independent,,,unknown,no,0
,// check that the listener lists are independent,,,unknown,no,0
,// test a default instance,,,unknown,no,0
,"// if there are only null items, we get a NaNRange",,,unknown,no,0
,// radius,,,unknown,no,0
,// copy the middle three items...,,,unknown,no,0
,// visible,,,unknown,no,0
,// deregister the collection as a change listener to each series in the // collection,,,unknown,no,0
,// shape,,,unknown,no,0
,"// now remove a3, but since a3.equals(a1), this will in fact remove // a1...",,,unknown,no,0
,"// if the axis is not visible, no additional space is required...",,,unknown,no,0
,// check an inherited attribute,,,unknown,no,0
,"// we don't know anything about the ordering of the x-values, // so we iterate until we find the first crossing of x (if any) // we know there are at least 2 items in the series at this point",,,unknown,no,0
,// outline stroke index,,,unknown,no,0
,// check negative index throws exception,,,unknown,no,0
,// outlineStroke,,,unknown,no,0
,// now try to reject equality,,,unknown,no,0
,// stroke,,,unknown,no,0
,// draw median,,,unknown,no,0
,// shape index,,,unknown,no,0
,// check key order,,,unknown,no,0
,// check that the listener lists are independent,,,unknown,no,0
,// check the case where there is a secondary dataset that doesn't // have a renderer (i.e. falls back to renderer 0),,,unknown,no,0
,// try a few checks to ensure that the clone is independent of the // original,,,unknown,no,0
,// radius,,,unknown,no,0
,// nothing is drawn if the row index is not included in the list with // the indices of the visible rows...,,,unknown,no,0
,// locale should not matter here,,,unknown,no,0
,// check that empty dataset is handled OK,,,unknown,no,0
,// outline stroke,,,unknown,no,0
,// angle,,,unknown,no,0
,// foreground paint,,,unknown,no,0
,// tick mark stroke...,,,unknown,no,0
,// majorTickStroke,,,unknown,no,0
,// confirm overwriting an existing value,,,unknown,no,0
,// frameAnchor,,,unknown,no,0
,// START: check d0 and d1,,,unknown,no,0
,"// 'negativeItemLabelAnchor' : immutable, no need to clone reference",,,unknown,no,0
,// test a default instance,,,unknown,no,0
,// dataset index,,,unknown,no,0
,// clear a mapping,,,unknown,no,0
,// test a custom instance,,,unknown,no,0
,// nothing to do,,,unknown,no,0
,// templateValue,,,unknown,no,0
,// correct outcome,,,unknown,no,0
,//////////////////////////////////////////////////////////////////////////// // constructors and factory methods ////////////////////////////////////////////////////////////////////////////,,,unknown,no,0
,// inner radius,,,unknown,no,0
,"// The split may occur in either x splitted segments, if any, but // not in both",,,unknown,no,0
,// foregroundPaint,,,unknown,no,0
,"// now when the default group is mapped to, it shouldn't increase the // group count...",,,unknown,no,0
,// stroke,,,unknown,no,0
,"// first arrange without constraints, then see if the width fits // within the required range...if not, call arrangeFN() at max width",,,unknown,no,0
,// outer radius,,,unknown,no,0
,// a column of all null values is still counted...,,,unknown,no,0
,// test a default instance,,,unknown,no,0
,"// we use ValueMarker for the tests, because we need a concrete // subclass...",,,unknown,no,0
,// test a default instance,,,unknown,no,0
,//negative values not allowed //parameter value is > 0 // The Math.log() function is based on e not 10.,,,unknown,no,0
,// dateFormatOverride,,,unknown,no,0
,// set up the category names...,,,unknown,no,0
,// test a default instance,,,unknown,no,0
,// continue and separate the labels only if necessary,,,unknown,no,0
,// sometimes the last few days of the year are considered to fall in // the *first* week of the following year.  Refer to the Javadocs for // GregorianCalendar.,,,unknown,no,0
,// label,,,unknown,no,0
,// TBLRC // 01000 - bottom item only,,,unknown,no,0
,// legendTextFont,,,unknown,no,0
,"// it is unlikely that 'state' will be null, but check anyway...",,,unknown,no,0
,"// add series to collection 1, should be not equal",,,unknown,no,0
,// check a series with no items,,,unknown,no,0
,// first test for equality (contains or contained),,,unknown,no,0
,// five dates to check...,,,unknown,no,0
,// five dates to check...,,,unknown,no,0
,// now remove series 2 from collection 2,,,unknown,no,0
,// check a series with no items,,,unknown,no,0
,// NEGATIVE ITEM LABEL ANCHOR,,,unknown,no,0
,// failed,,,unknown,no,0
,// now check autoPopulate==true,,,unknown,no,0
,// ITEM_LABEL_FONT,,,unknown,no,0
,// baseLegendTextFont,,,unknown,no,0
,// OUTLINE PAINT,,,unknown,no,0
,// legendShape,,,unknown,no,0
,// five dates to check...,,,unknown,no,0
,// five dates to check...,,,unknown,no,0
,// ITEM_LABELS_VISIBLE,,,unknown,no,0
,// baseLegendShape,,,unknown,no,0
,// now check autoPopulate==true,,,unknown,no,0
,// insets,,,unknown,no,0
,// baseOutlinePaint,,,unknown,no,0
,// baseOutlinePaint,,,unknown,no,0
,// SHAPE,,,unknown,no,0
,/* BufferedImage image = */,,,unknown,no,0
,// itemLabelAnchorOffset,,,unknown,no,0
,"// if no initial zoom point was set, ignore dragging...",,,unknown,no,0
,// baseItemLabelPaint,,,unknown,no,0
,/* y-axis label */,,,unknown,no,0
,// createEntities;,,,unknown,no,0
,// seem to be the same...,,,unknown,no,0
,// five dates to check...,,,unknown,no,0
,// test a customised instance,,,unknown,no,0
,// check a series with two items,,,unknown,no,0
,/*JFreeChart chart =*/,,,unknown,no,0
,// should be equal...,,,unknown,no,0
,// and independent...,,,unknown,no,0
,// positiveBarPaint;,,,unknown,no,0
,// drawYError,,,unknown,no,0
,// START: check d0 and d1,,,unknown,no,0
,// try with gradient paint,,,unknown,no,0
,// and independent...,,,unknown,no,0
,"// we're doing this for testing only, and make sure that we // only add data in descending order by x-value",,,unknown,no,0
,// an empty dataset should return a null range,,,unknown,no,0
,// check a series with two items,,,unknown,no,0
,// check a series with no items,,,unknown,no,0
,/* BufferedImage image = */,,,unknown,no,0
,// check a series with repeating items,,,unknown,no,0
,// check a series with four items,,,unknown,no,0
,// backgroundPaint,,,unknown,no,0
,//private Paint negativeBarPaint;,,,unknown,no,0
,// check a series with three items,,,unknown,no,0
,// key not found,,,unknown,no,0
,// check a series with four items,,,unknown,no,0
,// check a series with three items,,,unknown,no,0
,// check a series with four items,,,unknown,no,0
,// check a series with four items,,,unknown,no,0
,// check that the generator has been cloned,,,unknown,no,0
,// check dataset with two time periods,,,unknown,no,0
,// check a series with three items,,,unknown,no,0
,// check a series with three items,,,unknown,no,0
,// check a series with two items,,,unknown,no,0
,// check a series with three items,,,unknown,no,0
,// check a series with repeating items,,,unknown,no,0
,// sanity check for data area...,,,unknown,no,0
,"// we use ValueMarker for the tests, because we need a concrete // subclass...",,,unknown,no,0
,"// calculate the bar width - this calculation differs from the // BarRenderer calculation because the bars are layered on top of one // another, so there is effectively only one bar per category for // the purpose of the bar width calculation",,,unknown,no,0
,// baseSeriesVisible,,,unknown,no,0
,// baseFillPaint,,,unknown,no,0
,// work out the anchor point,,,unknown,no,0
,// check that setting the max date to something on or before the // current min date works...,,,unknown,no,0
,// get the axis label size and update the space object...,,,unknown,no,0
,// outlinePaintList,,,unknown,no,0
,// adjust for padding...,,,unknown,no,0
,// seriesVisibleList,,,unknown,no,0
,// -------------------- // --- Constructors --- // --------------------,,,unknown,no,0
,// test default instance,,,unknown,no,0
,// can't find any differences,,,unknown,no,0
,// cycle through all the segments contained in the BaseTimeline // exception segment,,,unknown,no,0
,//parameter value is > 10 // The Math.log() function is based on e not 10.,,,unknown,no,0
,// have to use a concrete subclass...,,,unknown,no,0
,// second pass adds shapes where the items are ..,,,unknown,no,0
,// remove a value,,,unknown,no,0
,// itemLabelPaintList,,,unknown,no,0
,// seriesVisible,,,unknown,no,0
,// Unregister the collection as a change listener to each series in // the collection.,,,unknown,no,0
,// try a customised instance,,,unknown,no,0
,// outline paint index,,,unknown,no,0
,// clear the flag,,,unknown,no,0
,// consider time periods to be ordered after general objects,,,unknown,no,0
,// test a custom instance,,,unknown,no,0
,"// the noCodeBaseClassLoader is configured by a call to the // removeCodeBase() method, typically in the init() method of an // applet...",,,unknown,no,0
,// majorTickPaint,,,unknown,no,0
,"// Add the last point (x,0)",,,unknown,no,0
,// majorTickIncrement,,,unknown,no,0
,// try a null dataset - should return a null range,,,unknown,no,0
,// test a customised instance,,,unknown,no,0
,"// 'baseOutlinePaint' : immutable, no need to clone reference",,,unknown,no,0
,"// just the lines, no filling",,,unknown,no,0
,// baseShape,,,unknown,no,0
,// check a series with two items,,,unknown,no,0
,// five dates to check...,,,unknown,no,0
,// nothing to do,,,unknown,no,0
,// negativeItemLabelPosition;,,,unknown,no,0
,// draw the lower shadow...,,,unknown,no,0
,// itemLabelFont,,,unknown,no,0
,"// work out the value, label and position",,,unknown,no,0
,// baseItemLabelFont,,,unknown,no,0
,"// Add the last point (x,0)",,,unknown,no,0
,"// this is not one of our included segment, skip it",,,unknown,no,0
,// null will be returned,,,unknown,no,0
,// ...but this does!,,,unknown,no,0
,"// while the tick labels overlap and there are more tick sizes available, // choose the next bigger label",,,unknown,no,0
,// itemLabelPaint,,,unknown,no,0
,"// no renderer, no gridlines...",,,unknown,no,0
,// baseItemLabelsVisible,,,unknown,no,0
,// create a new space object if one wasn't supplied...,,,unknown,no,0
,// slope,,,unknown,no,0
