Document Title,Abstract,Year,PDF Link,label,code,time
,//REVISIT: do we really need to support block names as in Unicode 3.1 //         or we can just create all the names in IsBLOCKNAME format (XML Schema REC)? //,,,unknown,yes,0
,// REVISIT: Remove this code. // Store port value as string instead of integer.,,,unknown,yes,0
,// REVISIT: Remove this code.,,,unknown,yes,0
,// TODO factor up into GenBaseImpl? //,,,unknown,yes,0
,// TODO handle class cast exception better.,,,unknown,yes,0
,// TODO REMOVE THIS BOGUS EMPTY LINE,,,unknown,yes,0
,// TODO fix the space above,,,unknown,yes,0
,"// this is a fall-back, however, this should never be called",,,unknown,yes,0
,"// Do nothing for now, and avoid propagating the exception.   // How should builders handle cancel?",,,unknown,yes,0
,// Assume that it's an attribute for now. // It will/could become a reference if the type resolves to an EClass. //,,,unknown,yes,0
,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",,,unknown,yes,0
,//DMS  Do a better job with specific exceptions? Just use chained RuntimeExceptions?,,,unknown,yes,0
,"//DMS What if Eclipse is running, but an invalid facade has been specified?  We still should format code, use encoding,...",,,unknown,yes,0
,//DMS should we let this exception out?,,,unknown,yes,0
,//FB TBD can we come up with a better algorithm for choosing the default label feature?,,,unknown,yes,0
,// Unused?,,,unknown,yes,0
,//DMS handle this well.,,,unknown,yes,0
,"// TODO // This assumes we only get a SET notification, which isn't a good assumption. //",,,unknown,yes,0
,// Ensure that this race condition is thread safe; it doesn't matter who wins the race. //,,,unknown,yes,0
,// This is a big festering hack to make the images the right size from the start. //,,,unknown,yes,0
,// TODO deprecate (since getPluginClass() is no longer called) //,,,unknown,yes,0
,// call workaround,,,unknown,yes,0
,// TODO factor up into GenBaseImpl? //,,,unknown,yes,0
,// Unused?,,,unknown,yes,0
,// TODO factor up into GenBaseImpl //,,,unknown,yes,0
,// EATM Call the deprecated method which does the same thing  // but might have an override in older code.,,,unknown,yes,0
,// TODO factor up into GenBaseImpl //,,,unknown,yes,0
,// EATM in JDK 1.4 there will be an indexOf on StringBuffer. //,,,unknown,yes,0
,// line comments at the end of annotations are not a part of the range of annotation // TODO is not including line comments at the end of annotations a bug?,,,unknown,yes,0
,// is this an error???,,,unknown,yes,0
,// EATM must fix isSet bits.,,,unknown,yes,0
,// EATM must fix isSet bits.,,,unknown,yes,0
,//FB Won't compile with VAJ or NO_JIKES  //FB Object adapter = adapterFactory.adapt(mapping);,,,unknown,yes,0
,// is this an error???,,,unknown,yes,0
,// I don't know if we should be run this deferred  // because we might have to give the editor a chance to process the viewer update events  // and hence to update the views first. //  //,,,unknown,yes,0
,// EATM Demand create metadata; needs to depend on processing mode...,,,unknown,yes,0
,// TODO // This is faster than many charAt() calls. //,,,unknown,yes,0
,"// This is a kludge to deal with enumerators, which crash the doSwitch. //",,,unknown,yes,0
,// REVISIT: Remove this code. // Store port value as string instead of integer.,,,unknown,yes,0
,"// if there are multiple variables in declaration,  // separate this variable fragment into a separate declaration",,,unknown,yes,0
,"// Because of the old factoring approach in the create method,  // it might be the case that the state of the old value has changed by the time we get here, // and in that case, we don't want to duplicate the removals in this code. //",,,unknown,yes,0
,// temporary structure to hold node's attributes + namespaces in scope,,,unknown,yes,0
,"// This functionality should eventually go away, as it is replaced by model exporters. // We'll just delegate to the deprecated GenPackage method. The monitor isn't used, so we won't pass it. //",,,unknown,yes,0
,// TODO // I'm concerned that folders will often return 401 or even 403. // So should we consider something to exist even though access if unauthorized or forbidden? //,,,unknown,yes,0
,// TODO Hack that should be removed.,,,unknown,yes,0
,// TODO This is really quite attrocious since there is code that will assume an iterator that returns strings!,,,unknown,yes,0
,// Second alternative should be getModelProject()?,,,unknown,yes,0
,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",,,unknown,yes,0
,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",,,unknown,yes,0
,// EATM This might be better written as a single loop for the EObject case? //,,,unknown,yes,0
,// This is copied from ItemProviderAdapterFactory. //,,,unknown,yes,0
,"// This is a kludge to deal with enumerators, which crash the doSwitch. //",,,unknown,yes,0
,"// This runs the operation, and shows progress. // (It appears to be a bad thing to fork this onto another thread.) //",,,unknown,yes,0
,// TODO This is really quite attrocious since there is code that will assume an iterator that returns strings!,,,unknown,yes,0
,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",,,unknown,yes,0
,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",,,unknown,yes,0
,// EATM Kind of hacky.,,,unknown,yes,0
,"// This runs the operation, and shows progress. // (It appears to be a bad thing to fork this onto another thread.) //",,,unknown,yes,0
,// TODO So what should be the eType be now? //,,,unknown,yes,0
,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",,,unknown,yes,0
,// The label is not used. //,,,unknown,yes,0
,// REVISIT: Remove this code.,,,unknown,yes,0
,// call workaround,,,unknown,yes,0
,// EATM this would be wrong.,,,unknown,yes,0
,"// if there are multiple variables in declaration,  // separate this variable fragment into a separate declaration",,,unknown,yes,0
,// //TBD rethink where exactly some of the following methods belong (GenModel or GenPackage) //,,,unknown,yes,0
,// call the workaround,,,unknown,yes,0
,//TBD return (user selected subset?) of referenced packages that contain super classes of classes in this package.,,,unknown,yes,0
,"// Bug 124306: we should rely on XMLCalendar to normalize Dave value, to ensure that all Date value // fields are taken into account.",,,unknown,yes,0
,// top-label-separator,,,unknown,no,1572363812
,// bottom-label-separator,,,unknown,no,1572363810
,"// Uses a cache to speed up creation of a URI from a string.  The cache // is consulted to see if the URI, less any fragment, has already been // created.  If needed, the fragment is re-appended to the cached URI, // which is considerably more efficient than creating the whole URI from // scratch.  If the URI wasn't found in the cache, it is created using // parseIntoURI() and then cached.  This method should always be used // by string-parsing factory methods, instead of parseIntoURI() directly.",,,unknown,no,1572363809
,// We just woke up.,,,unknown,no,1572363792
,// We just woke up.,,,unknown,no,1572363791
,"// Three arguments are expected: the .xml jControlModel URI, the source java URI, and the target java URI. //",,,unknown,no,1572363787
,"// Three arguments are expected: the .xml getControlModel() URI, the source java URI, and the target java URI. //",,,unknown,no,1572363786
,"// Three arguments are expected: the .xml jControlModel URI, the source java URI, and the target java URI. //",,,unknown,no,1572363785
,// Just return the cached result. //,,,unknown,no,1572363782
,// It's just a single value //,,,unknown,no,1572363780
,//    case Notification.TOUCH:,,,unknown,no,1572363758
,//case Notification.REMOVE_MANY:,,,unknown,no,1572363756
,// Can only have bounds when used as a type argument. //,,,unknown,no,1572363752
,"/*   * Returns <code>true</code> if this URI contains non-ASCII characters;   * <code>false</code> otherwise.   *   * This unused code is included for possible future use...    */",,,unknown,no,1572363749
,"// If there is an adapter of the correct type, return the item label //",,,unknown,no,1572363733
,// Convert attributes of with EClass type to references. //,,,unknown,no,1572363727
,// This URI handler redirect the URI based on the mapping. //,,,unknown,no,1572363723
,// We do not want to diagnose any error that have already been diagnosed by a super type. //,,,unknown,no,1572363720
,"// Handle the type, multiplicity and other ETypedElement attributes. //",,,unknown,no,1572363714
,"// Validates all of the URI components.  Factory methods should call this // before using the constructor, though they must ensure that the // inter-component requirements described in their own Javadocs are all // satisfied, themselves.  If a new URI is being constructed out of // an existing URI, this need not be called.  Instead, just the new // components may be validated individually.",,,unknown,no,1572363699
,/* EATM getDecoratedAdapterFactory().*/,,,unknown,no,1572363679
,/* EATM getDecoratedAdapterFactory().*/,,,unknown,no,1572363678
,/* EATM getDecoratedAdapterFactory().*/,,,unknown,no,1572363677
,/* EATM getDecoratedAdapterFactory().*/,,,unknown,no,1572363676
,// Process XML attributes,,,unknown,no,1572363594
,//case Notification.REMOVE:,,,unknown,no,1572363579
,// Process XML elements,,,unknown,no,1572363575
,// Just return the default.,,,unknown,no,1572363571
,// fall through,,,unknown,no,1572363546
,// separate fields with an empty line,,,unknown,no,1572363542
,// top-label-case,,,unknown,no,1572363459
,// bottom-label-case,,,unknown,no,1572363458
,// redo the markup since nodes changed now,,,unknown,no,0
,//Class/getGenFeature.override.javajetinc,,,unknown,no,0
,"// note: these assertions imply that neither this nor the base URI has a // relative path; thus, both have either an absolute path or no path",,,unknown,no,0
,// an absolute URI needs no resolving,,,unknown,no,0
,"//Editor/addItemproviderFactories.override.javajetinc""",,,unknown,no,0
,"/* (non-Javadoc)   * @see org.eclipse.emf.codegen.merge.java.facade.ast.ASTJAbstractType#remove(org.eclipse.emf.codegen.merge.java.facade.ast.ASTJNode)   */",,,unknown,no,0
,//Class/reflectiveDelegation.override.javajetinc,,,unknown,no,0
,"// return getProviderPackageName() + ""."" + getEditPluginClassName();",,,unknown,no,0
,///////////////////////,,,unknown,no,0
,// use new node from now on,,,unknown,no,0
,// initialize the above 3 arrays,,,unknown,no,0
,/* Trick to import java.util.* without warnings */,,,unknown,no,0
,// exception.printStackTrace();,,,unknown,no,0
,// The CipherOutputStream shoudln't close the underlying stream //,,,unknown,no,0
,// We don't want to move insert an object before or after itself... //,,,unknown,no,0
,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,,,unknown,no,0
,"//removeCommand = RemoveCommand.create(domain, mappingRoot, mappingRoot.ePackageMapping().getMapping_Nested(), mappingRoot.getNested());",,,unknown,no,0
,// Make up a unique new name here. // //$NON-NLS-1$,,,unknown,no,0
,"// Merges this URI's relative path with the base non-relative path.  If // base has no path, treat it as the root absolute path, unless this has // no path either.",,,unknown,no,0
,///////////////////////,,,unknown,no,0
,"// Handle the same document proxies, which may have problems resulting from the // other end of a bidirectional reference being handled as an IDREF rather than as a proxy. // When we are done with these, we know that funny proxies are now resolved as if they were handled as IDREFs. //",,,unknown,no,0
,//Class/getGenFeature.annotations.insert.javajetinc,,,unknown,no,0
,// Iterate over the children to find the owner. //,,,unknown,no,0
,//Class/setGenFeature.todo.override.javajetinc,,,unknown,no,0
,// We'd like the collection of things added to be selected after this command completes. //,,,unknown,no,0
,// write the header to the output stream. this has the format  // (delimeters are not written): // PBE IV|ENCRYPTION IV|ENCRYPTED KEY LENGTH|ENCRYPTED KEY,,,unknown,no,0
,"// colorMap.put(CLR_GRAD_START, clr1);",,,unknown,no,0
,// Fill 2 of value (byte) -87,,,unknown,no,0
,//),,,unknown,no,0
,"/* (non-Javadoc)   * @see org.eclipse.emf.codegen.merge.java.facade.ast.ASTJNode#insertSibling(org.eclipse.emf.codegen.merge.java.facade.JNode, org.eclipse.emf.codegen.merge.java.facade.JNode, boolean)   */",,,unknown,no,0
,// Simply add the collection to the list. //,,,unknown,no,0
,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-2$ //$NON-NLS-3$,,,unknown,no,0
,//Class/getGenFeature.javadoc.override.javajetinc,,,unknown,no,0
,"/* (non-Javadoc)   * @see org.eclipse.emf.codegen.merge.java.facade.ast.ASTJNode#insertSibling(org.eclipse.emf.codegen.merge.java.facade.JNode, org.eclipse.emf.codegen.merge.java.facade.JNode, boolean)   */",,,unknown,no,0
,//Class/unsetGenFeature.annotations.insert.javajetinc,,,unknown,no,0
,"// if the parent is not in target, there is no point on checking the child",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// ;DEVANAGARI SIGN VIRAMA;Mn;9;ON;;;;;N;;;;; //;BENGALI SIGN VIRAMA;Mn;9;ON;;;;;N;;;;; //;GURMUKHI SIGN VIRAMA;Mn;9;ON;;;;;N;;;;; //;GUJARATI SIGN VIRAMA;Mn;9;ON;;;;;N;;;;; //;ORIYA SIGN VIRAMA;Mn;9;ON;;;;;N;;;;; //;TAMIL SIGN VIRAMA;Mn;9;ON;;;;;N;;;;; //;TELUGU SIGN VIRAMA;Mn;9;ON;;;;;N;;;;; //;KANNADA SIGN VIRAMA;Mn;9;ON;;;;;N;;;;; //;MALAYALAM SIGN VIRAMA;Mn;9;ON;;;;;N;;;;; //;THAI CHARACTER PHINTHU;Mn;9;ON;;;;;N;THAI VOWEL SIGN PHINTHU;;;; //;TIBETAN MARK HALANTA;Mn;9;ON;;;;;N;TIBETAN VIRAMA;;;;,,,unknown,no,0
,//Class/unsetGenFeature.todo.override.javajetinc,,,unknown,no,0
,// note: query != null -> hierarchical,,,unknown,no,0
,// getJava2IANAMapping(String):String,,,unknown,no,0
,// Ignore,,,unknown,no,0
,//Class/isSetGenFeature.todo.override.javajetinc,,,unknown,no,0
,// Ignore the exception and return false.,,,unknown,no,0
,"/*   * Javadoc copied from interface.   */",,,unknown,no,0
,// get UTF-8 bytes for the remaining sub-string,,,unknown,no,0
,// exception.printStackTrace();,,,unknown,no,0
,//Class/implementedGenOperation.todo.override.javajetinc,,,unknown,no,0
,"/* (non-Javadoc)   * @see org.eclipse.emf.codegen.merge.java.facade.AbstractJNode#computeQualifiedName()   */",,,unknown,no,0
,//Class/basicGetGenFeature.todo.override.javajetinc,,,unknown,no,0
,"/*   * Returns the dynamic template path, an ordered list of URIs corresponding to locations under which to find   * templates.   */",,,unknown,no,0
,//Class/basicGetGenFeature.override.javajetinc,,,unknown,no,0
,"// If the flag will straddle two fields, bump it to the next one. //",,,unknown,no,0
,// <p>A valid fragment may be null or contain any allowed URI characters.,,,unknown,no,0
,//Class/basicGetGenFeature.annotations.insert.javajetinc,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,//Class/basicSetGenFeature.todo.override.javajetinc,,,unknown,no,0
,// note: device != null -> hierarchical,,,unknown,no,0
,//Class/basicSetGenFeature.override.javajetinc,,,unknown,no,0
,// Empty block,,,unknown,no,0
,"// If we haven't yet encrypted or decrypted, generate a key. This key will  // only be used for encryption. Decryption keys are always derived from // the header of the input stream itself.",,,unknown,no,0
,// This is done to ensure that this new copy is treated as an output by the domain. // The CreateMappingCommand will rely on this setting. //,,,unknown,no,0
,// This guard is needed to ensure that clear doesn't make the resource become loaded. //,,,unknown,no,0
,// // Constructors //,,,unknown,no,0
,// This can't execute if there is no owner list  // or the owner list doesn't contain the value being replaced or  // there are not replacements. //,,,unknown,no,0
,// Read all the values into an array. //,,,unknown,no,0
,// Ignore,,,unknown,no,0
,//GenModelValidator,,,unknown,no,0
,// Fill 2 of value (byte) -19,,,unknown,no,0
,// Subclasses may override this method,,,unknown,no,0
,// Filter out classes that aren't permitted. //,,,unknown,no,0
,// Fill 5 of value (byte) 33 // Fill 10 of value (byte) -87 // Fill 17 of value (byte) 33 // Fill 3 of value (byte) -87,,,unknown,no,0
,//),,,unknown,no,0
,//iri = iri || containsNonASCII(authority);,,,unknown,no,0
,"// If there is more than one exact match, we must get an index number; //",,,unknown,no,0
,// Ignore,,,unknown,no,0
,"// if there are multiple variables in the same field declaration, create declaration with only 1 variable",,,unknown,no,0
,//ItemProvider/newChildDescriptorsReferenceDelegatedFeature.override.javajetinc,,,unknown,no,0
,"// Remove objects from the owner list by index, starting from the end. //",,,unknown,no,0
,// Fill 3 of value (byte) -19,,,unknown,no,0
,"/**   * Calls <code>caseXXX</code> for each class of the model until one returns a non null result; it yields that result.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @return the first non-null result returned by a <code>caseXXX</code> call.   * @generated   */",,,unknown,no,0
,// },,,unknown,no,0
,// Private constructor for use of platform factory methods.,,,unknown,no,0
,// Empty,,,unknown,no,0
,//,,,unknown,no,0
,//Class.basicUnsetGenFeature.override.javajetinc,,,unknown,no,0
,//iri = iri || containsNonASCII(query);,,,unknown,no,0
,// Empty,,,unknown,no,0
,// If this owned object is equal to one from the collection... //,,,unknown,no,0
,// Handle eOpposite specially. //,,,unknown,no,0
,// Fill 16 of value (byte) -87 // Fill 3 of value (byte) 33 // Fill 4 of value (byte) -87 // Fill 3 of value (byte) 33 // Fill 10 of value (byte) -19 // Fill 2 of value (byte) -87 // Fill 2 of value (byte) 33 // Fill 10 of value (byte) -87 // Fill 17 of value (byte) 33 // Fill 3 of value (byte) -87,,,unknown,no,0
,// (,,,unknown,no,0
,// for all nodes but some use default extended range,,,unknown,no,0
,"/* (non-Javadoc)   * @see org.eclipse.emf.codegen.merge.java.facade.ast.ASTJNode#addChild(org.eclipse.emf.codegen.merge.java.facade.JNode)   */",,,unknown,no,0
,"// If there is a provider base class from outside this class that has already been generated, get the create // child references from it. We'll check for any type-compatible classes introduced in this package. //",,,unknown,no,0
,// Read all the values into an array. //,,,unknown,no,0
,// Fake a selection changed event to update the menus. //,,,unknown,no,0
,"// Update the containing map, if necessary. //",,,unknown,no,0
,//ItemProvider/newChildDescriptorsReferenceFeature.override.javajetinc ,,,unknown,no,0
,/* Trick to import java.util.* without warnings */,,,unknown,no,0
,//ItemProvider/getText.override.javajetinc,,,unknown,no,0
,"// Now we'll do recursive MatchMapping. // (We need to iterate over a copy, since we modify the underlying list in the loop.)",,,unknown,no,0
,//ItemProvider/addPropertyDescriptor.override.javajetinc,,,unknown,no,0
,// We expect there to be at least one archive path. //,,,unknown,no,0
,/* Trick to import java.util.* without warnings */,,,unknown,no,0
,// Characters to use in escaping.,,,unknown,no,0
,// this should never happen,,,unknown,no,0
,// Not instantiable,,,unknown,no,0
,"/* (non-Javadoc)   * @see org.eclipse.emf.mapping.ecore2ecore.Ecore2EcoreMapping#getOutputEPackage()   */",,,unknown,no,0
,//ItemProvider/newChildDescriptorsReferenceDelegatedFeature.override.javajetinc,,,unknown,no,0
,"// This is for backwards compatibility, since the constructor may have been overridden before it was expected // to set actionDelegate. //",,,unknown,no,0
,/* Trick to import java.util.* without warnings */,,,unknown,no,0
,// Create a resource set //,,,unknown,no,0
,//Class/setGenFeature.override.javajetinc,,,unknown,no,0
,//,,,unknown,no,0
,//GenModelAdapterFactory,,,unknown,no,0
,/* Trick to import java.util.* without warnings */,,,unknown,no,0
,"/**   * The switch that delegates to the <code>createXXX</code> methods.   * <!-- begin-user-doc -->   * <!-- end-user-doc -->   * @generated   */",,,unknown,no,0
,// Private constructor for use of static factory methods.,,,unknown,no,0
,//$NON-NLS-1$ //$NON-NLS-2$,,,unknown,no,0
,//GenModelSwitch,,,unknown,no,0
,//Class/isSetGenFeature.javadoc.override.javajetinc,,,unknown,no,0
,"//return value == null || validate(value, URIC_HI, URIC_LO, true, true);",,,unknown,no,0
,//Class/isSetGenFeature.annotations.insert.javajetinc,,,unknown,no,0
,// skip empty segments and self references; push everything else,,,unknown,no,0
,// Do nothing.,,,unknown,no,0
,// exception.printStackTrace();,,,unknown,no,0
,//),,,unknown,no,0
,"// For a many-to-1 or 1-to-1 association, if the opposite reference on the new value is already set to // something, we need a compound command that first explicitly removes that reference, so that it will be // restored in the undo. //",,,unknown,no,0
,// Ignore,,,unknown,no,0
,// Compute a map of resource location URIs to logical namespace URIs // so that cross references will be resolved via package registry when deserialized.  //,,,unknown,no,0
,// dumpNodeContents(node);,,,unknown,no,0
,"// Do allow an existing MANIFEST.MF to be overwritten, since it may have been created as part of an empty EMF project. // Use the existence of a plugin.xml as a guard against overwriting in a project that has already been generated. //",,,unknown,no,0
,// Command line execution methods,,,unknown,no,0
,//,,,unknown,no,0
,// XMLesque Close tags,,,unknown,no,0
,//,,,unknown,no,0
,"// Close variable like attributes ""%>""",,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,// Reached EOF:,,,unknown,no,0
,// Do nothing.,,,unknown,no,0
,// Ignore the version,,,unknown,no,0
,// Do nothing,,,unknown,no,0
,/////////////////////////////////  HEADLESS INVOCATION  /////////////////////////////////////,,,unknown,no,0
,// assume length will grow by 10% (average line length is 20 characters),,,unknown,no,0
,//dumpNodeContents(node);,,,unknown,no,0
,// Convert the selection to a collection of the selected objects. //,,,unknown,no,0
,// super is called on converted node,,,unknown,no,0
,"/*   * (non-Javadoc)   *    * @see org.eclipse.emf.ecore.util.ExtendedMetaData#getFeatureKind(org.eclipse.emf.ecore.EStructuralFeature)   */",,,unknown,no,0
,"// For any entry that doesn't correspond to a plugin in the running JVM, compute a URL for the classes. //",,,unknown,no,0
,"// Close NCSA like attributes ""->""",,,unknown,no,0
,"// For a 1-to-many association, doing the set as a remove and add from the other end will make it undoable. // In particular, if there is an existing non-null value, we first need to remove it from the other end, so // that it will be reinserted at the correct index on undo.  //",,,unknown,no,0
,"// Do allow an existing MANIFEST.MF to be overwritten, since it may have been created as part of an empty EMF project. // Use the existence of a plugin.xml as a guard against overwriting in a project that has already been generated. //",,,unknown,no,0
,/////////////////////////////////  PUSH  /////////////////////////////////////,,,unknown,no,0
,// check whether the character is in the range 0x30 ~ 0x39,,,unknown,no,0
,// Fill 3 of value (byte) -19,,,unknown,no,0
,//$NON-NLS-1$,,,unknown,no,0
,"// System.err.println(""Warning: Cannot clone '"" + sourceNode.getContents() + ""'"");",,,unknown,no,0
,// Check whether there are parameters; the special attribute and reference rules only apply for the case of no arguments. //,,,unknown,no,0
,// Read value until delimiter is found:,,,unknown,no,0
,"// We will create an EAttribute, EReference, or an EOperation. //",,,unknown,no,0
,// },,,unknown,no,0
,// use new node from now on,,,unknown,no,0
,// Mark meta-data to indicate it can't be changed,,,unknown,no,0
,// Look through the imports of the containing compilation unit. //,,,unknown,no,0
,/////////////////////////////////  SORT  /////////////////////////////////////,,,unknown,no,0
,"/*   * (non-Javadoc)   *    * @see org.eclipse.emf.ecore.util.ExtendedMetaData#getName(org.eclipse.emf.ecore.EStructuralFeature)   */",,,unknown,no,0
,/////////////////////////////////  CLONE AND MAP  /////////////////////////////////////,,,unknown,no,0
,// do not crash when control model is not set,,,unknown,no,0
,/////////////////////////////////  SWEEP  /////////////////////////////////////,,,unknown,no,0
,"/*   * Javadoc copied from interface.   */",,,unknown,no,0
,// Include each required plugin of the starting project and the exported ones of all the required projects. //,,,unknown,no,0
,// apply target parent pattern first,,,unknown,no,0
,"// If we're not setting a new resource, attach it to the old container's resource.",,,unknown,no,0
,"/*    // PULL Name    //    targetPackage.setName(sourcePackage.getName());*/",,,unknown,no,0
,"// The referencedEPackages list is used to track the packages for // which is necessary to create the stub GenModel.  So if the ePackage // is referenced by an existing GenPackage, it doesn't need to be added to // referencedEPackages.",,,unknown,no,0
,/////////////////////////////////  PULL  /////////////////////////////////////,,,unknown,no,0
,"//purpose: using charset from 'targetFile' to encode in-memory  //         'newContents' object into bytes //modifer: Wu Zhi Qiang //date:    Aug 25, 2004 //action:  first get the charset from 'targetFile', then use it  //         to encode the 'newContents' object into bytes",,,unknown,no,0
,// Ignore.,,,unknown,no,0
,//FB TBD different objects for ecore model!,,,unknown,no,0
,// Ignore the exception.,,,unknown,no,0
