ID,projectname,classification,Abstract,label,easy_code
1235,httpd,UNKNOWN,/* TLSPlainText.type = Alert (21) */,undetermined,no
1236,httpd,UNKNOWN,"/* TLSPlainText.version = {3, 1} */",undetermined,no
1237,httpd,UNKNOWN,/* TLSPlainText.length = 2 */,undetermined,no
1238,httpd,UNKNOWN,/* Alert.level = warning (1) */,undetermined,no
1239,httpd,UNKNOWN,/* Alert.description = close_notify (0) */,undetermined,no
1240,httpd,UNKNOWN,/* ... XXX other request types here? */,undetermined,no
1241,httpd,UNKNOWN,"/* Create an HTTP request string.  We include a User-Agent so
         * that adminstrators can track down the cause of the
         * odd-looking requests in their logs.  A complete request is
         * used since kernel-level filtering may require that much
         * data before returning from accept(). */",undetermined,no
1242,httpd,UNKNOWN,"/* we don't write anything to the pod here...  we assume
     * that the would-be reader of the pod has another way to
     * see that it is time to die once we wake it up
     *
     * writing lots of things to the pod at once is very
     * problematic... we can fill the kernel pipe buffer and
     * be blocked until somebody consumes some bytes or
     * we hit a timeout...  if we hit a timeout we can't just
     * keep trying because maybe we'll never successfully
     * write again...  but then maybe we'll leave would-be
     * readers stranded (a number of them could be tied up for
     * a while serving time-consuming requests)
     */",undetermined,no
1243,httpd,UNKNOWN,/* option char returned by apr_getopt() will be stored in optbuf[1] */,undetermined,no
1244,httpd,UNKNOWN,/* back up to capture the bad argument */,undetermined,no
1245,httpd,UNKNOWN,/* AP_ENABLE_EXCEPTION_HOOK */,undetermined,no
1246,httpd,UNKNOWN,/* handle all varieties of core dumping signals */,undetermined,no
1247,httpd,UNKNOWN,"/* linuxthreads issue calling getpid() here:
     *   This comparison won't match if the crashing thread is
     *   some module's thread that runs in the parent process.
     *   The fallout, which is limited to linuxthreads:
     *   The special log message won't be written when such a
     *   thread in the parent causes the parent to crash.
     */",undetermined,no
1248,httpd,UNKNOWN,"/* XXX we can probably add some rudimentary cleanup code here,
         * like getting rid of the pid file.  If any additional bad stuff
         * happens, we are protected from recursive errors taking down the
         * system since this function is no longer the signal handler   GLA
         */",undetermined,no
1249,httpd,UNKNOWN,"/* At this point we've got sig blocked, because we're still inside
     * the signal handler.  When we leave the signal handler it will
     * be unblocked, and we'll take the signal... and coredump or whatever
     * is appropriate for this particular Unix.  In addition the parent
     * will see the real signal we received -- whereas if we called
     * abort() here, the parent would only see SIGABRT.
     */",undetermined,no
1250,httpd,UNKNOWN,/* NO_USE_SIGACTION */,undetermined,no
1251,httpd,UNKNOWN,/* SIGBUS */,undetermined,no
1252,httpd,UNKNOWN,/* SIGABORT */,undetermined,no
1253,httpd,UNKNOWN,/* SIGABRT */,undetermined,no
1254,httpd,UNKNOWN,/* SIGILL */,undetermined,no
1255,httpd,UNKNOWN,/* SIGFPE */,undetermined,no
1256,httpd,UNKNOWN,/* NO_USE_SIGACTION */,undetermined,no
1257,httpd,UNKNOWN,/* WIN32 */,undetermined,no
1258,httpd,UNKNOWN,"/* Licensed to the Apache Software Foundation (ASF) under one or more
 * contributor license agreements.  See the NOTICE file distributed with
 * this work for additional information regarding copyright ownership.
 * The ASF licenses this file to You under the Apache License, Version 2.0
 * (the ""License""); you may not use this file except in compliance with
 * the License.  You may obtain a copy of the License at
 *
 *     http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */",undetermined,no
1259,httpd,UNKNOWN,"/*
 * protocol.c --- routines which directly communicate with the client.
 *
 * Code originally by Rob McCool; much redone by Robert S. Thau
 * and the Apache Software Foundation.
 */",undetermined,no
1260,httpd,UNKNOWN,/* for sscanf */,undetermined,no
1261,httpd,UNKNOWN,"/* For errors detected in basic auth common
                                 * support code... */",undetermined,no
1262,httpd,UNKNOWN,/* we know core's module_index is 0 */,undetermined,no
1263,httpd,UNKNOWN,/* Patterns to match in ap_make_content_type() */,undetermined,no
1264,httpd,UNKNOWN,"/*
 * Builds the content-type that should be sent to the client from the
 * content-type specified.  The following rules are followed:
 *    - if type is NULL or """", return NULL (do not set content-type).
 *    - if charset adding is disabled, stop processing and return type.
 *    - then, if there are no parameters on type, add the default charset
 *    - return type
 */",undetermined,no
1265,httpd,UNKNOWN,"/* already has parameter, do nothing */",undetermined,no
1266,httpd,UNKNOWN,/* XXX we don't check the validity */,undetermined,no
1267,httpd,UNKNOWN,"/* see if it makes sense to add the charset. At present,
         * we only add it if the Content-type is one of needcset[]
         */",undetermined,no
1268,httpd,UNKNOWN,"/*
 * Return the latest rational time from a request/mtime (modification time)
 * pair.  We return the mtime unless it's in the future, in which case we
 * return the current time.  We use the request time as a reference in order
 * to limit the number of calls to time().  We don't check for futurosity
 * unless the mtime is at least as new as the reference.
 */",undetermined,no
1269,httpd,UNKNOWN,"/* For all static responses, it's almost certain that the file was
     * last modified before the beginning of the request.  So there's
     * no reason to call time(NULL) again.  But if the response has been
     * created on demand, then it might be newer than the time the request
     * started.  In this event we really have to call time(NULL) again
     * so that we can give the clients the most accurate Last-Modified.  If we
     * were given a time in the future, we return the current time - the
     * Last-Modified can't be in the future.
     */",undetermined,no
1270,httpd,UNKNOWN,"/* Get a line of protocol input, including any continuation lines
 * caused by MIME folding (or broken clients) if fold != 0, and place it
 * in the buffer s, of size n bytes, without the ending newline.
 *
 * If s is NULL, ap_rgetline_core will allocate necessary memory from r->pool.
 *
 * Returns APR_SUCCESS if there are no problems and sets *read to be
 * the full length of s.
 *
 * APR_ENOSPC is returned if there is not enough buffer space.
 * Other errors may be returned on other errors.
 *
 * The LF is *not* returned in the buffer.  Therefore, a *read of 0
 * indicates that an empty line was read.
 *
 * Notes: Because the buffer uses 1 char for NUL, the most we can return is
 *        (n - 1) actual characters.
 *
 *        If no LF is detected on the last line due to a dropped connection
 *        or a full buffer, that's considered an error.
 */",undetermined,no
1271,httpd,UNKNOWN,"/*
     * Initialize last_char as otherwise a random value will be compared
     * against APR_ASCII_LF at the end of the loop if bb only contains
     * zero-length buckets.
     */",undetermined,no
1272,httpd,UNKNOWN,/* Something horribly wrong happened.  Someone didn't block! */,undetermined,no
1273,httpd,UNKNOWN,"/* If we see an EOS, don't bother doing anything more. */",undetermined,no
1274,httpd,UNKNOWN,"/* no use attempting a zero-byte alloc (hurts when
                 * using --with-efence --enable-pool-debug) or
                 * doing any of the other logic either
                 */",undetermined,no
1275,httpd,UNKNOWN,"/* Would this overrun our buffer?  If so, we'll die. */",undetermined,no
1276,httpd,UNKNOWN,/* ensure this string is NUL terminated */,undetermined,no
1277,httpd,UNKNOWN,/* Do we have to handle the allocation ourselves? */,undetermined,no
1278,httpd,UNKNOWN,/* We'll assume the common case where one bucket is enough. */,undetermined,no
1279,httpd,UNKNOWN,/* Increase the buffer size */,undetermined,no
1280,httpd,UNKNOWN,/* Copy what we already had. */,undetermined,no
1281,httpd,UNKNOWN,/* Just copy the rest of the data to the end of the old buffer. */,undetermined,no
1282,httpd,UNKNOWN,/* We've now processed that new data - update accordingly. */,undetermined,no
1283,httpd,UNKNOWN,"/* If we got a full line of input, stop reading */",undetermined,no
1284,httpd,UNKNOWN,"/* Now NUL-terminate the string at the end of the line;
     * if the last-but-one character is a CR, terminate there */",undetermined,no
1285,httpd,UNKNOWN,"/* If we're folding, we have more work to do.
     *
     * Note that if an EOS was seen, we know we can't have another line.
     */",undetermined,no
1286,httpd,UNKNOWN,/* Clear the temp brigade for this filter read. */,undetermined,no
1287,httpd,UNKNOWN,/* We only care about the first byte. */,undetermined,no
1288,httpd,UNKNOWN,"/* If we see an EOS, don't bother doing anything more. */",undetermined,no
1290,httpd,UNKNOWN,"/* When we call destroy, the buckets are deleted, so save that
             * one character we need.  This simplifies our execution paths
             * at the cost of one character read.
             */",undetermined,no
1291,httpd,UNKNOWN,/* Do we have enough space? We may be full now. */,undetermined,no
1292,httpd,UNKNOWN,/* ensure this string is terminated */,undetermined,no
1293,httpd,UNKNOWN,"/* If we're doing the allocations for them, we have to
                     * give ourselves a NULL and copy it on return.
                     */",undetermined,no
1294,httpd,UNKNOWN,/* We're null terminated. */,undetermined,no
1295,httpd,UNKNOWN,/* we need to alloc an extra byte for a null */,undetermined,no
1296,httpd,UNKNOWN,/* Copy what we already had. */,undetermined,no
1297,httpd,UNKNOWN,"/* copy the new line, including the trailing null */",undetermined,no
1298,httpd,UNKNOWN,/* next character is not tab or space */,undetermined,no
1299,httpd,UNKNOWN,/* PR#43039: We shouldn't accept NULL bytes within the line */,undetermined,no
1300,httpd,UNKNOWN,"/* on ASCII boxes, ap_rgetline is a macro which simply invokes
     * ap_rgetline_core with the same parms
     *
     * on EBCDIC boxes, each complete http protocol input line needs to be
     * translated into the code page used by the compiler.  Since
     * ap_rgetline_core uses recursion, we do the translation in a wrapper
     * function to ensure that each input character gets translated only once.
     */",undetermined,no
1301,httpd,UNKNOWN,/* Map the out-of-space condition to the old API. */,undetermined,no
1302,httpd,UNKNOWN,/* Anything else is just bad. */,undetermined,no
1303,httpd,UNKNOWN,"/* parse_uri: break apart the uri
 * Side Effects:
 * - sets r->args to rest after '?' (or NULL if no '?')
 * - sets r->uri to request uri (without r->args part)
 * - sets r->hostname (if not set already) from request (scheme://host:port)
 */",undetermined,no
1304,httpd,UNKNOWN,"/* http://issues.apache.org/bugzilla/show_bug.cgi?id=31875
     * http://issues.apache.org/bugzilla/show_bug.cgi?id=28450
     *
     * This is not in fact a URI, it's a path.  That matters in the
     * case of a leading double-slash.  We need to resolve the issue
     * by normalising that out before treating it as a URI.
     */",undetermined,no
1305,httpd,UNKNOWN,/* if it has a scheme we may need to do absoluteURI vhost stuff */,undetermined,no
1306,httpd,UNKNOWN,"/* Handle path translations for OS/2 and plug security hole.
         * This will prevent ""http://www.wherever.com/..\..\/"" from
         * returning a directory for the root drive.
         */",undetermined,no
1307,httpd,UNKNOWN,/* OS2 || WIN32 */,undetermined,no
1308,httpd,UNKNOWN,/* set error status */,undetermined,no
1309,httpd,UNKNOWN,"/* Assume HTTP/1.0 if non-""HTTP"" protocol */",undetermined,no
1310,httpd,UNKNOWN,"/* Read past empty lines until we get a real request line,
     * a read error, the connection closes (EOF), or we timeout.
     *
     * We skip empty lines because browsers have to tack a CRLF on to the end
     * of POSTs to support old CERN webservers.  But note that we may not
     * have flushed any previous response completely to the client yet.
     * We delay the flush as long as possible so that we can improve
     * performance for clients that are pipelining requests.  If a request
     * is pipelined then we won't block during the (implicit) read() below.
     * If the requests aren't pipelined, then the client is still waiting
     * for the final buffer flush from us, and we will block in the implicit
     * read().  B_SAFEREAD ensures that the BUFF layer flushes if it will
     * have to block during a read.
     */",undetermined,no
1311,httpd,UNKNOWN,"/* ensure ap_rgetline allocates memory each time thru the loop
         * if there are empty lines
         */",undetermined,no
1312,httpd,UNKNOWN,"/* ap_rgetline returns APR_ENOSPC if it fills up the
             * buffer before finding the end-of-line.  This is only going to
             * happen if it exceeds the configured limit for a request-line.
             */",undetermined,no
1313,httpd,UNKNOWN,/* Provide quick information about the request method as soon as known */,undetermined,no
1314,httpd,UNKNOWN,/* Avoid sscanf in the common case */,undetermined,no
1315,httpd,UNKNOWN,/* don't allow HTTP/0.1000 */,undetermined,no
1316,httpd,UNKNOWN,"/* get the length of the field name for logging, but no more than 80 bytes */",undetermined,no
1317,httpd,UNKNOWN,"/*
     * Read header lines until we get the empty separator line, a read error,
     * the connection closes (EOF), reach the server limit, or we timeout.
     */",undetermined,no
1318,httpd,UNKNOWN,"/* ap_rgetline returns APR_ENOSPC if it fills up the buffer before
             * finding the end-of-line.  This is only going to happen if it
             * exceeds the configured limit for a field size.
             */",undetermined,no
1319,httpd,UNKNOWN,/* ensure ap_escape_html will terminate correctly */,undetermined,no
1320,httpd,UNKNOWN,"/* This line is a continuation of the preceding line(s),
                 * so append it to the line that we've set aside.
                 * Note: this uses a power-of-two allocator to avoid
                 * doing O(n) allocs and using O(n^2) space for
                 * continuations that span many many lines.
                 */",undetermined,no
1321,httpd,UNKNOWN,/* trailing null */,undetermined,no
1322,httpd,UNKNOWN,"/* report what we have accumulated so far before the
                     * overflow (last_field) as the field with the problem
                     */",undetermined,no
1323,httpd,UNKNOWN,/* +1 for nul */,undetermined,no
1324,httpd,UNKNOWN,/* not a continuation line */,undetermined,no
1325,httpd,UNKNOWN,/* Find ':' or    */,undetermined,no
1326,httpd,UNKNOWN,/* abort bad request */,undetermined,no
1327,httpd,UNKNOWN,/* last character of field-name */,undetermined,no
1328,httpd,UNKNOWN,/* NUL-terminate at colon */,undetermined,no
1329,httpd,UNKNOWN,/* Skip to start of value   */,undetermined,no
1330,httpd,UNKNOWN,/* Strip LWS after field-name: */,undetermined,no
1331,httpd,UNKNOWN,/* Strip LWS after field-value: */,undetermined,no
1332,httpd,UNKNOWN,"/* reset the alloc_len so that we'll allocate a new
                 * buffer if we have to do any more folding: we can't
                 * use the previous buffer because its contents are
                 * now part of r->headers_in
                 */",undetermined,no
1333,httpd,UNKNOWN,/* end if current line is not a continuation starting with tab */,undetermined,no
1334,httpd,UNKNOWN,"/* Found a blank line, stop. */",undetermined,no
1335,httpd,UNKNOWN,"/* Keep track of this line so that we can parse it on
         * the next loop iteration.  (In the folded case, last_field
         * has been updated already.)
         */",undetermined,no
1336,httpd,UNKNOWN,"/* Combine multiple message-header fields with the same
     * field-name, following RFC 2616, 4.2.
     */",undetermined,no
1337,httpd,UNKNOWN,/* enforce LimitRequestFieldSize for merged headers */,undetermined,no
1338,httpd,UNKNOWN,/* Must be set before we run create request hook */,undetermined,no
1339,httpd,UNKNOWN,/* bytect isn't for body */,undetermined,no
1340,httpd,UNKNOWN,/* Until further notice */,undetermined,no
1341,httpd,UNKNOWN,"/* Begin by presuming any module can make its own path_info assumptions,
     * until some module interjects and changes the value.
     */",undetermined,no
1342,httpd,UNKNOWN,/* Get the request... */,undetermined,no
1343,httpd,UNKNOWN,"/* We may have been in keep_alive_timeout mode, so toggle back
     * to the normal timeout mode as we fetch the header lines,
     * as necessary.
     */",undetermined,no
1344,httpd,UNKNOWN,"/* 2616 section 4.4, point 3: ""if both Transfer-Encoding
             * and Content-Length are received, the latter MUST be
             * ignored""; so unset it here to prevent any confusion
             * later. */",undetermined,no
1345,httpd,UNKNOWN,"/*
             * Client asked for headers only with HTTP/0.9, which doesn't send
             * headers! Have to dink things just to make sure the error message
             * comes through...
             */",undetermined,no
1346,httpd,UNKNOWN,"/* update what we think the virtual host is based on the headers we've
     * now read. may update status.
     */",undetermined,no
1347,httpd,UNKNOWN,"/* Toggle to the Host:-based vhost's timeout mode to fetch the
     * request body and send the response body, if needed.
     */",undetermined,no
1348,httpd,UNKNOWN,/* we may have switched to another server */,undetermined,no
1349,httpd,UNKNOWN,"/*
         * Client sent us an HTTP/1.1 or later request without telling us the
         * hostname, either with a full URL or a Host: header. We therefore
         * need to (as per the 1.1 spec) send an error.  As a special case,
         * HTTP/1.1 mentions twice (S9, S14.23) that a request MUST contain
         * a Host: header, and the server MUST respond with 400 if it doesn't.
         */",undetermined,no
1350,httpd,UNKNOWN,"/*
     * Add the HTTP_IN filter here to ensure that ap_discard_request_body
     * called by ap_die and by ap_send_error_response works correctly on
     * status codes that do not cause the connection to be dropped and
     * in situations where the connection should be kept alive.
     */",undetermined,no
1351,httpd,UNKNOWN,"/*
         * The Expect header field was added to HTTP/1.1 after RFC 2068
         * as a means to signal when a 100 response is desired and,
         * unfortunately, to signal a poor man's mandatory extension that
         * the server must understand or return 417 Expectation Failed.
         */",undetermined,no
1352,httpd,UNKNOWN,"/* if a request with a body creates a subrequest, remove original request's
 * input headers which pertain to the body which has already been read.
 * out-of-line helper function for ap_set_sub_req_protocol.
 */",undetermined,no
1353,httpd,UNKNOWN,"/*
 * A couple of other functions which initialize some of the fields of
 * a request structure, as appropriate for adjuncts of one kind or another
 * to a request in progress.  Best here, rather than elsewhere, since
 * *someone* has to set the protocol-specific fields...
 */",undetermined,no
1354,httpd,UNKNOWN,/* Keep original request-line */,undetermined,no
1355,httpd,UNKNOWN,/* Don't send headers from this. */,undetermined,no
1356,httpd,UNKNOWN,"/* Don't try to send HTTP_NOT_MODIFIED for a
                                  * fragment. */",undetermined,no
1357,httpd,UNKNOWN,"/* did the original request have a body?  (e.g. POST w/SSI tags)
     * if so, make sure the subrequest doesn't inherit body headers
     */",undetermined,no
1358,httpd,UNKNOWN,/* tell the filter chain there is no more content coming */,undetermined,no
1359,httpd,UNKNOWN,"/* finalize_request_protocol is called at completion of sending the
 * response.  Its sole purpose is to send the terminating protocol
 * information for any wrappers around the response message body
 * (i.e., transfer encodings).  It should have been named finalize_response.
 */",undetermined,no
1360,httpd,UNKNOWN,/* tell the filter chain there is no more content coming */,undetermined,no
1361,httpd,UNKNOWN,"/*
 * Support for the Basic authentication protocol, and a bit for Digest.
 */",undetermined,no
1362,httpd,UNKNOWN,/* Client tried to authenticate using wrong auth scheme */,undetermined,no
1363,httpd,UNKNOWN,"/* true if the C-L filter has already sent at
                     * least one bucket on to the next output filter
                     * for this request
                     */",undetermined,no
1364,httpd,UNKNOWN,"/* This filter computes the content length, but it also computes the number
 * of bytes sent to the client.  This means that this filter will always run
 * through all of the buckets in all brigades
 */",undetermined,no
1365,httpd,UNKNOWN,"/* Loop through this set of buckets to compute their length
     */",undetermined,no
1366,httpd,UNKNOWN,"/* This is probably a pipe bucket.  Send everything
             * prior to this, and then read the data for this bucket.
             */",undetermined,no
1367,httpd,UNKNOWN,/* Attempt a nonblocking read next time through */,undetermined,no
1368,httpd,UNKNOWN,"/* Output everything prior to this bucket, and then
                 * do a blocking read on the next batch.
                 */",undetermined,no
1369,httpd,UNKNOWN,"/* If we've now seen the entire response and it's otherwise
     * okay to set the C-L in the response header, then do so now.
     *
     * We can only set a C-L in the response header if we haven't already
     * sent any buckets on to the next output filter for this request.
     */",undetermined,no
1370,httpd,UNKNOWN,"/* don't whack the C-L if it has already been set for a HEAD
         * by something like proxy.  the brigade only has an EOS bucket
         * in this case, making r->bytes_sent zero.
         *
         * if r->bytes_sent > 0 we have a (temporary) body whose length may
         * have been changed by a filter.  the C-L header might not have been
         * updated so we do it here.  long term it would be cleaner to have
         * such filters update or remove the C-L header, and just use it
         * if present.
         */",undetermined,no
1371,httpd,UNKNOWN,"/*
 * Send the body of a response to the client.
 */",undetermined,no
1372,httpd,UNKNOWN,/* no way to tell how many were actually sent */,undetermined,no
1373,httpd,UNKNOWN,/* send data from an in-memory buffer */,undetermined,no
1374,httpd,UNKNOWN,/* XXX - change API to report apr_status_t? */,undetermined,no
1375,httpd,UNKNOWN,/* APR_HAS_MMAP */,undetermined,no
1376,httpd,UNKNOWN,"/* whatever is coming down the pipe (we don't care), we
         * can simply insert our buffered data at the front and
         * pass the whole bundle down the chain.
         */",undetermined,no
1377,httpd,UNKNOWN,"/* future optimization: record some flags in the request_rec to
     * say whether we've added our filter, and whether it is first.
     */",undetermined,no
1378,httpd,UNKNOWN,/* this will typically exit on the first test */,undetermined,no
1379,httpd,UNKNOWN,/* our filter hasn't been added yet */,undetermined,no
1380,httpd,UNKNOWN,"/* if the first filter is not our buffering filter, then we have to
     * deliver the content through the normal filter chain
     */",undetermined,no
1381,httpd,UNKNOWN,"/* callback function passed to ap_vformatter to be called when
     * vformatter needs to write into buff and buff.curpos > buff.endpos */",undetermined,no
1382,httpd,UNKNOWN,"/* ap_vrprintf_data passed as a apr_vformatter_buff_t, which is then
     * ""downcast"" to an ap_vrprintf_data */",undetermined,no
1383,httpd,UNKNOWN,/* r_flush is called when vbuff is completely full */,undetermined,no
1384,httpd,UNKNOWN,/* reset the buffer position */,undetermined,no
1385,httpd,UNKNOWN,"/* last call to buffer_output, to finish clearing the buffer */",undetermined,no
1387,httpd,UNKNOWN,"/*
 * This function sets the Last-Modified output header field to the value
 * of the mtime field in the request structure - rationalized to keep it from
 * being in the future.
 */",undetermined,no
1388,httpd,UNKNOWN,/* don't send interim response to HTTP/1.0 Client */,undetermined,no
1389,httpd,UNKNOWN,"/*
         * Don't send 100-Continue when there was no Expect: 100-continue
         * in the request headers. For origin servers this is a SHOULD NOT
         * for proxies it is a MUST NOT according to RFC 2616 8.2.3
         */",undetermined,no
1390,httpd,UNKNOWN,"/* if we send an interim response, we're no longer in a state of
     * expecting one.  Also, this could feasibly be in a subrequest,
     * so we need to propagate the fact that we responded.
     */",undetermined,no
1391,httpd,UNKNOWN,"/* Licensed to the Apache Software Foundation (ASF) under one or more
 * contributor license agreements.  See the NOTICE file distributed with
 * this work for additional information regarding copyright ownership.
 * The ASF licenses this file to You under the Apache License, Version 2.0
 * (the ""License""); you may not use this file except in compliance with
 * the License.  You may obtain a copy of the License at
 *
 *     http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */",undetermined,no
1392,httpd,UNKNOWN,"/* First, deal with storing the provider away */",undetermined,no
1393,httpd,UNKNOWN,/* just set it. no biggy if it was there before. */,undetermined,no
1394,httpd,UNKNOWN,"/* Now, tuck away the provider names in an easy-to-get format */",undetermined,no
1395,httpd,UNKNOWN,/* just set it. no biggy if it was there before. */,undetermined,no
1396,httpd,UNKNOWN,"/* Licensed to the Apache Software Foundation (ASF) under one or more
 * contributor license agreements.  See the NOTICE file distributed with
 * this work for additional information regarding copyright ownership.
 * The ASF licenses this file to You under the Apache License, Version 2.0
 * (the ""License""); you may not use this file except in compliance with
 * the License.  You may obtain a copy of the License at
 *
 *     http://www.apache.org/licenses/LICENSE-2.0
 *
 * Unless required by applicable law or agreed to in writing, software
 * distributed under the License is distributed on an ""AS IS"" BASIS,
 * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
 * See the License for the specific language governing permissions and
 * limitations under the License.
 */",undetermined,no
1397,httpd,UNKNOWN,"/*
 * @file  request.c
 * @brief functions to get and process requests
 *
 * @author Rob McCool 3/21/93
 *
 * Thoroughly revamped by rst for Apache.  NB this file reads
 * best from the bottom up.
 *
 */",undetermined,no
1398,httpd,UNKNOWN,/* we know core's module_index is 0 */,undetermined,no
1399,httpd,UNKNOWN,"/* This is the master logic for processing requests.  Do NOT duplicate
 * this logic elsewhere, or the security model will be broken by future
 * API changes.  Each phase must be individually optimized to pick up
 * redundant/duplicate calls by subrequests, and redirects.
 */",undetermined,no
1400,httpd,UNKNOWN,/* Ignore embedded %2F's in path for proxy requests */,undetermined,no
1401,httpd,UNKNOWN,/* OK --- shrinking transformations... */,undetermined,no
1402,httpd,UNKNOWN,"/* All file subrequests are a huge pain... they cannot bubble through the
     * next several steps.  Only file subrequests are allowed an empty uri,
     * otherwise let translate_name kill the request.
     */",undetermined,no
1403,httpd,UNKNOWN,"/* Reset to the server default config prior to running map_to_storage
     */",undetermined,no
1404,httpd,UNKNOWN,/* This request wasn't in storage (e.g. TRACE) */,undetermined,no
1405,httpd,UNKNOWN,"/* Rerun the location walk, which overrides any map_to_storage config.
     */",undetermined,no
1406,httpd,UNKNOWN,/* Only on the main request! */,undetermined,no
1407,httpd,UNKNOWN,"/* Skip authn/authz if the parent or prior request passed the authn/authz,
     * and that configuration didn't change (this requires optimized _walk()
     * functions in map_to_storage that use the same merge results given
     * identical input.)  If the config changes, we must re-auth.
     */",undetermined,no
1408,httpd,UNKNOWN,/* don't let buggy authn module crash us in authz */,undetermined,no
1409,httpd,UNKNOWN,/* don't let buggy authn module crash us in authz */,undetermined,no
1410,httpd,UNKNOWN,"/* XXX Must make certain the ap_run_type_checker short circuits mime
     * in mod-proxy for r->proxyreq && r->parsed_uri.scheme
     *                              && !strcmp(r->parsed_uri.scheme, ""http"")
     */",undetermined,no
1411,httpd,UNKNOWN,"/* Useful caching structures to repeat _walk/merge sequences as required
 * when a subrequest or redirect reuses substantially the same config.
 *
 * Directive order in the httpd.conf file and its Includes significantly
 * impact this optimization.  Grouping common blocks at the front of the
 * config that are less likely to change between a request and
 * its subrequests, or between a request and its redirects reduced
 * the work of these functions significantly.
 */",undetermined,no
1412,httpd,UNKNOWN,/* A dir_conf sections we matched */,undetermined,no
1413,httpd,UNKNOWN,/* The dir_conf merged result */,undetermined,no
1414,httpd,UNKNOWN,/* The identifier we matched */,undetermined,no
1415,httpd,UNKNOWN,/* The sections we matched against */,undetermined,no
1416,httpd,UNKNOWN,/* Base per_dir_config */,undetermined,no
1417,httpd,UNKNOWN,/* per_dir_config += walked result */,undetermined,no
1418,httpd,UNKNOWN,/* The list of walk_walked_t results */,undetermined,no
1419,httpd,UNKNOWN,/* Prev cache of same call in this (sub)req */,undetermined,no
1420,httpd,UNKNOWN,/* Number of prev invocations of same call in this (sub)req */,undetermined,no
1421,httpd,UNKNOWN,"/* Find the most relevant, recent walk cache to work from and provide
     * a copy the caller is allowed to munge.  In the case of a sub-request
     * or internal redirect, this is the cache corresponding to the equivalent
     * invocation of the same function call in the ""parent"" request, if such
     * a cache exists.  Otherwise it is the walk cache of the previous
     * invocation of the same function call in the current request, if
     * that exists; if not, then create a new walk cache.
     */",undetermined,no
1422,httpd,UNKNOWN,"/*****************************************************************
 *
 * Getting and checking directory configuration.  Also checks the
 * FollowSymlinks and FollowSymOwner stuff, since this is really the
 * only place that can happen (barring a new mid_dir_walk callout).
 *
 * We can't do it as an access_checker module function which gets
 * called with the final per_dir_config, since we could have a directory
 * with FollowSymLinks disabled, which contains a symlink to another
 * with a .htaccess file which turns FollowSymLinks back on --- and
 * access in such a case must be denied.  So, whatever it is that
 * checks FollowSymLinks needs to know the state of the options as
 * they change, all the way down.
 */",undetermined,no
1423,httpd,UNKNOWN,"/*
 * resolve_symlink must _always_ be called on an APR_LNK file type!
 * It will resolve the actual target file type, modification date, etc,
 * and provide any processing required for symlink evaluation.
 * Path must already be cleaned, no trailing slash, no multi-slashes,
 * and don't call this on the root!
 *
 * Simply, the number of times we deref a symlink are minimal compared
 * to the number of times we had an extra lstat() since we 'weren't sure'.
 *
 * To optimize, we stat() anything when given (opts & OPT_SYM_LINKS), otherwise
 * we start off with an lstat().  Every lstat() must be dereferenced in case
 * it points at a 'nasty' - we must always rerun check_safe_file (or similar.)
 */",undetermined,no
1424,httpd,UNKNOWN,/* Save the name from the valid bits. */,undetermined,no
1425,httpd,UNKNOWN,"/* if OPT_SYM_OWNER is unset, we only need to check target accessible */",undetermined,no
1426,httpd,UNKNOWN,/* Give back the target */,undetermined,no
1427,httpd,UNKNOWN,"/* OPT_SYM_OWNER only works if we can get the owner of
     * both the file and symlink.  First fill in a missing
     * owner of the symlink, then get the info of the target.
     */",undetermined,no
1428,httpd,UNKNOWN,/* Give back the target */,undetermined,no
1429,httpd,UNKNOWN,"/*
 * As we walk the directory configuration, the merged config won't
 * be 'rooted' to a specific vhost until the very end of the merge.
 *
 * We need a very fast mini-merge to a real, vhost-rooted merge
 * of core.opts and core.override, the only options tested within
 * directory_walk itself.
 *
 * See core.c::merge_core_dir_configs() for explanation.
 */",undetermined,no
1430,httpd,UNKNOWN,"/*****************************************************************
 *
 * Getting and checking directory configuration.  Also checks the
 * FollowSymlinks and FollowSymOwner stuff, since this is really the
 * only place that can happen (barring a new mid_dir_walk callout).
 *
 * We can't do it as an access_checker module function which gets
 * called with the final per_dir_config, since we could have a directory
 * with FollowSymLinks disabled, which contains a symlink to another
 * with a .htaccess file which turns FollowSymLinks back on --- and
 * access in such a case must be denied.  So, whatever it is that
 * checks FollowSymLinks needs to know the state of the options as
 * they change, all the way down.
 */",undetermined,no
