Unnamed: 0,projectname,classification,Abstract,code,new_code,time,pre_label
49,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
50,jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */",yes,yes,0,yes
51,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
52,jruby-1.4.0,DEFECT,"// FIXME: We are assuming that original string will be raw bytes.  If -Ku is provided // this will not be true, but that is ok for now.  Deal with that when someone needs it.",yes,yes,0,yes
53,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
54,jruby-1.4.0,DEFECT,// TODO: Ruby locks the string here,yes,yes,0,yes
55,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
56,jruby-1.4.0,DEFECT,// TODO: Rubicon TestKernel dies without this line.  A cursory glance implies we // falsely set $! to nil and this sets it back to something valid.  This should  // get fixed at the same time we address bug #1296484.,yes,yes,0,yes
57,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
58,jruby-1.4.0,DEFECT,// MRI 1.8 behavior: this combination of flags is not allowed,yes,yes,0,no
59,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
60,jruby-1.4.0,DEFECT,// zero args with block // FIXME: omit args index; subtract one from normal block index,yes,yes,0,yes
61,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
62,jruby-1.4.0,DEFECT,// FIXME: It may be possible to killpg on systems which support it.  POSIX library // needs to tell whether a particular method works or not,yes,yes,0,yes
63,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
64,jruby-1.4.0,DEFECT,// TODO: This code effectively disables all inspection-based optimizations; none of them are 100% safe yet,yes,yes,0,yes
65,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
66,jruby-1.4.0,DEFECT,// FIXME: No argument seems to work for -K in MRI plus this should not // siphon off additional args 'jruby -K ~/scripts/foo'.  Also better error // processing.,yes,yes,0,yes
67,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
68,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
69,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
70,jruby-1.4.0,DEFECT,// We are in eval with binding break out early // FIXME: This is broken with the new backtrace stuff,yes,yes,0,yes
71,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
72,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
73,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
74,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
75,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
76,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
77,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
78,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
79,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
80,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
81,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
82,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
83,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
84,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
85,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
86,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
87,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
88,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
89,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
90,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
91,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
92,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
93,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
94,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
95,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
96,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
97,jruby-1.4.0,DEFECT,// FIXME: This is a system error based on errno,yes,yes,0,yes
98,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
99,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
100,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
101,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
102,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
103,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
104,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
105,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
106,jruby-1.4.0,DEFECT,// TODO: make sure it's really safe to not to copy it,yes,yes,0,yes
107,jruby-1.4.0,DEFECT,// FIXME: not correct exception,yes,yes,0,yes
108,jruby-1.4.0,DEFECT,// FIXME: We can't guarantee this will always be a RubyIO...so the old code here is not safe,yes,yes,0,yes
109,jruby-1.4.0,DEFECT,"// dump the trace and continue // this is currently only here for Android, which seems to have // bugs in its enumeration logic // http://code.google.com/p/android/issues/detail?id=2812",yes,yes,0,no
110,jruby-1.4.0,DEFECT,"// FIXME: Add at_exit and finalizers to exit, then make exit_bang not call those.",yes,yes,0,yes
111,jruby-1.4.0,DEFECT,"// TODO: need to isolate the ""current"" thread from class creation",yes,yes,0,yes
112,jruby-1.4.0,DEFECT,// XXX actually only on windows...,yes,yes,0,no
113,jruby-1.4.0,DEFECT,// Enebo : Should ~frogger\\foo work (it doesnt in linux ruby)?,yes,yes,0,no
114,jruby-1.4.0,DEFECT,// FIXME can't use static; would interfere with other runtimes in the same JVM,yes,yes,0,yes
115,jruby-1.4.0,DEFECT,// TODO: anything threads attached to original fd are notified of the close... // see rb_thread_fd_close,yes,yes,0,yes
116,jruby-1.4.0,DEFECT,"// TODO: This is an freopen in MRI, this is close, but not quite the same",yes,yes,0,yes
117,jruby-1.4.0,DEFECT,// TODO: Ruby locks the string here,yes,yes,0,yes
118,jruby-1.4.0,DEFECT,//      FIXME: check how ruby 1.9 handles this,yes,yes,0,yes
119,jruby-1.4.0,DEFECT,// TODO: full-precision divmod is 1000x slower than MRI!,yes,yes,0,yes
120,jruby-1.4.0,DEFECT,"// FIXME: I'm not sure this is right, but the old code returned // the undef, which definitely isn't right...",yes,yes,0,yes
121,jruby-1.4.0,DEFECT,// ENEBO: Very wrong,yes,yes,0,no
122,jruby-1.4.0,DEFECT,// FIXME: MRI has special case for constants here ,yes,yes,0,yes
123,jruby-1.4.0,DEFECT,// FIXME: Throw the right ArgumentError's if the class is missing // or if it's a module.,yes,yes,0,yes
124,jruby-1.4.0,DEFECT,// FIXME: This isn't quite right; it shouldn't evaluate the value if it's going to throw the error,yes,yes,0,yes
125,jruby-1.4.0,DEFECT,"/* TODO: We should use implicit nil for body, but problem (punt til later)*/",yes,yes,0,yes
126,jruby-1.4.0,DEFECT,"/* TODO: We should use implicit nil for body, but problem (punt til later)*/",yes,yes,0,yes
127,jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */",yes,yes,0,yes
128,jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */",yes,yes,0,yes
129,jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */",yes,yes,0,yes
130,jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */",yes,yes,0,yes
131,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
132,jruby-1.4.0,DEFECT,// FIXME: -x flag not supported //                    case 'x' : //                        break;,yes,yes,0,yes
133,jruby-1.4.0,DEFECT,// FIXME: This is causing a verification error for some reason //nilClass.dispatcher = callbackFactory.createDispatcher(nilClass);,yes,yes,0,yes
134,jruby-1.4.0,DEFECT,"// Walk up the scope tree right now as much as possible, to avoid run-time walking // SSS FIXME: Any reason why this might break in the presence of ruby's dynamic resolution?  What might break?",yes,yes,0,yes
135,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
136,jruby-1.4.0,DEFECT,"// Walk up the scope tree right now as much as possible, to avoid run-time walking // SSS FIXME: Any reason why this might break in the presence of ruby's dynamic resolution?  What might break?",yes,yes,0,yes
137,jruby-1.4.0,DEFECT,// FIXME: Errno descriptions from Constantine // on Windows are not useful at the moment.,yes,yes,0,yes
138,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
139,jruby-1.4.0,DEFECT,// FIXME: this should reset to what it was before,yes,yes,0,yes
140,jruby-1.4.0,DEFECT,// SSS FIXME: Incorect!,yes,yes,0,yes
141,jruby-1.4.0,DEFECT,"// FIXME: vulture daemon thread prevents finalization, // find alternative approach. // vulture.start();",yes,yes,0,yes
142,jruby-1.4.0,DEFECT,"// FIXME: this seems like a good assertion, but it breaks compiled code and the code seems // to run without it... //assert currentModule != null : ""Can't push null RubyClass"";",yes,yes,0,yes
143,jruby-1.4.0,DEFECT,/** Are there are available data flow facts to run this problem? SSS FIXME: Silly optimization? */,yes,yes,0,yes
144,jruby-1.4.0,DEFECT,"// SSS FIXME: For constant arrays, we should never get here!",yes,yes,0,yes
145,jruby-1.4.0,DEFECT,// FIXME: This is wrong,yes,yes,0,yes
146,jruby-1.4.0,DEFECT,// FIXME: may need to broaden for IPV6 IP address strings,yes,yes,0,yes
147,jruby-1.4.0,DEFECT,// TODO: sys fail,yes,yes,0,yes
148,jruby-1.4.0,DEFECT,/** Are there are available data flow facts to run this problem? SSS FIXME: Silly optimization? */,yes,yes,0,yes
149,jruby-1.4.0,DEFECT,// SSS FIXME: Verify semantics of this instruction,yes,yes,0,yes
150,jruby-1.4.0,DEFECT,// FIXME: This isn't quite right; it shouldn't evaluate the value if it's going to throw the error,yes,yes,0,yes
151,jruby-1.4.0,DEFECT,// TODO: full-precision remainder is 1000x slower than MRI!,yes,yes,0,yes
152,jruby-1.4.0,DEFECT,// FIXME: Broken but behaving,yes,yes,0,yes
153,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
154,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
155,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
156,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
157,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
158,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
159,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
160,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
161,jruby-1.4.0,DESIGN,// we basically ignore protocol. let someone report it...,yes,yes,0,no
162,jruby-1.4.0,DESIGN,// SSS FIXME: Is this correct?,yes,yes,0,yes
163,jruby-1.4.0,DESIGN,// FIXME: I use a for block to implement END node because we need a proc which captures // its enclosing scope.   ForBlock now represents these node and should be renamed.,yes,yes,0,yes
164,jruby-1.4.0,DESIGN,// SSS FIXME: 1. Is the ordering correct? (poll before next),yes,yes,0,yes
165,jruby-1.4.0,DESIGN,// We use a highly uncommon string to represent the paragraph delimiter (100% soln not worth it) ,yes,yes,1572623670,no
166,jruby-1.4.0,DESIGN,"// add a ""self"" recv here // TODO: is this right?",yes,yes,0,yes
167,jruby-1.4.0,DESIGN,"// TODO: // MRI behavior: Call ""+"" or ""add"", depending on the call. // But this leads to exceptions when Floats are added. See: // http://blade.nagaokaut.ac.jp/cgi-bin/scat.rb/ruby/ruby-core/17374 // return callCoerced(context, op, b, true); -- this is MRI behavior. // We'll use ours for now, thus providing an ability to add Floats.",yes,yes,0,yes
168,jruby-1.4.0,DESIGN,// SSS FIXME: Is this correctly placed ... at the end of the loop iteration?,yes,yes,0,yes
169,jruby-1.4.0,DESIGN,"// TODO: Ruby reuses this logic for other ""write"" behavior by checking if it's an IO and calling write again",yes,yes,0,yes
170,jruby-1.4.0,DESIGN,// SSS FIXME: Where does this go? // m.setLinePosition(arrayNode.getPosition());,yes,yes,0,yes
171,jruby-1.4.0,DESIGN,"// it would be nice (and logical!) if exponent form  // behaved like E/e, and decimal form behaved like f, // but no such luck. hence: ",yes,yes,0,no
172,jruby-1.4.0,DESIGN,// SSS FIXME: These should get normally compiled or initialized some other way ...  // SSS FIXME: Parent/super-type info is incorrect! // These are just placeholders for now .. this needs to be updated with *real* class objects later!,yes,yes,0,yes
173,jruby-1.4.0,DESIGN,// TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here. Confirm. JRUBY-415,yes,yes,0,yes
174,jruby-1.4.0,DESIGN,"// SSS FIXME: I could make IR_Loop a scope too ... semantically, it is a scope, but, functionally, not sure if this is required yet ...",yes,yes,0,yes
175,jruby-1.4.0,DESIGN,"// this covers the rare case of lower-case class names (and thus will // fail 99.999% of the time). fortunately, we'll only do this once per // package name. (and seriously, folks, look into best practices...)",yes,no,1572623715,no
176,jruby-1.4.0,DESIGN,// SSS FIXME: Should this be a string literal or a string? // Dummy class for the script,yes,yes,0,yes
177,jruby-1.4.0,DESIGN,"// TODO should this be deprecated ? (to be efficient, internals should deal with RubyHash directly)",yes,yes,0,yes
178,jruby-1.4.0,DESIGN,"// SSS FIXME: Does int suffice, or do we need long?",yes,yes,0,yes
179,jruby-1.4.0,DESIGN,// modules are included with a shim class; we must find that shim to handle super() appropriately,yes,no,1572623680,no
180,jruby-1.4.0,DESIGN,"// Reset value map if this instruction is the start/end of a basic block // // Right now, calls are considered hard boundaries for optimization and // information cannot be propagated across them! // // SSS FIXME: Rather than treat all calls with a broad brush, what we need // is to capture different attributes about a call : //   - uses closures //   - known call target //   - can modify scope, //   - etc. // // This information is probably already present in the AST Inspector",yes,yes,0,yes
181,jruby-1.4.0,DESIGN,// TODO: Determine whether we should perhaps store non-singleton class // in the implementationClass,yes,yes,0,yes
182,jruby-1.4.0,DESIGN,// SSS FIXME: Correct?  Where does closure arg come from?,yes,yes,0,yes
183,jruby-1.4.0,DESIGN,/* FIXME: Consider fixing node_assign itself rather than single case*/,yes,yes,0,yes
184,jruby-1.4.0,DESIGN,// SSS FIXME: Should I have a reference to the IR_loop that is being retried?,yes,yes,0,yes
185,jruby-1.4.0,DESIGN,// temporary hack to handle non-Ruby values // will come up with better solution shortly,yes,yes,0,yes
186,jruby-1.4.0,DESIGN,"// Simplify the variables too -- to keep these variables in sync with what is actually used in the when clauses // This is not required for correctness reasons, but only for performance reasons.",yes,yes,0,no
187,jruby-1.4.0,DESIGN,"// Must be called from main thread (it is currently, but this bothers me)",yes,yes,1572623770,no
188,jruby-1.4.0,DESIGN,// CON FIXME: I don't know how to make case be an expression...does that // logic need to go here?,yes,yes,0,yes
189,jruby-1.4.0,DESIGN,// FIXME: legal here? may want UnsupportedOperationException,yes,yes,0,yes
190,jruby-1.4.0,DESIGN,// FIXME: This is an ugly hack to resolve JRUBY-1381; I'm not proud of it,yes,yes,0,yes
191,jruby-1.4.0,DESIGN,// Something wrong we don't know the cwd... // TODO: Is this behavior really desirable? /mov,yes,yes,0,yes
192,jruby-1.4.0,DESIGN,// TODO: no java stringity,yes,yes,0,yes
193,jruby-1.4.0,DESIGN,// FIXME:  Total hack to get flash in Rails marshalling/unmarshalling in session ok...We need // to totally change marshalling to work with overridden core classes.,yes,yes,0,yes
194,jruby-1.4.0,DESIGN,// TODO: this method is not present in MRI!,yes,yes,0,yes
195,jruby-1.4.0,DESIGN,"// FIXME: Ideally JavaObject instances should be marshallable, which means that // the JavaObject metaclass should have an appropriate allocator. JRUBY-414",yes,yes,0,yes
196,jruby-1.4.0,DESIGN,// TODO: public only?,yes,yes,0,yes
197,jruby-1.4.0,DESIGN,// FIXME: This should probably do some translation from Ruby priority levels to Java priority levels (until we have green threads),yes,yes,0,yes
198,jruby-1.4.0,DESIGN,// TODO: Consider a better way of synchronizing ,yes,yes,0,yes
199,jruby-1.4.0,DESIGN,"// using IOInputStream may not be the most performance way, but it's easy.",yes,yes,0,no
200,jruby-1.4.0,DESIGN,// FIXME: We should not be regenerating this over and over,yes,yes,0,yes
201,jruby-1.4.0,DESIGN,"// XXX: This check previously used callMethod(""=="") to check for equality between classes // when scanning the hierarchy. However the == check may be safe; we should only ever have // one instance bound to a given type/constant. If it's found to be unsafe, examine ways // to avoid the == call.",yes,yes,0,no
202,jruby-1.4.0,DESIGN,// TODO: NOT_ALLOCATABLE_ALLOCATOR is probably ok here. Confirm. JRUBY-415,yes,yes,0,yes
203,jruby-1.4.0,DESIGN,"// TODO: why are we duplicating the constants here, and then in // File::Constants below? File::Constants is included in IO.",yes,yes,0,yes
204,jruby-1.4.0,DESIGN,// A cloned method now belongs to a new class.  Set it. // TODO: Make DynamicMethod immutable,yes,yes,0,yes
205,jruby-1.4.0,DESIGN,"// TODO: These were missing, so we're not handling them elsewhere?",yes,yes,0,yes
206,jruby-1.4.0,DESIGN,// TODO: cache?,yes,yes,0,yes
207,jruby-1.4.0,DESIGN,// FIXME: wtf is this? Why would these use the class?,yes,yes,0,yes
208,jruby-1.4.0,DESIGN,// TODO: Figure out how this can happen and possibly remove,yes,yes,0,yes
209,jruby-1.4.0,DESIGN,// FIXME: I don't like this,yes,yes,0,yes
210,jruby-1.4.0,DESIGN,"// FIXME: these descriptions should probably be moved out, // to Constantine project which deals with all platform-dependent constants.",yes,yes,0,yes
211,jruby-1.4.0,DESIGN,"// FIXME this below is temporary, but its much safer for COW (it prevents not shared Strings with begin != 0) // this allows now e.g.: ByteList#set not to be begin aware",yes,yes,0,yes
212,jruby-1.4.0,DESIGN,// TODO: what about n arg?,yes,yes,0,yes
213,jruby-1.4.0,DESIGN,// FIXME: I think this chunk is equivalent to MRI id2name (and not our public method  // id2name).  Make into method if used more than once.  ,yes,yes,0,yes
214,jruby-1.4.0,DESIGN,// TODO: cache?,yes,yes,0,yes
215,jruby-1.4.0,DESIGN,"// FIXME: This is probably not very efficient, since it loads all methods for each call",yes,yes,0,yes
216,jruby-1.4.0,DESIGN,/* Hack in to replace usual readline with this */,yes,yes,0,yes
217,jruby-1.4.0,DESIGN,"// if we get here, we found a matching method, use it // TODO: choose narrowest method by continuing to search",yes,yes,0,yes
218,jruby-1.4.0,DESIGN,// TODO: this is kinda gross,yes,yes,0,yes
219,jruby-1.4.0,DESIGN,"// FIXME: In order for Thread to play well with the standard 'new' behavior, // it must provide an allocator that can create empty object instances which // initialize then fills with appropriate data.",yes,yes,0,yes
220,jruby-1.4.0,DESIGN,// these extra arrays are really unfortunate; split some of these paths out to eliminate?,yes,yes,0,no
221,jruby-1.4.0,DESIGN,"// We clone dynamic scope because this will be a new instance of a block.  Any previously // captured instances of this block may still be around and we do not want to start // overwriting those values when we create a new one. // ENEBO: Once we make self, lastClass, and lastMethod immutable we can remove duplicate",yes,yes,0,no
222,jruby-1.4.0,DESIGN,// TODO: protected methods.  this is going to require a rework // of some of the mechanism.,yes,yes,0,yes
223,jruby-1.4.0,DESIGN,"// if not overloaded, we add a method that guesses at which signature to use // TODO: just adding first one right now...add in signature-guessing logic",yes,yes,0,yes
224,jruby-1.4.0,DESIGN,// SSS FIXME: This should never get called for constant svalues,yes,yes,0,yes
