ID,projectname,classification,Abstract,label,easy_code
8282,argouml,WITHOUT_CLASSIFICATION,"/** * A subclass of JPanel that can act as a tab in the DetailsPane or * MultiEditorPane. Added functionality:<p> * * Spawning: When the tab is double-clicked, this JPanel will generate a * separate window of the same size and with the same contents. This is almost * like ""tearing off"" a tab.<p> * * TODO: Spawning of windows disabled in spawn()<p> * * Title: This JPanel keeps track of its own title.<p> * * Icon: This JPanel keeps track of its own icon; i.e. an arrow pointing to * the panel that it gives details of.<p> * * Orientation: This JPanel is Orientable.<p> * * Cloning: This JPanel may be cloned.<p> * * This class used to be named TabSpawnable. * Renamed since it is not a Tab, but a Panel, and being spawnable is * not any more its main purpose. */",no,yes
8283,argouml,WITHOUT_CLASSIFICATION,// TODO: What?,no,yes
8287,argouml,WITHOUT_CLASSIFICATION,// TODO: What?,no,yes
8289,argouml,WITHOUT_CLASSIFICATION,// TODO: what?,no,yes
8291,argouml,WITHOUT_CLASSIFICATION,// Todo: What?,no,yes
8299,argouml,WITHOUT_CLASSIFICATION,// TODO: What?,no,yes
8301,argouml,WITHOUT_CLASSIFICATION,// TODO: what?,no,yes
8333,argouml,WITHOUT_CLASSIFICATION,// TODO: Needs localization,no,yes
8483,argouml,WITHOUT_CLASSIFICATION,// TODO: The WFR doesn't restrict this to Classifiers - tfm,no,yes
8485,argouml,WITHOUT_CLASSIFICATION,// TODO: The WFR doesn't restrict this to Classifiers - tfm,no,yes
8509,argouml,WITHOUT_CLASSIFICATION,//TODO: different critic for packages consisting only //of references to elements of other packages?,no,yes
8527,argouml,WITHOUT_CLASSIFICATION,//TODO: different critic or special message for classes //that inherit all ops but define none of their own.,no,yes
8532,argouml,WITHOUT_CLASSIFICATION,// TODO: Probably really want to cancel editing //((FigTextEditor) focusOwner).cancelEditing();,no,yes
8549,argouml,WITHOUT_CLASSIFICATION,// TODO: Comments are on Element in UML 2.x,no,yes
8626,argouml,WITHOUT_CLASSIFICATION,// TODO: midpoints for side handles,no,yes
8630,argouml,WITHOUT_CLASSIFICATION,// TODO: side handles,no,yes
8642,argouml,WITHOUT_CLASSIFICATION,"/* TODO: We may return the following when the         * relocate() has been implemented.         */",no,yes
8643,argouml,WITHOUT_CLASSIFICATION,"/* TODO: We may return something useful when the         * relocate() has been implemented. */",no,yes
8674,argouml,WITHOUT_CLASSIFICATION,/* TODO: Do we need to clone the stereotype(s)? */,no,yes
8679,argouml,WITHOUT_CLASSIFICATION,// TODO:?,no,yes
8682,argouml,WITHOUT_CLASSIFICATION,"/* TODO: We may return the following when the         * relocate() has been implemented.         */",no,yes
8684,argouml,WITHOUT_CLASSIFICATION,"/* TODO: We may return something useful when the         * relocate() has been implemented. */",no,yes
8685,argouml,WITHOUT_CLASSIFICATION,// TODO: assumes public,no,yes
8704,argouml,WITHOUT_CLASSIFICATION,// TODO:?,no,yes
8709,argouml,WITHOUT_CLASSIFICATION,// TODO -> settings,no,yes
8722,argouml,WITHOUT_CLASSIFICATION,// TODO: assumes public,no,yes
8928,argouml,WITHOUT_CLASSIFICATION,// TODO: place comments near connected classes // TODO: place from middle towards outer edges? (or place largest // groups first),no,yes
8929,argouml,WITHOUT_CLASSIFICATION,"//        boolean hasPackages = false; // TODO: move ""package in row"" to NodeRow",no,yes
9039,argouml,WITHOUT_CLASSIFICATION,// TODO: get tip string from comment,no,yes
9057,argouml,WITHOUT_CLASSIFICATION,"/** * Class to display a Stereotype declaration figure using * Classifier box notation.<p> * * TODO: This is just a place-holder right now! - tfm * This needs to show tags and constraints. */",no,yes
9061,argouml,WITHOUT_CLASSIFICATION,"/* TODO: constraints, ... */",no,yes
9101,argouml,WITHOUT_CLASSIFICATION,// TODO: set font?,no,yes
9143,argouml,WITHOUT_CLASSIFICATION,// TODO: This doesn't do anything special with keywords. // They should probably go first.,no,yes
9150,argouml,WITHOUT_CLASSIFICATION,//TODO: check!,no,yes
9256,argouml,WITHOUT_CLASSIFICATION,// TODO: should update to size of diagram contents,no,yes
9334,argouml,WITHOUT_CLASSIFICATION,"/**     * Clone this figure. After the base clone method has been called determine     * which child figs of the clone represent the name, stereotype and port.     * <p>     * TODO: enclosedFigs, encloser and eventSenders may also need to be cloned.     *     * @see java.lang.Object#clone()     * @return the cloned figure     */",no,yes
9355,argouml,WITHOUT_CLASSIFICATION,// TODO: Should this not be an assert?,no,yes
9371,argouml,WITHOUT_CLASSIFICATION,// TODO: State & Vertex are independent classes in UML 2.1,no,yes
9377,argouml,WITHOUT_CLASSIFICATION,// TODO assert modelElement != null???,no,yes
9379,argouml,WITHOUT_CLASSIFICATION,"// TODO: Use per-project undo manager, not global",no,yes
9380,argouml,WITHOUT_CLASSIFICATION,"// TODO: Use per-project undo manager, not global",no,yes
9381,argouml,WITHOUT_CLASSIFICATION,"// TODO: Use per-project undo manager, not global",no,yes
9382,argouml,WITHOUT_CLASSIFICATION,"// TODO: Use per-project undo manager, not global",no,yes
9412,argouml,WITHOUT_CLASSIFICATION,// TODO: Do nothing until code is reviewed,no,yes
9440,argouml,WITHOUT_CLASSIFICATION,/* TODO: The UML does not seem to define this name. Or is it? */,no,yes
