,projectname,classification,Abstract,code
990,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
991,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ $NON-NLS-2$,no
992,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Test sending data as UTF-8, with values that have been urlencoded",no
993,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Request sent. Now get the response:,no
994,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
995,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Needs to be done after execute to pick up all the headers,no
996,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// for ssl connection,no
997,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$       ,no
998,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Hide Window on ESC //$NON-NLS-1$,no
999,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Allows HTTPSamplerProxy to call threadFinished; subclasses can override if necessary,no
1000,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1001,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Process Commons HttpClient parameters file // $NON-NLS-1$,no
1002,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*         * (non-Javadoc)         *          * @see jodd.lagarto.EmptyTagVisitor#tag(jodd.lagarto.Tag)         */",no
1003,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"//        throw new UnsupportedOperationException(""For test purposes only"");",no
1004,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ // return unknown action names for display error msg,no
1005,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// N.B. Must be in this class for the TestBean code to work,no
1006,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Only check form tags,no
1007,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If the pre-emptive parameter is undefined, then we can set it as needed // otherwise we should do what the user requested.",no
1008,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Proxy configuration SSL,no
1009,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// HC3.1 does not have the method,no
1010,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1011,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1012,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// we stay within the same parent node,no
1013,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// will be null for HEAD,no
1014,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Get the preference for the recent files,no
1015,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Use special field ip source address (for pseudo 'ip spoofing'),no
1016,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Extract transfer data.,no
1017,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*         *  We use the HostConfiguration as the key to retrieve the HttpClient,         *  so need to ensure that any items used in its equals/hashcode methods are         *  not changed after use, i.e.:         *  host, port, protocol, localAddress, proxy         *        */",no
1018,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON_NLS-1$,no
1019,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If getSendFileAsPostBody returned true, it's sure that file is not null",no
1020,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON_NLS-1$,no
1021,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// NT Includes other types of Credentials,no
1022,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON_NLS-1$,no
1023,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If there are no arguments, we can send a file as the body of the request // TODO: needs a multiple file upload scenerio",no
1024,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON_NLS-1$,no
1025,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Just append all the parameter values, and use that as the post body",no
1026,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
1027,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// The HTTPClient always urlencodes both name and value, // so if the argument is already encoded, we have to decode // it before adding it to the post request",no
1028,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,no
1029,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Keys for user preferences,no
1030,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// default: sans serif //$NON-NLS-1$,no
1031,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Allow for missing optional jars,no
1032,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1033,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// NOOP,no
1034,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// N.B. default charset is used deliberately here,no
1035,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// NOOP,no
1036,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1037,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// These group names must have .displayName properties // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
1038,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
1039,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"//if we found a TestPlan, then we are on our way to the TestFragment",no
1040,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1041,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// only try to load the JMX test plan if there is one,no
1042,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1043,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// filter the tree for a TestFragment.,no
1044,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// might be null (e.g. in testing),no
1045,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TODO ?? (JMeterTreeNode) selectedNode.clone();,no
1046,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If parent is OK, but child failed, add a message and flag the parent as failed",no
1047,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Ensure global counters and lock are shared across threads in the group,no
1048,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// the DEFAULT class // Convert int to Integer etc:,no
1049,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Insert the subControllersAndSamplers into random list positions.,no
1050,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
1051,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// nodePath.add(selectedNode.getName());,no
1052,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Creation of the customizer and GUI initialization is delayed until // the // first // configure call. We don't need all that just to find out the static // label, menu // categories, etc!",no
1053,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// We clone to avoid enabling existing node,no
1054,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Programming error. Don't // continue.,no
1055,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Set the selection once per iteration,no
1056,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// OK to call TestBeanHelper.prepare(),no
1057,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TL - TE,no
1058,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Original (rather odd) behaviour // start at the end,no
1059,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Create a new list containing numElements null elements.,no
1060,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
1061,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Replace subControllersAndSamplers with reordered copy.,no
1062,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
1063,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
1064,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1065,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Retrieve the formatted data using the same encoding used to create it,no
1066,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
1067,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1068,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
1069,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1070,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
1071,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// not a wildcard,no
1072,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Don't change the string, as it is used in JMX files // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$",no
1073,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Needed for HTTPSampler2,no
1074,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
1075,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1076,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
1077,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,/* Implements JMeterGUIComponent.createTestElement() */,no
1078,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1079,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,/* Implements JMeterGUIComponent.modifyTestElement(TestElement) */,no
1080,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
1081,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// setDone(true);,no
1082,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no
1083,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// We've gone through the whole list and are now back at the start // point of our search.,no
1084,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// N.B. this only reloads if necessary (ignores the reference),no
1085,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // throughput.addActionListener(this);,no
1086,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Form encoding has priority over page encoding,no
1087,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// start/end index default value for string getters and setters,no
1088,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Not implemented: public static final String SAVE = ""save_as""; // Not implemented: public static final String SAVE_ALL = ""save_all""; // Not implemented: public static final String SAVE_TO_PREVIOUS = ""save"";",no
1089,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1090,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON_NLS-1$,no
1091,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// implements UnsharedComponent,no
1092,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1093,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Although the default is not the same as for the string value, it is only used internally",no
1094,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If we are disabling the Edit-->Remove menu item and the // Edit-->Add menu item is disabled, then we also need to disable // the Edit menu. // The Java Look and Feel Guidelines say to disable a menu if all // menu items are disabled.",no
1095,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Prevent entry if nothing to do,no
1096,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1097,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// PERTHREAD FIELD,no
1098,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1099,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// In case we are converting back from floating point, drop the decimal fraction // $NON-NLS-1$",no
1100,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1101,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TYPE FIELD,no
1102,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1103,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
1104,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1105,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TEXT FIELD,no
1106,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*tfMailFrom.setEnabled(false);            tfMailTo.setEnabled(false);            tfMailToCC.setEnabled(false);            tfMailToBCC.setEnabled(false);            tfSubject.setEnabled(false);*/",no
1107,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TEXT FIELD,no
1108,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1109,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TEXT FIELD,no
1110,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1111,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// chop to server.name // $NON-NLS-1$,no
1112,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1113,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Handle IPv6 urls,no
1114,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1115,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TEXT FIELD,no
1116,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,no
1117,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// chop to server.name:xx,no
1118,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1119,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// For all the file multiparts, we must tell it to not include // the actual file content",no
1120,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1121,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TEXT FIELD,no
1122,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1123,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check if the header manager had a content type header // This allows the user to specify his own content-type for a POST request,no
1124,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1125,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Buffer to hold the post body, except file content",no
1126,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1127,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Standalone,no
1128,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Allow Headers to override Host setting //$NON-NLS-1$ //Host,no
1129,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If a content encoding is specified, we set it as http parameter, so that // the post body will be encoded in the specified content encoding",no
1130,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1131,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// If none of the arguments have a name specified, we // just send all the values as the put body",no
1132,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1133,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Embedded,no
1134,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1135,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Can cause NPE in HttpClient 3.1 //((SimpleHttpConnectionManager)cl.getHttpConnectionManager()).shutdown();// Closes the connection // Revert to original method: // Closes the connection,no
1136,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1137,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// JPanel loopPanel = new JPanel(new BorderLayout(5, 0));",no
1138,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1139,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1140,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1141,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// charset must agree with content-type below // $NON-NLS-1$,no
1142,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*     * This Map serves two purposes:     * - maps names to  containers     * - ensures only one container per file across all threads     * The key is the concatenation of the file name and the XPath string     */",no
1143,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// ignored,no
1144,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1145,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// N.B. Must be in this class for the TestBean code to work,no
1146,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1147,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Write the form data post body, which we have constructed // in the setHeaders. This contains the multipart start divider // and any form data, i.e. arguments",no
1148,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,no
1149,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// we're sure that there is at least one file because of // getSendFileAsPostBody method's return value.,no
1150,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1151,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Add also the length of the file content,no
1152,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1153,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check if we should do a multipart/form-data or an // application/x-www-form-urlencoded post request,no
1154,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1155,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-2$,no
1156,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1157,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// It is a normal post request, with parameter names and values",no
1158,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1159,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check if the header manager had a content type header // This allows the user to specify his own content-type for a POST request,no
1160,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ resource name,no
1161,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Drop the last character:,no
1162,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1163,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Highlight (select) the appropriate rows.,no
1164,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1165,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Highlight (select) the appropriate rows.,no
1166,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$//$NON-NLS-2$//$NON-NLS-3$ //$NON-NLS-1$,no
1167,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$  $NON-NLS-2$,no
1168,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1169,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Default value // $NON-NLS-1$,no
1170,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1171,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // maintain original default,no
1172,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1173,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Default value // $NON-NLS-1$,no
1174,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1175,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Action listener will be added later,no
1176,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1177,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Ignore everything else,no
1178,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// The headers are written using ISO_8859_1 encoding //$NON-NLS-1$,no
1179,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Note: position of these elements in the menu *must* match the // corresponding ProxyControl.GROUPING_* values. // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
1180,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// @GuardedBy(""this"")",no
1181,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Stop action notifications while we shuffle this around:,no
1182,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1183,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Include request body if it is a post or put or patch,no
1184,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1185,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Reinstate action notifications:,no
1186,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1187,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// never null,no
1188,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Functions are wrapped in ${ and } //$NON-NLS-1$,no
1189,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Set the current value:,no
1190,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check if we know the encoding of the form,no
1191,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// never null,no
1192,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1193,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1194,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1195,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// can share these,no
1196,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1197,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Should not happen,no
1198,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1199,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"/*         * Don't redirect the following:         * 300 = Multiple choice         * 304 = Not Modified         * 305 = Use Proxy         * 306 = (Unused)         */",no
1200,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Note: Windows user preferences are stored relative to: HKEY_CURRENT_USER\Software\JavaSoft\Prefs,no
1201,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// get the start of the file,no
1202,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1203,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1204,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1205,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Preserve original case,no
1206,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1207,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// implements UnsharedComponent,no
1208,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1209,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
1210,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1211,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
1212,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1213,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Fetch some variables,no
1214,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1215,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
1216,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1217,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
1218,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// N.B. Originally the response code was saved with the code ""rs"" // but retrieved with the code ""rc"". Changed to always use ""rc"", but // allow for ""rs"" when restoring values. //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$",no
1219,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// LOOP LABEL // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$,no
1220,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1221,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
1222,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1223,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$,no
1224,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1225,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Checkbox // $NON-NLS-1$,no
1226,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1227,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//Suppress messages to stdout,no
1228,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1229,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1230,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1231,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Update the dataEncoding,no
1232,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,no
1233,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1234,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1235,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
1236,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1237,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1238,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1239,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1240,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1241,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,/*================= internal business =================*/,no
1242,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1243,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// DROP-DOWN MENU,no
1244,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1245,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1246,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1247,apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$,no
