ID,projectname,classification,Abstract,label
104,jfreechart-1.0.19,DESIGN,// Note: It would be nice to pre-calculate this per series,yes
105,jfreechart-1.0.19,DESIGN,"// we assume that all other Paint instances implement equals() and // hashCode()...of course that might not be true, but what can we // do about it?",yes
107,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
110,jfreechart-1.0.19,DESIGN,"// here's a quirk - the API has been defined in terms of a plain // TimePeriod, which cannot make use of the timezone and locale // specified in the constructor...so we only do the time zone // pegging if the period is an instanceof RegularTimePeriod",yes
111,jfreechart-1.0.19,DESIGN,"// now handle specific plot types (and yes, I know this is some // really ugly code that has to be manually updated any time a new // plot type is added - I should have written something much cooler, // but I didn't and neither did anyone else).",yes
118,jfreechart-1.0.19,DESIGN,// unused in parent,yes
120,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
121,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
122,jfreechart-1.0.19,DESIGN,"// now we handle some special cases - yes, UGLY code alert!",yes
125,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
126,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
128,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
129,jfreechart-1.0.19,DESIGN,"// here we could probably be a little faster by searching for both // indices simultaneously, but I'll look at that later if it seems // like it matters...",yes
132,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
134,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
137,jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,yes
138,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
139,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
140,jfreechart-1.0.19,DESIGN,// report this?,yes
141,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
142,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
143,jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,yes
144,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
145,jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,yes
146,jfreechart-1.0.19,DESIGN,// this may be obsolete (not used anywhere),yes
147,jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,yes
149,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
150,jfreechart-1.0.19,DESIGN,/// a kludge to make everything work when no rows returned,yes
151,jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,yes
152,jfreechart-1.0.19,DESIGN,// report this?,yes
156,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
158,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
159,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
160,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
162,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
163,jfreechart-1.0.19,DESIGN,// needs to be improved !!!,yes
164,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
165,jfreechart-1.0.19,DESIGN,// not used by plot,yes
166,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
170,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
172,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
173,jfreechart-1.0.19,DESIGN,"// we'll have to use the method in the interface, but // this doesn't have the paint and stroke settings...",yes
174,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
175,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
176,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
177,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
178,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
179,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
180,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
181,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
183,jfreechart-1.0.19,DESIGN,// defer argument checking,yes
185,jfreechart-1.0.19,DESIGN,// I know it's bad to create object. better idea?,yes
186,jfreechart-1.0.19,DESIGN,// I know it's bad to create object. better idea?,yes
190,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
191,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
192,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes
196,jfreechart-1.0.19,IMPLEMENTATION,// not implemented,yes
202,jfreechart-1.0.19,IMPLEMENTATION,// could make this configurable,yes
205,jfreechart-1.0.19,IMPLEMENTATION,// not implemented,yes
208,jfreechart-1.0.19,TEST,// the plot field is NOT tested,yes
209,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// if not, check if there is a paint defined for the specified key",no
210,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// RANGE / RANGE,no
211,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// height is OK, but width must be constrained",no
212,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// do we need to fill the buffer?,no
213,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check that the clone doesn't share the same underlying arrays.,no
214,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// now replacing the dataset should update the axis range...,no
215,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// minorTickCount,no
216,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create a dataset...,no
217,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check that the renderer has a corresponding dataset (it doesn't // matter if the dataset is null),no
218,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// build first tab,no
219,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/*Comparable k =*/,no
220,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//row 2: background paint for the chart,no
221,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// mercuryPaint,no
222,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// period,no
223,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// should get IllegalArgumentException for negative index,no
224,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// create a legend, if requested...",no
225,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// itemLabelsVisibleList,no
226,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//frame.setDisplayToolTips(false);,no
227,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Segment fromSegment = getSegment(from); // fromSegment.inc(); // Segment toSegment = getSegment(to); // toSegment.dec();,no
228,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Dispose of any fonts we have created,no
229,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// CASE 1 : Comparing to another TimeSeriesDataPair object // -------------------------------------------------------,no
230,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//empty cell // row 2,no
231,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// The following angle calc will ensure there isn't a top // vertical axis - this may be useful if you don't want any // given criteria to 'appear' move important than the // others.. //  + (getDirection().getFactor() //        * (cat + 0.5) * 360 / catCount);,no
232,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Create the color-change dialog,no
233,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// draw the item labels if there are any...,no
234,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// build second tab,no
235,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// you can add a null list - it would have been better if this // required EMPTY_LIST,no
236,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 4,no
237,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check if previously colinear,no
238,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// set the plot properties...,no
239,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// draw the standard deviation lines *before* the shapes (if they're // visible) - it looks better if the shape fill colour is different to // the line colour,no
240,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//label.setFont(font);,no
241,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// we create an event with a special flag set...the purpose of // this is to communicate to the plot (the default receiver of // the event) that series visibility has changed so the axis // ranges might need updating...,no
242,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// don't need to do anything,no
243,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// no need to instantiate this    ,no
244,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 1,no
245,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// roseHighlightPaint,no
246,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// return the appropriate axis editor,no
247,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* TimeSeriesDataItem item = */,no
248,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Create the new font and set it into the title // label,no
249,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// maxCategoryLabelWidthRatio,no
250,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Dispose of any fonts we have created,no
251,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* shape visible = */,no
252,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check a regular value,no
253,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// test collection 3, which doesn't define all tasks in all series",no
254,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 1,no
255,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* XYSeries s = */,no
256,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//tickLabelFontField.setFont(font);,no
257,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check that the clone doesn't share the same underlying arrays.,no
258,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 3,no
259,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// when the dataset contains one or more series, but those series  // contain no items, we expect the value range to be null",no
260,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Use a colored text field to show the color,no
261,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//not first tick to be displayed //no tick label,no
262,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Create the font-change dialog,no
263,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// in the following code, barL0 is (in Java2D coordinates) the LEFT // end of the bar for a horizontal bar chart, and the TOP end of the // bar for a vertical bar chart.  Whether this is the BASE of the bar // or not depends also on (a) whether the data value is 'negative' // relative to the base value and (b) whether or not the range axis is // inverted.  This only matters if/when we apply the minimumBarLength // attribute, because we should extend the non-base end of the bar",no
264,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Create the font-change dialog,no
265,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// Get the item count for the series, so that we can know which is the // end of the series.",no
266,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//deal with range axis,no
267,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* shape filled = */,no
268,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// set the range axis to display integers only...,no
269,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// convert the font size (in pt for awt) to height in pixels for swt,no
270,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// pass the click on to the plot... // rely on the plot to post a plot change event and redraw the chart...,no
271,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// use item paint for outlines by // default, not outline paint",no
272,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//this.maximumRangeValue.addModifyListener(this); //this.maximumRangeValue.addVerifyListener(this);,no
273,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// handle the special case where the dataset has y-intervals that // we want to measure,no
274,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//titleField.setFont(font);,no
275,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/*CategoryPlot plot =*/,no
276,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//deal with domain axis,no
277,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// we're doing this for testing only, and make sure that we // only add data in ascending order by x-value",no
278,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// verify max value,no
279,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// change a series outline stroke,no
280,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// verify min value,no
281,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check an inherited attribute,no
282,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//gridBandPaint,no
283,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// starts at the back, wraps around front, and // finishes at back again",no
284,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//deal with plot appearance,no
285,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// test a customised instance,no
286,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 4: orientation,no
287,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// rangeAxisLocation...,no
288,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 2,no
289,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// here we change the AffineTransform so we can draw the annotation // to a larger area and scale it down into the display area // afterwards, the original transform is restored",no
290,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 3: background paint,no
291,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// time zone,no
292,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row 1: stroke,no
293,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// clip top and bottom bounds to data area,no
294,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check dataset with one time period,no
295,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// BAR X,no
296,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// we can't do anything,no
297,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// sectionOutlinePaint,no
298,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create a dataset...,no
299,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// we use ValueMarker for the tests, because we need a concrete // subclass...",no
300,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// borderVisible,no
301,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Create the new font and set it into the title // label,no
302,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// to be consistent with other Graphics2D implementations,no
303,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// validate base timeline exclusions added as timeline's esceptions,no
304,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* XYSeries s = */,no
305,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// domainAxisLocation - no longer a separate field but test anyway...,no
306,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// row keys...,no
307,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//private TickUnits standardTickUnits;,no
308,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// backgroundImage,no
309,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// try unknown column key,no
310,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// minorTickLength,no
311,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// when the dataset contains one or more series, but those series // contain no items, we still expect the range to be null",no
312,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// labelFont,no
313,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// TBLRC // 01010 - bottom and right only,no
314,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// build the third tab,no
315,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// do we need to resize the buffer?,no
316,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// column keys...,no
317,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// even though the axis is not visible, we need ticks for the // gridlines...",no
318,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// ok and cancel buttons,no
319,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// does nothing - override if necessary,no
320,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// don't zoom unless the mouse pointer is in the plot's data area,no
321,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// if there is a tool tip, we expect it to generate the title and // alt values, so we only add an empty alt if there is no tooltip",no
322,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// borderStroke,no
323,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// ensure we have a maximum value to use on the axes,no
324,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// we dispose resources we own but user must dispose gc,no
325,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// remove plot2, but plot1 is removed instead",no
326,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// set the line style to solid by default,no
327,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// we are starting a new series path,no
328,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// apply dash style if any,no
329,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// it is too slow to look at every data item, so let's just look at // the first, middle and last items...",no
330,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// padding,no
331,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"//showing ""1e#""-style ticks or negative exponent // generating tick value between 0 & 1; show fewer",no
332,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//axisLabelPaint;,no
333,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// properties // save // print // zoom // tooltips,no
334,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// retrieve the swt font description in an os indept way,no
335,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// collect entity and tool tip information...,no
336,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create a new awt font with the appropiate data,no
337,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// and independent...,no
338,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// for now we simply want to extract the chars from the iterator // and call an unstyled text renderer,no
339,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// first get the range without the interval, then expand it for the // interval width",no
340,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// see comment above //this.colorsPool.put(Integer.valueOf(awtColor.getRGB()), swtColor);",no
341,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// should get IllegalArgumentException for negative index,no
342,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// renderingHints,no
343,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// Next, setup the plot area",no
344,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"//this.myColor = new Color(getDisplay(), color.getRGB());",no
345,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// seems to be the same...,no
346,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// SWT and AWT share the same style constants.,no
347,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// even though the axis is not visible, we need ticks for the // gridlines...",no
348,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// set the axis properties,no
350,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create the dataset...,no
351,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// null will be returned,no
352,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// subtitles,no
353,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// erase the previous zoom rectangle (if any).  We only need to do // this is we are using XOR mode, which we do when we're not using // the buffer (if there is a buffer, then at the end of this method we // just trigger a repaint)",no
354,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// borderPaint,no
355,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// draw the markers that are associated with a specific dataset...,no
356,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// title,no
357,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// start with a unit that is at least 1/10th of the axis length,no
358,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create a dataset...,no
359,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// we create an event with a special flag set...the purpose of // this is to communicate to the plot (the default receiver of // the event) that series visibility has changed so the axis // ranges might need updating...,no
360,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// backgroundPaint,no
361,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// adjust the plot area for interior spacing and labels...,no
362,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// plot,no
363,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Y1,no
364,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create the chart...,no
365,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// add an item entity, if this information is being collected",no
366,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// try a Double.POSITIVE_INFINITY,no
367,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// Reference: http://www.antigrain.com/research/bezier_interpolation/,no
368,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// backgroundImageAlpha,no
369,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// pdfDocument class will be null so the function will return false,no
370,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create a dataset...,no
371,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// as a special case, if the bar colour has alpha == 0, we draw // nothing.",no
372,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create a dataset...,no
373,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//chartBackgroundPaint;,no
374,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//private double angle;,no
375,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// avoid to draw overlapping tick labels,no
376,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check independence,no
377,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// a null key should throw an IllegalArgumentException,no
378,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// adding something to the returned list should NOT change the chart,no
379,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"//axis.setRangeType(RangeType.POSITIVE); //axis.setLowerBound(-5.0); //assertEquals(0.0, axis.getLowerBound(), EPSILON);",no
380,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// fillPaintTransformer,no
381,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// perform the zoom on each range axis,no
382,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// include legend,no
383,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// draw the domain grid lines, if any...",no
384,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// chart title,no
385,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check for bounds interval that includes 1,no
386,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// outlinePaint,no
387,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// deregister the collection as a change listener to each series in the // collection,no
388,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// chart title,no
389,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// create the chart...,no
390,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//private Paint arrowPaint;,no
391,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// column keys...,no
392,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// value 1,no
393,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// CASE 2 : Comparing to another TimePeriod object // -----------------------------------------------,no
394,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// a null key should throw an IllegalArgumentException,no
395,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// align this rectangle to the frameAnchor,no
396,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// data // include legend // tooltips // urls,no
397,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// standard test,no
398,jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// chart title,no
